# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, eM3_max, eM3_min, dA3_over_A0, t_end(PM), wall_time, fate
9.89, 0.22, 0.2169, 0.2137, 1.7106e-05, 0.2231, 0.1972, 1.4233e-02, 0.3348, 0.1474, 7.0249e-02, 9.5627e+02, 0.82366, a>0.4R_H
8.22, 0.13, 0.1392, 0.0134, 3.0588e-03, 0.1812, 0.1089, 6.1060e-03, 0.1552, 0.0636, 2.5487e-02, 1.0000e+05, 73.55384, tmax
4.22, 0.08, 0.5281, 0.0030, -2.0949e-01, 0.4263, 0.0011, 6.0694e-01, 0.4322, 0.0005, 4.9531e-01, 5.8366e+04, 44.02185, collision
9.37, 0.12, 0.1377, 0.0468, 3.4414e-03, 0.1565, 0.0952, -3.8353e-03, 0.1815, 0.0224, 3.7854e-02, 1.0000e+05, 80.03172, tmax
9.46, 0.21, 0.2807, 0.0628, 4.2170e-03, 0.2568, 0.1144, 1.6526e-03, 0.2602, 0.0582, 5.3306e-02, 1.0000e+05, 83.19889, tmax
4.68, 0.11, 0.5175, 0.0012, 5.6235e-01, 0.7109, 0.0079, 3.1445e+00, 0.4964, 0.0766, -6.7239e-01, 1.7580e+04, 14.43745, collision
9.59, 0.29, 0.3461, 0.1008, 4.3334e-03, 0.3729, 0.2510, 1.9709e-02, 0.3662, 0.0802, 8.0318e-04, 1.0000e+05, 87.70055, tmax
8.01, 0.09, 0.0977, 0.0157, 3.0809e-03, 0.1310, 0.0691, 9.1943e-03, 0.1168, 0.0379, -8.3800e-04, 1.0000e+05, 71.74505, tmax
10.51, 0.12, 0.1192, 0.1192, -6.9823e-05, 0.1088, 0.1088, 2.7767e-03, 220447.4597, 1.0000, -1.0008e+00, 8.5381e+02, 0.64863, a<0
8.65, 0.02, 0.0251, 0.0031, 2.9741e-03, 0.0334, 0.0030, 4.9386e-03, 0.0704, 0.0007, 2.8188e-02, 1.0000e+05, 78.11937, tmax
6.87, 0.10, 0.1008, 0.0003, 3.2510e-03, 0.1345, 0.0245, 1.5859e-03, 0.1607, 0.0611, 1.8103e-02, 1.0000e+05, 74.90667, tmax
10.60, 0.12, 0.1190, 0.1190, -1.0278e-04, 0.1157, 0.1157, 1.3108e-02, 207453.6842, 1.0000, -1.0008e+00, 8.5381e+02, 0.64650, a<0
10.56, 0.02, 0.0194, 0.0194, -7.7806e-05, 0.0277, 0.0277, 6.1812e-03, 226078.3262, 1.0000, -1.0008e+00, 8.5381e+02, 0.64392, a<0
6.75, 0.02, 0.0219, 0.0002, 3.1973e-03, 0.0356, 0.0004, -1.4229e-03, 0.0482, 0.0004, 6.0259e-04, 1.0000e+05, 70.84787, tmax
5.52, 0.27, 0.3837, 0.1373, -4.1755e-02, 0.3296, 0.0299, 4.5180e-01, 0.3684, 0.0853, -4.6071e-02, 1.9728e+03, 1.65316, collision
10.79, 0.14, 0.1391, 0.1391, -4.5290e-05, 0.1349, 0.1349, 7.7412e-04, 194271.9291, 1.0000, -1.0008e+00, 8.5381e+02, 0.66540, a<0
10.67, 0.22, 0.7235, 0.4828, 1.1833e-01, 0.5618, 0.3313, -3.8886e-02, 0.7343, 0.4999, -6.6971e-01, 5.3961e+03, 4.13696, d<R_roche
4.54, 0.19, 0.6238, 0.5192, -7.3524e+01, 0.1375, 0.1266, -4.7420e-01, 0.2499, 0.1642, 4.5636e-01, 9.1859e+02, 0.74633, collision
5.65, 0.12, 0.1349, 0.0010, 3.1193e-03, 0.1429, 0.0065, 1.4311e-02, 0.2007, 0.0939, 1.9005e-02, 1.0000e+05, 73.40138, tmax
4.87, 0.19, 0.5383, 0.0246, -1.1935e-01, 0.4370, 0.0246, -7.3682e-02, 0.3605, 0.0620, -6.2200e+02, 2.9813e+03, 2.45252, collision
8.66, 0.05, 0.0514, 0.0020, 3.2809e-03, 0.0712, 0.0349, 1.4713e-02, 0.0899, 0.0037, 3.0177e-03, 1.0000e+05, 73.76538, tmax
4.98, 0.13, 0.1358, 0.0016, 2.9734e-03, 0.1580, 0.0437, -1.4076e-03, 0.2089, 0.1077, 1.3119e-02, 1.0000e+05, 77.87127, tmax
4.70, 0.19, 0.5498, 0.0261, -1.0505e-01, 0.4097, 0.0362, 1.3774e-01, 0.3864, 0.1019, 2.0755e-01, 3.1762e+03, 2.63625, d<R_roche
6.22, 0.23, 0.4146, 0.0276, -8.1985e-03, 0.3107, 0.0314, 1.1395e+00, 0.3480, 0.0969, -4.1232e-01, 7.3848e+03, 6.09500, collision
8.09, 0.22, 0.3342, 0.0155, 1.0714e-03, 0.3558, 0.1632, 1.1924e-02, 0.2403, 0.0483, -2.0686e-03, 1.0000e+05, 106.63627, tmax
10.42, 0.02, 0.0026, 0.0026, 3.8667e-03, 0.0738, 0.0685, 2.3995e-02, 0.5509, 0.5281, -5.8314e-02, 8.8797e+02, 0.62864, a>0.4R_H
4.05, 0.09, 0.2693, 0.0018, -1.5182e-01, 1.2549, 0.0039, -5.9979e+00, 0.3047, 0.0008, -3.1470e-01, 3.3811e+04, 28.07989, a<0
7.18, 0.04, 0.0490, 0.0121, 2.9620e-03, 0.0691, 0.0275, 2.7253e-03, 0.0607, 0.0002, -2.5368e-03, 1.0000e+05, 74.85239, tmax
7.47, 0.21, 0.3239, 0.0025, 4.2074e-03, 0.3680, 0.0091, -6.7443e-03, 0.2992, 0.0057, 2.3718e-02, 1.0000e+05, 88.14288, tmax
5.84, 0.21, 0.4610, 0.0056, -9.6019e-02, 0.4528, 0.0373, 2.9470e+00, 0.4314, 0.0340, -3.4833e-01, 2.4276e+04, 19.85821, collision
6.98, 0.18, 0.3820, 0.0137, -1.4385e-03, 0.3187, 0.0032, 2.7967e-02, 0.2629, 0.0211, -3.2433e-03, 1.0000e+05, 77.26015, tmax
3.70, 0.13, 13583844.0600, 1.0000, -1.0027e+00, 0.0000, 1.0000, -1.0025e+00, 0.0000, 1.0000, 1.4217e-01, 8.5381e+02, 0.16900, a<0
4.61, 0.22, 0.3969, 0.2295, -2.3025e-02, 0.3351, 0.1099, -1.4859e-01, 0.2546, 0.0905, 2.0996e+00, 1.2023e+03, 0.99897, collision
9.26, 0.02, 0.0226, 0.0086, 3.1133e-03, 0.0327, 0.0047, 1.4134e-02, 0.1145, 0.0028, 1.6922e-02, 1.0000e+05, 75.41527, tmax
7.32, 0.16, 0.1982, 0.0560, 4.3078e-03, 0.2576, 0.1536, 1.2136e-02, 0.1729, 0.0310, 2.0074e-02, 1.0000e+05, 77.64512, tmax
9.98, 0.03, 0.0295, 0.0293, 1.1166e-04, 0.0366, 0.0298, 1.7157e-02, 0.2602, 0.1247, 1.1194e-01, 8.8797e+02, 0.62782, a>0.4R_H
8.41, 0.30, 0.6428, 0.0065, -7.0705e-02, 0.7115, 0.0646, 2.1474e-01, 0.3461, 0.1200, 2.2130e-01, 9.6003e+04, 81.68175, d<R_roche
5.70, 0.21, 0.3525, 0.0042, -3.2795e-02, 0.3037, 0.0039, 2.6573e-01, 0.3261, 0.0739, 4.3360e-02, 2.0966e+04, 24.73481, collision
6.24, 0.08, 0.2356, 0.0011, -8.9089e-04, 0.2007, 0.0017, 1.3633e-02, 0.1844, 0.0037, -6.2644e-03, 1.0000e+05, 78.10275, tmax
8.92, 0.14, 0.1550, 0.0160, 3.3995e-03, 0.1875, 0.1177, 3.3437e-03, 0.1738, 0.0481, -5.9088e-03, 1.0000e+05, 74.28777, tmax
10.36, 0.02, 0.0194, 0.0194, 1.6653e-05, 0.0216, 0.0216, 1.3632e-02, 155446.7753, 1.0000, -1.0012e+00, 8.5381e+02, 1.20966, a<0
10.91, 0.19, 0.1886, 0.1886, 4.2004e-06, 0.1832, 0.1832, -2.1277e-03, 358692.6671, 1.0000, -1.0005e+00, 8.5381e+02, 0.74324, a<0
4.27, 0.18, 0.2193, 0.0906, -5.8705e-02, 0.2831, 0.0149, -1.0142e-01, 0.2851, 0.1702, 1.6055e+00, 1.0502e+03, 0.90169, collision
9.78, 0.07, 0.0795, 0.0320, 3.0805e-03, 0.0918, 0.0492, 1.0885e-02, 0.2377, 0.0051, 1.5663e-02, 1.0000e+05, 78.93170, tmax
8.07, 0.18, 0.2022, 0.0224, 3.6542e-03, 0.2631, 0.1499, 1.4988e-02, 0.2042, 0.0988, -7.1953e-03, 1.0000e+05, 83.33778, tmax
10.94, 0.20, 0.1987, 0.1987, -4.7678e-05, 0.1946, 0.1946, -6.3627e-04, 409133.3485, 1.0000, -1.0005e+00, 8.5381e+02, 0.93679, a<0
7.53, 0.08, 0.1199, 0.0066, 3.4154e-03, 0.1336, 0.0474, 1.3833e-02, 0.0996, 0.0020, -9.4819e-03, 1.0000e+05, 72.18270, tmax
6.99, 0.02, 0.0221, 0.0017, 2.7790e-03, 0.0342, 0.0021, 4.5275e-03, 0.0455, 0.0006, 1.8122e-02, 1.0000e+05, 70.95588, tmax
5.08, 0.13, 0.1370, 0.0023, 3.1534e-03, 0.1540, 0.0493, 4.2574e-03, 0.2079, 0.1087, 1.1507e-03, 1.0000e+05, 88.00216, tmax
4.97, 0.27, 0.3091, 0.0971, -2.4897e-02, 0.3852, 0.2026, 1.3004e+00, 0.3592, 0.2045, 5.6157e-03, 2.3129e+03, 2.04188, collision
7.75, 0.07, 0.0962, 0.0010, 2.9473e-03, 0.1122, 0.0503, 9.0909e-03, 0.0926, 0.0150, -5.5355e-03, 1.0000e+05, 71.83034, tmax
4.64, 0.24, 0.4412, 0.4412, -2.0387e-01, 0.5251, 0.5251, 1.1859e+00, 0.3566, 0.3566, 2.2036e-01, 8.8421e+02, 0.78419, collision
9.31, 0.12, 0.1392, 0.0443, 3.2717e-03, 0.1596, 0.1000, 7.6148e-03, 0.1775, 0.0258, 3.1735e-02, 1.0000e+05, 73.65347, tmax
6.04, 0.30, 0.6120, 0.5470, -5.2970e-02, 0.2476, 0.0662, 1.1405e-01, 0.2438, 0.1981, 3.6536e-03, 1.1270e+03, 1.24367, d<R_roche
3.58, 0.12, 0.0000, 1.0000, -6.9219e-02, 0.0000, 1.0000, 1.3473e-01, 0.0000, 1.0000, 2.0377e+00, 1.7654e+01, 0.02434, collision
4.10, 0.20, 0.3807, 0.2636, -4.7275e-02, 0.1972, 0.0115, 5.0436e-01, 0.1827, 0.1472, -1.6698e-01, 1.1009e+03, 0.90820, collision
7.47, 0.04, 0.0511, 0.0094, 3.5945e-03, 0.0728, 0.0285, 1.4124e-02, 0.0635, 0.0007, -1.3011e-02, 1.0000e+05, 71.01842, tmax
10.19, 0.04, 0.0395, 0.0395, 2.7182e-05, 0.0259, 0.0259, 2.7901e-04, 0.2088, 0.2088, -2.5610e-02, 8.5381e+02, 0.64683, a>0.4R_H
9.84, 0.10, 0.1009, 0.0958, 1.2269e-04, 0.1015, 0.0844, 1.4816e-02, 0.2564, 0.0507, 9.4525e-02, 2.4590e+03, 1.82667, a>0.4R_H
10.51, 0.20, 0.1983, 0.1983, -8.4486e-05, 0.1888, 0.1888, 4.3357e-03, 215031.4334, 1.0000, -1.0008e+00, 8.5381e+02, 0.71422, a<0
6.99, 0.03, 0.0315, 0.0047, 3.0852e-03, 0.0465, 0.0115, 1.2840e-02, 0.0559, 0.0040, -7.6086e-03, 1.0000e+05, 70.71175, tmax
6.77, 0.00, 0.0067, 0.0000, 2.8880e-03, 0.0162, 0.0001, 3.4002e-03, 0.0284, 0.0001, 8.6778e-03, 1.0000e+05, 70.94075, tmax
10.20, 0.05, 0.0497, 0.0497, 1.4349e-05, 0.0524, 0.0524, -6.2540e-03, 0.4410, 0.4410, 9.2124e-02, 8.5381e+02, 0.60775, a>0.4R_H
5.54, 0.27, 0.2959, 0.0133, -5.2861e-02, 0.4010, 0.0395, 9.3178e-02, 0.4532, 0.0706, 6.8884e-01, 4.0131e+03, 3.29748, collision
8.05, 0.09, 0.0977, 0.0099, 2.9734e-03, 0.1315, 0.0720, 8.6361e-03, 0.1194, 0.0401, 1.3610e-02, 1.0000e+05, 77.94549, tmax
5.09, 0.17, 0.1911, 0.0235, 2.3488e-02, 0.3099, 0.0370, 9.3028e-02, 0.3186, 0.1279, 1.1871e-01, 7.5984e+03, 5.92201, collision
6.76, 0.23, 0.5279, 0.0342, -4.4244e-02, 0.4396, 0.0408, 9.8581e-02, 0.3549, 0.0135, 4.4627e-02, 5.2629e+04, 41.64697, d<R_roche
11.00, 0.09, 0.0893, 0.0893, -7.8853e-06, 0.0823, 0.0823, 1.4292e-02, 270552.4427, 1.0000, -1.0006e+00, 8.5381e+02, 0.62582, a<0
5.34, 0.27, 0.2448, 0.0307, 2.4969e-01, 0.4219, 0.1115, -4.8422e-02, 0.4547, 0.2631, 2.0488e-01, 1.6812e+03, 1.39527, collision
7.23, 0.08, 0.0994, 0.0278, 3.7146e-03, 0.1325, 0.0670, 1.3611e-02, 0.0993, 0.0106, 2.5732e-02, 1.0000e+05, 72.27349, tmax
4.15, 0.15, 0.2334, 0.0585, -2.6460e-03, 0.2626, 0.0819, 9.4788e-01, 0.1155, 0.0857, -3.2381e-01, 1.0237e+03, 0.81204, collision
3.69, 0.28, 0.0000, 1.0000, 1.0055e+00, 0.0000, 1.0000, 1.3787e+00, 0.0000, 1.0000, -6.3135e-01, 9.4000e+01, 0.12097, collision
9.23, 0.04, 0.0451, 0.0142, 3.2147e-03, 0.0567, 0.0232, -1.9077e-03, 0.1174, 0.0026, 2.3118e-02, 1.0000e+05, 72.87412, tmax
4.78, 0.16, 0.2280, 0.0228, -2.3368e-02, 0.2376, 0.0759, 1.1786e+01, 0.3979, 0.1763, -4.7934e-01, 2.4034e+03, 1.95154, collision
5.13, 0.14, 0.2693, 0.0032, -2.0893e-01, 0.3416, 0.0279, 1.4711e+00, 0.2364, 0.1158, 2.8742e-01, 3.1487e+04, 23.58082, collision
10.86, 0.24, 0.2383, 0.2383, -7.7649e-05, 0.2319, 0.2319, 6.1321e-03, 387561.7817, 1.0000, -1.0005e+00, 8.5381e+02, 0.73506, a<0
9.51, 0.03, 0.0332, 0.0133, 3.0019e-03, 0.0444, 0.0140, 9.0512e-03, 0.1556, 0.0034, 2.4096e-02, 1.0000e+05, 83.72634, tmax
4.46, 0.00, 0.0478, 0.0006, 1.0893e-03, 0.0514, 0.0004, 1.3466e-02, 0.0256, 0.0001, -3.5887e-03, 1.0000e+05, 72.03490, tmax
6.72, 0.24, 0.5236, 0.0159, -8.6576e-02, 0.4990, 0.0403, 2.3494e-01, 0.3531, 0.1763, 5.4704e-02, 2.2916e+04, 18.92648, d<R_roche
4.80, 0.21, 0.3143, 0.0565, 1.8557e+00, 0.3599, 0.0935, -4.8056e-01, 0.2879, 0.1071, 7.5011e-02, 1.8073e+03, 1.52206, collision
8.68, 0.12, 0.1244, 0.0040, 2.9873e-03, 0.1613, 0.1017, 6.1621e-03, 0.1509, 0.0486, 2.3013e-02, 1.0000e+05, 80.46889, tmax
8.32, 0.18, 0.1835, 0.0153, 3.8238e-03, 0.2495, 0.1586, 1.2728e-02, 0.2023, 0.0946, 3.0688e-02, 1.0000e+05, 85.04479, tmax
5.95, 0.00, 0.0074, 0.0001, 2.5502e-03, 0.0152, 0.0003, 5.8653e-03, 0.0253, 0.0003, -5.8239e-03, 1.0000e+05, 82.54713, tmax
6.40, 0.23, 0.4046, 0.0051, 3.6210e-02, 0.4901, 0.0007, 1.2541e-01, 0.3668, 0.1066, 1.8548e-02, 5.6089e+04, 46.92628, collision
4.58, 0.12, 0.3320, 0.0057, -1.1806e-01, 0.4663, 0.0022, 3.4135e+00, 0.2664, 0.0094, -3.9821e-01, 2.3398e+04, 19.39484, collision
8.99, 0.18, 0.1975, 0.0202, 3.8902e-03, 0.2420, 0.1520, -2.5521e-03, 0.2170, 0.0718, 2.8660e-02, 1.0000e+05, 80.95038, tmax
5.73, 0.07, 0.0793, 0.0012, 2.8350e-03, 0.0915, 0.0011, 2.0518e-03, 0.1216, 0.0452, -2.7433e-03, 1.0000e+05, 72.55921, tmax
5.34, 0.01, 0.0158, 0.0002, 2.4815e-03, 0.0236, 0.0000, 1.1731e-02, 0.0313, 0.0002, -1.0027e-02, 1.0000e+05, 81.62897, tmax
4.52, 0.21, 0.0000, 1.0000, -2.9264e-01, 0.0000, 1.0000, 3.8094e+00, 0.0000, 1.0000, 7.4701e-01, 7.8688e+02, 0.66867, collision
9.26, 0.23, 0.2553, 0.0530, 4.1705e-03, 0.3066, 0.1949, 1.5040e-03, 0.2561, 0.0860, -1.2241e-02, 1.0000e+05, 81.39661, tmax
10.88, 0.22, 0.2185, 0.2185, -1.5251e-04, 0.2208, 0.2208, 1.4844e-02, 376800.5788, 1.0000, -1.0005e+00, 8.5381e+02, 1.46420, a<0
4.87, 0.13, 0.3260, 0.0452, -4.9876e-02, 0.2990, 0.0110, 1.1105e+00, 0.2727, 0.0172, 1.8057e-01, 6.0180e+03, 4.95809, collision
10.86, 0.19, 0.1888, 0.1888, -7.2866e-05, 0.1819, 0.1819, 5.9368e-03, 295745.1607, 1.0000, -1.0006e+00, 8.5381e+02, 0.79739, a<0
8.98, 0.20, 0.2183, 0.0199, 3.5851e-03, 0.2632, 0.1738, 5.2061e-03, 0.2297, 0.0857, 4.4398e-03, 1.0000e+05, 83.07455, tmax
5.82, 0.06, 0.0727, 0.0010, 3.0821e-03, 0.0852, 0.0007, -1.0089e-03, 0.1082, 0.0357, 1.9845e-03, 1.0000e+05, 75.77423, tmax
10.01, 0.30, 0.2957, 0.2911, -6.5747e-05, 0.3054, 0.2765, 1.7053e-02, 0.2869, 0.0948, 1.3786e-01, 9.5627e+02, 0.84612, a>0.4R_H
10.41, 0.09, 0.0929, 0.0929, -1.9345e-03, 0.1007, 0.1007, -1.4039e-02, 253845.8814, 1.0000, -1.0008e+00, 8.5381e+02, 0.63941, a<0
9.38, 0.15, 0.1723, 0.0560, 3.3316e-03, 0.1938, 0.1240, 8.3724e-03, 0.2052, 0.0348, 1.2842e-02, 1.0000e+05, 84.11734, tmax
8.57, 0.20, 0.2026, 0.0014, 3.3682e-03, 0.2846, 0.1902, 3.3368e-03, 0.2396, 0.0959, 4.0016e-02, 1.0000e+05, 77.38536, tmax
10.01, 0.00, 0.0004, 0.0004, -7.1892e-05, 0.0061, 0.0061, 4.5859e-03, 0.1918, 0.1918, 1.0052e-01, 8.5381e+02, 0.60131, a>0.4R_H
7.28, 0.25, 0.2924, 0.0571, 2.8631e-03, 0.3422, 0.1870, -3.8246e-05, 0.2892, 0.1797, 5.5984e-03, 1.0000e+05, 91.78232, tmax
9.02, 0.05, 0.0543, 0.0108, 3.1583e-03, 0.0722, 0.0331, -1.1091e-03, 0.1069, 0.0011, 3.9088e-02, 1.0000e+05, 70.88028, tmax
3.87, 0.10, 0.0000, 1.0000, -2.3744e-01, 0.0000, 1.0000, 1.1022e+00, 0.0000, 1.0000, 3.4621e-01, 3.7356e+02, 0.31797, collision
10.60, 0.08, 0.0795, 0.0795, -5.5472e-06, 0.0749, 0.0749, 1.4102e-02, 220805.1228, 1.0000, -1.0008e+00, 8.5381e+02, 0.61908, a<0
4.04, 0.01, 0.2171, 0.0030, -1.4809e-02, 0.2300, 0.0022, 2.5730e-02, 0.1716, 0.0010, 2.6023e-02, 1.0000e+05, 79.58078, tmax
5.73, 0.09, 0.1048, 0.0021, 3.1284e-03, 0.1149, 0.0018, -1.7590e-03, 0.1544, 0.0668, 2.7315e-03, 1.0000e+05, 74.50105, tmax
8.23, 0.09, 0.0910, 0.0052, 2.9353e-03, 0.1267, 0.0733, 7.1600e-03, 0.1238, 0.0402, 2.8716e-02, 1.0000e+05, 77.27212, tmax
9.75, 0.12, 0.1364, 0.0509, 3.4054e-03, 0.1512, 0.0947, 1.5124e-02, 0.2392, 0.0135, 4.1921e-02, 1.0000e+05, 76.08328, tmax
8.02, 0.13, 0.1420, 0.0199, 3.3604e-03, 0.1893, 0.1112, -7.6350e-04, 0.1606, 0.0634, 5.4449e-03, 1.0000e+05, 73.40871, tmax
8.52, 0.03, 0.0306, 0.0001, 3.1664e-03, 0.0461, 0.0165, -5.3708e-04, 0.0690, 0.0007, 1.3788e-02, 1.0000e+05, 71.17458, tmax
6.09, 0.00, 0.0069, 0.0001, 3.3735e-03, 0.0148, 0.0001, -1.2368e-03, 0.0259, 0.0001, 4.3658e-03, 1.0000e+05, 86.77652, tmax
9.23, 0.17, 0.1905, 0.0503, 3.6318e-03, 0.2227, 0.1461, 9.8876e-03, 0.2139, 0.0562, 2.3108e-02, 1.0000e+05, 77.67460, tmax
5.65, 0.19, 0.2260, 0.0011, 2.5016e-03, 0.2534, 0.0218, 4.1387e-03, 0.3115, 0.1564, 1.3614e-02, 1.0000e+05, 79.66997, tmax
6.83, 0.27, 0.5347, 0.0052, -2.5263e-02, 0.4279, 0.0049, 2.7294e-01, 0.6568, 0.0548, 2.8504e-01, 4.6650e+04, 38.00368, collision
9.17, 0.00, 0.0029, 0.0000, 3.0687e-03, 0.0155, 0.0001, 7.4812e-04, 0.1033, 0.0017, 3.2015e-02, 1.0000e+05, 70.55797, tmax
9.58, 0.00, 0.0024, 0.0000, 2.9834e-03, 0.0160, 0.0001, 8.2616e-03, 0.1704, 0.0050, 6.4517e-02, 1.0000e+05, 70.78447, tmax
10.85, 0.18, 0.1786, 0.1786, 1.3566e-05, 0.1738, 0.1738, 1.5194e-02, 261445.7427, 1.0000, -1.0007e+00, 8.5381e+02, 0.69801, a<0
9.43, 0.02, 0.0238, 0.0100, 2.9745e-03, 0.0317, 0.0047, 6.2355e-03, 0.1396, 0.0027, 5.7754e-02, 1.0000e+05, 73.72136, tmax
5.08, 0.27, 0.2380, 0.1947, -3.1286e-02, 0.0443, 0.0216, 5.7872e-01, 0.6334, 0.5839, -1.9287e-01, 9.0815e+02, 0.79815, collision
3.70, 0.05, 0.0000, 1.0000, -3.3662e-02, 0.0000, 1.0000, 9.3017e-01, 0.0000, 1.0000, -3.1415e-01, 3.0064e+01, 0.02459, collision
8.72, 0.10, 0.1064, 0.0053, 3.3150e-03, 0.1377, 0.0827, -1.6571e-03, 0.1380, 0.0322, 3.2773e-02, 1.0000e+05, 101.33339, tmax
10.75, 0.27, 0.2677, 0.2677, -7.6934e-05, 0.2625, 0.2625, 6.1053e-03, 306096.9385, 1.0000, -1.0006e+00, 8.5381e+02, 1.49084, a<0
8.16, 0.03, 0.0320, 0.0004, 2.8723e-03, 0.0483, 0.0160, 8.8821e-03, 0.0604, 0.0009, -8.7796e-03, 1.0000e+05, 83.02828, tmax
6.99, 0.22, 0.4032, 0.0032, 9.3119e-03, 0.3421, 0.0035, 1.6098e-03, 0.3177, 0.0027, -2.3640e-02, 1.0000e+05, 85.65620, tmax
7.18, 0.30, 0.5242, 0.0023, -1.6238e-01, 0.6257, 0.0547, 8.6875e-01, 0.4425, 0.1923, 2.2845e-02, 2.0423e+04, 18.23653, d<R_roche
7.71, 0.25, 0.5831, 0.0044, -1.1637e-01, 0.8634, 0.0043, 1.6948e-01, 0.6577, 0.0015, 1.2902e+00, 8.7738e+04, 78.91599, a>0.4R_H
5.47, 0.26, 0.2457, 0.0105, -1.4380e-02, 1.5111, 0.0828, -2.1274e+00, 0.3706, 0.2649, -1.7184e+00, 2.6298e+03, 3.41215, a<0
6.68, 0.10, 0.0991, 0.0006, 3.4762e-03, 0.1324, 0.0022, -1.1640e-03, 0.1625, 0.0612, 1.1878e-02, 1.0000e+05, 71.78601, tmax
9.91, 0.01, 0.0095, 0.0095, 2.0862e-05, 0.0100, 0.0100, -2.1162e-03, 0.0857, 0.0857, 7.2474e-02, 8.5381e+02, 1.21531, a>0.4R_H
4.70, 0.07, 0.0880, 0.0015, 3.7234e-03, 0.1053, 0.0001, 1.3362e-02, 0.1236, 0.0449, 2.2593e-02, 1.0000e+05, 72.38099, tmax
6.45, 0.07, 0.0806, 0.0009, 3.6007e-03, 0.0908, 0.0007, -1.5250e-03, 0.1152, 0.0448, 3.5748e-03, 1.0000e+05, 71.37660, tmax
9.38, 0.23, 0.2930, 0.0079, 3.0931e-03, 0.3090, 0.1931, 1.6290e-02, 0.2728, 0.0798, -7.1763e-04, 1.0000e+05, 89.60961, tmax
9.85, 0.06, 0.0589, 0.0583, 8.4813e-05, 0.0650, 0.0471, 1.6626e-02, 0.2361, 0.0741, 9.0997e-02, 1.0587e+03, 0.75814, a>0.4R_H
10.69, 0.29, 0.2869, 0.2869, -2.8424e-05, 0.2855, 0.2855, -3.6412e-03, 260482.9942, 1.0000, -1.0007e+00, 8.5381e+02, 0.74102, a<0
5.04, 0.02, 0.0302, 0.0001, 2.6603e-03, 0.0386, 0.0004, 4.0157e-03, 0.0431, 0.0011, 1.5386e-02, 1.0000e+05, 76.40246, tmax
6.27, 0.20, 0.4435, 0.0066, 2.0338e-02, 0.3806, 0.0036, -1.4702e-02, 0.2878, 0.0043, -8.1703e-03, 1.0000e+05, 88.41535, tmax
10.09, 0.27, 0.2661, 0.2661, -3.0560e-05, 0.2754, 0.2754, 1.2054e-02, 0.3858, 0.3858, 1.1889e-01, 8.5381e+02, 1.47755, a>0.4R_H
4.01, 0.11, 0.2603, 0.0032, -4.9909e-02, 0.2601, 0.0034, 4.8482e-01, 0.2028, 0.0083, 1.9489e-02, 1.4703e+04, 12.70309, collision
6.66, 0.10, 0.0968, 0.0024, 3.4947e-03, 0.1267, 0.0033, -3.3199e-03, 0.1616, 0.0677, 5.6467e-03, 1.0000e+05, 74.63037, tmax
9.85, 0.27, 0.2653, 0.2588, 2.8263e-05, 0.2743, 0.2417, -2.4565e-03, 0.2797, 0.0226, 8.7541e-02, 1.4344e+03, 1.26026, a>0.4R_H
9.45, 0.09, 0.1021, 0.0363, 3.5690e-03, 0.1193, 0.0700, 6.2176e-03, 0.1687, 0.0073, 1.1339e-02, 1.0000e+05, 86.51322, tmax
5.05, 0.13, 0.1369, 0.0025, 2.0708e-03, 0.1585, 0.0457, 4.3501e-03, 0.2159, 0.0994, 3.9059e-03, 1.0000e+05, 79.23743, tmax
4.41, 0.29, 0.0000, 1.0000, -1.2878e-01, 0.0000, 1.0000, 1.0423e-01, 0.0000, 1.0000, 1.0143e+00, 1.9604e+02, 0.35286, collision
9.36, 0.17, 0.1947, 0.0622, 3.8092e-03, 0.2216, 0.1395, 1.7528e-02, 0.2220, 0.0457, 2.4220e-02, 1.0000e+05, 90.55470, tmax
6.09, 0.13, 0.4346, 0.0133, -1.6734e-01, 0.6531, 0.0023, 3.2519e+00, 0.5159, 0.0139, -4.0792e-01, 3.7397e+04, 31.26632, d<R_roche
9.34, 0.30, 0.4337, 0.1380, 5.4644e-03, 0.3824, 0.0379, 1.0853e-02, 0.3334, 0.1165, 1.7399e-02, 1.0000e+05, 86.37140, tmax
9.35, 0.03, 0.0344, 0.0133, 3.1697e-03, 0.0443, 0.0136, -1.7593e-03, 0.1283, 0.0016, 3.3144e-02, 1.0000e+05, 70.86327, tmax
8.05, 0.11, 0.1205, 0.0123, 3.1008e-03, 0.1655, 0.0918, 4.2018e-03, 0.1369, 0.0449, 9.2183e-03, 1.0000e+05, 72.72614, tmax
9.57, 0.23, 0.2543, 0.0840, 4.1192e-03, 0.2881, 0.1946, 3.5595e-03, 0.2828, 0.0593, 4.4424e-02, 1.0000e+05, 96.42028, tmax
8.05, 0.12, 0.1318, 0.0156, 2.9713e-03, 0.1738, 0.1002, 8.0001e-03, 0.1461, 0.0601, -5.7007e-03, 1.0000e+05, 72.94888, tmax
5.57, 0.09, 0.1297, 0.0041, 2.1023e-03, 0.1277, 0.0007, 8.9353e-03, 0.1509, 0.0616, 2.1370e-02, 1.0000e+05, 72.75135, tmax
6.80, 0.18, 0.1725, 0.0043, 3.7667e-03, 0.2215, 0.0247, -2.0345e-03, 0.2722, 0.1345, 4.4017e-03, 1.0000e+05, 74.63334, tmax
