# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, eM3_max, eM3_min, dA3_over_A0, eM4_max, eM4_min, dA4_over_A0, t_end(PM), wall_time, fate
6.21, 0.01, 0.5546, 0.0007, -1.5675e-02, 5.3580, 0.0015, -1.3690e+00, 0.5223, 0.0006, -2.2290e-01, 0.4288, 0.0006, -1.2458e-02, 2.1680e+05, 205.16903, a<0
5.82, 0.01, 0.0970, 0.0002, 1.3992e-01, 0.0884, 0.0002, 3.1724e-02, 0.0814, 0.0002, -2.4647e-03, 0.0792, 0.0001, -8.9992e-05, 1.0000e+06, 793.92258, tmax
6.22, 0.01, 0.4069, 0.0029, -2.2151e-02, 0.3436, 0.0026, 1.2879e-02, 0.3183, 0.0036, 4.1252e+00, 0.2979, 0.0015, 1.3563e-01, 2.0271e+05, 195.04060, collision
5.85, 0.01, 0.1336, 0.0001, 1.4062e-01, 0.1188, 0.0001, 2.7310e-02, 0.1035, 0.0001, -2.2393e-03, 0.1019, 0.0000, -3.9126e-03, 1.0000e+06, 787.40085, tmax
5.86, 0.01, 0.1065, 0.0001, 1.4370e-01, 0.1000, 0.0002, 3.3010e-02, 0.0804, 0.0001, 2.3219e-02, 0.0953, 0.0001, 2.0708e-02, 1.0000e+06, 785.27937, tmax
5.84, 0.01, 0.1621, 0.0001, 1.3188e-01, 0.1340, 0.0000, 4.4689e-02, 0.1206, 0.0004, 3.6139e-03, 0.1103, 0.0001, -9.0583e-03, 1.0000e+06, 792.23373, tmax
5.87, 0.01, 0.0457, 0.0000, 1.4589e-01, 0.0430, 0.0001, 1.0960e-02, 0.0405, 0.0002, 1.3877e-02, 0.0563, 0.0001, -1.7208e-02, 1.0000e+06, 776.92556, tmax
6.28, 0.01, 0.3992, 0.0008, -5.2660e-03, 0.3503, 0.0003, 1.5871e-01, 0.3146, 0.0023, -1.0645e-01, 0.4662, 0.0003, 4.4736e-01, 2.2018e+05, 204.59741, a>0.4R_H
5.88, 0.01, 0.0496, 0.0002, 1.4635e-01, 0.0558, 0.0002, 4.1458e-03, 0.0578, 0.0001, 4.0529e-03, 0.0739, 0.0002, -1.1885e-03, 1.0000e+06, 779.67647, tmax
6.30, 0.01, 0.4031, 0.0006, -4.1505e-02, 0.4135, 0.0004, -1.5511e-01, 0.3175, 0.0004, -4.4981e+00, 0.1954, 0.0004, 6.5333e-02, 1.9713e+05, 179.53599, collision
5.89, 0.01, 0.1186, 0.0000, 1.4299e-01, 0.0981, 0.0001, 1.2014e-02, 0.0800, 0.0001, 5.9418e-03, 0.1004, 0.0001, 1.1493e-02, 1.0000e+06, 781.88495, tmax
6.27, 0.01, 0.5499, 0.0016, 1.1348e+00, 0.5028, 0.0007, -4.5005e-01, 0.4067, 0.0005, 1.8813e-01, 0.2522, 0.0010, 1.4254e-02, 2.4386e+05, 227.42303, collision
5.90, 0.01, 0.0379, 0.0000, 1.4435e-01, 0.0392, 0.0001, 1.3728e-02, 0.0401, 0.0001, -3.5010e-03, 0.0643, 0.0002, 8.6916e-03, 1.0000e+06, 775.81287, tmax
6.29, 0.01, 0.4780, 0.0004, 5.8046e-03, 0.4101, 0.0005, 1.1647e-01, 0.3094, 0.0001, 8.1635e-01, 0.2157, 0.0004, 1.0520e-01, 2.6429e+05, 239.38733, collision
5.92, 0.01, 0.0580, 0.0000, 1.4669e-01, 0.0485, 0.0001, 1.8352e-02, 0.0380, 0.0002, -2.1912e-03, 0.0558, 0.0001, 5.8422e-03, 1.0000e+06, 775.21463, tmax
5.91, 0.01, 0.1147, 0.0002, 1.4672e-01, 0.1081, 0.0001, 2.1738e-02, 0.0777, 0.0003, 1.5293e-02, 0.0992, 0.0001, 1.9265e-02, 1.0000e+06, 781.86441, tmax
5.93, 0.01, 0.1718, 0.0000, 1.2782e-01, 0.1620, 0.0000, 4.2381e-02, 0.1085, 0.0000, 6.0838e-03, 0.1154, 0.0002, -1.7707e-03, 1.0000e+06, 786.44715, tmax
5.94, 0.01, 0.0449, 0.0000, 1.4732e-01, 0.0453, 0.0001, 3.5188e-03, 0.0495, 0.0000, 8.2674e-03, 0.0643, 0.0001, 7.3879e-03, 1.0000e+06, 776.12811, tmax
6.25, 0.01, 0.5952, 0.0004, -1.8762e-02, 0.5319, 0.0015, 4.5340e+00, 0.3367, 0.0010, -3.7868e-01, 0.2192, 0.0002, -3.1545e-02, 3.6054e+05, 348.87576, collision
6.31, 0.01, 0.4425, 0.0003, 2.3488e-01, 0.4124, 0.0003, -4.5838e-02, 0.2729, 0.0001, 5.9923e-02, 0.2013, 0.0008, 7.5397e-02, 3.3049e+05, 302.97516, collision
5.95, 0.01, 0.0411, 0.0000, 1.4678e-01, 0.0387, 0.0001, 3.5829e-03, 0.0370, 0.0000, 7.5010e-03, 0.0585, 0.0002, -6.4240e-03, 1.0000e+06, 775.85673, tmax
6.34, 0.01, 0.4466, 0.0002, -3.5040e-02, 0.4174, 0.0001, 9.6786e-01, 0.2552, 0.0004, 3.4984e-02, 0.2459, 0.0005, 6.3258e-02, 3.3756e+05, 302.58003, collision
6.33, 0.01, 0.4388, 0.0005, 5.3686e-02, 0.3823, 0.0005, 6.1016e-02, 0.2804, 0.0005, -9.2592e-02, 0.5835, 0.0004, 5.1341e-01, 3.4979e+05, 311.94086, a>0.4R_H
6.32, 0.01, 0.4115, 0.0002, 5.1762e-02, 0.3585, 0.0004, -7.4146e-02, 0.5764, 0.0001, 2.6712e-01, 0.3469, 0.0005, 4.3981e-01, 3.5409e+05, 315.63358, a>0.4R_H
6.37, 0.01, 0.4234, 0.0002, -5.5115e-02, 0.6164, 0.0002, 1.3528e+00, 0.3015, 0.0001, -1.1611e-01, 0.2573, 0.0002, -1.2722e-02, 3.8485e+05, 337.60106, collision
6.35, 0.01, 0.4509, 0.0002, 1.2523e+00, 0.5248, 0.0002, -4.5011e-01, 0.3242, 0.0002, 1.3410e-01, 0.2337, 0.0005, 5.2658e-02, 3.9905e+05, 365.57013, collision
5.97, 0.01, 0.0883, 0.0001, 1.4282e-01, 0.0805, 0.0001, 1.1522e-02, 0.0589, 0.0002, 3.0841e-03, 0.0827, 0.0001, -1.2136e-02, 1.0000e+06, 776.56703, tmax
5.96, 0.01, 0.1829, 0.0000, 1.3353e-01, 0.1781, 0.0001, 4.5062e-02, 0.1417, 0.0001, 2.2812e-02, 0.1460, 0.0001, -2.1705e-02, 1.0000e+06, 782.43196, tmax
5.98, 0.01, 0.0434, 0.0000, 1.4263e-01, 0.0524, 0.0001, 1.5078e-02, 0.0513, 0.0001, 5.4361e-03, 0.0655, 0.0002, -9.0670e-03, 1.0000e+06, 776.72938, tmax
5.99, 0.01, 0.0477, 0.0001, 1.4512e-01, 0.0495, 0.0000, 1.5782e-02, 0.0542, 0.0001, 1.1585e-02, 0.0700, 0.0002, -2.7856e-02, 1.0000e+06, 775.85393, tmax
6.00, 0.01, 0.0448, 0.0001, 1.4523e-01, 0.0454, 0.0001, 9.5615e-03, 0.0542, 0.0002, -1.5167e-03, 0.0672, 0.0001, -6.6765e-03, 1.0000e+06, 775.55970, tmax
6.01, 0.01, 0.0739, 0.0000, 1.4867e-01, 0.0753, 0.0001, 1.8741e-02, 0.0600, 0.0001, -1.1513e-02, 0.0691, 0.0001, -8.8184e-03, 1.0000e+06, 776.30120, tmax
6.36, 0.01, 0.4086, 0.0001, 7.8229e-02, 0.3451, 0.0004, 5.1966e-01, 0.3462, 0.0001, -2.6639e-02, 0.1552, 0.0002, 4.9873e-02, 4.5687e+05, 411.20555, collision
6.03, 0.01, 0.0905, 0.0000, 1.4430e-01, 0.0829, 0.0001, 8.5783e-03, 0.0740, 0.0000, 1.1717e-02, 0.0616, 0.0001, -5.8422e-03, 1.0000e+06, 775.93356, tmax
6.02, 0.01, 0.0597, 0.0000, 1.4679e-01, 0.0586, 0.0001, 4.5011e-03, 0.0505, 0.0000, 2.2930e-03, 0.0556, 0.0001, -3.7568e-03, 1.0000e+06, 777.10453, tmax
6.04, 0.01, 0.0383, 0.0001, 1.4599e-01, 0.0381, 0.0000, 5.6910e-03, 0.0473, 0.0000, 1.2539e-02, 0.0572, 0.0001, -2.2706e-02, 1.0000e+06, 774.58975, tmax
6.05, 0.01, 0.0420, 0.0000, 1.4533e-01, 0.0482, 0.0000, 8.4354e-03, 0.0420, 0.0001, 4.8965e-03, 0.0680, 0.0002, -1.6292e-02, 1.0000e+06, 773.86070, tmax
6.06, 0.01, 0.1625, 0.0001, 1.3305e-01, 0.1565, 0.0001, 3.8729e-02, 0.0984, 0.0000, -3.4127e-03, 0.1032, 0.0000, 8.4210e-03, 1.0000e+06, 778.16955, tmax
6.07, 0.01, 0.0397, 0.0001, 1.4692e-01, 0.0374, 0.0000, 1.6502e-02, 0.0380, 0.0001, 1.9165e-02, 0.0572, 0.0001, -2.2727e-02, 1.0000e+06, 777.74949, tmax
6.08, 0.01, 0.1151, 0.0001, 1.3795e-01, 0.1109, 0.0000, 2.5328e-02, 0.0877, 0.0001, -4.9446e-03, 0.0859, 0.0001, 1.2138e-03, 1.0000e+06, 777.97328, tmax
6.09, 0.01, 0.0376, 0.0000, 1.4589e-01, 0.0376, 0.0000, 8.4017e-03, 0.0425, 0.0000, 1.7382e-02, 0.0638, 0.0002, 7.3141e-03, 1.0000e+06, 773.96286, tmax
6.38, 0.01, 0.4707, 0.0002, -7.4278e-02, 0.6249, 0.0002, 9.2113e-01, 0.2866, 0.0002, 2.7296e-01, 0.3549, 0.0004, 3.4344e-02, 5.0633e+05, 445.80708, collision
6.39, 0.01, 0.4613, 0.0002, 5.3465e-01, 0.4672, 0.0002, -2.5550e-01, 0.3232, 0.0000, 1.3246e-01, 0.2001, 0.0006, 5.7049e-02, 5.0404e+05, 447.95543, collision
6.41, 0.01, 0.3991, 0.0002, 5.4190e-01, 0.3994, 0.0002, -2.7466e-01, 0.3286, 0.0002, 2.0018e-02, 0.2111, 0.0002, 5.1415e-02, 5.1984e+05, 448.96274, collision
6.44, 0.01, 0.5208, 0.0001, -6.3832e-02, 0.5154, 0.0003, 6.0179e-01, 0.4022, 0.0001, -5.4515e-02, 0.2693, 0.0003, 4.0173e-02, 5.1625e+05, 442.25904, d<R_roche
6.43, 0.01, 0.3966, 0.0001, 2.1337e-01, 0.4634, 0.0003, 6.9899e-02, 0.3395, 0.0000, 1.0182e-02, 0.1762, 0.0001, 1.7825e-02, 5.9505e+05, 510.81808, collision
6.45, 0.01, 0.4229, 0.0001, 3.2478e-02, 0.4034, 0.0002, 3.3717e-01, 0.2889, 0.0000, -5.7571e+00, 0.2075, 0.0004, 3.6570e-02, 6.0579e+05, 511.02564, collision
6.42, 0.01, 0.4174, 0.0001, 3.7906e-02, 0.3815, 0.0001, 9.7482e-02, 0.3477, 0.0001, 6.0774e-02, 0.7847, 0.0003, 4.9386e-01, 6.1266e+05, 531.37998, a>0.4R_H
6.51, 0.01, 0.4203, 0.0001, 1.0298e-01, 0.3992, 0.0003, 2.1364e+00, 0.3450, 0.0001, 2.9034e-02, 0.1314, 0.0003, 9.5470e-03, 5.9820e+05, 498.78886, collision
6.40, 0.01, 0.3907, 0.0000, 3.0221e-02, 0.4559, 0.0001, 8.8093e-01, 0.4903, 0.0002, -3.8974e-01, 0.4119, 0.0001, 3.8164e-01, 6.4275e+05, 564.81099, a>0.4R_H
6.10, 0.01, 0.1153, 0.0001, 1.3949e-01, 0.1029, 0.0002, 2.4942e-02, 0.0801, 0.0001, -5.8945e-03, 0.0850, 0.0000, -5.7030e-03, 1.0000e+06, 779.49777, tmax
6.11, 0.01, 0.0925, 0.0002, 1.5007e-01, 0.0820, 0.0002, 1.6535e-02, 0.0675, 0.0001, 2.1992e-03, 0.0798, 0.0002, 5.6119e-03, 1.0000e+06, 775.35354, tmax
7.05, 0.01, 0.0095, 0.0037, 1.1084e-03, 0.0189, 0.0016, 1.4404e-02, 0.0254, 0.0011, -1.7835e-03, 0.1560, 0.0260, 7.1224e-02, 2.6639e+03, 2.28924, a>0.4R_H
7.06, 0.01, 0.0098, 0.0042, 2.2272e-04, 0.0194, 0.0009, 1.0661e-02, 0.0277, 0.0013, 1.8462e-02, 0.1469, 0.0177, 6.5006e-02, 2.2882e+03, 1.98367, a>0.4R_H
7.07, 0.01, 0.0097, 0.0031, 1.8238e-04, 0.0190, 0.0016, 6.2780e-03, 0.0290, 0.0021, 6.7221e-03, 0.1635, 0.0116, 6.1318e-02, 2.5956e+03, 2.24581, a>0.4R_H
7.08, 0.01, 0.0098, 0.0039, 7.6056e-04, 0.0198, 0.0021, 1.3761e-02, 0.0385, 0.0013, 2.8067e-02, 0.1827, 0.0183, 5.8225e-02, 2.3224e+03, 2.01290, a>0.4R_H
7.09, 0.01, 0.0095, 0.0079, -1.8457e-04, 0.0159, 0.0030, 9.1468e-03, 0.0250, 0.0093, 1.3228e-02, 0.1644, 0.0595, 5.9917e-02, 9.9043e+02, 0.86262, a>0.4R_H
7.10, 0.01, 0.0086, 0.0081, 3.6378e-05, 0.0081, 0.0010, 2.7529e-03, 0.0236, 0.0198, 1.0009e-02, 0.1085, 0.0578, 4.6774e-02, 8.8797e+02, 0.77847, a>0.4R_H
7.11, 0.01, 0.0097, 0.0078, -1.3253e-04, 0.0165, 0.0034, 6.6553e-03, 0.0239, 0.0027, 6.1974e-03, 0.1728, 0.0239, 6.2402e-02, 1.0587e+03, 0.92143, a>0.4R_H
7.04, 0.01, 0.0136, 0.0018, 3.8844e-03, 0.0232, 0.0012, 1.3929e-02, 0.0335, 0.0006, 2.2494e-02, 0.1955, 0.0027, 7.0042e-02, 1.6632e+04, 14.72727, a>0.4R_H
6.47, 0.01, 0.5112, 0.0000, 1.2154e+00, 0.4563, 0.0001, -4.0901e-01, 0.2909, 0.0002, 2.1865e-02, 0.3205, 0.0002, 2.7443e-02, 6.4441e+05, 552.62009, collision
7.12, 0.01, 0.0096, 0.0077, -9.6766e-05, 0.0142, 0.0017, 9.7293e-03, 0.0287, 0.0087, 2.1407e-02, 0.1840, 0.0215, 4.7732e-02, 1.1270e+03, 1.02362, a>0.4R_H
7.13, 0.01, 0.0094, 0.0080, -9.7047e-05, 0.0049, 0.0043, 1.0638e-02, 0.0101, 0.0056, -4.7552e-03, 0.1135, 0.0710, 3.9291e-02, 8.8797e+02, 0.76428, a>0.4R_H
6.12, 0.01, 0.1275, 0.0001, 1.3815e-01, 0.1199, 0.0000, 2.9712e-02, 0.0864, 0.0002, 7.7411e-03, 0.0704, 0.0000, -3.9818e-04, 1.0000e+06, 787.70212, tmax
7.14, 0.01, 0.0094, 0.0078, -1.1929e-04, 0.0142, 0.0033, 7.0798e-03, 0.0305, 0.0083, 2.3820e-02, 0.1882, 0.0817, 6.1446e-02, 1.0246e+03, 0.87918, a>0.4R_H
7.15, 0.01, 0.0095, 0.0083, 6.7891e-04, 0.0163, 0.0039, 1.4333e-02, 0.0215, 0.0087, -1.3616e-02, 0.1286, 0.0749, 4.2243e-02, 9.2212e+02, 0.79353, a>0.4R_H
7.16, 0.01, 0.0093, 0.0093, -7.5477e-05, 0.0049, 0.0049, 1.1011e-02, 0.0127, 0.0127, 6.8155e-03, 0.0537, 0.0537, 5.1538e-02, 8.5381e+02, 0.74026, a>0.4R_H
7.17, 0.01, 0.0089, 0.0089, 4.0069e-05, 0.0068, 0.0068, 2.4911e-03, 0.0127, 0.0127, 1.5655e-02, 0.0542, 0.0542, 6.9467e-02, 8.5381e+02, 0.73220, a>0.4R_H
7.18, 0.01, 0.0097, 0.0097, -1.9674e-04, 0.0067, 0.0067, 9.2086e-03, 0.0028, 0.0028, -1.3212e-04, 0.1067, 0.1067, 3.1033e-02, 8.5381e+02, 0.73576, a>0.4R_H
7.19, 0.01, 0.0093, 0.0087, 7.4047e-04, 0.0144, 0.0039, 1.4145e-02, 0.0206, 0.0098, 1.3468e-02, 0.1464, 0.0768, 4.3728e-02, 9.2212e+02, 0.82485, a>0.4R_H
7.20, 0.01, 0.0099, 0.0083, 3.5355e-04, 0.0128, 0.0066, -2.2056e-03, 0.0113, 0.0100, 1.2878e-02, 0.1864, 0.0851, 1.9870e-02, 9.2212e+02, 0.84561, a>0.4R_H
7.21, 0.01, 0.0096, 0.0089, 1.4224e-05, 0.0060, 0.0048, 1.2362e-02, 0.0463, 0.0318, -3.3516e-03, 0.2083, 0.1133, 2.7818e-02, 8.8797e+02, 0.76294, a>0.4R_H
7.22, 0.01, 0.0096, 0.0080, 1.5971e-04, 0.0087, 0.0075, 2.5460e-04, 0.0528, 0.0414, 9.7483e-03, 0.2175, 0.0991, 6.8193e-02, 8.8797e+02, 0.77350, a>0.4R_H
7.23, 0.01, 0.0094, 0.0085, 9.8145e-05, 0.0079, 0.0021, 1.3249e-02, 0.0447, 0.0329, 2.2520e-02, 0.1980, 0.1145, 4.7063e-02, 8.8797e+02, 0.79479, a>0.4R_H
7.24, 0.01, 0.0090, 0.0090, 8.9665e-05, 0.0042, 0.0042, 9.9362e-04, 0.0456, 0.0456, 1.2296e-02, 0.1574, 0.1574, 2.4191e-03, 8.5381e+02, 0.74444, a>0.4R_H
7.25, 0.01, 0.0091, 0.0091, 1.3159e-04, 0.0020, 0.0020, 1.3238e-02, 0.0206, 0.0206, 2.7120e-02, 0.0992, 0.0992, 4.2284e-02, 8.5381e+02, 0.73287, a>0.4R_H
7.26, 0.01, 0.0084, 0.0084, 2.5069e-04, 0.0013, 0.0013, -1.1069e-03, 0.0383, 0.0383, -4.6362e-04, 0.0672, 0.0672, 5.7096e-02, 8.5381e+02, 0.74357, a>0.4R_H
7.27, 0.01, 0.0086, 0.0086, 5.4138e-04, 0.0053, 0.0053, 1.4487e-02, 0.0200, 0.0200, -7.5730e-03, 0.0264, 0.0264, 5.2313e-02, 8.5381e+02, 0.73305, a>0.4R_H
7.28, 0.01, 0.0082, 0.0082, 3.3253e-04, 0.0011, 0.0011, -2.1308e-03, 0.0165, 0.0165, 9.3281e-03, 0.0542, 0.0542, -2.4690e-02, 8.5381e+02, 0.75736, a>0.4R_H
7.29, 0.01, 0.0083, 0.0083, 5.1866e-04, 0.0066, 0.0035, 1.3906e-02, 0.0214, 0.0052, 1.3226e-02, 0.1160, 0.0375, -1.5482e-02, 8.8797e+02, 0.77559, a>0.4R_H
7.30, 0.01, 0.0081, 0.0081, 3.2869e-04, 0.0010, 0.0010, -2.0411e-03, 0.0193, 0.0193, 5.3519e-03, 0.0572, 0.0572, 4.2908e-02, 8.5381e+02, 0.73447, a>0.4R_H
7.31, 0.01, 0.0085, 0.0085, 4.8641e-04, 0.0041, 0.0041, 1.3953e-02, 0.0230, 0.0230, -6.5271e-03, 0.0950, 0.0950, 1.6610e-02, 8.5381e+02, 0.73544, a>0.4R_H
7.32, 0.01, 0.0085, 0.0085, 2.1321e-04, 0.0029, 0.0029, -5.0895e-04, 0.0184, 0.0184, 3.4999e-03, 0.1954, 0.1954, -3.1156e-02, 8.5381e+02, 0.73700, a>0.4R_H
7.33, 0.01, 0.0094, 0.0094, 3.8078e-05, 0.0035, 0.0035, 1.1710e-02, 0.0215, 0.0215, 1.8822e-02, 0.2610, 0.2610, -3.5927e-02, 8.5381e+02, 0.73477, a>0.4R_H
7.34, 0.01, 0.0091, 0.0091, 5.3366e-05, 0.0054, 0.0054, 2.1280e-03, 0.0112, 0.0112, 7.2770e-03, 0.2920, 0.2920, -4.5916e-02, 8.5381e+02, 0.73884, a>0.4R_H
7.35, 0.01, 0.0100, 0.0100, -1.6124e-04, 0.0058, 0.0058, 8.6146e-03, 0.0046, 0.0046, 6.8167e-03, 0.3002, 0.3002, -8.0072e-04, 8.5381e+02, 0.73773, a>0.4R_H
7.36, 0.01, 0.0098, 0.0098, -1.2347e-04, 0.0061, 0.0061, 5.9252e-03, 0.0203, 0.0203, 1.0079e-02, 0.2407, 0.2407, -4.2557e-02, 8.5381e+02, 0.73453, a>0.4R_H
7.37, 0.01, 0.0095, 0.0095, -1.1487e-04, 0.0096, 0.0096, 5.6292e-03, 0.0872, 0.0872, 2.3221e-02, 0.1945, 0.1945, -1.9115e-02, 8.5381e+02, 0.73236, a>0.4R_H
7.38, 0.01, 0.0103, 0.0103, -1.2155e-04, 0.0061, 0.0061, 9.9493e-03, 0.0462, 0.0462, -6.2048e-03, 0.2014, 0.2014, 5.4098e-02, 8.5381e+02, 0.73289, a>0.4R_H
7.39, 0.01, 0.0096, 0.0096, 1.0043e-04, 0.0051, 0.0051, 1.2992e-03, 0.0295, 0.0295, 7.8109e-03, 0.1866, 0.1866, -8.8903e-03, 8.5381e+02, 0.73439, a>0.4R_H
7.40, 0.01, 0.0096, 0.0096, 1.8804e-04, 0.0040, 0.0040, 1.3092e-02, 0.0332, 0.0332, -1.0514e-02, 0.1406, 0.1406, 5.9447e-02, 8.5381e+02, 0.73592, a>0.4R_H
7.41, 0.01, 0.0088, 0.0088, 2.6533e-04, 0.0038, 0.0038, -1.5353e-03, 0.0283, 0.0283, 5.0463e-03, 0.0639, 0.0639, 7.5222e-02, 8.5381e+02, 0.73225, a>0.4R_H
7.42, 0.01, 0.0095, 0.0078, -1.2652e-04, 0.0181, 0.0028, 9.4906e-03, 0.2668, 0.1555, -2.3616e-01, 0.3576, 0.1331, -1.9480e+00, 9.9122e+02, 0.86090, collision
7.43, 0.01, 0.0084, 0.0084, 3.4849e-04, 0.0046, 0.0046, -1.6206e-03, 0.0281, 0.0281, 2.1453e-02, 0.0430, 0.0430, -6.3711e-02, 8.5381e+02, 0.73110, a>0.4R_H
7.44, 0.01, 0.0060, 0.0060, -9.4238e-04, 0.0173, 0.0173, 1.5347e-02, 0.1171, 0.1171, -3.7983e-02, 0.5868, 0.5868, 9.5625e-02, 8.5381e+02, 0.74481, a>0.4R_H
7.45, 0.01, 0.0087, 0.0087, 2.0844e-04, 0.0078, 0.0078, -8.6457e-04, 0.1161, 0.1161, 4.4330e-03, 0.2663, 0.2663, -4.7391e-02, 8.5381e+02, 0.76492, a>0.4R_H
7.47, 0.01, 0.0085, 0.0085, 4.2989e-05, 0.0101, 0.0101, 2.0334e-03, 0.1128, 0.1128, -4.2843e-02, 164657.5886, 1.0000, -1.0012e+00, 8.5381e+02, 0.73298, a<0
7.48, 0.01, 0.0088, 0.0088, 1.3304e-04, 0.0023, 0.0023, -1.6486e-03, 0.0442, 0.0442, -1.0219e-02, 72498.3198, 1.0000, -1.0019e+00, 8.5381e+02, 0.74376, a<0
3.50, 0.02, 0.0000, 1.0000, -2.5007e-01, 0.0000, 1.0000, 9.4854e-01, 0.0000, 1.0000, 1.8732e+00, 0.0000, 1.0000, -2.9288e-01, 5.4988e+01, 0.09278, collision
7.49, 0.01, 0.0111, 0.0111, -1.0999e-04, 0.0094, 0.0094, 6.1133e-03, 0.1545, 0.1545, 1.3548e+00, 0.0000, 1.0000, -5.8955e-01, 8.5381e+02, 0.73372, a>0.4R_H
3.51, 0.02, 0.0000, 1.0000, -1.0646e-01, 0.0000, 1.0000, 9.5771e-01, 0.0000, 1.0000, -2.9612e-01, 0.0000, 1.0000, 4.5018e-01, 8.7032e+01, 0.11318, collision
3.53, 0.02, 0.0000, 1.0000, -9.2014e+01, 0.0000, 1.0000, -5.3942e-01, 0.0000, 1.0000, -1.0463e+00, 0.0000, 1.0000, -1.0161e+00, 7.6406e+01, 0.07515, collision
3.54, 0.02, 0.0000, 1.0000, -6.8893e-02, 0.0000, 1.0000, -3.3292e-01, 0.0000, 1.0000, -1.3846e+00, 0.0000, 1.0000, -2.6746e-02, 4.7630e+01, 0.04906, collision
3.52, 0.02, 0.0000, 1.0000, -1.9892e-01, 0.0000, 1.0000, 1.7820e+00, 0.0000, 1.0000, 1.0134e+00, 0.0000, 1.0000, -4.6108e-01, 1.6046e+02, 0.24377, collision
7.46, 0.01, 0.0158, 0.0082, 4.9357e-04, 0.0612, 0.0147, -7.5261e-03, 0.3773, 0.0526, 7.8500e-02, 0.5113, 0.1540, -7.4306e-02, 1.7076e+03, 1.47340, a>0.4R_H
3.57, 0.02, 0.0000, 1.0000, -3.7581e-02, 0.0000, 1.0000, -2.4586e-01, 0.0000, 1.0000, -1.7770e+01, 0.0000, 1.0000, 9.3813e-03, 5.0978e+01, 0.04976, collision
3.58, 0.02, 0.0000, 1.0000, -5.7841e-02, 0.0000, 1.0000, 3.8298e-01, 0.0000, 1.0000, -4.6139e-02, 0.0000, 1.0000, 4.6698e-03, 2.8087e+01, 0.02855, collision
7.50, 0.01, 0.0092, 0.0092, 1.9976e-04, 0.0041, 0.0041, -3.1263e-05, 0.0666, 0.0666, -6.7796e-02, 11966.3548, 1.0000, -1.0061e+00, 8.5381e+02, 0.76913, a<0
3.60, 0.02, 0.0000, 1.0000, -6.3303e-02, 0.0000, 1.0000, -1.8219e-01, 0.0000, 1.0000, 5.3583e+00, 0.0000, 1.0000, 9.2968e-03, 2.9038e+01, 0.02952, collision
3.56, 0.02, 0.0000, 1.0000, -6.0916e-02, 0.0000, 1.0000, -1.5469e-02, 0.0000, 1.0000, 2.7955e-01, 0.0000, 1.0000, 3.0697e-01, 1.4635e+02, 0.16017, collision
3.55, 0.02, 0.0000, 1.0000, -1.0039e+00, 0.0000, 1.0000, -1.1994e+00, 0.0000, 1.0000, -5.3423e+00, 0.0000, 1.0000, -3.0817e-01, 2.6112e+02, 0.16859, collision
3.61, 0.02, 0.0000, 1.0000, -4.7047e-02, 0.0000, 1.0000, 7.9927e-01, 0.0000, 1.0000, -2.7453e-01, 0.0000, 1.0000, 4.3893e-03, 3.2377e+01, 0.03239, collision
3.62, 0.02, 0.0000, 1.0000, -4.3668e-02, 0.0000, 1.0000, 4.8184e-02, 0.0000, 1.0000, -1.2205e-01, 0.0000, 1.0000, 4.6773e+00, 4.9163e+01, 0.05052, collision
3.64, 0.02, 0.0000, 1.0000, -3.8305e-02, 0.0000, 1.0000, -1.9230e-01, 0.0000, 1.0000, 4.8783e+01, 0.0000, 1.0000, 4.7600e-02, 3.2624e+01, 0.03231, collision
3.63, 0.02, 0.0000, 1.0000, -1.9871e-01, 0.0000, 1.0000, 4.9111e-01, 0.0000, 1.0000, 4.0513e-01, 0.0000, 1.0000, 9.9586e-02, 5.4518e+01, 0.05579, collision
3.66, 0.02, 0.0000, 1.0000, 8.1896e-01, 0.0000, 1.0000, -2.2516e-01, 0.0000, 1.0000, 1.6152e-01, 0.0000, 1.0000, 2.2524e-02, 2.5997e+01, 0.02618, collision
3.67, 0.02, 0.0000, 1.0000, -2.5380e-02, 0.0000, 1.0000, -1.8026e-01, 0.0000, 1.0000, 2.6883e+00, 0.0000, 1.0000, 5.3483e-02, 5.0893e+01, 0.05037, collision
3.69, 0.02, 0.0000, 1.0000, -3.1326e-01, 0.0000, 1.0000, 6.9032e+00, 0.0000, 1.0000, 6.2590e-01, 0.0000, 1.0000, -1.4540e-01, 8.8582e+01, 0.08979, collision
3.70, 0.02, 0.0000, 1.0000, -2.6972e-02, 0.0000, 1.0000, 7.0237e-01, 0.0000, 1.0000, -1.2958e-01, 0.0000, 1.0000, 2.2275e-02, 2.5556e+01, 0.02518, collision
3.71, 0.02, 0.0000, 1.0000, -2.5045e-01, 0.0000, 1.0000, 1.2232e+00, 0.0000, 1.0000, 8.9469e-01, 0.0000, 1.0000, -2.4168e-01, 5.4490e+01, 0.06071, collision
3.72, 0.02, 0.0000, 1.0000, -3.0395e-01, 0.0000, 1.0000, 1.1438e+00, 0.0000, 1.0000, 1.2170e+00, 0.0000, 1.0000, 1.6957e-01, 4.1236e+01, 0.04300, collision
3.73, 0.02, 0.0000, 1.0000, -4.7968e-02, 0.0000, 1.0000, 2.3902e-02, 0.0000, 1.0000, 1.8853e-01, 0.0000, 1.0000, 2.4388e-01, 3.2825e+01, 0.03236, collision
