# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, eM3_max, eM3_min, dA3_over_A0, eM4_max, eM4_min, dA4_over_A0, t_end(PM), wall_time, fate
7.35, 0.16, 0.1495, 0.1490, 1.9519e-04, 0.1731, 0.1695, 1.1691e-02, 0.1486, 0.1417, 2.7726e-02, 0.2852, 0.2240, 1.3262e-02, 8.8797e+02, 0.85450, a>0.4R_H
7.36, 0.16, 0.1487, 0.1487, 3.7275e-04, 0.1693, 0.1693, -4.6558e-04, 0.1599, 0.1599, 9.8645e-03, 0.1252, 0.1252, -1.8690e-02, 8.5381e+02, 0.85467, a>0.4R_H
7.37, 0.16, 0.1463, 0.1463, 6.6730e-04, 0.1676, 0.1676, 5.5358e-03, 0.1635, 0.1635, -1.5477e-02, 0.1105, 0.1105, 7.0874e-03, 8.5381e+02, 0.81871, a>0.4R_H
7.38, 0.16, 0.1478, 0.1478, 6.5373e-04, 0.1693, 0.1693, -9.2536e-04, 0.1537, 0.1537, -6.7282e-03, 0.1431, 0.1431, 4.7614e-02, 8.5381e+02, 0.85759, a>0.4R_H
7.04, 0.16, 0.1774, 0.0641, 8.5473e-03, 0.2345, 0.1445, 1.3792e-02, 0.1761, 0.0890, 1.8549e-02, 0.2044, 0.0023, 7.3210e-02, 2.9303e+04, 27.30618, a>0.4R_H
7.39, 0.16, 0.1485, 0.1485, 3.5152e-04, 0.1685, 0.1685, 3.2844e-03, 0.1592, 0.1592, -1.1696e-03, 0.3839, 0.3839, -3.4818e-02, 8.5381e+02, 0.82275, a>0.4R_H
7.40, 0.16, 0.1472, 0.1472, 2.5895e-04, 0.1734, 0.1734, 1.1920e-02, 0.1781, 0.1781, -1.0443e-02, 13659.3626, 1.0000, -1.0063e+00, 8.5381e+02, 0.85302, a<0
7.41, 0.16, 0.2151, 0.1761, 4.7026e-02, 0.3291, 0.1169, 1.9279e+00, 0.7205, 0.4826, -3.1465e-01, 0.6951, 0.3906, -6.6019e-01, 1.1181e+03, 1.11746, collision
7.42, 0.16, 0.1489, 0.1459, 9.7051e-04, 0.1730, 0.1576, -4.8539e-03, 0.1381, 0.1088, 6.2255e-02, 0.3067, 0.1776, -5.0759e-02, 9.2212e+02, 0.88582, a>0.4R_H
7.43, 0.16, 0.0000, 1.0000, 2.7514e-04, 0.0000, 1.0000, -1.5936e-03, 0.0000, 1.0000, -3.3238e+00, 0.0000, 1.0000, 5.5538e-01, 7.7264e+02, 0.75956, collision
7.44, 0.16, 0.1445, 0.1445, 5.8919e-04, 0.1634, 0.1634, 1.4409e-03, 0.3537, 0.3537, 3.3793e-02, 0.2596, 0.2596, -4.0453e-02, 8.5381e+02, 0.81892, a>0.4R_H
7.45, 0.16, 0.1460, 0.1460, 4.3894e-04, 0.1702, 0.1702, 1.0751e-03, 0.1158, 0.1158, -9.3637e-03, 0.4008, 0.4008, 4.6546e-01, 8.5381e+02, 0.82083, a>0.4R_H
7.46, 0.16, 0.1490, 0.1490, 7.3563e-04, 0.1742, 0.1742, -7.5629e-03, 0.1897, 0.1897, 1.2956e-02, 0.3151, 0.3151, 4.4570e-02, 8.5381e+02, 0.86804, a>0.4R_H
7.47, 0.16, 0.1475, 0.1475, 4.3063e-04, 0.1515, 0.1515, 1.2545e-02, 0.2923, 0.2923, -9.7346e-02, 16258.1335, 1.0000, -1.0052e+00, 8.5381e+02, 0.82071, a<0
7.48, 0.16, 0.1511, 0.1511, -9.7574e-04, 0.1814, 0.1814, -6.7088e-03, 0.2064, 0.2064, 2.3086e-02, 14166.4633, 1.0000, -1.0056e+00, 8.5381e+02, 0.82218, a<0
3.50, 0.17, 0.0000, 1.0000, -1.4511e-01, 0.0000, 1.0000, 5.8906e-01, 0.0000, 1.0000, 2.2521e-02, 0.0000, 1.0000, -2.1919e-02, 1.5235e+01, 0.01507, collision
3.51, 0.17, 0.0000, 1.0000, -1.7889e-01, 0.0000, 1.0000, 1.1265e+00, 0.0000, 1.0000, 2.4736e-02, 0.0000, 1.0000, -2.4664e-02, 1.5182e+01, 0.01498, collision
3.52, 0.17, 0.0000, 1.0000, 1.3546e-01, 0.0000, 1.0000, -7.1814e-02, 0.0000, 1.0000, 1.6712e-01, 0.0000, 1.0000, -5.0172e-02, 4.6342e+01, 0.04671, collision
3.53, 0.17, 0.0000, 1.0000, 6.1798e-01, 0.0000, 1.0000, -2.0122e-01, 0.0000, 1.0000, 6.7792e-02, 0.0000, 1.0000, -2.2543e-02, 1.6969e+01, 0.01676, collision
3.54, 0.17, 0.0000, 1.0000, 2.1305e+00, 0.0000, 1.0000, -3.9244e-01, 0.0000, 1.0000, -2.6700e-01, 0.0000, 1.0000, 1.5567e-02, 4.7386e+01, 0.04888, collision
3.55, 0.17, 0.0000, 1.0000, -7.3595e-02, 0.0000, 1.0000, -1.0704e+02, 0.0000, 1.0000, -2.7292e-02, 0.0000, 1.0000, -5.8087e-03, 5.3437e+01, 0.05255, collision
3.56, 0.17, 0.0000, 1.0000, -2.5945e-01, 0.0000, 1.0000, 1.6569e+03, 0.0000, 1.0000, 7.0254e-02, 0.0000, 1.0000, 2.5848e-03, 3.1312e+01, 0.07112, collision
3.57, 0.17, 0.0000, 1.0000, 1.7249e+00, 0.0000, 1.0000, -4.8461e-01, 0.0000, 1.0000, 2.5535e-01, 0.0000, 1.0000, -6.9518e-03, 2.6338e+01, 0.02805, collision
3.58, 0.17, 0.0000, 1.0000, 6.9669e-01, 0.0000, 1.0000, -3.5861e-01, 0.0000, 1.0000, 7.6867e-02, 0.0000, 1.0000, 7.5953e-02, 3.3892e+01, 0.03663, collision
3.59, 0.17, 0.0000, 1.0000, -7.3943e-02, 0.0000, 1.0000, 5.6988e-02, 0.0000, 1.0000, 3.9250e-02, 0.0000, 1.0000, 7.6421e-01, 3.0159e+01, 0.03260, collision
3.60, 0.17, 0.0000, 1.0000, -4.9752e-02, 0.0000, 1.0000, -2.5426e-01, 0.0000, 1.0000, -6.5146e+00, 0.0000, 1.0000, -1.8154e-03, 1.2316e+01, 0.01288, collision
3.61, 0.17, 0.0000, 1.0000, -4.4446e-02, 0.0000, 1.0000, 2.2019e-01, 0.0000, 1.0000, 1.4996e-01, 0.0000, 1.0000, -1.5539e-02, 1.1906e+01, 0.01254, collision
3.62, 0.17, 0.0000, 1.0000, -4.1452e-02, 0.0000, 1.0000, 9.7679e-03, 0.0000, 1.0000, 6.5952e-01, 0.0000, 1.0000, -1.3843e-02, 1.1869e+01, 0.01253, collision
3.63, 0.17, 0.0000, 1.0000, -2.9831e-02, 0.0000, 1.0000, 2.6927e-02, 0.0000, 1.0000, 1.4323e-01, 0.0000, 1.0000, -4.0900e+00, 5.1045e+01, 0.05556, collision
3.64, 0.17, 0.0000, 1.0000, 6.8660e-01, 0.0000, 1.0000, -3.4470e-01, 0.0000, 1.0000, 9.8879e-02, 0.0000, 1.0000, -2.6553e-02, 4.4599e+01, 0.04926, collision
3.65, 0.17, 0.0000, 1.0000, -1.8967e-01, 0.0000, 1.0000, 1.1517e+00, 0.0000, 1.0000, 1.1805e-01, 0.0000, 1.0000, 3.0261e-03, 2.9334e+01, 0.03199, collision
6.95, 0.16, 0.4125, 0.0045, -9.3047e-03, 0.3563, 0.0034, 1.2438e-02, 0.7228, 0.0030, 1.5641e+00, 0.7314, 0.0026, -4.4461e-01, 9.1734e+04, 91.80631, a>0.4R_H
3.66, 0.17, 0.0000, 1.0000, -9.6733e-02, 0.0000, 1.0000, 3.4919e-01, 0.0000, 1.0000, -7.2118e-02, 0.0000, 1.0000, 2.4982e-01, 1.8837e+02, 0.21664, collision
7.50, 0.16, 0.1499, 0.1499, 1.1004e-03, 0.1806, 0.1806, 4.0226e-03, 0.1523, 0.1523, -9.6463e-02, 36242.5581, 1.0000, -1.0029e+00, 8.5381e+02, 0.83300, a<0
3.67, 0.17, 0.0000, 1.0000, 1.3617e-03, 0.0000, 1.0000, 5.8547e-02, 0.0000, 1.0000, 2.0063e-01, 0.0000, 1.0000, -1.2168e-02, 6.8871e+01, 0.11630, collision
3.68, 0.17, 0.0000, 1.0000, -4.6891e-02, 0.0000, 1.0000, 5.0059e-02, 0.0000, 1.0000, -1.6449e-01, 0.0000, 1.0000, 4.0206e+00, 1.0297e+02, 0.11361, collision
3.71, 0.17, 0.0000, 1.0000, -3.3977e-02, 0.0000, 1.0000, 9.2316e-03, 0.0000, 1.0000, 3.8637e+00, 0.0000, 1.0000, -4.2156e-01, 4.8802e+01, 0.05108, collision
3.70, 0.17, 0.0000, 1.0000, -2.8795e-02, 0.0000, 1.0000, 4.3944e-03, 0.0000, 1.0000, -1.3959e-01, 0.0000, 1.0000, 2.6367e+00, 7.6256e+01, 0.08316, collision
3.72, 0.17, 0.0000, 1.0000, 2.2434e-03, 0.0000, 1.0000, -5.9716e-02, 0.0000, 1.0000, 1.9640e-01, 0.0000, 1.0000, 4.1239e-01, 6.0405e+01, 0.06349, collision
3.73, 0.17, 0.0000, 1.0000, -2.3003e-02, 0.0000, 1.0000, -5.1612e-03, 0.0000, 1.0000, -9.4817e-01, 0.0000, 1.0000, -1.3747e+00, 6.1820e+01, 0.06555, collision
3.74, 0.17, 0.0000, 1.0000, -3.5672e-02, 0.0000, 1.0000, 1.9164e-02, 0.0000, 1.0000, -1.7001e-01, 0.0000, 1.0000, 3.7705e+00, 6.1111e+01, 0.07445, collision
3.75, 0.17, 0.0000, 1.0000, -1.1380e-01, 0.0000, 1.0000, 9.9428e-01, 0.0000, 1.0000, -6.3238e-03, 0.0000, 1.0000, 6.7453e-02, 7.6332e+01, 0.07958, collision
3.69, 0.17, 0.0000, 1.0000, 8.3495e-01, 0.0000, 1.0000, 2.6957e+00, 0.0000, 1.0000, 9.4184e-02, 0.0000, 1.0000, -2.1711e-02, 1.6362e+02, 0.29759, collision
3.76, 0.17, 0.0000, 1.0000, -9.9748e-02, 0.0000, 1.0000, 3.2446e-01, 0.0000, 1.0000, 1.6500e-01, 0.0000, 1.0000, 2.4203e-01, 1.0122e+02, 0.10772, collision
3.77, 0.17, 0.0000, 1.0000, -3.7187e-02, 0.0000, 1.0000, 8.8804e-03, 0.0000, 1.0000, 1.1162e-01, 0.0000, 1.0000, 1.0629e+00, 2.4228e+02, 0.25871, collision
3.79, 0.17, 0.0000, 1.0000, 1.7074e-01, 0.0000, 1.0000, -8.4237e-02, 0.0000, 1.0000, -1.0107e+00, 0.0000, 1.0000, -1.0529e+00, 4.6255e+02, 0.48262, collision
3.80, 0.17, 0.0000, 1.0000, 4.9632e+00, 0.0000, 1.0000, -4.8829e-01, 0.0000, 1.0000, 1.3887e+00, 0.0000, 1.0000, -5.7021e-01, 3.0418e+02, 0.37112, collision
3.81, 0.17, 0.0000, 1.0000, -2.6379e-03, 0.0000, 1.0000, -1.4697e-01, 0.0000, 1.0000, -2.9632e+00, 0.0000, 1.0000, 1.8906e-01, 7.8742e+01, 0.08292, collision
3.83, 0.17, 0.0000, 1.0000, -1.3886e-02, 0.0000, 1.0000, -2.0081e-01, 0.0000, 1.0000, 3.4869e+00, 0.0000, 1.0000, 1.0575e-01, 1.4789e+02, 0.15642, collision
3.82, 0.17, 0.0000, 1.0000, -6.1977e-02, 0.0000, 1.0000, -1.5456e-01, 0.0000, 1.0000, 1.1686e+00, 0.0000, 1.0000, 6.4139e-01, 1.1954e+02, 0.19774, collision
3.78, 0.17, 0.3788, 0.3788, -3.6928e-02, 0.1766, 0.1766, -2.1661e-03, 16433410.2782, 1.0000, -1.0011e+00, 0.0000, 1.0000, -1.0078e+00, 8.5381e+02, 0.92580, a<0
6.96, 0.16, 0.5335, 0.0067, -1.5208e-02, 0.4312, 0.0031, 1.1267e-01, 0.4058, 0.0049, 8.0184e-02, 0.1986, 0.0034, 2.9418e-02, 8.7226e+04, 88.23324, d<R_roche
3.86, 0.17, 0.0000, 1.0000, -3.3833e-02, 0.0000, 1.0000, 6.7047e-03, 0.0000, 1.0000, 8.2782e-01, 0.0000, 1.0000, -1.6387e-01, 2.3865e+02, 0.25434, collision
3.85, 0.17, 0.0000, 1.0000, -8.8460e-02, 0.0000, 1.0000, 2.3178e+00, 0.0000, 1.0000, -3.3513e-01, 0.0000, 1.0000, -5.4091e-02, 2.8349e+02, 0.37192, collision
7.49, 0.16, 0.1495, 0.0794, 4.5350e-04, 0.2300, 0.1775, -1.1784e-03, 0.6463, 0.0944, 1.4942e+00, 0.6387, 0.0974, -5.9407e-01, 3.1079e+03, 2.91169, a>0.4R_H
3.87, 0.17, 0.0000, 1.0000, -1.1224e-01, 0.0000, 1.0000, 3.9152e-01, 0.0000, 1.0000, 2.0442e-01, 0.0000, 1.0000, -1.6717e-02, 1.7497e+02, 0.18838, collision
3.88, 0.17, 0.0000, 1.0000, -2.4009e-02, 0.0000, 1.0000, 3.7564e-02, 0.0000, 1.0000, 3.1289e-01, 0.0000, 1.0000, 4.4785e-03, 2.1928e+02, 0.22704, collision
3.90, 0.17, 0.0000, 1.0000, 1.7905e-01, 0.0000, 1.0000, -3.5247e-02, 0.0000, 1.0000, 7.1361e-02, 0.0000, 1.0000, -5.2520e-02, 2.8905e+02, 0.29776, collision
3.84, 0.17, 0.1828, 0.1828, 5.7213e-03, 58931876.4663, 1.0000, -1.0001e+00, 0.0000, 1.0000, -1.0001e+00, 0.0000, 1.0000, 7.5885e-02, 8.5381e+02, 0.85123, a<0
3.93, 0.17, 0.0000, 1.0000, -1.2731e-01, 0.0000, 1.0000, 5.1356e-01, 0.0000, 1.0000, 3.3786e-01, 0.0000, 1.0000, -1.6502e-01, 2.7664e+02, 0.27337, collision
3.91, 0.17, 0.0000, 1.0000, -1.5919e-01, 0.0000, 1.0000, 5.1152e-01, 0.0000, 1.0000, 6.9871e-01, 0.0000, 1.0000, -2.1456e-01, 4.4848e+02, 0.47970, collision
3.89, 0.17, 0.0000, 1.0000, 1.0048e+00, 0.0000, 1.0000, 1.1691e+00, 0.0000, 1.0000, -6.5052e-01, 0.0000, 1.0000, 8.2666e-02, 6.1076e+02, 0.70623, collision
3.96, 0.17, 0.0000, 1.0000, 4.2511e-01, 0.0000, 1.0000, -4.2173e-01, 0.0000, 1.0000, 2.7063e+00, 0.0000, 1.0000, 5.4769e-02, 1.3902e+02, 0.13384, collision
3.94, 0.17, 0.0000, 1.0000, -6.3685e-03, 0.0000, 1.0000, -1.5392e-03, 0.0000, 1.0000, 3.9696e-01, 0.0000, 1.0000, 9.1245e-01, 3.4984e+02, 0.32883, collision
3.95, 0.17, 0.0000, 1.0000, -2.3010e-02, 0.0000, 1.0000, 2.7940e-03, 0.0000, 1.0000, -1.0745e-01, 0.0000, 1.0000, -2.1122e+00, 1.6220e+02, 0.18813, collision
3.97, 0.17, 0.0000, 1.0000, 4.2045e-01, 0.0000, 1.0000, -2.8188e-01, 0.0000, 1.0000, 2.9456e-01, 0.0000, 1.0000, -9.8513e-02, 1.2297e+02, 0.11428, collision
3.92, 0.17, 0.0000, 1.0000, -4.9201e-02, 0.0000, 1.0000, -1.7842e-03, 0.0000, 1.0000, 1.2978e+00, 0.0000, 1.0000, -1.0095e-01, 6.4266e+02, 0.62599, collision
3.98, 0.17, 0.0000, 1.0000, -9.1805e-03, 0.0000, 1.0000, 1.4261e-01, 0.0000, 1.0000, 1.1001e-01, 0.0000, 1.0000, -1.1748e-02, 1.1957e+02, 0.11396, collision
4.00, 0.17, 0.0000, 1.0000, -1.2353e-02, 0.0000, 1.0000, -1.9136e-02, 0.0000, 1.0000, 1.1522e+00, 0.0000, 1.0000, -2.9729e-01, 1.1560e+02, 0.11024, collision
4.01, 0.17, 0.0000, 1.0000, -7.8103e-02, 0.0000, 1.0000, 1.8488e-01, 0.0000, 1.0000, 2.1884e-01, 0.0000, 1.0000, 4.5985e-02, 1.5052e+02, 0.14945, collision
4.03, 0.17, 0.0000, 1.0000, -1.7543e-02, 0.0000, 1.0000, -6.5088e-02, 0.0000, 1.0000, 6.1508e-01, 0.0000, 1.0000, 4.4314e-02, 1.0735e+02, 0.09944, collision
3.99, 0.17, 0.0000, 1.0000, -2.4284e-02, 0.0000, 1.0000, -2.0718e-01, 0.0000, 1.0000, 2.3956e+00, 0.0000, 1.0000, 4.4843e-02, 2.1214e+02, 0.20082, collision
4.04, 0.17, 0.0000, 1.0000, -2.8288e-02, 0.0000, 1.0000, -3.9696e-02, 0.0000, 1.0000, 8.2204e-01, 0.0000, 1.0000, 8.2458e-02, 1.1424e+02, 0.10918, collision
4.07, 0.17, 0.0000, 1.0000, 1.8722e-01, 0.0000, 1.0000, -1.5141e-01, 0.0000, 1.0000, 6.4023e-01, 0.0000, 1.0000, -3.1299e-01, 9.6033e+01, 0.09319, collision
4.06, 0.17, 0.0000, 1.0000, -1.3436e-02, 0.0000, 1.0000, 1.8574e-01, 0.0000, 1.0000, 2.5180e-02, 0.0000, 1.0000, 3.3902e-02, 1.1033e+02, 0.10467, collision
4.02, 0.17, 0.0000, 1.0000, 1.1352e+00, 0.0000, 1.0000, -5.0564e-01, 0.0000, 1.0000, 1.7871e+00, 0.0000, 1.0000, 1.8059e-02, 2.9016e+02, 0.31108, collision
4.08, 0.17, 0.0000, 1.0000, 1.9144e+00, 0.0000, 1.0000, -5.0736e-01, 0.0000, 1.0000, 2.2709e-01, 0.0000, 1.0000, -7.5143e-03, 1.3760e+02, 0.13153, collision
4.09, 0.17, 0.0000, 1.0000, 5.7716e-02, 0.0000, 1.0000, -4.9276e-02, 0.0000, 1.0000, 3.8405e-01, 0.0000, 1.0000, -7.0732e-03, 1.2038e+02, 0.11621, collision
4.10, 0.17, 0.0000, 1.0000, -1.1019e-01, 0.0000, 1.0000, 2.8442e+00, 0.0000, 1.0000, -3.7699e-01, 0.0000, 1.0000, 3.2953e-01, 1.9201e+02, 0.19826, collision
4.05, 0.17, 0.0000, 1.0000, 1.1449e+00, 0.0000, 1.0000, -4.7270e-01, 0.0000, 1.0000, 2.5655e-01, 0.0000, 1.0000, 2.5398e-01, 3.6978e+02, 0.37605, collision
4.11, 0.17, 0.0000, 1.0000, -2.2638e-01, 0.0000, 1.0000, 1.0172e+00, 0.0000, 1.0000, 7.9920e-01, 0.0000, 1.0000, -2.4919e-01, 1.9769e+02, 0.19904, collision
4.13, 0.17, 0.0000, 1.0000, 1.2191e-03, 0.0000, 1.0000, 8.2613e-02, 0.0000, 1.0000, 1.7807e-01, 0.0000, 1.0000, 4.9946e-02, 2.1769e+02, 0.23002, collision
6.56, 0.15, 0.3147, 0.0011, 1.6553e-01, 0.2532, 0.0006, 7.6848e-03, 0.2385, 0.0001, -1.5545e-02, 0.1787, 0.0061, -1.6475e-05, 1.0000e+06, 816.94622, tmax
4.14, 0.17, 0.0000, 1.0000, 1.5528e-01, 0.0000, 1.0000, -9.4528e-02, 0.0000, 1.0000, 5.3038e-02, 0.0000, 1.0000, 5.3727e-02, 3.6336e+02, 0.38254, collision
4.12, 0.17, 0.0000, 1.0000, -1.8470e-01, 0.0000, 1.0000, 4.2588e+00, 0.0000, 1.0000, -4.8306e-02, 0.0000, 1.0000, -3.5067e-01, 4.4004e+02, 0.52488, collision
4.15, 0.17, 0.0000, 1.0000, -5.8045e-03, 0.0000, 1.0000, -1.1486e-01, 0.0000, 1.0000, 2.6295e-01, 0.0000, 1.0000, 8.2314e+00, 3.6944e+02, 0.36319, collision
4.17, 0.17, 0.0000, 1.0000, 1.4506e-02, 0.0000, 1.0000, -1.0605e-01, 0.0000, 1.0000, 7.3242e-01, 0.0000, 1.0000, 1.3256e-01, 2.8055e+02, 0.26976, collision
4.22, 0.17, 0.0000, 1.0000, -5.3611e-02, 0.0000, 1.0000, 7.3481e-01, 0.0000, 1.0000, -3.6290e-02, 0.0000, 1.0000, -1.4062e-02, 2.4778e+02, 0.22662, collision
4.20, 0.17, 0.0000, 1.0000, 2.2144e-03, 0.0000, 1.0000, -1.8825e-01, 0.0000, 1.0000, 2.3530e+00, 0.0000, 1.0000, 1.3492e-02, 3.6474e+02, 0.35524, collision
4.21, 0.17, 0.0000, 1.0000, -2.0873e-02, 0.0000, 1.0000, -1.8151e-01, 0.0000, 1.0000, 7.1132e+00, 0.0000, 1.0000, -2.9363e-03, 4.4183e+02, 0.42486, collision
4.16, 0.17, 0.3670, 0.1687, -3.1494e-01, 0.7795, 0.1178, 2.5850e+00, 0.2246, 0.1307, -5.9360e-03, 0.2452, 0.0756, 5.8806e-02, 1.1612e+03, 1.16661, d<R_roche
4.18, 0.17, 0.0000, 1.0000, -2.5582e-01, 0.0000, 1.0000, 2.4051e+00, 0.0000, 1.0000, 6.3576e-01, 0.0000, 1.0000, -1.8730e-01, 8.4924e+02, 0.83973, collision
4.27, 0.17, 0.0000, 1.0000, 6.2116e-03, 0.0000, 1.0000, 2.2570e-01, 0.0000, 1.0000, 5.9073e-03, 0.0000, 1.0000, 1.9627e-02, 1.5355e+02, 0.15038, collision
4.26, 0.17, 0.0000, 1.0000, 3.3020e-01, 0.0000, 1.0000, -1.9833e-01, 0.0000, 1.0000, -4.7585e-02, 0.0000, 1.0000, 2.4086e-02, 2.1693e+02, 0.21611, collision
4.19, 0.17, 0.4708, 0.4708, -3.3966e-01, 0.7791, 0.7791, 1.3829e+01, 0.0000, 1.0000, 2.6064e-01, 0.0000, 1.0000, -3.4056e-01, 8.5381e+02, 1.06534, a>0.4R_H
4.25, 0.17, 0.0000, 1.0000, -1.2897e-02, 0.0000, 1.0000, 4.6159e-01, 0.0000, 1.0000, -7.5491e-02, 0.0000, 1.0000, 2.2596e-02, 6.3574e+02, 0.63264, collision
4.23, 0.17, 0.1665, 0.1665, -4.2680e-02, 3660954.6433, 1.0000, -1.0052e+00, 0.0000, 1.0000, -1.0034e+00, 0.0000, 1.0000, 3.5610e-02, 8.5381e+02, 0.87236, a<0
4.29, 0.17, 0.0000, 1.0000, -1.0778e-02, 0.0000, 1.0000, -1.0937e-01, 0.0000, 1.0000, 2.5020e-01, 0.0000, 1.0000, -2.4082e+00, 2.8614e+02, 0.27750, collision
4.31, 0.17, 0.0000, 1.0000, -4.1470e-02, 0.0000, 1.0000, -3.5221e-02, 0.0000, 1.0000, 6.4319e-01, 0.0000, 1.0000, 1.0434e-01, 4.0825e+02, 0.39930, collision
4.24, 0.17, 0.4256, 0.0745, 1.8747e+00, 0.2234, 0.0739, -4.1360e-01, 0.3551, 0.0856, -2.0415e-01, 0.4321, 0.2942, 4.1290e-01, 1.1681e+03, 1.23842, collision
4.34, 0.17, 0.0000, 1.0000, -9.7007e-02, 0.0000, 1.0000, 7.4758e-01, 0.0000, 1.0000, -1.5564e-01, 0.0000, 1.0000, 2.9937e-02, 2.6884e+02, 0.26588, collision
4.33, 0.17, 0.0000, 1.0000, -1.9469e-02, 0.0000, 1.0000, 1.0739e+00, 0.0000, 1.0000, -3.5942e-01, 0.0000, 1.0000, -5.7125e-03, 5.0622e+02, 0.49051, collision
4.30, 0.17, 0.4524, 0.4524, -2.3144e-01, 0.2345, 0.2345, 5.1847e-01, 0.4207, 0.4207, 6.8613e-01, 0.2837, 0.2837, 1.8453e-01, 8.8437e+02, 0.89965, collision
4.37, 0.17, 0.0000, 1.0000, 5.3231e-01, 0.0000, 1.0000, -2.6025e-01, 0.0000, 1.0000, 2.4721e-02, 0.0000, 1.0000, 3.5407e-02, 3.0174e+02, 0.31648, collision
4.36, 0.17, 0.0000, 1.0000, -2.4783e-02, 0.0000, 1.0000, 2.7796e-01, 0.0000, 1.0000, 4.0359e-02, 0.0000, 1.0000, 1.0414e-02, 4.3979e+02, 0.43450, collision
4.32, 0.17, 0.3280, 0.0662, -3.5728e-02, 0.2399, 0.0258, 5.7956e-01, 0.3234, 0.1733, 8.7544e-01, 0.3268, 0.0356, -5.3238e-01, 1.3707e+03, 1.31355, collision
4.38, 0.17, 0.0000, 1.0000, -1.2279e-02, 0.0000, 1.0000, -3.0436e-01, 0.0000, 1.0000, 3.8217e+00, 0.0000, 1.0000, 9.1476e-01, 5.3542e+02, 0.52012, collision
4.35, 0.17, 0.2687, 0.1032, 3.1081e-01, 0.2496, 0.0312, -2.6554e-01, 0.1963, 0.0393, -7.5004e-02, 0.7264, 0.4029, 1.1681e+00, 1.0943e+03, 1.12979, collision
4.42, 0.17, 412997.6393, 1.0000, -1.0085e+00, 0.0000, 1.0000, -1.0412e+00, 0.0000, 1.0000, 5.3731e-02, 0.0000, 1.0000, 3.9012e-02, 8.5381e+02, 0.49509, a<0
4.39, 0.17, 0.2152, 0.1133, -2.8557e-02, 0.2310, 0.0800, 2.9451e-02, 0.2092, 0.0386, 2.3960e-01, 0.4032, 0.2506, 6.2686e-01, 9.4723e+02, 0.88266, collision
4.40, 0.17, 0.3321, 0.3321, 2.8126e-01, 0.3323, 0.3323, -2.2936e-01, 0.1808, 0.1808, 1.6211e-01, 0.2794, 0.2794, -1.1664e-02, 8.6640e+02, 0.83357, collision
7.00, 0.16, 0.4554, 0.0287, -3.5792e-02, 0.3704, 0.0267, 2.6217e-01, 0.3447, 0.0005, -1.1031e-01, 0.2521, 0.0005, 8.9211e-02, 7.0320e+04, 69.07565, a>0.4R_H
4.43, 0.17, 0.2585, 0.2585, 4.0502e-02, 0.0881, 0.0881, 8.6806e-03, 0.3090, 0.3090, 9.2828e-01, 0.2981, 0.2981, -3.2973e-01, 8.7240e+02, 0.81715, collision
4.41, 0.17, 0.5327, 0.4473, -1.2567e-01, 0.4402, 0.4192, 6.5926e-03, 0.3272, 0.2422, 3.1231e-01, 0.2911, 0.2610, 3.5599e-01, 1.0246e+03, 1.13455, d<R_roche
4.45, 0.17, 0.0000, 1.0000, -2.3656e-03, 0.0000, 1.0000, -1.5874e-02, 0.0000, 1.0000, 2.6161e-01, 0.0000, 1.0000, 1.5934e-01, 7.0248e+02, 0.65074, collision
4.46, 0.17, 0.0000, 1.0000, -3.6321e-02, 0.0000, 1.0000, 5.9507e+00, 0.0000, 1.0000, -5.0601e-01, 0.0000, 1.0000, -2.1132e-02, 8.2718e+02, 0.77310, collision
4.44, 0.17, 0.2610, 0.2407, -1.0457e-01, 0.2429, 0.1257, 5.6725e-01, 0.2013, 0.0444, 1.8004e-01, 0.1745, 0.1545, -5.5449e-02, 8.9146e+02, 0.84711, collision
4.50, 0.17, 0.0234, 0.0234, -1.4157e-03, 0.0428, 0.0428, 1.1179e-02, 0.0242, 0.0242, 1.3896e-01, 0.3022, 0.3022, 3.3754e-01, 8.7779e+02, 0.80844, collision
4.52, 0.17, 0.0000, 1.0000, 1.2940e+00, 0.0000, 1.0000, -4.7006e-01, 0.0000, 1.0000, 3.2747e-01, 0.0000, 1.0000, -6.5849e-03, 8.3822e+02, 0.78991, collision
4.49, 0.17, 0.2020, 0.0528, -1.5417e-01, 0.3807, 0.0436, 3.3713e+01, 0.1528, 0.0440, 5.2677e-02, 0.3536, 0.2326, 9.1722e-02, 1.2273e+03, 1.15187, collision
4.48, 0.17, 0.2424, 0.0457, -8.3527e-02, 0.2690, 0.0529, 5.5881e-01, 0.3220, 0.0469, 8.0624e-01, 0.4025, 0.0447, -2.7893e-01, 1.4495e+03, 1.33569, collision
4.53, 0.17, 0.0000, 1.0000, -1.0765e-02, 0.0000, 1.0000, 3.6538e-01, 0.0000, 1.0000, 3.0795e-01, 0.0000, 1.0000, -9.2530e-03, 8.0665e+02, 0.74641, collision
4.56, 0.17, 0.0000, 1.0000, -1.1269e-03, 0.0000, 1.0000, 2.0341e+00, 0.0000, 1.0000, -4.2881e-01, 0.0000, 1.0000, 3.4780e-02, 7.9205e+02, 0.75119, collision
4.47, 0.17, 0.2545, 0.0282, -1.2977e-02, 0.9985, 0.0145, 5.2035e+00, 103.0783, 0.0138, -1.1021e+00, 0.7448, 0.4179, 2.3322e+00, 2.8005e+03, 2.70821, a<0
