# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, eM3_max, eM3_min, dA3_over_A0, eM4_max, eM4_min, dA4_over_A0, eM5_max, eM5_min, dA5_over_A0, t_end(PM), wall_time, fate
10.22, 0.00, 0.3056, 0.0000, 5.9898e-02, 0.3202, 0.0000, -2.0896e-02, 0.2404, 0.0000, 4.5835e-02, 0.2293, 0.0000, 2.2521e-02, 0.1160, 0.0000, -1.0260e-02, 2.1551e+06, 2214.41883, collision
11.14, 0.00, 0.2989, 0.0000, 5.0223e-01, 0.2941, 0.0000, -2.7137e-01, 0.1583, 0.0000, -1.7758e-02, 0.0714, 0.0000, 1.9746e-03, 0.0267, 0.0000, -3.4480e-03, 5.6165e+06, 5489.46849, collision
7.32, 0.00, 0.1900, 0.0000, -1.4985e-02, 0.1818, 0.0000, 1.3025e-01, 0.2421, 0.0000, -9.4418e-02, 0.2839, 0.0000, 5.2454e-02, 0.1922, 0.0000, 2.7677e-02, 8.7931e+05, 918.58614, collision
6.32, 0.00, 0.1886, 0.0000, 3.2048e-03, 0.1860, 0.0000, -2.3359e-02, 0.2995, 0.0000, 1.0124e-01, 0.1591, 0.0000, 2.2531e-02, 0.1586, 0.0000, 9.2906e-02, 2.4023e+06, 2460.06939, collision
6.89, 0.00, 0.1906, 0.0000, -2.0503e-02, 0.2465, 0.0000, -6.1879e-02, 0.2819, 0.0000, 3.5356e-01, 0.2153, 0.0000, 9.5734e-02, 0.0989, 0.0000, 2.3602e-03, 4.7634e+06, 4730.79290, collision
6.70, 0.00, 0.2370, 0.0000, 2.4950e-02, 0.2107, 0.0000, 6.5067e-03, 0.2087, 0.0000, 5.3161e-02, 0.1923, 0.0000, 1.3006e-01, 0.1974, 0.0000, 1.4901e-02, 2.0348e+06, 2091.28437, collision
9.68, 0.00, 0.4123, 0.0017, -5.8026e-03, 0.3988, 0.0014, 2.4321e-02, 0.3174, 0.0002, -4.0475e-02, 0.4311, 0.0010, 1.6470e-01, 0.2117, 0.0004, 6.3873e-02, 6.1640e+05, 714.10633, collision
5.18, 0.00, 0.0845, 0.0007, -2.3512e-02, 0.1052, 0.0004, 6.1425e-03, 0.0898, 0.0004, 1.3996e-01, 0.0719, 0.0003, -8.6483e-02, 0.0729, 0.0001, 1.8183e-02, 3.4224e+04, 36.60054, collision
13.34, 0.00, 0.2721, 0.0000, 8.9443e-02, 0.3942, 0.0000, 6.8166e-02, 0.1422, 0.0000, 2.1768e-03, 0.0184, 0.0000, -3.5924e-03, 0.1105, 0.0000, -5.6067e-02, 6.0506e+06, 6043.76438, collision
11.19, 0.00, 0.4030, 0.0000, 1.7083e-02, 0.4367, 0.0000, 6.4823e-01, 0.3577, 0.0000, -2.9395e-01, 0.3082, 0.0000, 2.4523e-02, 0.0293, 0.0000, -8.1130e-03, 5.7199e+06, 5599.71964, collision
8.88, 0.00, 0.2306, 0.0000, 4.6718e-01, 0.2359, 0.0000, -2.5777e-01, 0.1429, 0.0000, 6.4354e-02, 0.1117, 0.0000, 2.1158e-03, 0.0615, 0.0000, 8.3060e-04, 6.5276e+06, 6289.97584, collision
6.16, 0.00, 0.1504, 0.0001, 3.1555e-01, 0.1935, 0.0001, -2.2671e-01, 0.1196, 0.0000, 4.0253e-02, 0.1054, 0.0001, -1.5097e-02, 0.0547, 0.0000, 1.1678e-02, 1.1701e+06, 1216.12968, collision
8.82, 0.00, 0.4446, 0.0000, -1.1608e-01, 0.3678, 0.0000, 2.6640e-01, 0.3285, 0.0000, 4.8561e-01, 0.3494, 0.0000, -1.4658e-01, 0.3444, 0.0000, 4.4283e-02, 6.8488e+06, 6633.18267, d<R_roche
13.33, 0.00, 0.4240, 0.0000, 3.5329e-01, 0.4028, 0.0000, -2.1810e-01, 0.2549, 0.0000, 1.9118e-02, 0.0253, 0.0000, 7.8683e-03, 0.1086, 0.0001, -3.1117e-02, 6.8845e+06, 6760.18320, collision
6.88, 0.00, 0.1563, 0.0000, -3.5306e-03, 0.2425, 0.0001, 6.8187e-02, 0.1816, 0.0000, 1.0288e-01, 0.1153, 0.0000, 2.4980e-02, 0.0835, 0.0000, -2.8502e-03, 3.6615e+06, 3679.29098, collision
9.03, 0.00, 0.3112, 0.0000, 3.0901e-02, 0.3101, 0.0000, 1.0985e-01, 0.3056, 0.0000, -2.9702e-03, 0.1843, 0.0000, 3.5794e-02, 0.0919, 0.0000, -2.1577e-03, 5.1738e+06, 5100.57865, collision
11.07, 0.00, 0.6285, 0.0000, 1.6111e-01, 0.5562, 0.0000, -2.1306e-02, 0.2628, 0.0000, 1.0249e-01, 0.2000, 0.0000, 2.5167e-02, 0.0286, 0.0000, -5.6389e-03, 7.0092e+06, 6875.25832, collision
9.72, 0.00, 0.3447, 0.0010, 1.3953e-02, 0.3876, 0.0001, 2.9809e-01, 0.3356, 0.0006, -2.3474e-01, 0.2641, 0.0004, 4.2259e-03, 0.1921, 0.0003, 3.9755e-03, 9.5727e+05, 1083.13658, collision
10.00, 0.00, 0.3227, 0.0001, 6.7356e-02, 0.3226, 0.0001, -7.6354e-03, 0.3173, 0.0001, 1.1373e-01, 0.1945, 0.0000, 2.4963e-02, 0.1106, 0.0000, -6.1650e-06, 4.3613e+06, 4341.25994, collision
11.43, 0.00, 0.3789, 0.0000, 6.2716e-02, 0.4546, 0.0000, 8.9729e-01, 0.3383, 0.0000, -3.8033e-01, 0.1210, 0.0000, -8.0871e-04, 0.0322, 0.0000, -1.7621e-02, 7.1759e+06, 6915.50504, collision
8.03, 0.00, 0.1870, 0.0000, 1.4605e-01, 0.2330, 0.0000, -1.0596e-01, 0.1911, 0.0000, 4.3904e-02, 0.0825, 0.0000, 3.6747e-03, 0.0580, 0.0000, -2.0249e-03, 2.4368e+06, 2468.91814, collision
5.83, 0.00, 0.1796, 0.0003, -3.5083e-02, 0.2225, 0.0012, -5.1478e-02, 0.2419, 0.0009, 1.4051e-01, 0.1208, 0.0003, 6.9551e-02, 0.1015, 0.0005, -6.0341e-04, 1.8809e+05, 199.92377, collision
8.39, 0.00, 0.2579, 0.0000, 5.3473e-02, 0.2276, 0.0000, 3.0145e-02, 0.1991, 0.0000, 5.8750e-02, 0.1480, 0.0000, 8.4411e-04, 0.1118, 0.0000, 7.9707e-04, 4.6320e+06, 4584.23297, collision
5.69, 0.00, 0.1829, 0.0019, 2.7611e-01, 0.2133, 0.0019, -2.2193e-01, 0.1705, 0.0006, 4.2764e-02, 0.1596, 0.0018, -2.9869e-02, 0.1253, 0.0012, 5.5274e-02, 1.1257e+05, 122.52788, collision
7.17, 0.00, 0.1710, 0.0007, 4.8231e-02, 0.2138, 0.0014, 4.3021e-01, 0.2301, 0.0006, -3.2745e-01, 0.1656, 0.0001, 2.6035e-02, 0.1144, 0.0006, 7.9074e-03, 2.1426e+05, 228.01506, collision
11.54, 0.00, 0.5377, 0.0000, 8.6343e-03, 0.5269, 0.0000, 1.1882e-01, 0.4204, 0.0000, 1.5322e-01, 0.1887, 0.0000, -1.4878e-03, 0.0337, 0.0000, -1.4080e-02, 7.8168e+06, 7469.34578, d<R_roche
13.67, 0.00, 0.0005, 0.0005, 4.5137e-05, 0.0003, 0.0003, 9.5717e-04, 0.0012, 0.0012, 9.7905e-04, 0.0166, 0.0166, 5.1209e-03, 0.0557, 0.0557, -1.9436e-02, 8.5381e+02, 0.88430, a>0.4R_H
6.77, 0.00, 0.2608, 0.0001, -1.8766e-02, 0.2242, 0.0001, 3.2197e-02, 0.2096, 0.0000, 4.6952e-01, 0.1375, 0.0000, -1.9844e-01, 0.0614, 0.0000, 7.5103e-03, 2.9385e+06, 2988.67323, collision
9.02, 0.00, 0.3599, 0.0000, 3.1536e-02, 0.2779, 0.0000, 7.4316e-02, 0.1859, 0.0000, 1.7224e-01, 0.1675, 0.0000, 3.4243e-02, 0.1250, 0.0000, 6.4864e-03, 7.9348e+06, 7598.31631, collision
10.48, 0.00, 0.4066, 0.0000, 3.5560e-02, 0.4000, 0.0000, -2.8245e-03, 0.4162, 0.0000, 8.3690e-02, 0.2426, 0.0000, 1.2556e-01, 0.0500, 0.0000, 2.1474e-02, 4.0773e+06, 4082.72917, collision
6.75, 0.00, 0.2129, 0.0000, 8.9241e-04, 0.2663, 0.0000, 8.1568e-01, 0.2502, 0.0000, 5.1533e-02, 0.1957, 0.0000, -4.5753e-01, 0.2705, 0.0000, 1.7432e-01, 2.7943e+06, 2851.51125, collision
11.65, 0.00, 0.4107, 0.0000, 6.1170e-02, 0.3910, 0.0000, -4.8379e-02, 0.4164, 0.0000, 8.7624e-01, 0.4483, 0.0000, -1.9170e-01, 0.0456, 0.0000, -5.7285e-02, 8.0685e+06, 7650.08981, collision
9.16, 0.00, 0.2535, 0.0000, 4.9196e-01, 0.2433, 0.0000, -2.6734e-01, 0.2409, 0.0001, 1.0424e-01, 0.1562, 0.0001, -1.1031e-02, 0.0809, 0.0000, -2.3162e-03, 8.0990e+06, 7696.14236, collision
8.27, 0.00, 0.4035, 0.0000, -1.1862e-01, 0.4722, 0.0000, 1.7275e-01, 0.3476, 0.0000, 2.6862e-01, 0.4713, 0.0000, -1.8917e-02, 0.1121, 0.0000, 1.0933e-01, 2.6515e+06, 2686.04091, collision
10.12, 0.00, 0.4108, 0.0000, 3.8111e-02, 0.4815, 0.0000, 6.0712e-02, 0.2948, 0.0000, -1.0173e-02, 0.1915, 0.0000, -1.4286e-02, 0.0475, 0.0000, 3.8729e-03, 2.5078e+06, 2589.15870, collision
13.71, 0.00, 0.0005, 0.0001, -3.9897e-05, 0.0007, 0.0004, 2.7722e-04, 0.0021, 0.0010, 2.4046e-03, 0.0144, 0.0068, 4.5019e-03, 0.1281, 0.0688, -1.8687e-02, 9.9043e+02, 1.01677, a>0.4R_H
13.82, 0.00, 0.0003, 0.0000, 2.1290e-05, 0.0008, 0.0000, 8.7262e-04, 0.0032, 0.0012, -7.8260e-04, 0.0169, 0.0046, -2.2295e-03, 0.1385, 0.0915, -4.3317e-02, 9.5627e+02, 0.97847, a>0.4R_H
6.18, 0.00, 0.1067, 0.0001, -5.6651e-02, 0.2403, 0.0001, 6.1190e-02, 0.1858, 0.0000, 5.8810e-02, 0.1237, 0.0000, 5.6176e-02, 0.0953, 0.0000, 3.7997e-02, 1.3072e+06, 1356.18832, collision
7.78, 0.00, 0.2250, 0.0000, 1.1197e-02, 0.2376, 0.0000, 4.1482e-02, 0.1943, 0.0000, 3.6693e-02, 0.1700, 0.0000, 1.5214e-02, 0.1206, 0.0000, 1.7987e-02, 2.4916e+06, 2545.28243, collision
6.92, 0.00, 0.1338, 0.0000, 1.7897e-01, 0.1336, 0.0000, -8.4847e-02, 0.1138, 0.0000, 4.0164e-02, 0.0672, 0.0000, 2.9253e-03, 0.0389, 0.0000, -6.6159e-04, 4.5403e+06, 4512.10294, collision
13.08, 0.00, 0.3721, 0.0000, 7.6250e-01, 0.4437, 0.0000, -3.9156e-01, 0.3905, 0.0000, -1.5836e-02, 0.0451, 0.0000, -2.6004e-03, 0.0912, 0.0001, -4.9405e-02, 3.6221e+06, 3682.83431, collision
10.85, 0.00, 0.4108, 0.0000, -1.3554e-03, 0.3634, 0.0000, 1.3211e-01, 0.2073, 0.0000, 1.0644e-01, 0.1356, 0.0000, -1.1427e-02, 0.0297, 0.0000, -1.1760e-02, 4.9003e+06, 4878.66973, collision
8.54, 0.00, 0.3620, 0.0000, -6.0040e-02, 0.3694, 0.0000, 6.0755e-01, 0.3848, 0.0000, 5.2386e-01, 0.3119, 0.0000, -4.2681e-01, 0.1276, 0.0000, 2.7918e-02, 5.8036e+06, 5673.68375, collision
10.49, 0.00, 0.4274, 0.0000, 3.4392e-02, 0.3435, 0.0000, -2.8173e-02, 0.3601, 0.0000, 1.4953e-01, 0.3418, 0.0000, 1.1092e-01, 0.0792, 0.0000, -2.8045e-02, 3.4322e+06, 3473.98565, collision
7.06, 0.00, 0.2275, 0.0000, -5.2600e-02, 0.2318, 0.0000, 2.0001e-02, 0.2568, 0.0000, 1.1744e-01, 0.1588, 0.0000, 2.0137e-02, 0.1944, 0.0000, 5.3551e-02, 6.8029e+05, 715.34845, collision
10.92, 0.00, 0.3195, 0.0000, 6.9512e-02, 0.4859, 0.0000, -1.2156e-02, 0.2376, 0.0000, 1.4433e-01, 0.0994, 0.0000, -2.2471e-02, 0.0251, 0.0000, -1.1080e-02, 5.0116e+06, 4933.29371, collision
7.84, 0.00, 0.2017, 0.0001, 2.2915e-01, 0.1965, 0.0001, -2.1068e-01, 0.2044, 0.0002, 2.9456e-02, 0.1563, 0.0000, 2.8491e-02, 0.1592, 0.0000, 1.6942e-02, 4.2886e+05, 452.51863, collision
11.87, 0.00, 0.3546, 0.0000, 5.7061e-02, 0.3108, 0.0000, 2.0668e-01, 0.3154, 0.0000, -2.3019e-02, 0.0595, 0.0000, 3.4792e-04, 0.0425, 0.0000, -1.8190e-02, 9.4711e+06, 8913.93283, collision
6.93, 0.00, 0.1488, 0.0000, -4.1732e-03, 0.1799, 0.0000, 9.0141e-01, 0.2643, 0.0000, -1.7360e-01, 0.1806, 0.0000, -2.7494e-01, 0.1747, 0.0000, 4.5921e-02, 4.4309e+06, 4444.54047, collision
12.01, 0.00, 0.3353, 0.0000, 1.6901e-01, 0.3298, 0.0000, -2.4048e-02, 0.2880, 0.0000, 3.4136e-02, 0.0445, 0.0000, 1.0538e-03, 0.0456, 0.0000, -2.8127e-02, 9.5273e+06, 8883.15212, collision
5.79, 0.00, 0.1679, 0.0019, -4.8009e-02, 0.1909, 0.0004, -1.8233e-02, 0.1699, 0.0002, 1.3912e-01, 0.1469, 0.0018, 4.1665e-02, 0.1356, 0.0001, 4.5887e-02, 4.9437e+04, 52.95459, collision
6.19, 0.00, 0.1814, 0.0000, 2.8752e-01, 0.1876, 0.0001, -2.2580e-01, 0.2215, 0.0000, 3.9135e-02, 0.1387, 0.0000, 2.0586e-02, 0.1227, 0.0000, 2.5039e-02, 1.1918e+06, 1239.69595, collision
9.96, 0.00, 0.3241, 0.0000, 3.8727e-01, 0.3677, 0.0001, -2.7362e-01, 0.3287, 0.0001, 1.3764e-02, 0.2265, 0.0000, -1.1583e-02, 0.0768, 0.0000, 2.9225e-03, 1.4341e+06, 1518.32612, collision
6.27, 0.00, 0.1268, 0.0001, 1.6311e-02, 0.1487, 0.0001, -2.2307e-02, 0.1768, 0.0000, 4.1082e-01, 0.1552, 0.0000, -2.2478e-01, 0.0985, 0.0000, 1.2534e-02, 1.3950e+06, 1443.97527, collision
12.51, 0.00, 0.0175, 0.0000, 1.4079e-01, 0.0131, 0.0000, 4.8036e-03, 0.0132, 0.0000, 1.8360e-04, 0.0125, 0.0000, 4.8267e-03, 0.0625, 0.0000, 2.8330e-04, 1.0000e+07, 9258.77316, tmax
12.13, 0.00, 0.2534, 0.0000, 1.4277e-01, 0.2313, 0.0000, 5.4394e-03, 0.1233, 0.0000, 1.3380e-05, 0.0170, 0.0000, -7.5913e-05, 0.0490, 0.0000, -3.1347e-03, 1.0000e+07, 9264.75151, tmax
12.22, 0.00, 0.0145, 0.0000, 1.3605e-01, 0.0105, 0.0000, 1.7662e-02, 0.0093, 0.0000, 3.4348e-04, 0.0118, 0.0000, 6.6256e-04, 0.0542, 0.0000, -1.1313e-02, 1.0000e+07, 9273.46025, tmax
12.29, 0.00, 0.0188, 0.0000, 1.4091e-01, 0.0099, 0.0000, 5.0396e-03, 0.0085, 0.0000, 4.0774e-04, 0.0110, 0.0000, 2.5515e-03, 0.0539, 0.0000, 6.8287e-04, 1.0000e+07, 9279.29104, tmax
12.92, 0.00, 0.0774, 0.0000, 1.4101e-01, 0.1101, 0.0000, 7.2564e-03, 0.0566, 0.0000, 1.8002e-03, 0.0150, 0.0000, -9.9387e-04, 0.0818, 0.0000, -4.2975e-02, 1.0000e+07, 9284.01708, tmax
13.84, 0.00, 0.0005, 0.0000, -5.0527e-05, 0.0009, 0.0003, 6.1176e-04, 0.0025, 0.0013, 1.4094e-03, 0.0207, 0.0032, 4.3616e-03, 0.1345, 0.0848, -4.5846e-02, 1.0929e+03, 1.12174, a>0.4R_H
9.34, 0.00, 0.1346, 0.0000, 1.4038e-01, 0.1296, 0.0000, 1.7122e-02, 0.0917, 0.0000, 2.3847e-03, 0.0789, 0.0000, -3.9578e-03, 0.0675, 0.0000, 4.7047e-03, 1.0000e+07, 9352.29376, tmax
9.17, 0.00, 0.1374, 0.0000, 1.2974e-01, 0.1266, 0.0000, 2.9640e-02, 0.0814, 0.0000, 5.4649e-03, 0.0782, 0.0000, -4.0431e-05, 0.0822, 0.0000, -5.8567e-03, 1.0000e+07, 9372.37465, tmax
9.15, 0.00, 0.1270, 0.0000, 1.4093e-01, 0.1181, 0.0000, 1.4296e-02, 0.0919, 0.0000, 5.1350e-03, 0.0778, 0.0000, -6.4552e-04, 0.0648, 0.0000, -4.1385e-03, 1.0000e+07, 9377.44998, tmax
11.12, 0.00, 0.1902, 0.0000, 1.5627e-01, 0.1788, 0.0000, -8.4820e-03, 0.1576, 0.0000, 4.2754e-03, 0.1313, 0.0000, 2.1839e-03, 0.0319, 0.0000, -1.6257e-03, 1.0000e+07, 9380.32357, tmax
12.75, 0.00, 0.1131, 0.0000, 1.4331e-01, 0.1061, 0.0000, 6.8251e-03, 0.0922, 0.0000, 3.6749e-04, 0.0171, 0.0000, -3.3975e-03, 0.0723, 0.0000, -3.5571e-02, 1.0000e+07, 9425.14018, tmax
7.53, 0.00, 0.2628, 0.0000, 4.5469e-02, 0.1988, 0.0000, -7.6061e-03, 0.2247, 0.0000, 3.8351e-01, 0.1455, 0.0000, -1.9462e-01, 0.1445, 0.0000, 1.4762e-02, 4.2149e+06, 4220.92164, collision
5.72, 0.00, 0.1816, 0.0013, 6.1455e-03, 0.2195, 0.0007, -1.4212e-01, 0.2897, 0.0011, 1.6849e-01, 0.1457, 0.0010, 1.1279e-01, 0.1217, 0.0013, 2.2288e-02, 4.2548e+04, 45.79877, collision
12.71, 0.00, 0.3966, 0.0000, -2.8283e-03, 0.5428, 0.0000, 1.2795e+00, 0.5032, 0.0000, -4.1618e-01, 0.2491, 0.0000, 2.7029e-03, 0.1042, 0.0001, 2.8708e-03, 3.3649e+06, 3661.53948, collision
7.58, 0.00, 0.1335, 0.0000, 1.6727e-01, 0.1554, 0.0000, -1.0428e-01, 0.1663, 0.0000, 6.9234e-02, 0.1412, 0.0000, 5.4067e-03, 0.0932, 0.0000, 7.8298e-03, 3.5040e+06, 3541.07637, collision
13.26, 0.00, 0.2427, 0.0000, 1.5567e-01, 0.3142, 0.0000, 7.6360e-03, 0.1548, 0.0000, -2.6015e-06, 0.0225, 0.0000, 1.6183e-03, 0.1039, 0.0000, -4.4391e-02, 1.0000e+07, 9733.97265, tmax
8.36, 0.00, 0.2898, 0.0000, -9.1177e-03, 0.3730, 0.0000, 6.6477e-01, 0.3908, 0.0000, -3.0863e-01, 0.2532, 0.0000, 1.4745e-01, 0.2558, 0.0000, 4.6143e-02, 4.1741e+06, 4145.37074, collision
12.55, 0.00, 0.0228, 0.0000, 1.4118e-01, 0.0220, 0.0000, 3.6102e-03, 0.0185, 0.0000, 1.5842e-03, 0.0194, 0.0000, -1.0412e-03, 0.0635, 0.0001, -1.6889e-02, 1.0000e+07, 9276.01951, tmax
8.17, 0.00, 0.2109, 0.0000, 1.4212e-02, 0.2297, 0.0000, 8.8472e-02, 0.1886, 0.0000, 1.1445e-02, 0.1348, 0.0000, 2.7627e-02, 0.1136, 0.0000, 8.5478e-03, 3.3708e+06, 3397.63842, collision
9.78, 0.00, 0.5257, 0.0005, -5.6153e-02, 0.4606, 0.0001, 7.2180e-01, 0.3628, 0.0002, -2.8823e-01, 0.1799, 0.0004, -3.0475e-02, 0.1169, 0.0002, 1.6397e-03, 7.3697e+05, 824.88344, collision
12.86, 0.00, 0.3162, 0.0000, 3.5916e-02, 0.4652, 0.0000, -3.4023e-02, 0.4943, 0.0000, 1.9102e-01, 0.0580, 0.0000, 1.8826e-02, 0.0791, 0.0001, -2.6656e-02, 2.0461e+06, 2117.33505, collision
8.72, 0.00, 0.2003, 0.0000, 4.4023e-01, 0.1919, 0.0000, -2.2182e-01, 0.1213, 0.0000, 3.3827e-02, 0.1130, 0.0000, 6.3280e-03, 0.0909, 0.0000, -7.9720e-04, 8.0606e+06, 7715.24518, collision
11.39, 0.00, 0.4528, 0.0000, 1.2233e-01, 0.4068, 0.0000, 4.7482e-02, 0.1824, 0.0000, 5.3910e-02, 0.0558, 0.0000, -2.4642e-03, 0.0310, 0.0000, -1.4288e-02, 6.9043e+06, 6746.73778, collision
10.53, 0.00, 0.3385, 0.0000, 1.3350e-01, 0.2987, 0.0000, -5.7783e-02, 0.2729, 0.0000, 7.2810e-03, 0.2117, 0.0000, -2.2272e-03, 0.0343, 0.0000, -4.7401e-03, 3.3979e+06, 3435.66899, collision
6.28, 0.00, 0.2067, 0.0000, 2.6144e-02, 0.1476, 0.0000, -4.5363e-02, 0.1980, 0.0000, -6.7607e-02, 0.3385, 0.0000, 1.1212e-01, 0.2818, 0.0000, 2.2228e-01, 1.4808e+06, 1534.73781, collision
12.12, 0.00, 0.2563, 0.0000, 1.3812e-01, 0.2397, 0.0000, 1.1213e-02, 0.1151, 0.0000, 1.8747e-04, 0.0151, 0.0000, -1.3989e-03, 0.0483, 0.0000, -2.2252e-02, 1.0000e+07, 9267.19265, tmax
6.07, 0.00, 0.1546, 0.0000, -4.2441e-02, 0.1565, 0.0001, 4.0123e-01, 0.2496, 0.0002, -2.1980e-01, 0.0920, 0.0001, 2.3625e-02, 0.0839, 0.0000, 9.0062e-03, 4.5810e+05, 480.09597, collision
8.00, 0.00, 0.2783, 0.0000, -1.2147e-02, 0.4180, 0.0000, 2.9581e-02, 0.1884, 0.0000, -7.0015e-04, 0.2953, 0.0000, 3.5579e-01, 0.2036, 0.0000, -8.2367e-02, 2.9467e+06, 2974.93048, collision
7.35, 0.00, 0.2783, 0.0000, -3.6510e-03, 0.2436, 0.0000, 1.6876e-01, 0.1930, 0.0000, -1.0235e-01, 0.1691, 0.0000, 2.0872e-02, 0.1066, 0.0000, 1.0615e-02, 1.1680e+06, 1211.16842, collision
8.57, 0.00, 0.2091, 0.0000, 2.0596e-01, 0.2139, 0.0000, -1.2954e-01, 0.1466, 0.0000, 8.4406e-04, 0.1405, 0.0000, 6.1708e-04, 0.1106, 0.0000, 4.5277e-04, 3.1970e+06, 3206.46091, collision
12.19, 0.00, 0.2311, 0.0000, 1.4532e-01, 0.1899, 0.0000, -7.0272e-04, 0.0472, 0.0000, 1.9730e-03, 0.0127, 0.0000, 2.3343e-03, 0.0516, 0.0000, -1.3915e-03, 1.0000e+07, 9244.29871, tmax
6.80, 0.00, 0.2151, 0.0000, -5.5518e-02, 0.1968, 0.0001, 2.8211e-02, 0.1951, 0.0000, -8.3606e-03, 0.1574, 0.0000, 2.6406e-01, 0.0762, 0.0000, 7.4979e-03, 9.9199e+05, 1032.79286, collision
9.81, 0.00, 0.3739, 0.0001, 1.5641e-02, 0.3699, 0.0001, 1.0111e-02, 0.3000, 0.0002, 1.7984e-02, 0.2792, 0.0000, 6.1217e-02, 0.2373, 0.0001, 9.5562e-02, 1.0905e+06, 1184.62396, collision
11.08, 0.00, 0.4037, 0.0000, 7.3838e-02, 0.3643, 0.0000, 5.6691e-01, 0.5093, 0.0000, 2.0232e+00, 0.4882, 0.0000, -6.4586e-01, 0.3773, 0.0000, -2.1433e-01, 6.0349e+06, 5939.81413, collision
12.08, 0.00, 0.4149, 0.0000, 1.5366e-01, 0.3905, 0.0000, 9.7233e-03, 0.2868, 0.0000, -2.9697e-02, 0.0759, 0.0000, 4.5096e-03, 0.0470, 0.0000, 6.2148e-04, 1.0000e+07, 9326.51891, tmax
6.55, 0.00, 0.1797, 0.0000, -6.4016e-02, 0.2139, 0.0001, 1.4713e-01, 0.1045, 0.0000, 5.8419e-02, 0.0965, 0.0000, 2.9630e-02, 0.1038, 0.0000, -3.2235e-04, 2.4394e+06, 2496.01236, collision
10.46, 0.00, 0.3054, 0.0000, 6.9069e-03, 0.3483, 0.0000, 1.4451e-01, 0.3084, 0.0000, 2.7439e-02, 0.2160, 0.0000, -2.0276e-02, 0.0268, 0.0000, 1.9968e-04, 3.8103e+06, 3859.86255, collision
6.22, 0.00, 0.1663, 0.0000, -3.2832e-02, 0.1829, 0.0001, 4.9576e-01, 0.1762, 0.0000, -2.3754e-01, 0.1262, 0.0000, 9.7590e-03, 0.0685, 0.0001, 1.7103e-02, 1.4384e+06, 1491.97724, collision
6.33, 0.00, 0.1649, 0.0000, 2.6960e-01, 0.1727, 0.0000, -1.9764e-01, 0.1368, 0.0000, 2.8771e-02, 0.1305, 0.0000, 2.5836e-02, 0.0899, 0.0000, 9.2069e-03, 1.7874e+06, 1842.41990, collision
11.32, 0.00, 0.3723, 0.0000, 4.1740e-02, 0.3681, 0.0000, 1.9782e-01, 0.1855, 0.0000, -3.6344e-02, 0.0642, 0.0000, 8.9255e-04, 0.0296, 0.0000, -1.5542e-02, 6.3572e+06, 6125.39164, collision
10.74, 0.00, 0.3655, 0.0000, 3.9110e-01, 0.3398, 0.0000, -2.8185e-01, 0.3320, 0.0000, 1.2162e-01, 0.2471, 0.0000, 1.3974e-02, 0.0415, 0.0000, -4.4798e-03, 4.0541e+06, 4048.35029, collision
11.59, 0.00, 0.4551, 0.0000, 2.3692e-01, 0.3073, 0.0000, -1.4854e-01, 0.3533, 0.0000, 6.8382e-02, 0.5884, 0.0000, 9.8843e-01, 0.4623, 0.0000, -3.5248e-01, 8.0534e+06, 7693.70589, collision
6.30, 0.00, 0.2794, 0.0001, 1.0207e-01, 0.2739, 0.0001, -1.0501e-01, 0.1618, 0.0001, 4.3491e-01, 0.1804, 0.0000, -2.6055e-01, 0.2162, 0.0000, 9.0119e-02, 1.7492e+06, 1810.61920, collision
6.56, 0.00, 0.1582, 0.0000, 2.0612e-01, 0.3373, 0.0000, -2.0557e-01, 0.1677, 0.0000, 1.1447e-01, 0.2698, 0.0000, 2.8892e-02, 0.2018, 0.0000, 1.9699e-01, 3.9422e+06, 3975.41482, collision
6.98, 0.00, 0.1166, 0.0000, 2.8415e-02, 0.1685, 0.0000, 2.7907e-01, 0.1617, 0.0000, -1.6454e-01, 0.1185, 0.0000, 4.0523e-02, 0.0950, 0.0000, -1.8602e-02, 4.2565e+06, 4251.57277, collision
7.92, 0.00, 0.1663, 0.0000, 2.1034e-03, 0.1613, 0.0000, 4.8153e-03, 0.1893, 0.0000, 4.3054e-01, 0.2073, 0.0000, -2.3731e-01, 0.1082, 0.0000, 6.9222e-03, 1.4671e+06, 1511.63382, collision
6.94, 0.00, 0.1822, 0.0000, 3.0008e-01, 0.2164, 0.0000, -2.1752e-01, 0.2580, 0.0000, 3.0038e-01, 0.1500, 0.0000, -1.2465e-01, 0.1213, 0.0000, -6.5567e-03, 4.4926e+06, 4475.60114, collision
5.76, 0.00, 0.1715, 0.0004, 5.7416e-02, 0.2852, 0.0011, -1.1772e-01, 0.1613, 0.0010, -6.0356e-02, 0.2008, 0.0006, 2.3197e-01, 0.1651, 0.0003, 7.1923e-02, 1.9608e+05, 210.38294, collision
11.10, 0.00, 0.4117, 0.0000, 8.3839e-02, 0.4013, 0.0000, 2.8135e-02, 0.2674, 0.0000, 3.3501e-02, 0.1729, 0.0000, 3.5256e-04, 0.0269, 0.0000, -1.3200e-02, 5.3346e+06, 5229.16305, collision
13.83, 0.00, 0.0004, 0.0001, 5.6259e-05, 0.0006, 0.0003, 9.7297e-04, 0.0030, 0.0003, 1.5267e-03, 0.0174, 0.0036, -7.4024e-04, 0.1349, 0.0820, -4.2948e-02, 1.0246e+03, 1.06968, a>0.4R_H
