# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, eM3_max, eM3_min, dA3_over_A0, t_end(PM), wall_time, fate
5.95, 0.16, 0.2018, 0.0207, -2.7156e-03, 0.1804, 0.0122, 9.2558e-03, 0.2664, 0.1287, 1.9473e-02, 1.0000e+05, 36.80172, tmax
8.46, 0.23, 0.3744, 0.2316, 3.7558e-04, 0.2639, 0.0663, -1.2741e-03, 0.2843, 0.1310, 2.1156e-02, 1.0000e+05, 41.05095, tmax
7.05, 0.26, 0.3976, 0.2548, 4.3462e-04, 0.2833, 0.2215, 8.3192e-03, 0.2797, 0.1044, -1.0084e-02, 1.0000e+05, 41.06846, tmax
3.94, 0.10, 0.1782, 0.0358, 2.5298e-02, 0.2282, 0.0384, 1.6946e-01, 0.1368, 0.0169, 7.5910e-02, 1.1893e+03, 0.44874, collision
4.22, 0.19, 0.0000, 1.0000, 5.0798e-03, 0.0000, 1.0000, 9.8883e-03, 0.0000, 1.0000, 4.4135e-01, 4.3125e+02, 0.16620, collision
6.40, 0.00, 0.0076, 0.0001, 3.6533e-05, 0.0158, 0.0002, 1.4708e-04, 0.0275, 0.0000, 2.1363e-03, 1.0000e+05, 32.83379, tmax
7.69, 0.14, 0.2839, 0.0215, 1.0245e-04, 0.2298, 0.0253, -6.9001e-04, 0.1469, 0.0047, 4.0002e-03, 1.0000e+05, 38.34967, tmax
8.94, 0.06, 0.0886, 0.0588, -1.2732e-04, 0.0642, 0.0148, 9.8136e-03, 0.1079, 0.0026, 2.5236e-02, 1.0000e+05, 33.20876, tmax
8.21, 0.28, 0.4670, 0.2150, 7.9561e-04, 0.3616, 0.0606, 1.9494e-03, 0.2902, 0.1360, -8.2481e-04, 1.0000e+05, 41.29286, tmax
7.68, 0.06, 0.1203, 0.0141, -2.8956e-04, 0.1049, 0.0107, 8.8134e-03, 0.0785, 0.0010, 2.3058e-02, 1.0000e+05, 33.31769, tmax
7.09, 0.02, 0.0289, 0.0132, -2.1430e-04, 0.0333, 0.0060, 1.0808e-02, 0.0426, 0.0001, 2.5869e-02, 1.0000e+05, 32.01465, tmax
10.53, 0.19, 0.1911, 0.1911, 1.1253e-05, 0.1709, 0.1709, 5.9311e-03, 212024.3506, 1.0000, -1.0008e+00, 8.5381e+02, 0.36066, a<0
9.24, 0.29, 0.4727, 0.2603, 3.9142e-05, 0.3287, 0.0015, 6.4072e-03, 0.3210, 0.1148, 1.2410e-02, 1.0000e+05, 41.54355, tmax
4.00, 0.26, 0.0000, 1.0000, -9.9368e-02, 0.0000, 1.0000, 2.9739e-01, 0.0000, 1.0000, 4.3160e-01, 3.4356e+02, 0.15369, collision
7.03, 0.06, 0.0859, 0.0511, 3.7506e-04, 0.0823, 0.0463, 1.2787e-02, 0.0799, 0.0008, -3.9249e-03, 1.0000e+05, 33.32739, tmax
6.73, 0.04, 0.0435, 0.0303, 1.3445e-04, 0.0515, 0.0246, -9.2962e-04, 0.0599, 0.0120, 7.2649e-03, 1.0000e+05, 32.20902, tmax
10.14, 0.24, 0.2421, 0.2421, 8.0815e-05, 0.2351, 0.2351, 1.0300e-02, 0.1754, 0.1754, -4.5980e-03, 8.5381e+02, 0.34628, a>0.4R_H
6.92, 0.21, 0.2331, 0.2041, -1.3238e-04, 0.2215, 0.1855, 6.1287e-03, 0.2260, 0.1537, -6.4528e-03, 1.0000e+05, 40.56708, tmax
7.52, 0.11, 0.1746, 0.1014, 1.9029e-04, 0.1303, 0.0789, 1.3462e-03, 0.1301, 0.0360, 1.1287e-02, 1.0000e+05, 36.68370, tmax
6.06, 0.17, 0.4350, 0.0906, 2.9319e-01, 0.5112, 0.0222, -1.8181e-01, 0.2347, 0.0029, 3.3979e-02, 1.5126e+04, 6.15224, collision
8.30, 0.14, 0.1980, 0.1347, 8.6303e-06, 0.1574, 0.0734, -1.2923e-03, 0.1605, 0.0679, 2.6445e-02, 1.0000e+05, 38.54504, tmax
7.26, 0.03, 0.0451, 0.0223, -5.3135e-05, 0.0439, 0.0161, 1.1958e-02, 0.0506, 0.0004, -7.2514e-03, 1.0000e+05, 32.32805, tmax
10.83, 0.14, 0.1406, 0.1406, -4.7983e-05, 0.1304, 0.1304, 2.6053e-03, 150570.9128, 1.0000, -1.0010e+00, 8.5381e+02, 0.31290, a<0
3.96, 0.14, 0.0000, 1.0000, -1.0097e-01, 0.0000, 1.0000, -2.2011e-01, 0.0000, 1.0000, -4.6390e+00, 2.4731e+02, 0.09489, collision
5.17, 0.04, 0.0478, 0.0003, -1.3956e-03, 0.0568, 0.0016, 1.1282e-02, 0.0759, 0.0182, 1.3362e-02, 1.0000e+05, 32.96651, tmax
7.74, 0.24, 0.4588, 0.0156, -8.8430e-04, 0.3945, 0.0040, 1.1975e-02, 0.2402, 0.0050, -1.6736e-02, 1.0000e+05, 40.20750, tmax
4.47, 0.05, 0.0851, 0.0007, 3.1793e-03, 0.0909, 0.0013, 9.2244e-03, 0.0900, 0.0282, -1.9174e-03, 1.0000e+05, 33.34003, tmax
10.23, 0.15, 0.1506, 0.1506, -6.5883e-05, 0.1401, 0.1401, 4.8882e-03, 0.0996, 0.0996, 1.2122e-01, 8.5381e+02, 0.35110, a>0.4R_H
10.06, 0.20, 0.2011, 0.2007, 1.8296e-04, 0.1900, 0.1839, 7.5959e-03, 0.3896, 0.2817, 7.8684e-02, 8.8797e+02, 0.35421, a>0.4R_H
6.71, 0.24, 0.3903, 0.0045, -9.6757e-04, 0.3463, 0.0257, -1.4020e-02, 0.3711, 0.1539, 4.7467e-02, 1.0000e+05, 38.95877, tmax
5.59, 0.07, 0.0890, 0.0007, -5.3867e-04, 0.0912, 0.0017, 6.5154e-03, 0.1230, 0.0448, 2.1760e-02, 1.0000e+05, 33.15091, tmax
8.39, 0.27, 0.4318, 0.2471, -3.7214e-04, 0.3329, 0.0633, 1.2745e-02, 0.2994, 0.1483, 3.9857e-02, 1.0000e+05, 41.12758, tmax
4.72, 0.19, 0.4089, 0.0641, -1.2224e-01, 0.2412, 0.0556, -6.0314e-04, 0.5609, 0.4022, 1.9184e+00, 1.8776e+03, 0.76523, collision
6.47, 0.07, 0.0708, 0.0200, 2.3443e-04, 0.0803, 0.0218, 1.2100e-02, 0.1100, 0.0425, 1.9775e-02, 1.0000e+05, 32.68930, tmax
8.07, 0.07, 0.0953, 0.0665, 2.3736e-04, 0.0847, 0.0347, -2.3755e-03, 0.0976, 0.0223, 8.7443e-03, 1.0000e+05, 33.69869, tmax
10.83, 0.11, 0.1105, 0.1105, -3.8478e-05, 0.1013, 0.1013, 9.8530e-04, 223123.3676, 1.0000, -1.0007e+00, 8.5381e+02, 0.29734, a<0
4.82, 0.22, 0.1155, 0.0891, -1.3721e-01, 0.4112, 0.3753, 3.2319e+00, 0.3283, 0.1879, -3.5787e-01, 9.0314e+02, 0.36805, collision
6.79, 0.07, 0.0787, 0.0602, 8.5238e-05, 0.0861, 0.0563, 1.1756e-02, 0.0873, 0.0340, 3.0340e-03, 1.0000e+05, 33.26059, tmax
5.16, 0.16, 0.2460, 0.0366, -1.0169e-01, 0.2021, 0.0645, 5.0858e-01, 0.2616, 0.1551, 9.3412e-02, 2.0478e+03, 0.75146, collision
10.61, 0.09, 0.1247, 0.0877, 3.3108e-02, 0.6979, 0.0669, -7.8464e-02, 0.6465, 0.0461, -8.2393e-02, 2.1858e+03, 0.77298, a>0.4R_H
6.38, 0.17, 0.3230, 0.0063, 8.9495e-03, 0.2783, 0.0017, -7.6354e-03, 0.2455, 0.0125, -8.0539e-03, 1.0000e+05, 35.73319, tmax
4.95, 0.09, 0.1065, 0.0006, -9.0875e-04, 0.1129, 0.0146, 5.5526e-03, 0.1472, 0.0698, 1.9476e-02, 1.0000e+05, 33.66929, tmax
7.12, 0.23, 0.3747, 0.2264, 1.7313e-04, 0.2552, 0.2024, -2.2863e-03, 0.2448, 0.0274, 2.3484e-03, 1.0000e+05, 40.95246, tmax
5.95, 0.24, 0.3913, 0.0359, 1.6059e-02, 0.6273, 0.0190, 4.9666e-02, 0.4950, 0.2094, 2.5093e-01, 3.7232e+03, 1.50854, collision
8.52, 0.10, 0.1416, 0.0980, 1.3536e-04, 0.1115, 0.0469, -2.6476e-03, 0.1330, 0.0447, 1.3677e-02, 1.0000e+05, 35.85443, tmax
3.64, 0.10, 0.0000, 1.0000, 1.0989e+00, 0.0000, 1.0000, -4.9380e-01, 0.0000, 1.0000, 9.2895e-01, 1.2154e+02, 0.05438, collision
4.99, 0.12, 0.1307, 0.0011, -1.5388e-03, 0.1366, 0.0452, 1.2206e-02, 0.1901, 0.0961, 4.7383e-03, 1.0000e+05, 34.58859, tmax
8.49, 0.06, 0.0846, 0.0541, -5.9070e-05, 0.0708, 0.0242, 2.9227e-03, 0.0948, 0.0130, 1.1343e-02, 1.0000e+05, 33.12417, tmax
10.87, 0.30, 0.3016, 0.3016, -1.7816e-05, 0.2868, 0.2868, 5.6500e-03, 475943.2934, 1.0000, -1.0004e+00, 8.5381e+02, 0.37113, a<0
9.49, 0.06, 0.0946, 0.0590, -4.7747e-06, 0.0676, 0.0009, -6.9139e-04, 0.1601, 0.0032, 2.1503e-03, 1.0000e+05, 33.42546, tmax
6.78, 0.03, 0.0352, 0.0216, -5.6975e-05, 0.0426, 0.0149, 1.2071e-02, 0.0509, 0.0007, 1.2110e-02, 1.0000e+05, 32.23274, tmax
5.94, 0.08, 0.0871, 0.0003, 8.1775e-04, 0.0910, 0.0075, 1.3838e-02, 0.1375, 0.0557, -1.2421e-02, 1.0000e+05, 33.23831, tmax
3.66, 0.23, 0.0000, 1.0000, 4.1826e+00, 0.0000, 1.0000, -5.2703e-01, 0.0000, 1.0000, 7.6618e-02, 3.0172e+02, 0.15306, collision
8.99, 0.25, 0.3973, 0.2486, -1.4914e-04, 0.2605, 0.0386, 6.0680e-03, 0.2753, 0.1137, 1.8029e-02, 1.0000e+05, 41.13144, tmax
6.38, 0.24, 0.3891, 0.0386, -7.6987e-02, 0.3555, 0.0081, 2.3707e+00, 0.4458, 0.0578, 4.0009e-01, 7.4661e+03, 3.03553, collision
5.82, 0.08, 0.0862, 0.0011, -6.9314e-04, 0.0902, 0.0117, 4.5079e-03, 0.1371, 0.0545, 3.1259e-03, 1.0000e+05, 33.28751, tmax
8.60, 0.09, 0.1235, 0.0895, -4.9952e-05, 0.1003, 0.0462, 3.1782e-03, 0.1237, 0.0306, 1.8575e-02, 1.0000e+05, 35.11012, tmax
8.65, 0.15, 0.2351, 0.0631, 7.0027e-04, 0.1900, 0.0026, 1.3839e-02, 0.1764, 0.0671, 3.1372e-03, 1.0000e+05, 38.08761, tmax
8.09, 0.05, 0.0662, 0.0461, 1.2544e-04, 0.0627, 0.0230, -1.8810e-03, 0.0777, 0.0087, 7.6022e-03, 1.0000e+05, 32.57924, tmax
9.79, 0.22, 0.2549, 0.2196, 7.8075e-05, 0.2183, 0.1705, 1.7342e-02, 0.2962, 0.0331, 1.0949e-01, 4.0642e+03, 1.68133, a>0.4R_H
4.10, 0.03, 0.1716, 0.0010, -5.2870e-03, 0.1502, 0.0014, 1.5995e-02, 0.1051, 0.0014, 2.3776e-02, 1.0000e+05, 34.91728, tmax
3.59, 0.27, 0.0000, 1.0000, 1.0507e+00, 0.0000, 1.0000, -4.6222e-01, 0.0000, 1.0000, 8.4888e-01, 4.6369e+02, 0.24520, collision
6.69, 0.02, 0.0229, 0.0106, -3.5014e-04, 0.0309, 0.0047, 9.2642e-03, 0.0431, 0.0009, 1.7731e-02, 1.0000e+05, 32.15604, tmax
9.11, 0.29, 0.4832, 0.0943, -2.9197e-04, 0.3731, 0.0069, 1.9457e-02, 0.3438, 0.1286, 3.0068e-02, 1.0000e+05, 41.21324, tmax
10.70, 0.29, 0.2917, 0.2917, -1.3238e-04, 0.2817, 0.2817, 4.0554e-03, 275218.7217, 1.0000, -1.0007e+00, 8.5381e+02, 0.35948, a<0
8.53, 0.03, 0.0386, 0.0291, -5.9912e-05, 0.0376, 0.0098, 1.3010e-02, 0.0712, 0.0007, 2.9599e-03, 1.0000e+05, 32.11802, tmax
4.16, 0.08, 0.2313, 0.0017, 1.2707e+00, 0.2873, 0.0018, -4.8594e-01, 0.4406, 0.0013, 5.6616e-01, 2.4239e+04, 8.76342, collision
6.84, 0.21, 0.2311, 0.1690, 1.0668e-03, 0.2188, 0.1635, -1.9716e-03, 0.2548, 0.1559, 1.2153e-02, 1.0000e+05, 39.94195, tmax
6.41, 0.15, 0.2064, 0.0278, 1.1863e-03, 0.1548, 0.0020, 4.2058e-03, 0.2221, 0.1145, -1.8352e-03, 1.0000e+05, 36.28128, tmax
8.69, 0.06, 0.0844, 0.0587, -9.6761e-05, 0.0688, 0.0221, 3.3312e-03, 0.0969, 0.0105, 2.7656e-02, 1.0000e+05, 33.16006, tmax
10.47, 0.09, 0.0903, 0.0903, -5.4898e-05, 0.0783, 0.0783, 9.8548e-03, 184908.2183, 1.0000, -1.0009e+00, 8.5381e+02, 0.30725, a<0
8.07, 0.10, 0.1396, 0.0963, 2.0799e-04, 0.1146, 0.0524, -2.9433e-03, 0.1242, 0.0409, 1.6770e-02, 1.0000e+05, 35.73569, tmax
9.59, 0.01, 0.0128, 0.0094, 1.3914e-05, 0.0177, 0.0003, -1.6701e-03, 0.1706, 0.0014, 1.2847e-02, 1.0000e+05, 31.79868, tmax
8.86, 0.30, 0.4886, 0.2891, -1.1404e-03, 0.3275, 0.0271, 9.2225e-03, 0.3288, 0.1673, 5.1868e-02, 1.0000e+05, 41.61383, tmax
4.15, 0.10, 0.2394, 0.0069, -7.1787e-02, 0.2248, 0.0065, 4.5548e-01, 0.1974, 0.0081, 1.6968e-01, 1.3245e+04, 4.82047, collision
10.51, 0.29, 0.2855, 0.2843, 1.4633e-03, 0.2843, 0.2741, 4.3000e-02, 0.7325, 0.6701, -1.2261e-01, 8.8797e+02, 0.36038, a>0.4R_H
10.43, 0.10, 0.1002, 0.1002, 4.3719e-05, 0.0944, 0.0944, 1.2953e-02, 155988.8003, 1.0000, -1.0011e+00, 8.5381e+02, 0.29060, a<0
4.46, 0.18, 0.3683, 0.0268, 9.7965e-02, 0.3882, 0.0510, -4.2220e-02, 0.3620, 0.1496, 8.1452e-02, 2.5282e+03, 0.97983, collision
10.10, 0.08, 0.0805, 0.0805, -8.0047e-05, 0.0710, 0.0710, 5.1734e-03, 0.1829, 0.1829, 5.4557e-02, 8.5381e+02, 0.28155, a>0.4R_H
6.47, 0.18, 0.2448, 0.0155, -3.7222e-04, 0.1831, 0.0026, 1.0094e-02, 0.2757, 0.1410, 1.4146e-02, 1.0000e+05, 37.17955, tmax
8.94, 0.00, 0.0055, 0.0000, 3.5478e-05, 0.0152, 0.0001, -6.1191e-04, 0.0846, 0.0005, 3.2997e-02, 1.0000e+05, 31.78760, tmax
4.67, 0.16, 0.1683, 0.0237, 7.8213e-01, 0.2780, 0.0296, -4.0114e-01, 0.3253, 0.1930, 2.3012e-01, 1.7369e+03, 0.61928, collision
4.51, 0.04, 0.0637, 0.0002, -9.6712e-04, 0.0739, 0.0001, 6.1740e-03, 0.0734, 0.0189, 6.1838e-03, 1.0000e+05, 33.23318, tmax
7.73, 0.00, 0.0136, 0.0001, 3.9412e-04, 0.0204, 0.0001, 1.4968e-02, 0.0386, 0.0002, 2.2692e-02, 1.0000e+05, 31.91601, tmax
10.22, 0.22, 0.2205, 0.2205, 9.4946e-05, 0.2346, 0.2346, -2.0867e-03, 0.4076, 0.4076, 1.0395e-01, 8.5381e+02, 0.34260, a>0.4R_H
5.84, 0.16, 0.1738, 0.0008, -1.5775e-03, 0.1707, 0.0388, 1.3891e-02, 0.2602, 0.1285, -3.2569e-03, 1.0000e+05, 36.01908, tmax
5.94, 0.20, 0.4215, 0.0142, -6.8018e-02, 0.4126, 0.0177, 1.2022e-01, 0.3799, 0.0603, -1.1779e+00, 2.1970e+04, 8.84595, collision
5.35, 0.09, 0.0969, 0.0006, 4.0093e-04, 0.1067, 0.0134, -1.0707e-03, 0.1552, 0.0664, 4.1396e-03, 1.0000e+05, 33.63910, tmax
9.61, 0.02, 0.0291, 0.0194, 3.7561e-05, 0.0277, 0.0002, -1.0795e-03, 0.1756, 0.0030, 1.6559e-02, 1.0000e+05, 31.84403, tmax
6.26, 0.18, 0.5037, 0.0180, -1.3467e-01, 0.4852, 0.0065, 2.6064e+00, 0.2774, 0.0114, 9.5500e-02, 2.8662e+04, 11.34082, collision
8.39, 0.18, 0.2703, 0.1604, 1.8503e-04, 0.2059, 0.0786, -1.5864e-03, 0.1969, 0.0905, 1.6397e-02, 1.0000e+05, 40.25200, tmax
7.83, 0.15, 0.2622, 0.0943, -4.8756e-04, 0.2231, 0.0460, 1.0998e-02, 0.1640, 0.0532, 2.4984e-02, 1.0000e+05, 38.97207, tmax
6.93, 0.30, 0.4219, 0.1774, -6.1068e-02, 0.4309, 0.0981, 4.9562e-02, 0.6498, 0.1940, -1.7918e+00, 8.4644e+04, 34.68860, collision
4.92, 0.08, 0.0939, 0.0014, -8.8219e-04, 0.1043, 0.0063, 9.3317e-03, 0.1354, 0.0600, -6.9502e-03, 1.0000e+05, 33.50653, tmax
6.70, 0.05, 0.0520, 0.0381, -4.8179e-04, 0.0611, 0.0331, 1.0133e-02, 0.0725, 0.0219, 2.0069e-02, 1.0000e+05, 32.54832, tmax
7.44, 0.00, 0.0093, 0.0000, -2.6515e-04, 0.0147, 0.0001, 5.0334e-03, 0.0361, 0.0003, -3.4296e-03, 1.0000e+05, 31.98987, tmax
6.77, 0.09, 0.0946, 0.0791, 2.3811e-05, 0.1026, 0.0728, 1.2826e-02, 0.1105, 0.0555, 2.2090e-02, 1.0000e+05, 34.12846, tmax
6.06, 0.08, 0.2617, 0.0045, -1.9700e-02, 0.2463, 0.0024, 3.3767e-02, 0.1603, 0.0041, 1.9857e-02, 1.0000e+05, 37.16127, tmax
3.84, 0.08, 0.0000, 1.0000, 9.8579e-02, 0.0000, 1.0000, -1.5945e-02, 0.0000, 1.0000, 1.9268e-01, 2.5222e+02, 0.12352, collision
7.69, 0.19, 0.3461, 0.0046, 1.0163e-03, 0.3067, 0.0035, 1.8865e-02, 0.2410, 0.0684, 7.7069e-03, 1.0000e+05, 38.69656, tmax
5.61, 0.27, 0.4443, 0.0249, -3.8754e-03, 0.4574, 0.0065, 2.0462e-01, 0.4511, 0.2443, 2.3857e-01, 1.2687e+04, 5.04706, collision
10.25, 0.11, 0.1101, 0.1101, 4.7934e-07, 0.1056, 0.1056, 3.9206e-03, 0.3243, 0.3243, -3.9072e-03, 8.5381e+02, 0.29573, a>0.4R_H
9.55, 0.00, 0.0046, 0.0000, 3.5472e-05, 0.0158, 0.0002, -2.9309e-03, 0.1611, 0.0037, 1.6162e-02, 1.0000e+05, 31.79026, tmax
9.02, 0.09, 0.1380, 0.0886, 2.2257e-06, 0.0975, 0.0199, -8.6952e-04, 0.1344, 0.0197, 2.7275e-02, 1.0000e+05, 35.38696, tmax
5.67, 0.10, 0.1070, 0.0010, -7.7324e-04, 0.1112, 0.0175, 1.1745e-02, 0.1662, 0.0732, 4.1142e-03, 1.0000e+05, 33.70031, tmax
9.07, 0.27, 0.4545, 0.2659, -7.9820e-05, 0.2898, 0.0163, -1.0127e-02, 0.3282, 0.1204, 6.9313e-02, 1.0000e+05, 41.33126, tmax
4.45, 0.00, 0.0469, 0.0004, -1.8592e-04, 0.0492, 0.0009, -6.9445e-04, 0.0263, 0.0003, 1.2463e-02, 1.0000e+05, 33.17026, tmax
8.93, 0.29, 0.4613, 0.2878, -1.8692e-04, 0.2988, 0.0363, -2.5426e-03, 0.3122, 0.1460, 4.0252e-02, 1.0000e+05, 41.42516, tmax
8.08, 0.19, 0.2872, 0.1872, 7.5503e-05, 0.2122, 0.0861, 2.4825e-03, 0.2062, 0.1040, 7.3236e-03, 1.0000e+05, 40.57886, tmax
4.99, 0.06, 0.0699, 0.0004, -7.7394e-04, 0.0807, 0.0006, 5.6828e-03, 0.1061, 0.0370, -6.4112e-03, 1.0000e+05, 33.19116, tmax
5.41, 0.27, 0.3466, 0.0785, 1.8498e-01, 0.3069, 0.0877, -2.3766e-01, 0.6177, 0.2199, 5.5619e-01, 1.3652e+04, 5.47162, collision
6.29, 0.16, 0.3401, 0.0055, -6.2118e-02, 0.4111, 0.0023, -3.9885e+01, 0.2589, 0.0069, -4.6849e-01, 3.6148e+04, 13.80561, collision
9.54, 0.06, 0.0954, 0.0589, 1.3240e-05, 0.0667, 0.0001, -2.0070e-03, 0.1720, 0.0036, 1.9227e-02, 1.0000e+05, 33.46608, tmax
8.83, 0.12, 0.1798, 0.1181, 8.8566e-05, 0.1291, 0.0429, -3.0501e-04, 0.1542, 0.0440, 5.5323e-04, 1.0000e+05, 37.67709, tmax
6.23, 0.23, 0.2653, 0.0259, -8.7862e-02, 0.3779, 0.0854, 1.7965e-01, 0.2876, 0.0797, 1.7012e+00, 2.4906e+03, 0.96010, collision
7.88, 0.27, 0.5269, 0.1024, -1.0638e-04, 0.4000, 0.0529, 7.2872e-03, 0.2738, 0.0697, 2.4644e-02, 4.1837e+04, 17.11006, d<R_roche
8.77, 0.10, 0.1469, 0.0982, -8.9951e-05, 0.1093, 0.0384, 1.0275e-02, 0.1346, 0.0298, 2.1285e-02, 1.0000e+05, 36.13954, tmax
7.03, 0.11, 0.1580, 0.0997, 1.6870e-04, 0.1416, 0.0954, 8.2852e-04, 0.1283, 0.0096, 6.5824e-03, 1.0000e+05, 36.45850, tmax
7.32, 0.27, 0.4917, 0.2682, -1.3500e-04, 0.2741, 0.1745, 7.8504e-04, 0.2858, 0.0609, 2.0068e-02, 1.0000e+05, 41.67035, tmax
6.96, 0.10, 0.1363, 0.0903, -3.3060e-04, 0.1301, 0.0855, 8.5047e-03, 0.1171, 0.0217, 2.4306e-02, 1.0000e+05, 35.53582, tmax
6.28, 0.09, 0.1547, 0.0022, 1.7920e-03, 0.1336, 0.0034, -1.8694e-03, 0.1167, 0.0038, 4.2177e-03, 1.0000e+05, 33.72117, tmax
8.42, 0.25, 0.3947, 0.2287, -4.2113e-05, 0.2766, 0.0749, 2.7865e-03, 0.2744, 0.1426, 1.1615e-02, 1.0000e+05, 41.16999, tmax
10.99, 0.17, 0.1706, 0.1706, 2.1260e-05, 0.1605, 0.1605, 5.8090e-04, 413068.5956, 1.0000, -1.0005e+00, 8.5381e+02, 0.32691, a<0
9.46, 0.02, 0.0289, 0.0194, 3.9000e-05, 0.0269, 0.0000, -9.9497e-04, 0.1429, 0.0017, -1.2884e-05, 1.0000e+05, 31.75632, tmax
6.38, 0.29, 0.2002, 0.1426, 2.5551e+00, 0.3628, 0.3391, -5.1844e-01, 0.2501, 0.2096, 1.9890e-03, 9.8553e+02, 0.40594, collision
8.54, 0.14, 0.2046, 0.1371, -4.3183e-05, 0.1524, 0.0621, 3.6710e-03, 0.1698, 0.0629, -7.9939e-03, 1.0000e+05, 38.90278, tmax
10.90, 0.25, 0.2513, 0.2513, 4.5525e-06, 0.2333, 0.2333, 1.1663e-02, 442540.2783, 1.0000, -1.0005e+00, 8.5381e+02, 0.35660, a<0
6.60, 0.22, 0.2623, 0.0118, 1.2446e-03, 0.2231, 0.0648, 7.2437e-03, 0.3261, 0.1800, 7.7270e-03, 1.0000e+05, 38.15155, tmax
8.08, 0.15, 0.2175, 0.1413, 1.6620e-05, 0.1749, 0.0766, 3.1209e-04, 0.1757, 0.0716, 1.3199e-02, 1.0000e+05, 39.09484, tmax
3.52, 0.15, 0.0000, 1.0000, 7.8761e-01, 0.0000, 1.0000, -3.4322e-01, 0.0000, 1.0000, 5.2395e-02, 2.6109e+01, 0.01045, collision
8.44, 0.27, 0.4473, 0.1237, 1.9894e-05, 0.3516, 0.0142, 1.2133e-02, 0.3325, 0.1698, 3.0033e-02, 1.0000e+05, 40.66967, tmax
4.58, 0.22, 0.0000, 1.0000, 1.0967e+00, 0.0000, 1.0000, -4.2170e-01, 0.0000, 1.0000, 3.1563e-01, 6.2481e+02, 0.23981, collision
8.72, 0.11, 0.1606, 0.1083, -1.0334e-04, 0.1196, 0.0448, 2.8896e-03, 0.1472, 0.0378, 5.8478e-03, 1.0000e+05, 49.73756, tmax
6.62, 0.23, 0.3087, 0.0056, 2.1526e-03, 0.2434, 0.0654, -3.4570e-03, 0.3443, 0.1660, 1.7624e-02, 1.0000e+05, 38.46856, tmax
10.20, 0.09, 0.0901, 0.0901, 3.9302e-05, 0.0825, 0.0825, -8.9058e-04, 0.1697, 0.1697, 5.7666e-02, 8.5381e+02, 0.29902, a>0.4R_H
5.80, 0.11, 0.1176, 0.0021, 6.5306e-04, 0.1205, 0.0229, 1.4487e-02, 0.1809, 0.0848, 2.9680e-02, 1.0000e+05, 34.05917, tmax
5.02, 0.05, 0.0596, 0.0010, -1.2295e-03, 0.0679, 0.0016, 9.5820e-03, 0.0891, 0.0273, 5.2086e-03, 1.0000e+05, 32.99645, tmax
7.29, 0.22, 0.3832, 0.2103, -4.0111e-05, 0.2291, 0.1795, 3.1523e-03, 0.2308, 0.0255, -3.7688e-03, 1.0000e+05, 40.91873, tmax
9.40, 0.07, 0.1110, 0.0690, -5.8371e-06, 0.0776, 0.0001, 5.8013e-04, 0.1530, 0.0069, 1.8572e-02, 1.0000e+05, 34.11252, tmax
5.75, 0.05, 0.0546, 0.0001, -5.2872e-04, 0.0607, 0.0013, 6.4315e-03, 0.0900, 0.0288, 1.8073e-02, 1.0000e+05, 32.70093, tmax
8.32, 0.21, 0.3165, 0.1969, -1.3556e-04, 0.2403, 0.0868, 9.5579e-03, 0.2297, 0.1143, 1.6122e-02, 1.0000e+05, 40.83870, tmax
8.32, 0.30, 0.4932, 0.2610, 2.2925e-04, 0.3703, 0.0447, 9.3856e-03, 0.3156, 0.1612, 2.2208e-02, 1.0000e+05, 41.51763, tmax
3.85, 0.01, 0.2534, 0.0222, -1.0579e-01, 0.2422, 0.0099, -1.5456e-01, 0.1865, 0.0091, -1.9424e+00, 2.6191e+03, 1.03417, collision
10.08, 0.17, 0.1712, 0.1712, -1.1617e-04, 0.1647, 0.1647, 5.1284e-03, 0.3654, 0.3654, 1.4706e-02, 8.5381e+02, 0.33902, a>0.4R_H
7.70, 0.18, 0.3499, 0.0065, -5.4150e-04, 0.2810, 0.0032, 7.2525e-03, 0.2283, 0.0194, -1.1130e-03, 1.0000e+05, 38.63330, tmax
5.12, 0.22, 0.5376, 0.0973, -6.1337e-02, 0.4180, 0.0874, 6.3819e-02, 0.3358, 0.0175, 1.6534e-01, 3.5177e+03, 1.48816, d<R_roche
10.94, 0.20, 0.2010, 0.2010, -4.0726e-05, 0.1871, 0.1871, 7.2106e-03, 409011.2649, 1.0000, -1.0005e+00, 8.5381e+02, 0.36113, a<0
6.80, 0.26, 0.2919, 0.1178, 2.4130e-03, 0.2596, 0.1519, 7.6411e-03, 0.3601, 0.2117, 5.1305e-04, 1.0000e+05, 39.67003, tmax
8.37, 0.06, 0.0802, 0.0581, -1.9730e-04, 0.0713, 0.0278, 5.9462e-03, 0.0901, 0.0179, -7.8027e-03, 1.0000e+05, 33.04390, tmax
5.83, 0.10, 0.1074, 0.0013, -9.9215e-04, 0.1139, 0.0171, 1.1282e-02, 0.1689, 0.0735, -3.2320e-03, 1.0000e+05, 33.75775, tmax
10.61, 0.08, 0.0806, 0.0806, -3.3838e-05, 0.0684, 0.0684, 1.6442e-02, 214041.8539, 1.0000, -1.0008e+00, 8.5381e+02, 0.28363, a<0
10.74, 0.30, 0.3016, 0.3016, -6.4174e-05, 0.2909, 0.2909, 9.4925e-03, 347809.2453, 1.0000, -1.0006e+00, 8.5381e+02, 0.34854, a<0
