4.89, 0.0541, 0.0548, 0.0625, 0.0594, 0.0535, 4.6994e+03, 12.19093
4.65, 0.0251, 0.0212, 0.0238, 0.0620, 0.0362, 4.5418e+03, 11.83941
4.35, 0.0550, 0.0370, 0.0391, 0.0305, 0.0384, 9.3513e+03, 24.51721
4.24, 0.0413, 0.0329, 0.0480, 0.0753, 0.0714, 1.6223e+04, 42.26202
4.66, 0.0313, 0.0699, 0.0374, 0.0295, 0.0117, 1.6551e+03, 4.65814
4.90, 0.0415, 0.0301, 0.0348, 0.0226, 0.0193, 1.9899e+03, 5.38850
4.52, 0.0273, 0.0324, 0.0294, 0.0542, 0.0292, 5.6226e+03, 14.97988
4.36, 0.0167, 0.0304, 0.0261, 0.0191, 0.0132, 2.4625e+03, 6.27288
4.45, 0.0724, 0.0483, 0.0378, 0.0528, 0.0163, 6.3283e+03, 16.48458
4.91, 0.0625, 0.0421, 0.0480, 0.0322, 0.0504, 3.8606e+03, 10.17107
4.16, 0.0391, 0.0496, 0.0386, 0.0374, 0.0511, 1.3507e+04, 35.42528
4.53, 0.0559, 0.0486, 0.0257, 0.0492, 0.0098, 4.2555e+03, 11.25235
4.37, 0.0439, 0.0719, 0.0202, 0.0421, 0.0584, 4.5286e+03, 11.89112
4.46, 0.0536, 0.0444, 0.0397, 0.0465, 0.0227, 3.8890e+03, 10.58404
4.25, 0.0345, 0.0625, 0.0247, 0.0612, 0.0473, 8.5218e+03, 22.25053
4.38, 0.0253, 0.0156, 0.0343, 0.0482, 0.0124, 3.6436e+03, 9.69431
4.92, 0.0533, 0.0534, 0.0579, 0.0502, 0.0528, 7.5661e+03, 19.62182
4.47, 0.0422, 0.0190, 0.0478, 0.0307, 0.0171, 5.4210e+03, 14.45567
4.17, 0.0407, 0.0397, 0.0439, 0.0336, 0.0303, 7.2227e+03, 19.15353
4.39, 0.0181, 0.0414, 0.0181, 0.0774, 0.0084, 3.7766e+03, 9.94295
4.48, 0.0477, 0.0497, 0.0353, 0.0349, 0.0266, 4.3106e+03, 11.24782
4.26, 0.0385, 0.0394, 0.0315, 0.0272, 0.0266, 8.4634e+03, 22.48916
4.95, 0.0505, 0.0491, 0.0548, 0.0414, 0.0311, 1.9816e+04, 51.75169
4.93, 0.0491, 0.0339, 0.0703, 0.0451, 0.0293, 6.5757e+03, 17.01008
4.18, 0.1185, 0.0569, 0.1140, 0.1817, 0.0361, 7.0106e+03, 18.74541
5.30, 0.0416, 0.0185, 0.0152, 0.0518, 0.0241, 2.6840e+03, 7.03238
4.54, 0.0748, 0.0482, 0.0222, 0.0324, 0.0229, 1.6353e+04, 42.50880
4.27, 0.1577, 0.0474, 0.1203, 0.0624, 0.0418, 6.0082e+03, 15.57011
5.21, 0.0438, 0.0517, 0.0223, 0.0223, 0.0097, 7.6158e+03, 19.88902
5.03, 0.0439, 0.0406, 0.0494, 0.0417, 0.0588, 2.5555e+04, 66.40044
5.31, 0.1008, 0.0700, 0.1169, 0.1061, 0.0353, 5.4420e+03, 13.82313
4.96, 0.1278, 0.0733, 0.2525, 0.0797, 0.1243, 9.0244e+03, 23.06500
4.28, 0.0523, 0.0738, 0.1280, 0.0235, 0.0420, 5.0160e+03, 12.34724
5.32, 0.0350, 0.0597, 0.0483, 0.0519, 0.0284, 1.7499e+03, 4.16886
4.19, 0.0460, 0.0413, 0.0532, 0.0364, 0.0308, 8.9057e+03, 22.17054
5.33, 0.0856, 0.0430, 0.0665, 0.1292, 0.1154, 3.5371e+03, 8.63659
5.34, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 7.6787e+02, 1.79742
5.35, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 8.2962e+02, 1.91359
4.29, 0.0280, 0.0310, 0.0401, 0.0388, 0.0295, 5.7917e+03, 13.75350
4.55, 0.0270, 0.0323, 0.0404, 0.0452, 0.0276, 1.2586e+04, 30.33997
4.30, 0.0365, 0.0531, 0.0276, 0.0589, 0.0219, 3.0760e+03, 7.39691
5.36, 0.0492, 0.0370, 0.0607, 0.0442, 0.0441, 3.8623e+03, 9.30280
5.39, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 5.6037e+02, 1.31427
5.12, 0.0699, 0.0714, 0.0568, 0.1018, 0.0409, 2.5266e+04, 61.89587
5.40, 0.0367, 0.0700, 0.0245, 0.0524, 0.0532, 1.6835e+03, 3.97345
5.37, 0.0391, 0.0519, 0.1071, 0.0434, 0.0431, 2.0325e+03, 4.77091
4.56, 0.0224, 0.0160, 0.0219, 0.0136, 0.0245, 4.6919e+03, 11.11555
5.22, 0.2511, 0.2992, 0.2832, 0.1721, 0.3947, 1.6085e+04, 38.76183
5.41, 0.0567, 0.1571, 0.1256, 0.0531, 0.0475, 3.0539e+03, 7.39668
4.20, 0.0482, 0.1179, 0.1153, 0.0453, 0.0334, 1.4111e+04, 33.31930
5.04, 0.0317, 0.0369, 0.0391, 0.0199, 0.0163, 1.8529e+04, 43.18358
5.42, 0.0246, 0.0439, 0.0270, 0.0599, 0.0532, 1.9165e+03, 4.50228
4.97, 0.0363, 0.0439, 0.0442, 0.0369, 0.0339, 1.8995e+04, 44.26511
4.57, 0.0508, 0.1162, 0.0610, 0.0577, 0.0421, 6.0071e+03, 14.34043
5.38, 0.1292, 0.1025, 0.2326, 0.0497, 0.0339, 6.5805e+03, 16.24730
5.57, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 7.3442e+02, 1.72916
5.58, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.4433e+02, 0.33684
