# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, eM3_max, eM3_min, dA3_over_A0, eM4_max, eM4_min, dA4_over_A0, eM5_max, eM5_min, dA5_over_A0, t_end(PM), wall_time, fate
13.03, 0.00, 0.0012, 0.0000, 1.4541e-04, 0.0017, 0.0000, 1.1051e-03, 0.0034, 0.0000, 2.5269e-03, 0.0151, 0.0000, -2.8516e-03, 0.0882, 0.0000, -4.4764e-02, 1.0000e+07, 4670.73464, tmax
12.03, 0.00, 0.0012, 0.0000, 1.3608e-04, 0.0017, 0.0000, 8.7237e-04, 0.0032, 0.0000, 8.5402e-04, 0.0105, 0.0000, -2.5951e-04, 0.0456, 0.0000, -9.9620e-03, 1.0000e+07, 4677.61171, tmax
12.24, 0.00, 0.0011, 0.0000, -9.0805e-05, 0.0015, 0.0000, 8.0701e-04, 0.0032, 0.0000, 1.5890e-03, 0.0118, 0.0000, 4.1760e-03, 0.0544, 0.0000, -1.0865e-03, 1.0000e+07, 4681.31790, tmax
12.56, 0.00, 0.0011, 0.0000, -7.8876e-05, 0.0015, 0.0000, 6.6631e-04, 0.0032, 0.0000, 1.5162e-04, 0.0123, 0.0000, 2.4708e-03, 0.0643, 0.0000, -2.3403e-02, 1.0000e+07, 4685.82903, tmax
11.58, 0.00, 0.0017, 0.0000, 1.1025e-04, 0.0022, 0.0000, 8.6837e-04, 0.0033, 0.0000, -8.4732e-04, 0.0090, 0.0000, 2.5554e-03, 0.0345, 0.0000, 8.9572e-04, 1.0000e+07, 4686.42886, tmax
12.49, 0.00, 0.0011, 0.0000, -7.8472e-05, 0.0015, 0.0000, 6.0803e-04, 0.0032, 0.0000, -3.3559e-04, 0.0121, 0.0000, -2.0434e-03, 0.0615, 0.0000, -1.0707e-02, 1.0000e+07, 4686.73895, tmax
11.51, 0.00, 0.0018, 0.0000, -4.6267e-05, 0.0024, 0.0000, 3.0402e-04, 0.0033, 0.0000, 6.8331e-04, 0.0088, 0.0000, -5.9123e-04, 0.0333, 0.0000, -4.2113e-03, 1.0000e+07, 4688.33592, tmax
11.83, 0.00, 0.0013, 0.0000, -7.8153e-05, 0.0019, 0.0000, 7.2059e-04, 0.0031, 0.0000, 9.7614e-04, 0.0100, 0.0000, 3.0198e-03, 0.0401, 0.0000, -2.7973e-03, 1.0000e+07, 4690.89848, tmax
11.49, 0.00, 0.0019, 0.0000, 2.5619e-05, 0.0026, 0.0000, -1.8013e-04, 0.0033, 0.0000, 1.2358e-03, 0.0092, 0.0000, -1.5328e-03, 0.0328, 0.0000, -5.0522e-03, 1.0000e+07, 4692.74562, tmax
12.35, 0.00, 0.0019, 0.0000, 2.5209e-05, 0.0021, 0.0000, -7.6637e-05, 0.0048, 0.0000, 5.9676e-04, 0.0121, 0.0000, -1.9153e-03, 0.0558, 0.0000, -2.5242e-02, 1.0000e+07, 4694.90372, tmax
11.50, 0.00, 0.0018, 0.0000, -3.2860e-05, 0.0025, 0.0000, 9.2420e-04, 0.0033, 0.0000, -5.3048e-04, 0.0088, 0.0000, -5.4161e-04, 0.0330, 0.0000, 4.1323e-04, 1.0000e+07, 4695.83622, tmax
11.06, 0.00, 0.0025, 0.0000, -8.2281e-05, 0.0029, 0.0000, 7.2235e-04, 0.0038, 0.0000, 1.1789e-03, 0.0084, 0.0000, 4.8499e-04, 0.0259, 0.0000, -9.0383e-03, 1.0000e+07, 4699.08693, tmax
11.40, 0.00, 0.0026, 0.0000, -7.6467e-05, 0.0033, 0.0000, 4.9400e-04, 0.0036, 0.0000, 8.7256e-06, 0.0087, 0.0000, 1.5148e-03, 0.0311, 0.0000, -1.4779e-02, 1.0000e+07, 4702.74700, tmax
11.21, 0.00, 0.0024, 0.0000, 2.6939e-05, 0.0029, 0.0000, -2.2585e-04, 0.0033, 0.0000, 8.5835e-04, 0.0085, 0.0000, -6.1759e-04, 0.0279, 0.0000, -7.2477e-03, 1.0000e+07, 4706.34789, tmax
11.15, 0.00, 0.0024, 0.0000, -5.8811e-05, 0.0029, 0.0000, 2.8517e-04, 0.0034, 0.0000, 4.8013e-04, 0.0085, 0.0000, -8.6310e-04, 0.0271, 0.0000, -9.5144e-03, 1.0000e+07, 4713.29183, tmax
10.34, 0.00, 0.0062, 0.0000, 2.5908e-04, 0.0055, 0.0000, 8.4290e-04, 0.0071, 0.0000, -5.6175e-04, 0.0097, 0.0000, 4.1478e-04, 0.0175, 0.0000, -3.4878e-03, 1.0000e+07, 4719.85947, tmax
10.33, 0.00, 0.0062, 0.0000, -1.3063e-04, 0.0056, 0.0000, 8.8641e-04, 0.0071, 0.0000, 7.7818e-05, 0.0098, 0.0000, 1.4451e-03, 0.0176, 0.0000, -2.9858e-03, 1.0000e+07, 4739.78255, tmax
9.84, 0.00, 0.0380, 0.0000, 1.6368e-04, 0.0378, 0.0000, -1.5746e-05, 0.0327, 0.0000, -1.5709e-04, 0.0343, 0.0000, -5.8840e-04, 0.0236, 0.0000, -2.6472e-03, 1.0000e+07, 4740.98440, tmax
13.32, 0.00, 0.0013, 0.0000, -5.9277e-07, 0.0019, 0.0000, -1.3853e-04, 0.0036, 0.0000, 4.1136e-04, 0.0171, 0.0000, -1.6676e-04, 0.1085, 0.0001, -4.0579e-02, 1.0000e+07, 4653.55803, tmax
9.17, 0.00, 0.0423, 0.0000, 7.1460e-05, 0.0395, 0.0000, -2.9130e-04, 0.0367, 0.0000, 1.1928e-03, 0.0337, 0.0000, 4.4879e-04, 0.0293, 0.0000, -2.0970e-03, 1.0000e+07, 4778.88937, tmax
13.63, 0.00, 0.0004, 0.0003, 8.9232e-06, 0.0009, 0.0003, -1.6326e-04, 0.0023, 0.0011, 7.5007e-04, 0.0174, 0.0038, 1.6018e-03, 0.1095, 0.0120, 2.3500e-03, 1.0587e+03, 0.48674, a>0.4R_H
9.03, 0.00, 0.0113, 0.0000, 1.9733e-05, 0.0106, 0.0000, 3.5053e-06, 0.0105, 0.0000, 4.4295e-04, 0.0099, 0.0000, 8.6733e-05, 0.0107, 0.0000, -4.7607e-05, 1.0000e+07, 4783.70274, tmax
9.26, 0.00, 0.0224, 0.0000, 8.0586e-05, 0.0214, 0.0000, 1.1095e-03, 0.0198, 0.0000, 1.7035e-03, 0.0175, 0.0000, 5.0102e-04, 0.0175, 0.0000, -2.5734e-04, 1.0000e+07, 4784.11856, tmax
8.88, 0.00, 0.0094, 0.0000, 3.0238e-05, 0.0090, 0.0000, -3.1373e-04, 0.0093, 0.0000, 8.0036e-04, 0.0088, 0.0000, 1.1609e-04, 0.0097, 0.0000, -1.5912e-03, 1.0000e+07, 4786.65633, tmax
9.23, 0.00, 0.0170, 0.0000, 6.9192e-06, 0.0167, 0.0000, 7.4489e-05, 0.0148, 0.0000, 1.3445e-03, 0.0149, 0.0000, 5.2779e-04, 0.0116, 0.0000, -3.7922e-04, 1.0000e+07, 4790.26818, tmax
8.51, 0.00, 0.0073, 0.0000, 4.8075e-05, 0.0070, 0.0000, 3.9920e-04, 0.0072, 0.0000, 6.8649e-04, 0.0077, 0.0000, 4.4997e-04, 0.0077, 0.0000, -1.5919e-03, 1.0000e+07, 4795.63912, tmax
8.34, 0.00, 0.0068, 0.0000, 6.7803e-05, 0.0065, 0.0000, 7.6600e-04, 0.0066, 0.0000, 1.0928e-03, 0.0072, 0.0000, -3.3495e-04, 0.0072, 0.0000, -2.6026e-03, 1.0000e+07, 4800.89089, tmax
8.25, 0.00, 0.0066, 0.0000, -4.3280e-05, 0.0065, 0.0000, 4.5676e-04, 0.0067, 0.0000, 8.0893e-04, 0.0071, 0.0000, 1.3882e-03, 0.0071, 0.0000, 1.0255e-03, 1.0000e+07, 4805.38297, tmax
13.76, 0.00, 0.0002, 0.0002, -4.4998e-05, 0.0003, 0.0003, 6.5954e-04, 0.0017, 0.0017, 7.6112e-04, 0.0151, 0.0151, -3.1568e-03, 0.1596, 0.1596, -2.4649e-02, 8.5381e+02, 0.39528, a>0.4R_H
8.21, 0.00, 0.0066, 0.0000, -9.5269e-05, 0.0064, 0.0000, 7.8124e-04, 0.0066, 0.0000, 1.5784e-03, 0.0069, 0.0000, -1.7391e-03, 0.0069, 0.0000, 1.7906e-03, 1.0000e+07, 4809.47097, tmax
8.00, 0.00, 0.0062, 0.0000, -1.0289e-04, 0.0062, 0.0000, 4.6146e-04, 0.0064, 0.0000, 7.7518e-04, 0.0066, 0.0000, 4.3851e-05, 0.0066, 0.0000, -4.7220e-04, 1.0000e+07, 4827.86463, tmax
7.66, 0.00, 0.0064, 0.0000, -2.0197e-04, 0.0064, 0.0000, 8.3283e-04, 0.0067, 0.0000, 1.2471e-03, 0.0065, 0.0000, 4.4451e-04, 0.0063, 0.0000, -1.8901e-03, 1.0000e+07, 4828.60891, tmax
5.69, 0.00, 0.1349, 0.0012, 4.2226e-04, 0.1623, 0.0010, -2.1835e-02, 0.1426, 0.0005, 1.6976e-01, 0.1486, 0.0011, -3.6359e-02, 0.1333, 0.0013, 2.2950e-02, 9.6708e+04, 48.95429, collision
7.65, 0.00, 0.0063, 0.0000, -6.8142e-05, 0.0063, 0.0000, 2.8586e-04, 0.0067, 0.0000, 4.7658e-04, 0.0065, 0.0000, 9.3369e-04, 0.0062, 0.0000, 5.2633e-04, 1.0000e+07, 4844.08225, tmax
7.23, 0.00, 0.0060, 0.0000, -2.1941e-04, 0.0075, 0.0000, 8.6594e-04, 0.0068, 0.0000, -1.3221e-04, 0.0068, 0.0000, 1.4500e-03, 0.0064, 0.0000, 1.7043e-03, 1.0000e+07, 4850.58533, tmax
7.38, 0.00, 0.0062, 0.0000, -1.6457e-06, 0.0064, 0.0000, 1.0321e-04, 0.0068, 0.0000, 2.4826e-04, 0.0067, 0.0000, 7.5600e-04, 0.0060, 0.0000, -6.7550e-04, 1.0000e+07, 4851.41161, tmax
9.06, 0.00, 0.0118, 0.0000, 3.2948e-05, 0.0113, 0.0000, -7.8264e-05, 0.0109, 0.0000, 2.8173e-04, 0.0104, 0.0000, 2.8733e-04, 0.0110, 0.0000, -9.8904e-04, 1.0000e+07, 4770.93670, tmax
7.25, 0.00, 0.0064, 0.0000, -1.4803e-04, 0.0070, 0.0000, 6.4970e-04, 0.0069, 0.0000, -1.9497e-04, 0.0066, 0.0000, -8.2465e-05, 0.0063, 0.0000, -1.8226e-04, 1.0000e+07, 4856.40355, tmax
7.29, 0.00, 0.0063, 0.0000, 6.7583e-05, 0.0066, 0.0000, -5.1213e-05, 0.0067, 0.0000, 2.6872e-04, 0.0066, 0.0000, -2.1040e-04, 0.0060, 0.0000, -9.8358e-04, 1.0000e+07, 4862.80391, tmax
6.80, 0.00, 0.0078, 0.0000, -2.8975e-04, 0.0079, 0.0000, 1.2269e-03, 0.0090, 0.0000, -3.1676e-04, 0.0082, 0.0000, 4.4994e-05, 0.0063, 0.0000, -1.4468e-04, 1.0000e+07, 4872.10694, tmax
6.91, 0.00, 0.0074, 0.0000, 9.0314e-04, 0.0076, 0.0000, 9.9471e-05, 0.0083, 0.0000, 4.5572e-04, 0.0076, 0.0000, 2.2698e-03, 0.0061, 0.0000, 1.7949e-03, 1.0000e+07, 4875.82246, tmax
6.64, 0.00, 0.0091, 0.0000, -1.2926e-05, 0.0091, 0.0000, 3.6056e-04, 0.0097, 0.0000, 9.1282e-04, 0.0095, 0.0000, 8.8531e-04, 0.0067, 0.0000, 8.8995e-04, 1.0000e+07, 4878.50307, tmax
6.62, 0.00, 0.0087, 0.0000, -2.6858e-04, 0.0090, 0.0000, 8.2011e-04, 0.0101, 0.0000, 8.7222e-04, 0.0090, 0.0000, -6.0682e-04, 0.0067, 0.0000, 2.0610e-03, 1.0000e+07, 4884.47432, tmax
6.63, 0.00, 0.0088, 0.0000, 9.1749e-04, 0.0090, 0.0000, 4.1493e-04, 0.0098, 0.0000, 3.4079e-04, 0.0092, 0.0000, -1.0176e-03, 0.0066, 0.0000, 6.4934e-04, 1.0000e+07, 4897.11499, tmax
6.35, 0.00, 0.0162, 0.0000, -8.3122e-04, 0.0165, 0.0000, 2.0533e-03, 0.0174, 0.0000, -2.7578e-04, 0.0143, 0.0000, -6.6067e-04, 0.0091, 0.0000, 1.7727e-04, 1.0000e+07, 4903.65435, tmax
7.39, 0.00, 0.0062, 0.0000, 8.3676e-04, 0.0063, 0.0000, 4.8850e-04, 0.0066, 0.0000, -8.3111e-04, 0.0066, 0.0000, 3.9357e-04, 0.0061, 0.0000, -5.0867e-04, 1.0000e+07, 4842.48217, tmax
8.47, 0.00, 0.0072, 0.0000, -3.2703e-05, 0.0070, 0.0000, 2.2155e-04, 0.0070, 0.0000, 3.2798e-04, 0.0075, 0.0000, 9.1437e-04, 0.0077, 0.0000, -9.4020e-04, 1.0000e+07, 4796.14253, tmax
11.02, 0.00, 0.0025, 0.0000, 3.1025e-05, 0.0029, 0.0000, -1.9723e-04, 0.0037, 0.0000, 8.4863e-04, 0.0084, 0.0000, -4.9827e-04, 0.0251, 0.0000, -1.4654e-02, 1.0000e+07, 4704.71920, tmax
6.96, 0.00, 0.0073, 0.0000, -1.7394e-04, 0.0073, 0.0000, 1.9102e-03, 0.0082, 0.0000, 5.1018e-04, 0.0074, 0.0000, 1.0366e-03, 0.0061, 0.0000, 1.7206e-03, 1.0000e+07, 4863.50309, tmax
7.18, 0.00, 0.1530, 0.0001, -1.0986e-02, 0.1587, 0.0002, -1.6345e-02, 0.1894, 0.0002, 3.8243e-02, 0.1972, 0.0001, 3.5684e-02, 0.1626, 0.0000, 3.3696e-02, 1.0304e+06, 505.38276, collision
12.87, 0.00, 0.0011, 0.0000, -1.9317e-05, 0.0016, 0.0000, 4.9984e-05, 0.0034, 0.0000, 4.0466e-04, 0.0139, 0.0000, 1.5316e-03, 0.0789, 0.0000, -9.0587e-03, 1.0000e+07, 4677.17023, tmax
13.86, 0.00, 0.0003, 0.0003, 1.5751e-08, 0.0002, 0.0002, 3.6029e-05, 0.0012, 0.0012, 8.5762e-04, 0.0151, 0.0151, -3.3834e-03, 0.0596, 0.0596, -2.0429e-02, 8.5381e+02, 0.39851, a>0.4R_H
11.24, 0.00, 0.0025, 0.0000, 3.4648e-05, 0.0031, 0.0000, -9.9360e-05, 0.0033, 0.0000, 6.8280e-04, 0.0086, 0.0000, -7.1616e-04, 0.0287, 0.0000, -1.0280e-02, 1.0000e+07, 4693.69927, tmax
12.08, 0.00, 0.0012, 0.0000, 1.6580e-04, 0.0016, 0.0000, 9.9571e-04, 0.0032, 0.0000, -9.9533e-05, 0.0105, 0.0000, 1.8455e-03, 0.0475, 0.0001, -3.8568e-03, 1.0000e+07, 4679.87721, tmax
9.70, 0.00, 0.3244, 0.0003, 1.7037e-01, 0.3004, 0.0001, -1.9008e-01, 0.2823, 0.0002, 4.0521e-02, 0.2060, 0.0001, -4.4351e-03, 0.1727, 0.0001, 2.0188e-02, 3.8472e+06, 1934.61874, collision
12.12, 0.00, 0.0012, 0.0000, -3.9546e-05, 0.0016, 0.0000, 1.8589e-04, 0.0031, 0.0000, 3.9436e-04, 0.0108, 0.0000, -1.6395e-03, 0.0487, 0.0001, -6.9205e-04, 1.0000e+07, 4676.75507, tmax
5.94, 0.00, 0.1270, 0.0002, -1.3525e-02, 0.1211, 0.0001, -3.7634e-03, 0.1145, 0.0000, 5.1650e-03, 0.1330, 0.0001, 1.5097e-01, 0.1444, 0.0002, -3.3274e-02, 5.0189e+05, 246.93631, collision
9.69, 0.00, 0.3361, 0.0003, -9.2110e-03, 0.3096, 0.0003, 4.6153e-01, 0.2564, 0.0001, -3.0935e-01, 0.2151, 0.0003, 1.9330e-02, 0.1796, 0.0000, 1.7278e-02, 4.8174e+06, 2446.81325, collision
5.92, 0.00, 0.1589, 0.0002, -2.6777e-02, 0.1414, 0.0001, 9.0165e-02, 0.1861, 0.0000, -9.6110e-02, 0.1168, 0.0003, 9.4548e-02, 0.0950, 0.0001, 1.8478e-02, 5.1740e+05, 255.53045, collision
11.92, 0.00, 0.0013, 0.0000, -8.0543e-05, 0.0018, 0.0000, 7.5803e-04, 0.0031, 0.0000, 1.0083e-03, 0.0101, 0.0000, 1.9400e-03, 0.0427, 0.0000, -5.9217e-03, 1.0000e+07, 4682.99775, tmax
7.53, 0.00, 0.0063, 0.0000, -4.8365e-05, 0.0063, 0.0000, 1.0423e-03, 0.0066, 0.0000, -7.8594e-04, 0.0067, 0.0000, -1.3052e-04, 0.0062, 0.0000, -2.8170e-04, 1.0000e+07, 4847.82594, tmax
9.80, 0.00, 0.3285, 0.0001, 5.3698e-01, 0.3228, 0.0001, -3.6874e-01, 0.2901, 0.0000, 1.1353e-01, 0.2447, 0.0000, -1.2641e-02, 0.1804, 0.0000, -3.6517e-03, 9.1420e+06, 4502.90361, collision
13.40, 0.00, 0.0013, 0.0000, 2.4934e-05, 0.0020, 0.0000, -1.0465e-04, 0.0036, 0.0000, 6.0690e-04, 0.0178, 0.0000, 1.0131e-04, 0.1153, 0.0001, -9.2932e-04, 1.0000e+07, 4654.82379, tmax
13.51, 0.00, 0.0013, 0.0000, -3.5454e-05, 0.0021, 0.0000, 7.8788e-04, 0.0036, 0.0000, 7.6378e-04, 0.0186, 0.0000, -3.9598e-03, 0.1278, 0.0001, -6.3226e-02, 1.0000e+07, 4649.65100, tmax
11.48, 0.00, 0.0019, 0.0000, -8.0407e-05, 0.0026, 0.0000, 7.2735e-04, 0.0034, 0.0000, -3.1631e-04, 0.0089, 0.0000, -1.6797e-03, 0.0347, 0.0000, -7.1598e-03, 1.0000e+07, 4691.51322, tmax
13.01, 0.00, 0.0011, 0.0000, 3.1832e-05, 0.0017, 0.0000, -1.2177e-04, 0.0033, 0.0000, 8.3012e-04, 0.0153, 0.0000, -2.2654e-03, 0.0874, 0.0001, -1.5643e-02, 1.0000e+07, 4660.35705, tmax
12.46, 0.00, 0.0010, 0.0000, 4.2382e-05, 0.0014, 0.0000, 1.0090e-03, 0.0033, 0.0000, -3.0219e-04, 0.0118, 0.0000, 3.0048e-04, 0.0604, 0.0001, -2.1718e-02, 1.0000e+07, 4697.51786, tmax
11.62, 0.00, 0.0016, 0.0000, 3.1354e-05, 0.0021, 0.0000, -4.2708e-05, 0.0033, 0.0000, 6.8725e-04, 0.0092, 0.0000, 1.8334e-03, 0.0357, 0.0000, -5.8822e-03, 1.0000e+07, 4691.38098, tmax
10.80, 0.00, 0.0031, 0.0000, -8.1878e-05, 0.0034, 0.0000, 4.5333e-04, 0.0044, 0.0000, 1.5369e-03, 0.0083, 0.0000, 1.2844e-03, 0.0222, 0.0000, -5.1835e-04, 1.0000e+07, 4707.71049, tmax
10.53, 0.00, 0.0044, 0.0000, -3.9254e-05, 0.0043, 0.0000, 4.6456e-05, 0.0055, 0.0000, 3.8200e-04, 0.0088, 0.0000, 1.8545e-04, 0.0192, 0.0000, -9.5868e-03, 1.0000e+07, 4728.42380, tmax
9.18, 0.00, 0.0155, 0.0000, 2.1950e-04, 0.0145, 0.0000, 7.2995e-04, 0.0139, 0.0000, 1.6116e-03, 0.0168, 0.0000, 7.7342e-04, 0.0134, 0.0000, -2.8752e-04, 1.0000e+07, 4774.57548, tmax
9.32, 0.00, 0.0227, 0.0000, 2.2338e-04, 0.0217, 0.0000, 1.1806e-03, 0.0217, 0.0000, 9.1800e-04, 0.0202, 0.0000, 9.1968e-04, 0.0141, 0.0000, -1.2663e-04, 1.0000e+07, 4780.86524, tmax
9.19, 0.00, 0.0177, 0.0000, 4.5931e-04, 0.0178, 0.0000, 6.7644e-04, 0.0157, 0.0000, 1.8541e-03, 0.0154, 0.0000, 1.2334e-03, 0.0123, 0.0000, 7.3022e-04, 1.0000e+07, 4776.57675, tmax
8.28, 0.00, 0.0066, 0.0000, 4.1137e-04, 0.0064, 0.0000, 7.6858e-04, 0.0066, 0.0000, -2.9508e-04, 0.0071, 0.0000, 5.1124e-04, 0.0072, 0.0000, 1.4932e-03, 1.0000e+07, 4808.51712, tmax
11.57, 0.00, 0.0017, 0.0000, -3.5914e-05, 0.0023, 0.0000, 8.8028e-04, 0.0033, 0.0000, -1.8556e-04, 0.0091, 0.0000, -6.7904e-04, 0.0345, 0.0000, -6.2142e-03, 1.0000e+07, 4693.69591, tmax
13.07, 0.00, 0.0011, 0.0000, 3.1958e-05, 0.0017, 0.0000, 8.9314e-04, 0.0033, 0.0000, -7.5473e-04, 0.0155, 0.0000, -3.2650e-03, 0.0906, 0.0001, -1.9990e-02, 1.0000e+07, 4661.18373, tmax
8.01, 0.00, 0.0063, 0.0000, -1.5351e-04, 0.0062, 0.0000, 1.3117e-03, 0.0064, 0.0000, 5.8402e-04, 0.0067, 0.0000, 1.5836e-03, 0.0066, 0.0000, 2.0269e-03, 1.0000e+07, 4820.48212, tmax
7.86, 0.00, 0.0060, 0.0000, 4.5592e-05, 0.0061, 0.0000, -3.5047e-04, 0.0064, 0.0000, 9.1059e-04, 0.0067, 0.0000, -7.7274e-04, 0.0064, 0.0000, -1.5490e-03, 1.0000e+07, 4827.71338, tmax
13.55, 0.00, 0.0004, 0.0000, 1.1310e-04, 0.0011, 0.0000, 9.6366e-04, 0.0033, 0.0000, -3.3947e-04, 0.0178, 0.0004, 7.4166e-03, 0.1203, 0.0002, 4.3401e-03, 1.0280e+04, 4.76780, a>0.4R_H
12.44, 0.00, 0.0011, 0.0000, 1.6960e-04, 0.0015, 0.0000, 1.0491e-03, 0.0032, 0.0000, 2.1244e-03, 0.0118, 0.0000, -9.8736e-05, 0.0594, 0.0000, -3.4804e-03, 1.0000e+07, 4694.74008, tmax
8.31, 0.00, 0.0067, 0.0000, 1.9461e-04, 0.0065, 0.0000, 8.1324e-04, 0.0066, 0.0000, 1.3728e-04, 0.0076, 0.0000, -1.1389e-03, 0.0071, 0.0000, -9.2766e-04, 1.0000e+07, 4814.12380, tmax
13.30, 0.00, 0.0013, 0.0000, -3.5411e-05, 0.0019, 0.0000, 3.4241e-04, 0.0035, 0.0000, 1.2294e-03, 0.0172, 0.0000, -2.2285e-03, 0.1064, 0.0000, -3.1946e-02, 1.0000e+07, 4652.48956, tmax
13.19, 0.00, 0.0013, 0.0000, -2.6468e-05, 0.0018, 0.0000, 1.3057e-04, 0.0034, 0.0000, 1.7619e-04, 0.0164, 0.0000, -3.0442e-03, 0.0987, 0.0001, -5.6300e-02, 1.0000e+07, 4667.06587, tmax
12.18, 0.00, 0.0011, 0.0000, 2.9125e-05, 0.0016, 0.0000, -1.2664e-04, 0.0032, 0.0000, 5.7781e-04, 0.0109, 0.0000, 2.9761e-03, 0.0510, 0.0000, -2.2632e-02, 1.0000e+07, 4676.28778, tmax
8.04, 0.00, 0.0063, 0.0000, 9.6030e-05, 0.0062, 0.0000, -3.1247e-04, 0.0065, 0.0000, 5.4567e-04, 0.0067, 0.0000, 1.2865e-05, 0.0069, 0.0000, -1.6776e-03, 1.0000e+07, 4817.94827, tmax
13.71, 0.00, 0.0004, 0.0000, -1.4060e-05, 0.0008, 0.0003, -1.6544e-04, 0.0023, 0.0008, 2.0025e-03, 0.0149, 0.0068, 5.1467e-03, 0.1273, 0.0694, -1.8046e-02, 9.9043e+02, 0.46443, a>0.4R_H
7.57, 0.00, 0.0062, 0.0000, -1.3982e-04, 0.0063, 0.0000, 5.1349e-04, 0.0064, 0.0000, 1.4087e-03, 0.0068, 0.0000, 2.7515e-04, 0.0062, 0.0000, 1.9865e-03, 1.0000e+07, 4840.22379, tmax
10.51, 0.00, 0.0045, 0.0000, 1.9209e-04, 0.0044, 0.0000, 7.6545e-04, 0.0054, 0.0000, 5.9205e-04, 0.0089, 0.0000, 3.0956e-04, 0.0191, 0.0000, -8.1017e-03, 1.0000e+07, 4727.98634, tmax
12.90, 0.00, 0.0011, 0.0000, -4.1859e-06, 0.0016, 0.0000, 4.1509e-05, 0.0034, 0.0000, -7.3019e-05, 0.0141, 0.0000, 3.7424e-03, 0.0810, 0.0000, -1.6365e-02, 1.0000e+07, 4672.72089, tmax
13.60, 0.00, 0.0004, 0.0001, 1.3946e-06, 0.0007, 0.0001, -7.9317e-05, 0.0021, 0.0008, 2.9173e-04, 0.0169, 0.0025, -3.8767e-03, 0.0947, 0.0349, -3.9833e-03, 9.9043e+02, 0.45798, a>0.4R_H
7.84, 0.00, 0.0062, 0.0000, 2.6348e-04, 0.0061, 0.0000, 9.2118e-04, 0.0063, 0.0000, 1.3760e-03, 0.0064, 0.0000, 2.0784e-03, 0.0065, 0.0000, -1.0318e-03, 1.0000e+07, 4827.60399, tmax
13.48, 0.00, 0.0013, 0.0000, -4.2891e-05, 0.0021, 0.0000, 3.6870e-04, 0.0036, 0.0000, 1.5162e-03, 0.0184, 0.0000, 2.4281e-03, 0.1221, 0.0001, -4.1091e-02, 1.0000e+07, 4655.30677, tmax
8.15, 0.00, 0.0076, 0.0000, -1.4323e-04, 0.0076, 0.0000, 5.9260e-04, 0.0070, 0.0000, 2.3576e-04, 0.0072, 0.0000, -3.7037e-04, 0.0074, 0.0000, 6.6130e-04, 1.0000e+07, 4814.18337, tmax
9.89, 0.00, 0.0239, 0.0000, 3.6605e-04, 0.0237, 0.0000, 6.2353e-04, 0.0207, 0.0000, 1.2644e-03, 0.0215, 0.0000, -9.2921e-04, 0.0196, 0.0000, 2.9250e-03, 1.0000e+07, 4748.35628, tmax
9.85, 0.00, 0.0301, 0.0000, 2.4717e-04, 0.0278, 0.0000, 7.9831e-04, 0.0226, 0.0000, 1.4446e-03, 0.0226, 0.0001, -1.1665e-03, 0.0245, 0.0001, -3.6907e-03, 1.0000e+07, 4746.27184, tmax
8.50, 0.00, 0.0073, 0.0000, -5.0883e-05, 0.0070, 0.0000, 1.2471e-03, 0.0075, 0.0000, 1.4801e-03, 0.0076, 0.0000, -4.1716e-04, 0.0076, 0.0000, -2.4150e-03, 1.0000e+07, 4802.95940, tmax
7.78, 0.00, 0.0062, 0.0000, -9.4908e-06, 0.0063, 0.0000, 2.1956e-04, 0.0069, 0.0000, 4.5858e-04, 0.0067, 0.0000, 7.1021e-04, 0.0064, 0.0000, -9.8557e-04, 1.0000e+07, 4830.50755, tmax
9.05, 0.00, 0.0116, 0.0000, 7.2783e-05, 0.0112, 0.0000, -2.3770e-04, 0.0105, 0.0000, 8.1588e-04, 0.0104, 0.0000, -5.6928e-04, 0.0111, 0.0000, -3.8465e-05, 1.0000e+07, 4775.92813, tmax
7.00, 0.00, 0.0073, 0.0000, 1.0418e-03, 0.0075, 0.0000, 7.1192e-05, 0.0083, 0.0000, 1.5215e-04, 0.0075, 0.0000, 3.2354e-04, 0.0061, 0.0000, -1.2073e-03, 1.0000e+07, 4868.23232, tmax
13.52, 0.00, 0.0013, 0.0000, -9.4617e-06, 0.0021, 0.0000, 3.1734e-06, 0.0037, 0.0000, 1.0531e-03, 0.0187, 0.0000, 4.5488e-04, 0.1274, 0.0001, -9.4666e-03, 1.0000e+07, 4660.89498, tmax
7.14, 0.00, 0.1595, 0.0001, -1.1546e-02, 0.2006, 0.0006, 7.7674e-03, 0.1362, 0.0003, 3.2329e-02, 0.1331, 0.0005, 1.0076e-02, 0.1110, 0.0005, 1.1817e-02, 4.4492e+05, 222.06279, collision
11.45, 0.00, 0.0021, 0.0000, 4.1209e-06, 0.0028, 0.0000, -4.8531e-05, 0.0034, 0.0000, 1.1040e-03, 0.0088, 0.0000, -1.9423e-03, 0.0320, 0.0000, -6.1099e-03, 1.0000e+07, 4699.43112, tmax
6.39, 0.00, 0.0257, 0.0000, -7.1284e-04, 0.0235, 0.0000, 1.6353e-03, 0.0224, 0.0000, 1.6360e-03, 0.0240, 0.0000, -1.5785e-03, 0.0190, 0.0000, 6.5893e-05, 1.0000e+07, 4913.03329, tmax
