5.98, 0.6661, 3229.0395, 2.2600e+06, 1259.70397
6.42, 0.4093, 0.5036, 3.6006e+06, 1781.18108
6.16, 0.6028, 1065.1226, 2.1020e+06, 1212.85327
6.25, 0.3886, 0.5024, 2.9630e+06, 1548.01368
5.99, 0.3997, 0.7874, 1.8260e+06, 1073.36338
6.33, 0.3107, 0.2186, 6.4610e+06, 2868.03145
6.08, 0.5603, 0.5235, 4.2910e+06, 2019.49673
6.17, 0.3654, 0.3569, 2.1370e+06, 1102.27557
6.09, 0.6047, 0.7907, 2.1811e+06, 1123.14948
6.51, 0.2287, 0.2102, 1.0001e+07, 3823.94543
6.26, 0.6588, 58536.7215, 4.3120e+06, 1938.81155
6.18, 0.5807, 28784.8955, 2.7840e+06, 1299.52577
6.34, 0.5405, 170.7957, 6.5670e+06, 2384.67946
6.43, 0.6209, 127726.7261, 8.6320e+06, 3180.09155
6.19, 0.5913, 92.3042, 3.0650e+06, 1309.30761
6.52, 0.5526, 0.7846, 4.3920e+06, 1501.02114
6.35, 0.4073, 0.5898, 2.9820e+06, 1115.59955
6.44, 0.3363, 0.2862, 4.1541e+06, 1477.29905
6.27, 0.3396, 0.2766, 7.0178e+06, 2314.81026
6.53, 0.6549, 0.7077, 4.8135e+06, 1500.58084
6.36, 0.6710, 194.7118, 4.8390e+06, 1529.57306
6.28, 0.4859, 0.8032, 2.7200e+06, 959.44218
6.45, 0.4828, 32792.7684, 5.1670e+06, 1629.38621
6.37, 0.4480, 0.5062, 3.3282e+06, 1123.35048
6.54, 0.4230, 0.7201, 5.6700e+06, 1727.04996
6.29, 0.5315, 0.4546, 4.7006e+06, 1514.24905
6.46, 0.5723, 38.4214, 3.7450e+06, 1226.52364
6.38, 0.5949, 0.7184, 3.4670e+06, 1168.28344
6.55, 0.3429, 0.3168, 4.5657e+06, 1425.49387
6.47, 0.6071, 0.8407, 4.1445e+06, 1322.69184
6.39, 0.4347, 6989.9183, 5.4040e+06, 1689.96832
6.48, 0.4805, 0.6090, 6.2548e+06, 1867.87467
6.56, 0.5149, 40625.8988, 7.6140e+06, 2161.47220
6.49, 0.4532, 64761.7498, 3.9470e+06, 1264.99934
6.57, 14054.7233, 0.7115, 5.0320e+06, 1541.74545
6.58, 0.4249, 119344.9695, 5.5710e+06, 1665.28441
6.59, 0.4315, 0.6686, 5.7100e+06, 1716.99985
7.10, 0.1322, 0.1537, 1.0001e+07, 4785.17868
7.40, 0.1349, 0.1512, 1.0001e+07, 4781.63270
7.70, 0.0500, 0.1266, 1.0001e+07, 4600.71562
8.00, 0.0263, 0.1428, 1.0001e+07, 4551.74627
8.20, 0.0053, 0.1617, 1.0001e+07, 2578.30704
6.40, 0.6373, 0.5759, 5.7990e+06, 3261.27912
8.60, 0.0002, 0.1082, 6.0000e+03, 7.40875
8.70, 0.0001, 0.0841, 1.0000e+03, 1.27300
8.80, 0.0000, 0.0000, 0.0000e+00, 0.00073
8.90, 0.0000, 0.0000, 0.0000e+00, 0.00061
9.00, 0.0000, 0.0000, 0.0000e+00, 0.00058
9.10, 0.0000, 0.0000, 0.0000e+00, 0.00058
9.20, 0.0000, 0.0000, 0.0000e+00, 0.00056
9.30, 0.0000, 0.0000, 0.0000e+00, 0.00055
9.40, 0.0000, 0.0000, 0.0000e+00, 0.00056
9.50, 0.0000, 0.0000, 0.0000e+00, 0.00058
9.60, 0.0000, 0.0000, 0.0000e+00, 0.00057
9.70, 0.0000, 0.0000, 0.0000e+00, 0.00057
9.80, 0.0000, 0.0000, 0.0000e+00, 0.00058
9.90, 0.0000, 0.0000, 0.0000e+00, 0.00056
6.60, 0.2718, 0.2591, 1.0001e+07, 4837.75686
6.90, 0.2710, 0.2300, 1.0001e+07, 4565.84144
8.30, 0.0033, 0.1661, 1.0001e+07, 4456.22222
7.20, 0.4345, 0.5958, 9.7520e+06, 4652.12916
7.50, 0.1025, 0.1170, 1.0001e+07, 4447.00504
7.80, 0.1123, 0.1323, 1.0001e+07, 4440.83453
6.70, 0.6287, 0.6836, 7.3100e+06, 3382.36724
8.10, 0.0120, 0.1441, 1.0001e+07, 4134.61022
7.00, 0.4701, 2100.4617, 7.0870e+06, 3288.84170
8.40, 0.0020, 0.1751, 1.0001e+07, 3973.93856
7.30, 0.2136, 0.2082, 1.0001e+07, 4020.86154
7.90, 0.0489, 0.1394, 1.0001e+07, 3567.84414
7.60, 0.0739, 0.1183, 1.0001e+07, 3695.29300
8.59, 0.0003, 0.1802, 1.2000e+04, 12.74424
8.60, 0.0002, 0.1082, 6.0000e+03, 10.00346
8.61, 0.0001, 0.1608, 1.0000e+03, 1.96689
8.62, 0.0002, 0.1584, 5.0000e+03, 7.75274
8.63, 0.0003, 0.1853, 5.0000e+03, 6.52816
8.64, 0.0003, 0.0869, 2.0000e+03, 2.62600
8.57, 0.0003, 0.1978, 2.8000e+04, 37.41004
8.65, 0.0001, 0.0842, 1.0000e+03, 1.41221
8.66, 0.0001, 0.0891, 1.0000e+03, 1.94922
8.58, 0.0002, 0.1892, 1.1000e+04, 15.25202
8.67, 0.0003, 0.2116, 1.1000e+04, 16.57515
8.68, 0.0002, 0.1712, 2.0000e+03, 3.53849
8.69, 0.0002, 0.1820, 3.0000e+03, 4.30320
8.65, 0.0001, 0.0842, 1.0000e+03, 1.21229
8.54, 0.0015, 0.2218, 1.0001e+07, 4235.10553
8.50, 0.0017, 0.2008, 1.0001e+07, 4238.07032
8.56, 0.0019, 0.2231, 1.0001e+07, 4239.07536
8.55, 0.0017, 0.2256, 1.0001e+07, 4239.90462
8.51, 0.0020, 0.2110, 1.0001e+07, 4240.01948
8.53, 0.0014, 0.2060, 1.0001e+07, 4241.82035
8.52, 0.0017, 0.2057, 1.0001e+07, 4242.33350
8.56, 0.0019, 0.2231, 1.0001e+07, 4312.80664
8.57, 0.0003, 0.1978, 2.8000e+04, 18.72638
8.58, 0.0002, 0.1892, 1.1000e+04, 7.63087
