5.60, 0.0290, 0.0910, 1.0001e+07, 5623.62154
5.30, 0.0273, 0.0874, 1.0001e+07, 5629.61904
5.00, 0.0263, 0.0840, 1.0001e+07, 5639.59730
4.70, 0.0253, 0.0815, 1.0001e+07, 5647.78623
4.40, 0.0246, 0.0784, 1.0001e+07, 5671.18394
4.10, 0.0238, 0.0756, 1.0001e+07, 5693.02544
3.80, 0.0217, 0.0732, 1.0001e+07, 5724.61796
3.50, 0.0501, 0.0774, 1.0001e+07, 5769.58047
5.70, 0.0298, 0.0922, 1.0001e+07, 5582.82836
5.40, 0.0278, 0.0886, 1.0001e+07, 5582.71351
5.10, 0.0266, 0.0851, 1.0001e+07, 5592.04825
4.80, 0.0338, 0.0902, 1.0001e+07, 5606.74034
4.50, 0.0248, 0.0797, 1.0001e+07, 5623.15178
4.20, 0.0236, 0.0767, 1.0001e+07, 5641.54264
3.90, 0.0229, 0.0742, 1.0001e+07, 5676.29662
3.60, 0.0347, 0.0723, 1.0001e+07, 5709.18353
5.80, 0.0307, 0.0938, 1.0001e+07, 5577.76455
5.50, 0.0284, 0.0901, 1.0001e+07, 5585.55468
5.20, 0.0270, 0.0865, 1.0001e+07, 5593.17403
4.90, 0.0259, 0.0838, 1.0001e+07, 5595.41368
4.60, 0.0251, 0.0805, 1.0001e+07, 5614.58368
4.30, 0.0244, 0.0778, 1.0001e+07, 5630.03074
4.00, 0.0234, 0.0748, 1.0001e+07, 5660.64883
3.70, 0.0192, 0.0718, 1.0001e+07, 5697.32961
5.90, 0.0319, 0.0951, 1.0001e+07, 5557.98454
6.20, 0.0378, 0.0987, 1.0001e+07, 5557.30884
6.50, 0.0474, 0.1029, 1.0001e+07, 5556.87899
6.80, 0.0302, 0.1090, 1.0001e+07, 5549.27906
7.10, 0.0114, 0.1171, 1.0001e+07, 5555.08249
7.40, 0.0046, 0.1241, 1.0001e+07, 5556.77516
7.70, 0.0019, 0.1361, 1.0001e+07, 5552.47685
8.00, 0.0007, 0.1518, 1.0001e+07, 5549.86235
6.00, 0.0333, 0.0961, 1.0001e+07, 5552.11096
6.30, 0.0410, 0.1009, 1.0001e+07, 5550.06175
6.60, 0.0464, 0.1051, 1.0001e+07, 5548.43031
6.90, 0.0219, 0.1122, 1.0001e+07, 5546.91499
7.20, 0.0084, 0.1184, 1.0001e+07, 5552.91296
7.50, 0.0034, 0.1272, 1.0001e+07, 5549.32103
7.80, 0.0014, 0.1414, 1.0001e+07, 5548.34592
8.10, 0.0005, 0.1595, 1.0001e+07, 5551.49373
6.10, 0.0353, 0.0983, 1.0001e+07, 5544.61937
6.40, 0.0446, 0.1016, 1.0001e+07, 5546.55718
8.60, 0.0001, 0.1873, 4.0000e+03, 2.21046
8.70, 0.0000, 0.1011, 1.0000e+03, 0.54722
8.80, 0.0000, 0.0000, 0.0000e+00, 0.00042
8.90, 0.0000, 0.0000, 0.0000e+00, 0.00042
9.00, 0.0000, 0.0000, 0.0000e+00, 0.00034
9.10, 0.0000, 0.0000, 0.0000e+00, 0.00037
9.20, 0.0000, 0.0000, 0.0000e+00, 0.00035
9.30, 0.0000, 0.0000, 0.0000e+00, 0.00035
9.40, 0.0000, 0.0000, 0.0000e+00, 0.00033
9.50, 0.0000, 0.0000, 0.0000e+00, 0.00035
9.60, 0.0000, 0.0000, 0.0000e+00, 0.00038
9.70, 0.0000, 0.0000, 0.0000e+00, 0.00033
9.80, 0.0000, 0.0000, 0.0000e+00, 0.00038
9.90, 0.0000, 0.0000, 0.0000e+00, 0.00033
6.70, 0.0396, 0.1069, 1.0001e+07, 5542.10454
7.00, 0.0158, 0.1145, 1.0001e+07, 5536.62603
7.30, 0.0062, 0.1225, 1.0001e+07, 5516.39735
7.60, 0.0025, 0.1317, 1.0001e+07, 5502.24002
7.90, 0.0010, 0.1457, 1.0001e+07, 5462.65819
8.20, 0.0004, 0.1691, 1.0001e+07, 5433.00165
8.30, 0.0003, 0.1799, 1.0001e+07, 3545.33970
8.40, 0.0002, 0.1947, 1.0001e+07, 3519.24704
8.50, 0.0002, 0.2179, 1.0001e+07, 3571.30564
8.58, 0.0001, 0.1677, 5.0000e+03, 2.47727
8.59, 0.0001, 0.1802, 1.0000e+04, 5.09751
8.57, 0.0001, 0.1987, 1.7000e+04, 8.61222
8.60, 0.0001, 0.1873, 4.0000e+03, 1.98304
8.62, 0.0000, 0.1135, 1.0000e+03, 0.50673
8.61, 0.0001, 0.1273, 4.0000e+03, 1.99487
8.64, 0.0001, 0.2060, 7.0000e+03, 3.49476
8.63, 0.0001, 0.1427, 9.0000e+03, 4.47799
8.66, 0.0000, 0.0551, 1.0000e+03, 0.49478
8.65, 0.0001, 0.1987, 2.0000e+03, 0.99375
8.67, 0.0000, 0.0647, 1.0000e+03, 0.49340
8.68, 0.0001, 0.1568, 3.0000e+03, 1.51386
8.69, 0.0000, 0.1961, 3.0000e+03, 1.56185
8.70, 0.0000, 0.1011, 1.0000e+03, 0.53483
8.71, 0.0000, 0.0600, 1.0000e+03, 0.50951
8.56, 0.0001, 0.2347, 1.4000e+05, 53.72829
8.55, 0.0001, 0.2358, 2.2630e+06, 852.88926
8.53, 0.0001, 0.2304, 1.0001e+07, 3257.51749
8.52, 0.0001, 0.2267, 1.0001e+07, 3261.83913
8.51, 0.0002, 0.2243, 1.0001e+07, 3271.76628
8.54, 0.0001, 0.2334, 1.0001e+07, 3297.47900
