# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, eM3_max, eM3_min, dA3_over_A0, eM4_max, eM4_min, dA4_over_A0, eM5_max, eM5_min, dA5_over_A0, t_end(PM), wall_time, fate
4.46, 0.00, 0.0851, 0.0014, -2.3360e-02, 0.1003, 0.0049, -7.2333e-02, 0.0692, 0.0040, 2.7673e-02, 0.0491, 0.0022, 1.9053e-01, 0.0456, 0.0015, 4.5405e-03, 4.8362e+03, 5.19009, collision
4.84, 0.00, 0.1009, 0.0168, -3.8596e-02, 0.1500, 0.0144, 1.6905e-02, 0.1026, 0.0079, -1.3211e-02, 0.1456, 0.0041, 1.6768e-02, 0.0872, 0.0138, 1.1936e-01, 1.8087e+03, 1.94707, collision
4.89, 0.00, 0.0704, 0.0078, -3.4689e-02, 0.1117, 0.0140, -3.9247e-02, 0.0792, 0.0291, 1.4681e-01, 0.0285, 0.0084, 5.9421e-03, 0.0123, 0.0035, 2.2711e-03, 1.5457e+03, 1.66289, collision
4.37, 0.00, 0.0861, 0.0005, -3.2707e-02, 0.1181, 0.0011, -5.4109e-02, 0.1003, 0.0020, 1.6376e-01, 0.0766, 0.0019, 1.3658e-02, 0.0424, 0.0015, 7.4892e-03, 4.9725e+03, 5.42580, collision
4.16, 0.00, 0.0666, 0.0024, -1.4445e-02, 0.0677, 0.0044, -1.1491e-02, 0.4935, 0.0026, 1.8289e-01, 1.5491, 0.0032, -2.2599e+00, 0.0657, 0.0022, 2.7246e-02, 5.1229e+03, 5.55062, a<0
4.24, 0.00, 0.0578, 0.0003, 7.7812e-02, 0.0934, 0.0002, -7.2888e-02, 0.0831, 0.0015, 2.0715e-02, 0.1206, 0.0005, -2.2220e-02, 0.0563, 0.0018, 3.1398e-02, 5.1590e+03, 5.54931, collision
4.65, 0.00, 0.1888, 0.0034, -1.2299e-01, 0.1573, 0.0041, 1.8602e-01, 0.1595, 0.0056, 3.3265e-01, 0.1254, 0.0011, -2.1516e-01, 0.0888, 0.0006, 5.9422e-02, 3.9886e+03, 4.50215, collision
4.32, 0.00, 0.1291, 0.0002, -6.4341e-02, 0.1651, 0.0014, -1.1770e-02, 0.1249, 0.0015, 1.8458e-01, 0.0705, 0.0012, -3.6557e-02, 0.0696, 0.0007, 2.3238e-02, 5.5882e+03, 6.00685, collision
4.50, 0.00, 0.1180, 0.0010, -6.2721e-02, 0.0959, 0.0008, 6.4414e-02, 0.1306, 0.0010, 1.9470e-01, 0.1121, 0.0009, -1.2904e-01, 0.0352, 0.0010, 2.3559e-02, 5.6782e+03, 6.09995, collision
4.57, 0.00, 0.1324, 0.0009, -6.7181e-02, 0.1084, 0.0016, 2.7293e-02, 0.0799, 0.0012, 9.5669e-02, 0.0621, 0.0012, 1.5911e-02, 0.0340, 0.0007, 9.5368e-03, 5.6583e+03, 6.09140, collision
4.76, 0.00, 0.2655, 0.0245, -1.3627e-01, 0.1849, 0.0051, 2.9776e-01, 0.3434, 0.0242, 4.8119e-01, 0.2187, 0.0154, -2.8222e-01, 0.1757, 0.0156, 1.2373e-01, 2.6561e+03, 3.36040, collision
4.52, 0.00, 0.1295, 0.0003, -5.5986e-02, 0.1654, 0.0015, 5.0493e-01, 0.1502, 0.0016, -1.6722e-01, 0.1038, 0.0012, -1.3077e-01, 0.1108, 0.0004, 3.5442e-02, 5.7995e+03, 6.22707, collision
4.11, 0.00, 0.0600, 0.0033, -1.6214e-02, 0.0844, 0.0083, 2.1953e-01, 0.1126, 0.0025, -1.5146e-01, 0.0826, 0.0032, 1.7103e-02, 0.0766, 0.0021, -4.9702e-03, 6.2229e+03, 6.76001, collision
4.28, 0.00, 0.0575, 0.0010, -1.0624e-02, 0.0843, 0.0004, -2.4084e-02, 0.0745, 0.0020, 6.1673e-02, 0.0643, 0.0006, 1.2980e-02, 0.0562, 0.0010, 5.1663e-03, 6.4700e+03, 6.93877, collision
4.09, 0.00, 0.1416, 0.0025, -8.2874e-02, 0.1925, 0.0021, 4.9956e-02, 0.1102, 0.0045, -4.3950e-03, 0.0976, 0.0047, 1.3081e-01, 0.0951, 0.0023, 1.7043e-02, 6.4318e+03, 7.02255, collision
4.68, 0.00, 0.0969, 0.0039, -3.3170e-02, 0.0579, 0.0039, -6.3479e-03, 0.1605, 0.0019, -5.0881e-02, 0.0357, 0.0027, 2.0323e-01, 0.0511, 0.0003, 1.4782e-02, 4.3899e+03, 4.71348, collision
4.43, 0.00, 0.0774, 0.0023, -5.9890e-03, 0.0845, 0.0005, 2.4086e-01, 0.0968, 0.0015, -1.8488e-01, 0.0547, 0.0012, 2.2901e-02, 0.0503, 0.0024, -1.8275e-04, 5.9194e+03, 6.88246, collision
4.30, 0.00, 0.1587, 0.0004, -4.2150e-02, 0.1878, 0.0013, 2.3380e-02, 0.1804, 0.0008, -2.6091e-02, 0.1215, 0.0015, 2.2927e-01, 0.1079, 0.0016, -8.9455e-02, 6.6974e+03, 7.23546, collision
4.92, 0.00, 0.1450, 0.0094, -3.3901e-03, 0.1353, 0.0059, 9.4564e-02, 0.2277, 0.0112, -1.6303e-01, 0.1888, 0.0011, 1.4013e-01, 0.0980, 0.0006, 5.1099e-02, 3.1389e+03, 3.37603, collision
4.12, 0.00, 0.0630, 0.0023, -9.1741e-03, 0.1053, 0.0019, -3.5857e-02, 0.0847, 0.0024, 6.0588e-02, 0.0752, 0.0042, 1.6088e-02, 0.0730, 0.0007, 2.6807e-02, 6.8907e+03, 7.45498, collision
4.21, 0.00, 0.0537, 0.0010, -7.7021e-02, 0.0966, 0.0020, 8.0450e-02, 0.1281, 0.0017, 3.6655e-02, 0.0863, 0.0013, 1.0030e-03, 0.0750, 0.0003, 3.5323e-02, 7.0578e+03, 7.57867, collision
4.19, 0.00, 0.0418, 0.0032, -8.3597e-03, 0.0560, 0.0006, -8.4363e-03, 0.0692, 0.0015, -9.3347e-03, 0.0848, 0.0026, 7.2303e-02, 0.0770, 0.0019, 7.6247e-03, 7.3182e+03, 7.88714, collision
4.53, 0.00, 0.0691, 0.0006, 1.7549e-01, 0.0929, 0.0017, -1.5309e-01, 0.0350, 0.0006, 2.0590e-02, 0.0281, 0.0012, 7.6740e-03, 0.0301, 0.0006, -5.4072e-03, 7.2523e+03, 7.73520, collision
4.14, 0.00, 0.1919, 0.0023, -8.7924e-02, 0.1446, 0.0025, 2.6452e-01, 0.2292, 0.0012, 3.8001e-01, 0.2537, 0.0038, -3.4808e-01, 0.1803, 0.0055, 1.2342e-01, 7.4102e+03, 8.19697, collision
4.29, 0.00, 0.0674, 0.0018, 5.2071e-02, 0.1112, 0.0018, -1.2974e-01, 0.1546, 0.0020, 7.1081e-02, 0.1165, 0.0007, 3.1214e-02, 0.0297, 0.0004, 6.2304e-02, 7.6808e+03, 8.23061, collision
4.18, 0.00, 0.0532, 0.0006, -3.3440e-03, 0.0683, 0.0028, -7.4599e-03, 0.0825, 0.0017, -1.3073e-02, 0.0938, 0.0015, 5.9113e-01, 0.0568, 0.0009, -2.5570e-01, 7.8344e+03, 8.41802, collision
4.51, 0.00, 0.0643, 0.0029, -1.0190e-02, 0.0699, 0.0034, 4.5783e-02, 0.1202, 0.0012, -6.1692e-02, 0.0901, 0.0013, 7.5016e-02, 0.0751, 0.0007, -5.4945e-03, 7.7142e+03, 8.24494, collision
5.34, 0.00, 0.0000, 1.0000, -1.5033e-02, 0.0000, 1.0000, 1.3730e-01, 0.0000, 1.0000, -1.0644e-01, 0.0000, 1.0000, 2.6576e-02, 0.0000, 1.0000, -6.6530e-04, 4.5868e+02, 0.49622, collision
4.38, 0.00, 0.1227, 0.0013, -4.3243e-02, 0.0970, 0.0011, 1.4541e-01, 0.0579, 0.0009, -2.8821e-02, 0.0715, 0.0018, 1.6060e-02, 0.0746, 0.0013, 9.8166e-03, 7.9075e+03, 8.47351, collision
4.15, 0.00, 0.0770, 0.0017, 2.5097e-01, 0.0827, 0.0037, -1.8887e-01, 0.0760, 0.0018, 9.9597e-03, 0.0695, 0.0017, 5.3214e-04, 0.0563, 0.0013, 1.1788e-02, 8.1213e+03, 8.75121, collision
4.33, 0.00, 0.0821, 0.0007, 1.4228e-01, 0.0553, 0.0009, -1.5279e-01, 0.0865, 0.0009, 7.3996e-02, 0.0946, 0.0008, -3.5607e-02, 0.0588, 0.0007, 4.1778e-02, 8.1963e+03, 8.77198, collision
5.29, 0.00, 0.0921, 0.0241, -1.6854e-02, 0.0950, 0.0120, 7.9061e-03, 0.0999, 0.0050, 4.5159e-02, 0.0749, 0.0171, 1.7451e-02, 0.0393, 0.0049, 1.4121e-04, 1.8212e+03, 1.97062, collision
4.75, 0.00, 0.3956, 0.0231, -2.0008e-01, 0.4541, 0.0268, 1.1229e+00, 0.3298, 0.0291, -2.5535e-01, 0.1391, 0.0065, -1.3692e-01, 0.5892, 0.0157, 5.4170e-01, 4.4080e+03, 6.36891, collision
4.26, 0.00, 0.0540, 0.0012, -2.4053e-02, 0.0594, 0.0031, 6.4603e-02, 0.0555, 0.0007, 6.2586e-03, 0.0467, 0.0008, -1.7730e-03, 0.0366, 0.0012, 7.0529e-03, 8.7067e+03, 9.31223, collision
4.97, 0.00, 0.1108, 0.0012, 1.5302e-02, 0.1869, 0.0002, -1.2435e-02, 0.0741, 0.0012, 2.9702e-01, 0.0987, 0.0005, -1.6199e-01, 0.0192, 0.0004, -3.1946e-03, 5.1083e+03, 5.49448, collision
4.20, 0.00, 0.0670, 0.0030, -5.0152e-02, 0.1056, 0.0034, -1.5316e-02, 0.0708, 0.0012, 1.4184e-01, 0.0536, 0.0022, -2.2163e-03, 0.0492, 0.0020, 2.8515e-03, 8.9177e+03, 9.72289, collision
4.95, 0.00, 0.0967, 0.0023, -2.7990e-02, 0.1075, 0.0041, 2.4083e-02, 0.0691, 0.0037, 2.0325e-02, 0.0466, 0.0005, 2.5806e-02, 0.0578, 0.0006, 2.4240e-03, 5.6342e+03, 6.05384, collision
4.49, 0.00, 0.0734, 0.0006, -1.4697e-02, 0.0678, 0.0022, -2.8124e-02, 0.0730, 0.0004, 5.4563e-02, 0.0302, 0.0009, 6.5002e-02, 0.0314, 0.0005, 3.7573e-04, 9.3146e+03, 9.96567, collision
4.22, 0.00, 0.1327, 0.0017, 8.0740e-02, 0.1592, 0.0013, 5.0521e-01, 0.1577, 0.0016, -3.1685e-01, 0.1503, 0.0010, 2.9770e-01, 0.2200, 0.0022, -2.3595e-01, 9.4284e+03, 10.18402, collision
5.41, 0.00, 0.0459, 0.0060, -1.9884e-02, 0.1224, 0.0359, 4.0379e-01, 0.1163, 0.0149, -2.4926e-01, 0.0574, 0.0052, 3.5340e-02, 0.0525, 0.0315, -3.1171e-05, 1.2851e+03, 1.48674, collision
5.03, 0.00, 0.0532, 0.0025, 3.3934e-01, 0.1077, 0.0044, -2.4479e-01, 0.0505, 0.0007, 4.0057e-02, 0.0194, 0.0001, 4.0600e-03, 0.0104, 0.0004, 3.1115e-03, 5.1742e+03, 5.53770, collision
5.35, 0.00, 0.0580, 0.0045, -2.4206e-02, 0.1155, 0.0126, -5.2094e-02, 0.1292, 0.0078, 1.1292e-01, 0.0974, 0.0366, 4.4048e-02, 0.0346, 0.0033, 4.2529e-03, 1.9609e+03, 2.15901, collision
5.00, 0.00, 0.0662, 0.0011, -6.2896e-02, 0.1331, 0.0030, -2.8980e-02, 0.0482, 0.0039, 2.1959e-01, 0.0250, 0.0010, 4.1480e-03, 0.0214, 0.0008, 3.3974e-03, 5.5448e+03, 6.01471, collision
4.90, 0.00, 0.1130, 0.0037, -1.9925e-02, 0.0909, 0.0042, -3.9013e-02, 0.1099, 0.0024, 9.9752e-02, 0.0807, 0.0080, 2.4787e-01, 0.0635, 0.0032, -1.6913e-01, 6.1494e+03, 6.66284, collision
5.45, 0.00, 0.0716, 0.0234, 7.3153e-03, 0.0835, 0.0122, -5.8737e-02, 0.1807, 0.0162, -5.4236e-02, 0.1756, 0.0453, 2.1390e-01, 0.0904, 0.0533, 4.8604e-02, 1.3978e+03, 1.50242, collision
5.55, 0.00, 0.0000, 1.0000, 2.9009e-03, 0.0000, 1.0000, -4.0407e-02, 0.0000, 1.0000, -1.5423e-01, 0.0000, 1.0000, 7.1103e-01, 0.0000, 1.0000, 1.8600e-02, 3.2632e+02, 0.35827, collision
4.42, 0.00, 0.0437, 0.0012, -1.6332e-02, 0.0676, 0.0006, -5.3981e-02, 0.1067, 0.0010, 1.0034e-01, 0.0669, 0.0002, 7.4303e-02, 0.0291, 0.0011, -1.9585e-02, 1.0072e+04, 10.76344, collision
5.54, 0.00, 0.0000, 1.0000, -4.6653e-02, 0.0000, 1.0000, 1.8192e-02, 0.0000, 1.0000, 6.3659e-01, 0.0000, 1.0000, -2.7915e-01, 0.0000, 1.0000, 2.3413e-03, 4.3920e+02, 0.50085, collision
4.17, 0.00, 0.0770, 0.0028, -3.4927e-02, 0.0892, 0.0020, 1.8685e-02, 0.0985, 0.0027, 2.5210e-03, 0.1001, 0.0012, 9.0526e-02, 0.0879, 0.0007, 1.3371e-02, 1.0162e+04, 10.92042, collision
5.56, 0.00, 0.0000, 1.0000, 1.1229e-01, 0.0000, 1.0000, -1.4111e-01, 0.0000, 1.0000, 4.1049e-02, 0.0000, 1.0000, 4.2475e-02, 0.0000, 1.0000, -4.2701e-03, 2.3047e+02, 0.24873, collision
5.32, 0.00, 0.0896, 0.0004, -2.5057e-02, 0.1019, 0.0039, 6.7373e-02, 0.1570, 0.0037, -5.1324e-02, 0.1085, 0.0177, 9.2368e-02, 0.0522, 0.0053, -3.8472e-02, 3.3178e+03, 3.58443, collision
5.43, 0.00, 0.0436, 0.0108, -3.4543e-02, 0.0846, 0.0028, -6.0119e-02, 0.1075, 0.0087, 1.8614e-01, 0.0712, 0.0072, 1.1555e-02, 0.0848, 0.0531, 1.3499e-02, 1.8689e+03, 2.03025, collision
5.27, 0.00, 0.1455, 0.0028, 4.7820e-01, 0.1604, 0.0049, -3.1674e-01, 0.1053, 0.0020, 7.9101e-02, 0.0973, 0.0063, 1.6347e-02, 0.0947, 0.0001, 3.2532e-03, 3.9891e+03, 4.35722, collision
5.52, 0.00, 0.1661, 0.1476, -5.0711e-02, 0.1562, 0.0138, 2.0914e-01, 0.1054, 0.0682, 2.6966e-01, 0.1903, 0.0712, -3.1798e-01, 0.1307, 0.1262, 1.1210e-01, 9.5071e+02, 1.10900, collision
5.58, 0.00, 0.0000, 1.0000, -1.1301e-02, 0.0000, 1.0000, -1.1285e-02, 0.0000, 1.0000, 5.5395e-01, 0.0000, 1.0000, -2.8936e-01, 0.0000, 1.0000, 3.4259e-02, 5.2754e+02, 0.57260, collision
4.10, 0.00, 0.0847, 0.0006, -9.0556e-02, 0.1040, 0.0035, 1.2881e-01, 0.0845, 0.0029, 2.7304e-02, 0.0741, 0.0014, 5.6705e-03, 0.0630, 0.0014, 1.2119e-02, 1.0869e+04, 11.72543, collision
5.36, 0.00, 0.1027, 0.0134, -2.0444e-02, 0.1663, 0.0048, 2.6656e-01, 0.1019, 0.0043, -4.9791e-02, 0.0753, 0.0033, 5.0432e-02, 0.0286, 0.0099, -1.2370e-03, 3.2877e+03, 3.55377, collision
5.57, 0.00, 0.0471, 0.0471, -1.6509e-02, 0.0889, 0.0889, -3.5203e-03, 0.0628, 0.0628, -6.0210e-02, 0.0763, 0.0763, 1.7657e-01, 0.0875, 0.0875, 2.8011e-02, 8.5672e+02, 0.92497, collision
5.46, 0.00, 0.1565, 0.0128, -6.4381e-02, 0.1329, 0.0139, 1.8643e-01, 0.0985, 0.0060, -7.9469e-02, 0.1208, 0.0231, 7.9790e-03, 0.1025, 0.0540, 2.8762e-02, 1.9248e+03, 2.12263, collision
5.61, 0.00, 0.0000, 1.0000, 9.4713e-02, 0.0000, 1.0000, -1.2570e-01, 0.0000, 1.0000, 3.3367e-01, 0.0000, 1.0000, -2.3435e-01, 0.0000, 1.0000, 9.5688e-02, 8.5056e+02, 0.91952, collision
5.48, 0.00, 0.0982, 0.0552, -2.9110e-02, 0.1367, 0.0319, -9.8937e-02, 0.1988, 0.0060, 2.0604e-01, 0.1341, 0.0126, 7.7185e-02, 0.0466, 0.0121, 1.4745e-02, 1.8013e+03, 1.97221, collision
5.60, 0.00, 0.0599, 0.0028, 3.8977e-01, 0.1483, 0.1147, -2.6354e-01, 0.1140, 0.0610, 7.1318e-03, 0.0706, 0.0262, 9.2054e-03, 0.0802, 0.0622, 2.9747e-02, 1.0946e+03, 1.17792, collision
4.93, 0.00, 0.1714, 0.0014, -6.0204e-02, 0.1432, 0.0019, -5.3089e-03, 0.1492, 0.0001, 5.7598e-01, 0.2204, 0.0012, -1.9708e-01, 0.0388, 0.0010, -5.4655e-02, 7.6689e+03, 8.24040, collision
5.02, 0.00, 0.0832, 0.0020, -2.4906e-02, 0.1072, 0.0032, 2.7123e-01, 0.0491, 0.0021, -1.7013e-01, 0.0379, 0.0008, 1.0521e-03, 0.0237, 0.0010, 3.3243e-03, 7.2833e+03, 7.84439, collision
5.53, 0.00, 0.1843, 0.0177, -7.5149e-02, 0.1542, 0.0244, 8.5017e-02, 0.2956, 0.0065, 5.8663e-03, 0.1795, 0.0064, 8.2199e-02, 0.1554, 0.0084, 1.3829e-02, 2.1017e+03, 2.40956, collision
5.38, 0.00, 0.1170, 0.0027, -1.4778e-02, 0.1194, 0.0085, 8.5915e-03, 0.1149, 0.0109, -1.7731e-02, 0.1857, 0.0215, 3.4578e-01, 0.0810, 0.0133, -1.6494e-01, 4.0376e+03, 4.42510, collision
4.98, 0.00, 0.0948, 0.0006, -4.5770e-02, 0.1056, 0.0022, -3.1437e-03, 0.1161, 0.0014, 1.0830e-01, 0.0519, 0.0005, 6.0024e-03, 0.0260, 0.0002, 6.1820e-03, 8.1952e+03, 8.80584, collision
5.40, 0.00, 0.2239, 0.0123, -6.5914e-02, 0.1519, 0.0016, 4.0606e-01, 0.0824, 0.0032, -1.9843e-01, 0.1234, 0.0029, 7.5268e-03, 0.1221, 0.0396, 3.0774e-02, 4.0502e+03, 4.51626, collision
4.94, 0.00, 0.0712, 0.0027, 5.0369e-02, 0.0799, 0.0007, -7.1213e-02, 0.0544, 0.0025, 3.2953e-02, 0.0407, 0.0013, 1.4508e-02, 0.0644, 0.0055, 3.0246e-03, 8.4201e+03, 9.17618, collision
4.54, 0.00, 0.1784, 0.0003, -1.5531e-01, 0.1901, 0.0006, 2.8926e-01, 0.1145, 0.0006, -1.4989e-02, 0.2047, 0.0004, 3.1910e-02, 0.0969, 0.0004, 9.1746e-02, 1.2407e+04, 13.25142, collision
5.37, 0.00, 0.1992, 0.0027, -7.5048e-02, 0.1791, 0.0023, 4.1508e-02, 0.2715, 0.0053, -1.1052e-01, 0.1558, 0.0157, 3.3550e-01, 0.1050, 0.0056, 7.5543e-02, 4.7047e+03, 5.21942, collision
5.59, 0.00, 0.1105, 0.0754, 6.3810e-02, 0.2372, 0.0997, -1.2063e-01, 0.2222, 0.0644, 2.9837e-01, 0.1886, 0.0740, -1.6869e-01, 0.0856, 0.0275, 7.4329e-02, 2.4190e+03, 2.83595, collision
4.91, 0.00, 0.2227, 0.0021, 2.9123e-04, 0.2669, 0.0037, -1.5094e-01, 0.3043, 0.0028, 8.0229e-02, 0.3447, 0.0004, 3.3154e-01, 0.2616, 0.0013, -3.4728e-03, 8.5987e+03, 10.09400, collision
5.28, 0.00, 0.0907, 0.0017, -2.5983e-02, 0.0784, 0.0009, -4.9237e-02, 0.0660, 0.0017, 1.5720e-01, 0.0637, 0.0012, 1.2556e-02, 0.0508, 0.0008, 6.0709e-03, 6.8068e+03, 7.30243, collision
5.42, 0.00, 0.1341, 0.0071, 4.1675e-03, 0.1503, 0.0045, 1.9725e-01, 0.1494, 0.0063, -1.9038e-01, 0.1772, 0.0091, -9.0451e-03, 0.2207, 0.0053, 8.9287e-02, 5.0325e+03, 5.60102, collision
5.51, 0.00, 0.2316, 0.0315, -4.5669e-02, 0.2554, 0.0266, -4.0750e-02, 0.2266, 0.0023, 9.6877e-02, 0.1292, 0.0105, 4.4160e-01, 0.2148, 0.0010, -2.0803e-01, 3.4966e+03, 4.23555, collision
4.96, 0.00, 0.1418, 0.0016, 4.2009e-02, 0.1696, 0.0021, -8.0905e-02, 0.1748, 0.0010, 2.2286e-01, 0.1878, 0.0001, -1.4691e-01, 0.0649, 0.0005, 6.3828e-02, 9.6882e+03, 10.44430, collision
5.49, 0.00, 0.1358, 0.0113, -1.8315e-02, 0.1587, 0.0089, -2.4209e-02, 0.1478, 0.0463, 1.5182e-02, 0.1702, 0.0222, 2.0317e-01, 0.1518, 0.0090, -8.5921e-02, 3.9556e+03, 4.46321, collision
5.31, 0.00, 0.0899, 0.0004, -3.9867e-02, 0.1447, 0.0022, -2.2920e-02, 0.1575, 0.0005, 1.4381e-01, 0.0572, 0.0002, 2.3108e-03, 0.0134, 0.0004, 6.4319e-04, 6.8643e+03, 7.32678, collision
5.39, 0.00, 0.2151, 0.0423, -1.0942e-01, 0.2651, 0.0004, 7.9463e-01, 0.1776, 0.0092, -1.0367e-01, 0.0978, 0.0018, -2.3870e-01, 0.0848, 0.0020, 3.7692e-02, 5.7681e+03, 6.75914, collision
5.12, 0.00, 0.0895, 0.0011, 2.5377e-02, 0.1298, 0.0031, -5.0507e-02, 0.0768, 0.0009, 3.6269e-02, 0.0670, 0.0004, 2.8146e-02, 0.0219, 0.0007, -1.2357e-03, 9.3128e+03, 9.90354, collision
5.24, 0.00, 0.2059, 0.0015, -2.1771e-03, 0.1624, 0.0024, -9.0310e-02, 0.2015, 0.0047, 4.0270e-02, 0.2236, 0.0014, 1.1083e-01, 0.2088, 0.0009, 6.7110e-02, 7.8526e+03, 8.59405, collision
5.44, 0.00, 0.1476, 0.0175, 1.6691e-01, 0.1918, 0.0036, -1.5817e-01, 0.1390, 0.0036, 3.1736e-02, 0.1587, 0.0027, -2.3293e-02, 0.1170, 0.0213, 2.8433e-02, 5.8013e+03, 6.49317, collision
5.22, 0.00, 0.3280, 0.0003, 1.5002e-01, 0.2981, 0.0018, 3.8812e-01, 0.2046, 0.0008, -4.1622e-01, 0.2177, 0.0009, 1.7343e-01, 0.1359, 0.0002, 1.1071e-01, 8.9384e+03, 9.78702, collision
5.16, 0.00, 0.0523, 0.0007, -1.3632e-02, 0.0833, 0.0018, 1.3566e-03, 0.0817, 0.0012, 1.0281e-01, 0.0872, 0.0006, -6.0144e-02, 0.0579, 0.0004, 1.2052e-02, 1.0177e+04, 10.88782, collision
5.33, 0.00, 0.0912, 0.0012, -1.4685e-02, 0.0864, 0.0014, -1.2351e-02, 0.0787, 0.0032, 1.6868e-02, 0.2401, 0.0034, -2.2111e-02, 0.1882, 0.0012, 1.4180e-01, 9.8131e+03, 10.58475, collision
5.20, 0.00, 0.1492, 0.0006, -3.7912e-02, 0.1422, 0.0016, 1.7648e-02, 0.0950, 0.0010, 2.6599e-01, 0.0985, 0.0001, -1.5709e-01, 0.0544, 0.0008, 2.1774e-02, 1.2383e+04, 13.18061, collision
5.23, 0.00, 0.1298, 0.0018, 4.6411e-02, 0.1795, 0.0062, 2.1953e-01, 0.1952, 0.0002, -3.3003e-01, 0.1279, 0.0007, 2.5949e-01, 0.1608, 0.0004, 1.1666e-01, 1.2382e+04, 13.31498, collision
5.50, 0.00, 0.1141, 0.0017, 2.2151e-01, 0.2374, 0.0049, -2.2811e-01, 0.1766, 0.0042, 5.3666e-02, 0.1491, 0.0010, 2.2022e-01, 0.2087, 0.0063, -1.2337e-01, 9.1769e+03, 10.10556, collision
5.13, 0.00, 0.0638, 0.0002, -3.6547e-03, 0.0729, 0.0014, -3.0285e-02, 0.1068, 0.0012, 3.8510e-01, 0.0743, 0.0008, -2.0074e-01, 0.0458, 0.0002, 3.7066e-04, 1.4365e+04, 15.24955, collision
5.62, 0.00, 0.1408, 0.0091, -5.7061e-02, 0.1589, 0.0010, 1.5555e-01, 0.2875, 0.0022, -9.8040e-02, 0.1674, 0.0100, 1.0276e-01, 0.1688, 0.0059, -1.5113e-02, 9.4496e+03, 10.36834, collision
5.11, 0.00, 0.1020, 0.0003, -1.3898e-01, 0.2338, 0.0002, 1.2828e-01, 0.1613, 0.0005, 2.1728e-01, 0.1156, 0.0001, 1.9862e-03, 0.0605, 0.0008, -1.7133e-02, 1.5514e+04, 16.53014, collision
5.01, 0.00, 0.2158, 0.0001, -6.8153e-02, 0.1515, 0.0014, -2.9774e-02, 0.2440, 0.0012, 9.4290e-02, 0.2379, 0.0008, 2.1041e-02, 0.1675, 0.0012, 1.5075e-01, 1.6039e+04, 17.46564, collision
5.30, 0.00, 0.1182, 0.0010, -5.4215e-02, 0.1269, 0.0019, 2.4302e-02, 0.1433, 0.0011, 9.7200e-01, 0.1694, 0.0006, -3.2873e-01, 0.1233, 0.0008, 3.1487e-02, 1.5373e+04, 16.56893, collision
5.05, 0.00, 0.0687, 0.0004, -4.8868e-02, 0.0593, 0.0003, 3.5964e-01, 0.0617, 0.0002, -1.8811e-01, 0.0993, 0.0005, -9.7746e-03, 0.0682, 0.0002, 1.8379e-02, 2.0028e+04, 21.19902, collision
5.14, 0.00, 0.2679, 0.0012, -1.0557e-01, 0.1777, 0.0004, 2.9596e-01, 0.1799, 0.0007, -1.1877e-01, 0.1255, 0.0009, 7.8133e-02, 0.1630, 0.0004, 6.3336e-03, 2.1285e+04, 22.83163, collision
5.47, 0.00, 0.1670, 0.0009, -2.7609e-02, 0.1629, 0.0057, 6.5007e-02, 0.1523, 0.0018, -3.8170e-02, 0.1493, 0.0021, 2.1606e-02, 0.0806, 0.0052, 4.5842e-02, 1.7810e+04, 19.82293, collision
5.19, 0.00, 0.0778, 0.0005, 8.6544e-03, 0.1039, 0.0007, -6.5937e-02, 0.0854, 0.0003, 4.4794e-02, 0.0702, 0.0001, 9.1020e-02, 0.0200, 0.0003, -8.9552e-04, 2.2218e+04, 23.71841, collision
4.99, 0.00, 0.0980, 0.0007, -6.0838e-02, 0.1230, 0.0003, 8.0053e-02, 0.0770, 0.0002, 3.8934e-02, 0.0571, 0.0004, -9.7649e-04, 0.0417, 0.0002, 8.6030e-03, 2.4554e+04, 26.21288, collision
5.18, 0.00, 0.1549, 0.0004, -4.6006e-02, 0.1351, 0.0005, 2.0253e-01, 0.1312, 0.0003, -1.2278e-01, 0.0909, 0.0003, 3.3032e-02, 0.1546, 0.0003, 1.1064e-02, 2.4134e+04, 25.73447, collision
5.69, 0.00, 0.2214, 0.0037, -5.3686e-02, 0.1934, 0.0074, 5.1187e-02, 0.1613, 0.0046, 2.0507e-02, 0.1304, 0.0029, 4.5501e-02, 0.1163, 0.0004, 2.3498e-02, 1.8744e+04, 20.42286, collision
5.09, 0.00, 0.1323, 0.0007, -7.6775e-02, 0.2073, 0.0009, 5.3040e-02, 0.1872, 0.0002, 8.6859e-02, 0.1461, 0.0003, 7.1784e-03, 0.1052, 0.0003, 2.1030e-02, 2.5898e+04, 27.66791, collision
5.04, 0.00, 0.1084, 0.0004, -2.4533e-02, 0.0872, 0.0013, 5.7233e-03, 0.0919, 0.0009, 3.7148e-02, 0.1140, 0.0005, 3.8590e-02, 0.0904, 0.0001, -1.1338e-03, 2.6767e+04, 28.51027, collision
5.65, 0.00, 0.1623, 0.0038, -4.1472e-02, 0.1680, 0.0035, 2.8693e-02, 0.1863, 0.0055, 2.7954e-01, 0.2437, 0.0030, -2.5866e-01, 0.3028, 0.0066, 2.3761e-01, 2.0917e+04, 23.04222, collision
5.21, 0.00, 0.1073, 0.0002, -1.8675e-02, 0.1650, 0.0007, 2.9735e-01, 0.1051, 0.0008, -2.3358e-01, 0.0818, 0.0005, 5.1385e-02, 0.0645, 0.0002, 6.4555e-02, 2.9007e+04, 30.93566, collision
