# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, eM3_max, eM3_min, dA3_over_A0, t_end(PM), wall_time, fate
5.68, 0.00, 0.0090, 0.0000, 2.2787e-04, 0.0171, 0.0000, -2.0539e-03, 0.0251, 0.0000, 1.1029e-02, 1.0000e+07, 3305.92214, tmax
8.09, 0.00, 0.0065, 0.0000, -7.0238e-05, 0.0167, 0.0000, 1.9092e-03, 0.0491, 0.0000, 1.0042e-02, 1.0000e+07, 3275.31120, tmax
10.96, 0.00, 0.1129, 0.1129, 1.1359e-01, 0.2005, 0.2005, -1.4652e-01, 17938399.7236, 1.0000, -1.0001e+00, 8.5381e+02, 0.27798, a<0
7.71, 0.00, 0.0147, 0.0000, 1.0824e-04, 0.0221, 0.0000, -9.6236e-04, 0.0405, 0.0000, 1.0860e-02, 1.0000e+07, 3178.83651, tmax
5.16, 0.00, 0.0138, 0.0000, -8.7891e-04, 0.0217, 0.0000, 7.6295e-03, 0.0243, 0.0000, -5.3490e-03, 1.0000e+07, 3269.79354, tmax
7.73, 0.00, 0.0138, 0.0000, -2.4652e-04, 0.0218, 0.0000, 5.6983e-03, 0.0410, 0.0001, 5.5796e-03, 1.0000e+07, 3308.25371, tmax
8.36, 0.00, 0.0058, 0.0000, -6.2032e-05, 0.0162, 0.0000, 1.3048e-02, 0.0572, 0.0000, -7.3070e-03, 1.0000e+07, 3237.97793, tmax
4.18, 0.00, 0.2646, 0.0009, 2.8721e-01, 0.2267, 0.0001, -1.6517e-01, 0.1873, 0.0012, 2.9386e-02, 1.4665e+05, 50.87735, collision
10.80, 0.00, 0.0253, 0.0253, 3.8169e-04, 15437.9469, 1.0000, -1.0185e+00, 0.0000, 1.0000, -7.6364e-01, 8.5381e+02, 0.26607, a<0
4.23, 0.00, 0.2088, 0.0009, 9.5134e-01, 0.2062, 0.0007, -3.9736e-01, 0.1752, 0.0004, 7.3577e-02, 2.6364e+05, 91.49157, collision
5.79, 0.00, 0.0084, 0.0000, 1.1801e-03, 0.0168, 0.0000, 1.3614e-02, 0.0254, 0.0000, -1.0218e-02, 1.0000e+07, 3318.61142, tmax
10.45, 0.00, 0.0155, 0.0155, -1.4901e-02, 0.0122, 0.0122, 4.4745e-04, 109802.9174, 1.0000, -1.0014e+00, 8.5381e+02, 0.30586, a<0
9.60, 0.00, 0.0045, 0.0000, -4.7774e-05, 0.0166, 0.0000, 2.2705e-03, 0.1807, 0.0003, 3.8513e-02, 1.0000e+07, 3239.82641, tmax
6.58, 0.00, 0.0084, 0.0000, -3.4901e-04, 0.0168, 0.0000, 1.0604e-02, 0.0288, 0.0000, 1.7596e-02, 1.0000e+07, 3196.96261, tmax
4.70, 0.00, 0.0339, 0.0000, -7.2937e-05, 0.0382, 0.0000, -2.5590e-03, 0.0280, 0.0000, 8.6637e-03, 1.0000e+07, 3345.16238, tmax
10.37, 0.00, 0.0006, 0.0006, 3.1466e-05, 0.0123, 0.0123, -2.5028e-03, 197187.8818, 1.0000, -1.0010e+00, 8.5381e+02, 0.27128, a<0
5.62, 0.00, 0.0094, 0.0000, -3.9796e-04, 0.0173, 0.0000, 2.7851e-03, 0.0249, 0.0000, 1.6792e-02, 1.0000e+07, 3332.27342, tmax
3.94, 0.00, 0.2944, 0.0084, 2.1912e-02, 0.2262, 0.0013, 3.8154e-01, 0.1891, 0.0003, 7.3958e-02, 2.4512e+04, 9.30935, collision
5.89, 0.00, 0.0079, 0.0000, -5.8953e-04, 0.0163, 0.0000, 6.2661e-03, 0.0256, 0.0000, -1.2893e-04, 1.0000e+07, 3320.36118, tmax
5.03, 0.00, 0.0166, 0.0000, -1.0404e-03, 0.0241, 0.0000, 1.1044e-02, 0.0245, 0.0000, 1.7575e-02, 1.0000e+07, 3281.41449, tmax
6.16, 0.00, 0.4812, 0.0001, 1.8355e-01, 0.6446, 0.0002, -1.6109e-01, 0.2945, 0.0002, 3.0800e-01, 5.2287e+05, 182.50247, collision
7.39, 0.00, 0.0090, 0.0000, -3.1589e-04, 0.0151, 0.0000, 7.5114e-03, 0.0365, 0.0000, -7.6520e-03, 1.0000e+07, 3253.33309, tmax
5.22, 0.00, 0.0132, 0.0000, -7.3237e-05, 0.0214, 0.0000, 9.9350e-04, 0.0247, 0.0000, 2.8883e-03, 1.0000e+07, 3348.61733, tmax
4.14, 0.00, 0.2279, 0.0012, -1.9217e-02, 0.2067, 0.0006, 3.0710e-01, 0.1823, 0.0004, -7.0634e-02, 2.4666e+05, 90.64491, collision
5.32, 0.00, 0.0117, 0.0000, 1.8352e-03, 0.0199, 0.0000, 1.4603e-02, 0.0243, 0.0000, 2.1248e-02, 1.0000e+07, 3316.03335, tmax
9.17, 0.00, 0.0053, 0.0000, -1.5508e-04, 0.0161, 0.0000, 8.1348e-03, 0.1083, 0.0005, 7.8398e-03, 1.0000e+07, 3151.79256, tmax
6.41, 0.00, 0.0079, 0.0000, 2.2665e-04, 0.0164, 0.0000, -1.1771e-03, 0.0280, 0.0000, 5.4177e-03, 1.0000e+07, 3240.03803, tmax
4.15, 0.00, 0.2513, 0.0005, -4.4420e-02, 0.2413, 0.0002, -1.0539e-01, 0.2510, 0.0012, 1.5974e+00, 2.6024e+05, 91.34937, collision
10.86, 0.00, 0.0783, 0.0742, 1.0989e-02, 0.4526, 0.0269, -3.0814e-02, 0.7672, 0.4350, -6.6147e-02, 1.2978e+03, 0.40848, a>0.4R_H
3.68, 0.00, 0.0000, 1.0000, 2.0995e+00, 0.0000, 1.0000, -4.2082e-01, 0.0000, 1.0000, -1.9302e-01, 1.5200e+02, 0.06819, collision
5.78, 0.00, 0.0084, 0.0000, 9.3126e-05, 0.0167, 0.0000, 2.2191e-04, 0.0252, 0.0000, 6.4105e-03, 1.0000e+07, 3303.48699, tmax
7.10, 0.00, 0.0090, 0.0000, -3.1877e-04, 0.0164, 0.0000, 9.8575e-03, 0.0327, 0.0000, -1.1518e-03, 1.0000e+07, 3241.36091, tmax
5.20, 0.00, 0.0127, 0.0000, 3.2380e-04, 0.0207, 0.0000, 1.3369e-02, 0.0242, 0.0000, -7.8485e-03, 1.0000e+07, 3372.21797, tmax
5.83, 0.00, 0.0082, 0.0000, 2.8146e-04, 0.0165, 0.0000, -2.4872e-03, 0.0254, 0.0000, 4.0202e-03, 1.0000e+07, 3304.49212, tmax
3.93, 0.00, 0.2761, 0.0037, -3.5658e-02, 0.2441, 0.0019, -1.0626e-01, 0.2136, 0.0012, 6.6990e+01, 1.9921e+04, 7.66174, collision
3.77, 0.00, 0.0000, 1.0000, -3.2653e-02, 0.0000, 1.0000, 1.1367e+00, 0.0000, 1.0000, -3.3983e-01, 1.3361e+02, 0.05054, collision
10.34, 0.00, 0.0021, 0.0021, 4.4364e-05, 0.0428, 0.0428, -3.7305e-02, 200016.4660, 1.0000, -1.0009e+00, 8.5381e+02, 0.27106, a<0
3.71, 0.00, 0.0000, 1.0000, -3.7508e-02, 0.0000, 1.0000, 7.2620e-01, 0.0000, 1.0000, -2.0053e-01, 2.9706e+01, 0.01151, collision
4.64, 0.00, 0.0300, 0.0000, -1.1693e-03, 0.0363, 0.0000, 1.1583e-02, 0.0253, 0.0000, 1.3901e-02, 1.0000e+07, 3348.48810, tmax
5.58, 0.00, 0.0097, 0.0000, 2.7881e-04, 0.0176, 0.0000, -4.9231e-04, 0.0248, 0.0000, 6.2470e-03, 1.0000e+07, 3382.81701, tmax
7.27, 0.00, 0.0088, 0.0000, 3.3065e-04, 0.0155, 0.0000, 1.4083e-02, 0.0344, 0.0000, 1.7219e-02, 1.0000e+07, 3249.66086, tmax
8.67, 0.00, 0.0056, 0.0000, -1.3836e-05, 0.0160, 0.0000, -3.8297e-04, 0.0702, 0.0000, 2.9660e-02, 1.0000e+07, 3233.74211, tmax
6.99, 0.00, 0.0092, 0.0000, 6.4546e-04, 0.0169, 0.0000, 1.4183e-02, 0.0318, 0.0000, 9.4673e-03, 1.0000e+07, 3239.85666, tmax
4.28, 0.00, 0.2952, 0.0005, -7.7562e-02, 0.2155, 0.0002, 2.9056e-01, 0.3185, 0.0003, 2.2939e-01, 2.2171e+06, 741.85950, collision
7.89, 0.00, 0.0082, 0.0000, 1.2022e-04, 0.0182, 0.0000, -1.7669e-03, 0.0443, 0.0000, 1.5136e-02, 1.0000e+07, 3172.52830, tmax
9.70, 0.00, 0.0043, 0.0000, -1.0509e-04, 0.0168, 0.0000, 7.5484e-03, 0.2102, 0.0005, -1.4848e-02, 1.0000e+07, 3179.45255, tmax
10.36, 0.00, 0.0012, 0.0008, -6.6834e-05, 0.0798, 0.0225, 2.5710e-02, 0.6666, 0.4215, 1.0981e-02, 1.1953e+03, 0.38124, a>0.4R_H
7.59, 0.00, 0.0121, 0.0000, -1.1908e-04, 0.0183, 0.0000, 1.2280e-02, 0.0391, 0.0000, -1.0946e-02, 1.0000e+07, 3207.40064, tmax
8.12, 0.00, 0.0064, 0.0000, -7.2467e-05, 0.0166, 0.0000, 8.4995e-04, 0.0500, 0.0000, 2.4381e-02, 1.0000e+07, 3159.55098, tmax
8.06, 0.00, 0.0065, 0.0000, -1.1956e-04, 0.0168, 0.0000, 1.2331e-02, 0.0480, 0.0000, 3.4581e-02, 1.0000e+07, 3206.13537, tmax
7.81, 0.00, 0.0102, 0.0000, 1.3244e-04, 0.0195, 0.0000, -2.3908e-03, 0.0425, 0.0000, 8.3503e-03, 1.0000e+07, 3182.48614, tmax
9.53, 0.00, 0.0047, 0.0000, -1.1873e-04, 0.0164, 0.0000, 5.6155e-03, 0.1629, 0.0001, 1.8692e-03, 1.0000e+07, 3203.90754, tmax
3.79, 0.00, 0.2869, 0.0252, -2.6103e-01, 0.4581, 0.0336, -1.2061e-02, 0.9067, 0.0039, 7.1449e+00, 3.6202e+03, 1.49731, a>0.4R_H
9.39, 0.00, 0.0050, 0.0000, -7.1741e-05, 0.0162, 0.0000, 1.1958e-02, 0.1371, 0.0001, -1.2214e-02, 1.0000e+07, 3210.80030, tmax
7.57, 0.00, 0.0118, 0.0000, -1.9150e-04, 0.0179, 0.0000, 3.7350e-03, 0.0383, 0.0000, 2.2801e-02, 1.0000e+07, 3214.09022, tmax
8.28, 0.00, 0.0060, 0.0000, -6.2501e-05, 0.0162, 0.0000, 1.4868e-03, 0.0545, 0.0000, 1.5485e-02, 1.0000e+07, 3160.50144, tmax
6.38, 0.00, 0.0079, 0.0000, 1.4221e-04, 0.0164, 0.0000, 1.3373e-02, 0.0278, 0.0000, -9.6496e-03, 1.0000e+07, 3201.30141, tmax
7.86, 0.00, 0.0088, 0.0000, -2.3324e-04, 0.0185, 0.0000, 1.0389e-02, 0.0432, 0.0000, 6.9205e-03, 1.0000e+07, 3180.26335, tmax
8.08, 0.00, 0.0065, 0.0000, -1.5415e-04, 0.0167, 0.0000, 1.1462e-02, 0.0486, 0.0000, 2.3427e-02, 1.0000e+07, 3222.72341, tmax
4.21, 0.00, 0.2247, 0.0011, -1.0123e-01, 0.2179, 0.0003, 1.1399e-02, 0.1816, 0.0010, 1.2227e+00, 1.8845e+05, 65.39611, collision
8.98, 0.00, 0.0055, 0.0000, -9.2137e-05, 0.0160, 0.0000, 3.3440e-03, 0.0909, 0.0001, 3.2447e-02, 1.0000e+07, 3244.44773, tmax
10.59, 0.00, 0.0005, 0.0005, 8.5480e-06, 0.0102, 0.0102, -3.6846e-03, 231568.0555, 1.0000, -1.0008e+00, 8.5381e+02, 0.26588, a<0
4.05, 0.00, 0.2441, 0.0011, -3.0752e-02, 0.2483, 0.0017, 1.4310e+00, 0.2076, 0.0018, 1.3450e-01, 9.1597e+04, 32.65709, collision
8.52, 0.00, 0.0057, 0.0000, -2.0336e-04, 0.0160, 0.0000, 1.0104e-02, 0.0635, 0.0000, 3.0672e-02, 1.0000e+07, 3182.85325, tmax
9.98, 0.00, 0.0005, 0.0005, -5.6638e-05, 0.0095, 0.0089, 1.3476e-02, 0.2723, 0.1392, 1.0581e-01, 8.8797e+02, 0.27733, a>0.4R_H
5.06, 0.00, 0.0156, 0.0000, -5.6513e-04, 0.0235, 0.0000, 4.8392e-03, 0.0244, 0.0000, 5.5775e-03, 1.0000e+07, 3310.74317, tmax
8.53, 0.00, 0.0057, 0.0000, 7.2949e-05, 0.0161, 0.0000, -1.5930e-03, 0.0638, 0.0001, 1.5301e-02, 1.0000e+07, 3183.67507, tmax
6.63, 0.00, 0.0086, 0.0000, 8.4846e-04, 0.0169, 0.0000, 1.3759e-02, 0.0292, 0.0000, 1.4656e-02, 1.0000e+07, 3254.32644, tmax
8.68, 0.00, 0.0056, 0.0000, 5.2438e-05, 0.0157, 0.0000, -1.3011e-03, 0.0709, 0.0001, 3.0094e-02, 1.0000e+07, 3216.09621, tmax
4.62, 0.00, 0.0310, 0.0000, 6.8845e-04, 0.0376, 0.0000, -2.6155e-03, 0.0254, 0.0000, 5.5316e-03, 1.0000e+07, 3285.02427, tmax
5.88, 0.00, 0.0081, 0.0000, 1.5200e-03, 0.0165, 0.0000, 1.5148e-02, 0.0256, 0.0000, 2.4471e-02, 1.0000e+07, 3272.14520, tmax
3.52, 0.00, 0.0000, 1.0000, -1.4591e-01, 0.0000, 1.0000, 1.3236e+00, 0.0000, 1.0000, -1.6550e-01, 2.2221e+02, 0.10226, collision
6.60, 0.00, 0.0085, 0.0000, 1.6571e-04, 0.0169, 0.0000, -2.0262e-03, 0.0290, 0.0000, 6.9635e-03, 1.0000e+07, 3215.33017, tmax
3.99, 0.00, 0.2960, 0.0005, -1.2902e-01, 0.3196, 0.0028, -1.2459e-01, 0.2881, 0.0017, -1.8101e+00, 4.5499e+04, 17.59987, collision
6.74, 0.00, 0.0090, 0.0000, -1.2365e-04, 0.0171, 0.0000, 2.1625e-03, 0.0300, 0.0000, 5.1627e-03, 1.0000e+07, 3224.74417, tmax
5.87, 0.00, 0.0081, 0.0000, -6.8690e-04, 0.0161, 0.0000, 8.2904e-03, 0.0255, 0.0000, 5.8093e-03, 1.0000e+07, 3287.71308, tmax
9.68, 0.00, 0.0043, 0.0000, 1.2499e-04, 0.0166, 0.0000, 1.6497e-02, 0.2038, 0.0003, 4.3812e-02, 1.0000e+07, 3210.15212, tmax
8.58, 0.00, 0.0057, 0.0000, 1.7659e-04, 0.0158, 0.0000, 1.4870e-02, 0.0664, 0.0001, -1.5159e-03, 1.0000e+07, 3216.60607, tmax
6.35, 0.00, 0.0077, 0.0000, 3.0796e-05, 0.0162, 0.0000, 5.1959e-05, 0.0272, 0.0000, 1.1501e-02, 1.0000e+07, 3262.66304, tmax
4.43, 0.00, 0.0499, 0.0000, -8.0562e-04, 0.0546, 0.0000, 5.0167e-03, 0.0269, 0.0000, -1.4958e-04, 1.0000e+07, 3324.78005, tmax
6.84, 0.00, 0.0092, 0.0000, 1.0002e-04, 0.0170, 0.0000, -8.2544e-04, 0.0305, 0.0000, 6.8417e-03, 1.0000e+07, 3251.74318, tmax
10.73, 0.00, 0.0005, 0.0005, -7.3164e-05, 0.0118, 0.0118, 4.4256e-03, 205043.9049, 1.0000, -1.0008e+00, 8.5381e+02, 0.27108, a<0
7.52, 0.00, 0.0150, 0.0000, 5.0088e-05, 0.0237, 0.0000, -8.3676e-04, 0.0388, 0.0000, 1.3221e-02, 1.0000e+07, 3197.76857, tmax
8.23, 0.00, 0.0060, 0.0000, -9.0009e-05, 0.0163, 0.0000, 1.7745e-03, 0.0527, 0.0000, 3.9464e-03, 1.0000e+07, 3222.08347, tmax
7.07, 0.00, 0.0091, 0.0000, 9.7825e-05, 0.0166, 0.0000, 1.3597e-02, 0.0324, 0.0000, -9.8794e-03, 1.0000e+07, 3210.34791, tmax
10.05, 0.00, 0.0003, 0.0003, -8.4503e-05, 0.0087, 0.0087, 1.1339e-02, 0.2345, 0.2345, 2.2852e-02, 8.5381e+02, 0.26645, a>0.4R_H
6.68, 0.00, 0.0087, 0.0000, -4.3303e-04, 0.0169, 0.0000, 7.4631e-03, 0.0295, 0.0000, 1.6479e-02, 1.0000e+07, 3207.34959, tmax
3.66, 0.00, 0.0000, 1.0000, -2.7717e-02, 0.0000, 1.0000, 7.0445e-01, 0.0000, 1.0000, -1.7725e-01, 4.4091e+01, 0.01653, collision
3.80, 0.00, 0.0000, 1.0000, -1.8681e-01, 0.0000, 1.0000, 9.5550e-01, 0.0000, 1.0000, 1.1519e-01, 2.6085e+02, 0.10177, collision
5.37, 0.00, 0.0113, 0.0000, -7.2312e-04, 0.0191, 0.0000, 1.1026e-02, 0.0244, 0.0000, -9.5822e-03, 1.0000e+07, 3252.87583, tmax
4.56, 0.00, 0.0355, 0.0000, 9.6952e-05, 0.0412, 0.0001, -2.5108e-03, 0.0260, 0.0000, 1.1932e-02, 1.0000e+07, 3347.26610, tmax
6.79, 0.00, 0.0094, 0.0000, -2.7763e-04, 0.0173, 0.0000, 4.0458e-03, 0.0300, 0.0000, 2.8052e-03, 1.0000e+07, 3202.52379, tmax
8.69, 0.00, 0.0056, 0.0000, -1.6250e-04, 0.0160, 0.0000, 1.0177e-02, 0.0714, 0.0001, -3.5252e-03, 1.0000e+07, 3198.82388, tmax
7.60, 0.00, 0.0251, 0.0000, -2.5852e-04, 0.0288, 0.0000, 4.5218e-03, 0.0422, 0.0000, 2.0404e-03, 1.0000e+07, 3198.22128, tmax
9.65, 0.00, 0.0044, 0.0000, -1.0778e-04, 0.0167, 0.0000, 8.3820e-03, 0.1939, 0.0003, 1.3263e-02, 1.0000e+07, 3213.37404, tmax
3.56, 0.00, 0.0000, 1.0000, -4.5760e-02, 0.0000, 1.0000, -7.3624e-02, 0.0000, 1.0000, 1.2383e+00, 6.7863e+01, 0.02666, collision
10.35, 0.00, 0.0004, 0.0004, -4.2426e-05, 0.0153, 0.0153, -2.3517e-03, 165654.6268, 1.0000, -1.0011e+00, 8.5381e+02, 0.29421, a<0
5.00, 0.00, 0.0168, 0.0000, 2.4082e-04, 0.0243, 0.0000, -1.1259e-03, 0.0246, 0.0000, 1.1030e-02, 1.0000e+07, 3289.00055, tmax
10.14, 0.00, 0.0007, 0.0007, -1.0392e-05, 0.0126, 0.0126, 2.6446e-04, 0.0721, 0.0721, 5.4976e-02, 8.5381e+02, 0.30473, a>0.4R_H
7.21, 0.00, 0.0089, 0.0000, 1.1473e-04, 0.0160, 0.0000, -1.8151e-03, 0.0339, 0.0000, 9.0734e-03, 1.0000e+07, 3229.63506, tmax
10.22, 0.00, 0.0005, 0.0005, -2.7811e-05, 0.0082, 0.0082, -1.3931e-03, 0.0596, 0.0596, 1.0079e-01, 8.5381e+02, 0.27969, a>0.4R_H
9.72, 0.00, 0.0042, 0.0000, -9.4929e-05, 0.0169, 0.0000, 9.9509e-03, 0.2176, 0.0002, -3.7948e-03, 1.0000e+07, 3212.07071, tmax
7.22, 0.00, 0.0089, 0.0000, -6.9130e-05, 0.0158, 0.0000, 6.6237e-04, 0.0340, 0.0000, 5.5363e-04, 1.0000e+07, 3257.02353, tmax
10.47, 0.00, 0.0045, 0.0045, -6.0975e-03, 0.0183, 0.0183, -5.4716e-03, 88402.5180, 1.0000, -1.0016e+00, 8.5381e+02, 0.27392, a<0
6.47, 0.00, 0.0081, 0.0000, 1.7947e-04, 0.0166, 0.0000, -1.1732e-03, 0.0280, 0.0000, 2.5250e-03, 1.0000e+07, 3260.16795, tmax
4.19, 0.00, 0.2229, 0.0009, -8.3668e-04, 0.2210, 0.0003, -1.6047e-01, 0.1736, 0.0003, 1.5243e+00, 4.6511e+05, 163.99665, collision
9.29, 0.00, 0.0051, 0.0000, 3.7024e-05, 0.0161, 0.0000, -2.2670e-03, 0.1223, 0.0001, 1.1177e-02, 1.0000e+07, 3213.52067, tmax
10.87, 0.00, 0.0040, 0.0040, 5.4640e-03, 0.0334, 0.0334, -1.2879e-03, 166740.8221, 1.0000, -1.0009e+00, 8.5381e+02, 0.27010, a<0
8.41, 0.00, 0.0058, 0.0000, 2.5634e-05, 0.0162, 0.0000, -1.5637e-03, 0.0589, 0.0001, 1.9440e-02, 1.0000e+07, 3221.97512, tmax
5.35, 0.00, 0.0116, 0.0000, -3.1132e-04, 0.0194, 0.0000, 1.1484e-02, 0.0244, 0.0000, 2.1801e-02, 1.0000e+07, 3316.26840, tmax
4.95, 0.00, 0.0193, 0.0000, 8.2726e-04, 0.0269, 0.0000, 1.2220e-02, 0.0247, 0.0000, 5.0331e-03, 1.0000e+07, 3335.29893, tmax
5.40, 0.00, 0.0113, 0.0000, -7.2136e-04, 0.0189, 0.0000, 9.4353e-03, 0.0244, 0.0000, 1.1648e-02, 1.0000e+07, 3295.86491, tmax
4.97, 0.00, 0.0175, 0.0000, -2.5588e-04, 0.0249, 0.0000, 1.4473e-02, 0.0245, 0.0000, 2.1438e-02, 1.0000e+07, 3290.89014, tmax
4.33, 0.00, 0.0626, 0.0000, -1.1005e-03, 0.0659, 0.0001, 1.1344e-02, 0.0271, 0.0000, 1.1538e-02, 1.0000e+07, 3377.44395, tmax
3.98, 0.00, 0.3147, 0.0021, -1.7754e-01, 0.3070, 0.0028, 2.0912e+00, 0.1933, 0.0032, 1.0624e-01, 7.2913e+04, 26.76516, collision
4.78, 0.00, 0.0234, 0.0000, -6.7192e-04, 0.0306, 0.0000, 1.2097e-02, 0.0250, 0.0000, 9.0414e-03, 1.0000e+07, 3337.03993, tmax
9.36, 0.00, 0.0050, 0.0000, -1.2747e-04, 0.0164, 0.0000, 1.0552e-02, 0.1319, 0.0001, -1.5541e-02, 1.0000e+07, 3209.79031, tmax
8.39, 0.00, 0.0071, 0.0000, -1.8595e-04, 0.0170, 0.0000, 1.0047e-02, 0.0581, 0.0001, -1.0984e-02, 1.0000e+07, 3181.36404, tmax
4.31, 0.00, 0.0683, 0.0000, -2.4652e-03, 0.0711, 0.0001, 5.9196e-03, 0.0306, 0.0000, -2.8845e-03, 1.0000e+07, 3373.39243, tmax
3.73, 0.00, 0.0000, 1.0000, -2.8720e-01, 0.0000, 1.0000, -5.0577e+00, 0.0000, 1.0000, 1.6492e-01, 3.5667e+02, 0.15037, collision
5.01, 0.00, 0.0166, 0.0000, -9.3547e-04, 0.0240, 0.0000, 7.7350e-03, 0.0245, 0.0000, 8.9445e-03, 1.0000e+07, 3278.27849, tmax
10.31, 0.00, 0.0085, 0.0085, 1.9579e-03, 0.3139, 0.3139, -1.9975e-01, 318.9431, 1.0000, -1.0539e+00, 8.5381e+02, 0.26787, a<0
6.17, 0.00, 0.4662, 0.0011, -1.0382e-01, 0.3849, 0.0005, -5.8835e+00, 0.3968, 0.0007, -4.7293e-01, 2.7103e+05, 100.75357, collision
10.52, 0.00, 0.0002, 0.0002, -6.3886e-05, 0.0070, 0.0070, 1.2312e-02, 172719.9706, 1.0000, -1.0010e+00, 8.5381e+02, 0.59012, a<0
7.97, 0.00, 0.0072, 0.0000, -1.8068e-04, 0.0173, 0.0000, 4.3630e-03, 0.0458, 0.0000, 1.7514e-02, 1.0000e+07, 3226.30094, tmax
8.26, 0.00, 0.0060, 0.0000, -1.4526e-05, 0.0161, 0.0000, 1.3125e-02, 0.0538, 0.0000, 3.1979e-03, 1.0000e+07, 3238.90811, tmax
9.31, 0.00, 0.0051, 0.0000, -3.7355e-06, 0.0162, 0.0000, -6.4774e-04, 0.1249, 0.0002, 2.1171e-02, 1.0000e+07, 3217.37268, tmax
8.31, 0.00, 0.0059, 0.0000, -1.4739e-04, 0.0162, 0.0000, 3.9848e-03, 0.0557, 0.0000, -4.0264e-03, 1.0000e+07, 3167.67537, tmax
4.22, 0.00, 0.2412, 0.0018, -3.8600e-02, 0.2058, 0.0011, 1.1904e+00, 0.2210, 0.0004, -3.3104e-01, 2.0476e+05, 71.13327, collision
6.23, 0.00, 0.5085, 0.0000, 1.5064e+00, 0.4231, 0.0000, -5.2515e-01, 0.5525, 0.0000, 5.2417e-01, 5.0704e+06, 1680.20896, collision
7.14, 0.00, 0.0090, 0.0000, -3.6367e-04, 0.0162, 0.0000, 9.8943e-03, 0.0333, 0.0000, 2.1789e-02, 1.0000e+07, 3187.93736, tmax
9.85, 0.00, 0.0005, 0.0001, 1.1876e-04, 0.0128, 0.0028, 1.7029e-02, 0.2394, 0.0450, 8.3172e-02, 1.1612e+03, 0.36242, a>0.4R_H
7.42, 0.00, 0.0091, 0.0000, -3.2280e-04, 0.0151, 0.0000, 7.3853e-03, 0.0362, 0.0000, 2.6198e-02, 1.0000e+07, 3196.92143, tmax
8.87, 0.00, 0.0055, 0.0000, -1.5355e-04, 0.0160, 0.0000, 6.2764e-03, 0.0823, 0.0002, 4.1341e-03, 1.0000e+07, 3184.55502, tmax
7.74, 0.00, 0.0133, 0.0000, -2.7885e-05, 0.0215, 0.0000, 6.4886e-04, 0.0416, 0.0000, 1.0951e-02, 1.0000e+07, 3201.35025, tmax
6.55, 0.00, 0.0083, 0.0000, -4.9801e-05, 0.0168, 0.0000, 5.9905e-04, 0.0286, 0.0000, 1.5965e-02, 1.0000e+07, 3254.56847, tmax
8.18, 0.00, 0.0062, 0.0000, -3.4945e-05, 0.0165, 0.0000, 1.3105e-02, 0.0513, 0.0000, 7.1110e-04, 1.0000e+07, 3218.91729, tmax
7.08, 0.00, 0.0091, 0.0000, -2.7972e-04, 0.0165, 0.0000, 4.8143e-03, 0.0325, 0.0000, 1.4589e-02, 1.0000e+07, 3178.21910, tmax
3.76, 0.00, 0.0000, 1.0000, 2.3220e+00, 0.0000, 1.0000, -6.0142e-01, 0.0000, 1.0000, -5.5190e+00, 3.0874e+02, 0.13635, collision
8.01, 0.00, 0.0069, 0.0000, -2.5575e-04, 0.0170, 0.0000, 7.9362e-03, 0.0469, 0.0000, 1.6657e-02, 1.0000e+07, 3221.93128, tmax
4.53, 0.00, 0.0398, 0.0001, -4.9327e-04, 0.0465, 0.0000, 1.2535e-02, 0.0271, 0.0000, -7.6178e-03, 1.0000e+07, 3298.74324, tmax
8.02, 0.00, 0.0068, 0.0000, 3.5825e-04, 0.0170, 0.0000, 1.5514e-02, 0.0469, 0.0000, -5.6468e-03, 1.0000e+07, 3169.65648, tmax
9.11, 0.00, 0.0054, 0.0000, -2.5538e-05, 0.0162, 0.0000, 1.0536e-03, 0.1022, 0.0002, 4.3097e-02, 1.0000e+07, 3151.32699, tmax
3.85, 0.00, 0.2575, 0.0160, -3.2393e-02, 0.2596, 0.0121, 1.2359e-01, 0.2033, 0.0093, 2.2959e-01, 5.5290e+03, 2.18007, collision
7.03, 0.00, 0.0092, 0.0000, -1.4661e-04, 0.0168, 0.0000, 2.0194e-03, 0.0322, 0.0000, -3.8329e-03, 1.0000e+07, 3175.89319, tmax
8.27, 0.00, 0.0060, 0.0000, -1.4505e-04, 0.0162, 0.0000, 3.9886e-03, 0.0540, 0.0000, 8.6900e-03, 1.0000e+07, 3223.90901, tmax
7.61, 0.00, 0.0133, 0.0000, -1.1571e-04, 0.0194, 0.0000, 2.7133e-03, 0.0391, 0.0000, 9.4562e-03, 1.0000e+07, 3228.17301, tmax
9.34, 0.00, 0.0050, 0.0000, 2.2988e-05, 0.0162, 0.0000, 1.4877e-02, 0.1299, 0.0002, 2.1691e-02, 1.0000e+07, 3212.35462, tmax
7.56, 0.00, 0.0122, 0.0000, 4.7295e-04, 0.0179, 0.0000, 1.4740e-02, 0.0386, 0.0000, 2.3064e-02, 1.0000e+07, 3172.67136, tmax
10.12, 0.00, 0.0002, 0.0002, 7.3829e-05, 0.0085, 0.0085, 1.6041e-02, 0.0991, 0.0991, 5.7642e-02, 8.5381e+02, 0.26638, a>0.4R_H
3.89, 0.00, 0.2681, 0.0673, -1.2934e-01, 0.3216, 0.0400, 4.2957e-01, 0.1707, 0.0303, 1.6243e-01, 1.9661e+03, 0.75608, collision
