# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, eM3_max, eM3_min, dA3_over_A0, t_end(PM), wall_time, fate
3.81, 0.00, 0.0000, 1.0000, -1.8329e-01, 0.0000, 1.0000, 7.0552e-01, 0.0000, 1.0000, 1.5891e-01, 1.2073e+02, 0.04487, collision
10.92, 0.00, 0.0094, 0.0094, -8.8427e-03, 0.0189, 0.0189, 8.8688e-03, 30209.7566, 1.0000, -1.0027e+00, 8.5381e+02, 0.41349, a<0
10.38, 0.00, 0.0020, 0.0020, -5.8459e-05, 0.0600, 0.0600, -5.2369e-02, 16047.9636, 1.0000, -1.0056e+00, 8.5381e+02, 0.46296, a<0
3.70, 0.00, 0.0000, 1.0000, -3.8366e-02, 0.0000, 1.0000, 6.2903e-01, 0.0000, 1.0000, -1.5637e-01, 4.4452e+01, 0.04984, collision
10.81, 0.00, 0.0033, 0.0033, -4.3188e-04, 0.0226, 0.0226, -1.3345e-03, 155511.2796, 1.0000, -1.0009e+00, 8.5381e+02, 0.45602, a<0
3.91, 0.00, 0.2364, 0.0040, 8.1751e-01, 0.1834, 0.0324, -3.8079e-01, 0.2711, 0.1401, 2.8005e-01, 1.1936e+03, 0.66189, collision
10.72, 0.00, 0.0004, 0.0004, -7.4556e-05, 0.0112, 0.0112, 6.2524e-03, 209406.3630, 1.0000, -1.0008e+00, 8.5381e+02, 0.26659, a<0
9.94, 0.00, 0.0004, 0.0002, -9.5093e-05, 0.0104, 0.0023, 5.4288e-03, 0.2195, 0.1033, 9.5502e-02, 9.2212e+02, 0.28729, a>0.4R_H
3.86, 0.00, 0.2762, 0.0229, -5.5224e-02, 0.2502, 0.0130, 8.4802e-01, 0.1856, 0.0151, -2.5243e-01, 4.1059e+03, 1.57906, collision
4.09, 0.00, 0.2899, 0.0002, 9.4176e-02, 0.3274, 0.0027, -2.4074e-02, 0.2005, 0.0006, 3.4683e-02, 1.6954e+05, 60.56783, collision
4.17, 0.00, 0.2452, 0.0011, -3.7404e-02, 0.2752, 0.0003, 2.6509e+00, 0.1967, 0.0007, -3.7672e-01, 3.8516e+05, 136.32733, collision
4.30, 0.00, 0.2370, 0.0006, -1.2605e-01, 0.3954, 0.0006, 4.3222e-01, 0.1926, 0.0003, 3.8036e-01, 6.1654e+05, 212.87905, collision
6.20, 0.00, 0.4718, 0.0012, -8.2812e-02, 0.5103, 0.0007, 9.0106e-01, 0.3221, 0.0003, -1.0504e-01, 7.1723e+05, 251.54278, collision
4.02, 0.00, 0.2598, 0.0015, -2.8317e-02, 0.2603, 0.0026, 4.0465e-02, 0.3422, 0.0016, 3.1481e-01, 1.0956e+05, 40.38760, collision
6.22, 0.00, 0.5890, 0.0013, -9.8585e-02, 0.4389, 0.0009, 2.0969e-01, 0.3193, 0.0007, 1.7920e-01, 1.0296e+06, 367.21219, d<R_roche
6.19, 0.00, 0.3539, 0.0007, 3.2476e-01, 0.3679, 0.0002, -2.5183e-01, 0.3104, 0.0004, 3.9821e-02, 1.3907e+06, 484.02786, collision
9.05, 0.00, 0.0054, 0.0000, -6.8076e-05, 0.0161, 0.0000, 1.2933e-02, 0.0965, 0.0002, 4.8047e-03, 1.0000e+07, 3154.71280, tmax
8.74, 0.00, 0.0056, 0.0000, -1.8268e-04, 0.0160, 0.0000, 6.8869e-03, 0.0743, 0.0001, 3.1518e-02, 1.0000e+07, 3179.02491, tmax
9.12, 0.00, 0.0054, 0.0000, -5.5829e-05, 0.0162, 0.0000, 1.4890e-03, 0.1028, 0.0001, 4.1867e-03, 1.0000e+07, 3180.44960, tmax
6.78, 0.00, 0.0092, 0.0000, 1.9156e-04, 0.0173, 0.0000, -1.5772e-03, 0.0305, 0.0000, 1.0369e-02, 1.0000e+07, 3192.69465, tmax
9.16, 0.00, 0.0053, 0.0000, -4.1425e-05, 0.0161, 0.0000, 1.2720e-02, 0.1070, 0.0002, 2.4795e-02, 1.0000e+07, 3194.53505, tmax
9.27, 0.00, 0.0052, 0.0000, -4.0680e-05, 0.0164, 0.0000, 1.3222e-02, 0.1201, 0.0000, 4.0884e-02, 1.0000e+07, 3196.70590, tmax
10.01, 0.00, 0.0004, 0.0004, 2.5888e-07, 0.0099, 0.0099, -6.0873e-04, 0.2020, 0.2020, 9.1467e-02, 8.5381e+02, 0.26603, a>0.4R_H
7.75, 0.00, 0.0128, 0.0000, -1.1844e-04, 0.0211, 0.0000, 1.9662e-03, 0.0413, 0.0000, 3.8880e-03, 1.0000e+07, 3197.57073, tmax
7.15, 0.00, 0.0090, 0.0000, -1.0958e-04, 0.0163, 0.0000, 1.0764e-03, 0.0333, 0.0000, 1.8513e-02, 1.0000e+07, 3199.87167, tmax
10.33, 0.00, 0.0007, 0.0007, 8.5522e-05, 0.0321, 0.0321, 4.6073e-03, 1493.4647, 1.0000, -1.0217e+00, 8.5381e+02, 0.26585, a<0
7.70, 0.00, 0.0150, 0.0000, -2.7036e-04, 0.0222, 0.0000, 7.3087e-03, 0.0401, 0.0000, -2.2312e-03, 1.0000e+07, 3203.78167, tmax
8.94, 0.00, 0.0055, 0.0000, -3.4804e-05, 0.0160, 0.0000, 7.3789e-04, 0.0874, 0.0001, 2.5121e-02, 1.0000e+07, 3216.93954, tmax
8.60, 0.00, 0.0056, 0.0000, 9.1734e-05, 0.0158, 0.0000, -2.1175e-03, 0.0670, 0.0001, 8.7532e-03, 1.0000e+07, 3217.29469, tmax
3.60, 0.00, 0.0000, 1.0000, 5.9884e-01, 0.0000, 1.0000, -3.9353e-01, 0.0000, 1.0000, 5.5320e-01, 2.3898e+02, 0.12966, collision
10.51, 0.00, 0.0002, 0.0002, 1.3341e-05, 0.0101, 0.0101, -2.2855e-03, 161549.8413, 1.0000, -1.0010e+00, 8.5381e+02, 0.28230, a<0
10.53, 0.00, 0.0002, 0.0002, -4.8625e-05, 0.0119, 0.0119, 1.4653e-02, 182861.9494, 1.0000, -1.0009e+00, 8.5381e+02, 0.28211, a<0
9.10, 0.00, 0.0054, 0.0000, -1.4918e-04, 0.0162, 0.0000, 7.1286e-03, 0.1014, 0.0003, 1.7745e-03, 1.0000e+07, 3221.56510, tmax
8.04, 0.00, 0.0067, 0.0000, 1.2422e-04, 0.0169, 0.0000, 1.4284e-02, 0.0473, 0.0000, -4.9864e-03, 1.0000e+07, 3169.37974, tmax
9.64, 0.00, 0.0044, 0.0000, 4.8041e-06, 0.0166, 0.0000, 1.4281e-02, 0.1903, 0.0004, 2.7582e-03, 1.0000e+07, 3231.72834, tmax
8.61, 0.00, 0.0057, 0.0000, 8.4023e-05, 0.0160, 0.0000, -2.0165e-03, 0.0673, 0.0000, 9.4920e-03, 1.0000e+07, 3231.75746, tmax
5.90, 0.00, 0.0079, 0.0000, -4.4468e-04, 0.0162, 0.0000, 5.0857e-03, 0.0257, 0.0000, 9.9676e-03, 1.0000e+07, 3233.51750, tmax
6.87, 0.00, 0.0093, 0.0000, -2.6714e-04, 0.0170, 0.0000, 1.1379e-02, 0.0309, 0.0000, -1.0353e-02, 1.0000e+07, 3244.39289, tmax
8.89, 0.00, 0.0055, 0.0000, 8.1630e-05, 0.0160, 0.0000, -2.1357e-03, 0.0838, 0.0001, 1.4488e-02, 1.0000e+07, 3254.75650, tmax
6.53, 0.00, 0.0082, 0.0000, -3.3249e-04, 0.0167, 0.0000, 1.1801e-02, 0.0285, 0.0000, -1.0169e-02, 1.0000e+07, 3256.01152, tmax
6.92, 0.00, 0.0093, 0.0000, 4.3436e-04, 0.0171, 0.0000, 1.3744e-02, 0.0313, 0.0000, 2.4799e-02, 1.0000e+07, 3262.05211, tmax
7.09, 0.00, 0.0091, 0.0000, 6.0548e-04, 0.0165, 0.0000, 1.5042e-02, 0.0326, 0.0000, 2.6604e-02, 1.0000e+07, 3262.84335, tmax
6.43, 0.00, 0.0080, 0.0000, -3.4712e-04, 0.0165, 0.0000, 1.2363e-02, 0.0278, 0.0000, 1.8577e-02, 1.0000e+07, 3264.04604, tmax
8.97, 0.00, 0.0055, 0.0000, 4.5215e-05, 0.0159, 0.0000, -2.6242e-03, 0.0896, 0.0002, 2.9651e-02, 1.0000e+07, 3265.71705, tmax
5.76, 0.00, 0.0088, 0.0000, 9.1723e-05, 0.0172, 0.0000, -1.6195e-03, 0.0254, 0.0000, 1.1868e-02, 1.0000e+07, 3270.09295, tmax
3.59, 0.00, 0.0000, 1.0000, -1.4020e-01, 0.0000, 1.0000, 2.2357e+00, 0.0000, 1.0000, -2.9918e-01, 2.1185e+02, 0.09055, collision
9.62, 0.00, 0.0045, 0.0000, 4.2767e-05, 0.0174, 0.0000, -2.4071e-03, 0.1858, 0.0002, 6.9670e-04, 1.0000e+07, 3271.11454, tmax
5.67, 0.00, 0.0090, 0.0000, -2.4077e-04, 0.0172, 0.0000, 2.1480e-03, 0.0250, 0.0000, -2.3786e-04, 1.0000e+07, 3273.41066, tmax
6.82, 0.00, 0.0117, 0.0000, -1.5722e-04, 0.0174, 0.0000, 2.1367e-03, 0.0305, 0.0000, 1.2065e-03, 1.0000e+07, 3275.36690, tmax
9.83, 0.00, 0.0011, 0.0002, -8.0558e-06, 0.0154, 0.0018, 1.3606e-02, 0.2354, 0.0072, 9.9522e-02, 2.7322e+03, 0.87433, a>0.4R_H
3.84, 0.00, 0.0000, 1.0000, -1.8584e-01, 0.0000, 1.0000, 1.7471e+00, 0.0000, 1.0000, 9.0750e-02, 4.7132e+02, 0.19048, collision
7.01, 0.00, 0.0092, 0.0000, -1.3970e-04, 0.0167, 0.0000, 1.2500e-02, 0.0323, 0.0000, -9.8620e-03, 1.0000e+07, 3282.57249, tmax
7.47, 0.00, 0.0095, 0.0000, -1.1627e-04, 0.0155, 0.0000, 1.5970e-03, 0.0368, 0.0000, 1.5069e-03, 1.0000e+07, 3283.50561, tmax
8.66, 0.00, 0.0056, 0.0000, -1.6833e-04, 0.0159, 0.0000, 9.5520e-03, 0.0697, 0.0000, 3.7867e-02, 1.0000e+07, 3284.99355, tmax
6.75, 0.00, 0.0091, 0.0000, 7.6812e-05, 0.0171, 0.0000, -1.0403e-03, 0.0300, 0.0000, 1.4181e-02, 1.0000e+07, 3285.82500, tmax
5.54, 0.00, 0.0100, 0.0000, -5.3493e-04, 0.0182, 0.0000, 1.1153e-02, 0.0248, 0.0000, 9.6647e-03, 1.0000e+07, 3286.84572, tmax
4.92, 0.00, 0.0188, 0.0000, -8.9841e-04, 0.0265, 0.0000, 9.2618e-03, 0.0244, 0.0000, 1.8561e-03, 1.0000e+07, 3288.28931, tmax
10.26, 0.00, 0.0007, 0.0007, -8.7512e-06, 0.0152, 0.0152, 3.0732e-03, 0.1582, 0.1582, 3.8014e-02, 8.5381e+02, 0.26962, a>0.4R_H
7.17, 0.00, 0.0089, 0.0000, -1.0875e-04, 0.0161, 0.0000, 2.2389e-03, 0.0338, 0.0000, 8.0835e-03, 1.0000e+07, 3289.72717, tmax
6.70, 0.00, 0.0088, 0.0000, 4.3676e-04, 0.0170, 0.0000, 1.3965e-02, 0.0295, 0.0000, -1.1265e-02, 1.0000e+07, 3291.42657, tmax
5.80, 0.00, 0.0084, 0.0000, -6.6002e-04, 0.0167, 0.0000, 8.5971e-03, 0.0255, 0.0000, 2.0343e-02, 1.0000e+07, 3292.21190, tmax
8.91, 0.00, 0.0055, 0.0000, -1.1952e-04, 0.0161, 0.0000, 4.0806e-03, 0.0849, 0.0001, -4.3639e-03, 1.0000e+07, 3297.33969, tmax
4.46, 0.00, 0.0453, 0.0000, -3.2397e-04, 0.0501, 0.0000, 1.1402e-02, 0.0265, 0.0000, 2.0886e-02, 1.0000e+07, 3298.83137, tmax
5.28, 0.00, 0.0123, 0.0000, 3.0734e-04, 0.0202, 0.0000, -2.6346e-03, 0.0245, 0.0000, 3.7368e-03, 1.0000e+07, 3302.46923, tmax
4.65, 0.00, 0.0296, 0.0000, -1.2637e-03, 0.0363, 0.0000, 7.4092e-03, 0.0256, 0.0000, -5.1982e-04, 1.0000e+07, 3306.51811, tmax
6.56, 0.00, 0.0083, 0.0000, -8.2840e-06, 0.0168, 0.0000, 1.2621e-02, 0.0289, 0.0000, 2.2899e-02, 1.0000e+07, 3314.89056, tmax
4.89, 0.00, 0.0237, 0.0000, -5.9251e-05, 0.0299, 0.0000, -6.4786e-04, 0.0282, 0.0000, 8.5639e-04, 1.0000e+07, 3319.70205, tmax
8.54, 0.00, 0.0057, 0.0000, -1.9593e-04, 0.0158, 0.0000, 7.1318e-03, 0.0640, 0.0000, 2.6477e-03, 1.0000e+07, 3327.33629, tmax
4.42, 0.00, 0.0520, 0.0001, -1.2819e-03, 0.0563, 0.0001, 1.3262e-02, 0.0270, 0.0000, 1.7052e-02, 1.0000e+07, 3337.53623, tmax
10.30, 0.00, 0.0030, 0.0012, -5.1815e-05, 0.1337, 0.0881, -3.3607e-02, 0.6611, 0.3457, -2.0860e+00, 1.3197e+03, 0.42163, collision
3.88, 0.00, 0.2480, 0.0035, -5.4451e-02, 0.2389, 0.0021, 2.9064e-01, 0.1989, 0.0026, 8.9904e-02, 1.6363e+04, 6.27338, collision
4.73, 0.00, 0.0254, 0.0000, 5.8998e-04, 0.0324, 0.0000, -2.2819e-03, 0.0252, 0.0000, 4.7075e-03, 1.0000e+07, 3351.21641, tmax
5.27, 0.00, 0.0124, 0.0000, -1.0433e-05, 0.0204, 0.0000, -1.6377e-04, 0.0245, 0.0000, 7.4705e-04, 1.0000e+07, 3355.58726, tmax
4.82, 0.00, 0.0220, 0.0000, 3.2009e-04, 0.0290, 0.0000, -3.0338e-03, 0.0247, 0.0000, 4.4491e-03, 1.0000e+07, 3376.95013, tmax
4.51, 0.00, 0.0401, 0.0000, -1.0116e-03, 0.0452, 0.0000, 5.1900e-03, 0.0264, 0.0000, 4.6228e-03, 1.0000e+07, 3380.51939, tmax
4.52, 0.00, 0.0388, 0.0001, -5.4135e-04, 0.0445, 0.0000, 2.0435e-03, 0.0261, 0.0000, -8.6804e-04, 1.0000e+07, 3384.42922, tmax
10.74, 0.00, 0.0003, 0.0003, 4.4084e-05, 0.0189, 0.0189, 9.1269e-03, 200287.8250, 1.0000, -1.0008e+00, 8.5381e+02, 0.27204, a<0
10.63, 0.00, 0.0004, 0.0004, -8.3479e-05, 0.0122, 0.0122, 7.6463e-03, 235011.5335, 1.0000, -1.0008e+00, 8.5381e+02, 0.27137, a<0
9.69, 0.00, 0.0042, 0.0000, -7.0117e-06, 0.0170, 0.0000, -6.5153e-04, 0.2066, 0.0002, 1.3141e-02, 1.0000e+07, 3408.94240, tmax
3.62, 0.00, 0.0000, 1.0000, -7.0404e-02, 0.0000, 1.0000, -4.1517e+00, 0.0000, 1.0000, -4.7925e-02, 5.5686e+01, 0.02164, collision
5.05, 0.00, 0.0159, 0.0000, 1.8591e-04, 0.0236, 0.0000, -2.0025e-03, 0.0245, 0.0000, 1.2011e-02, 1.0000e+07, 3410.18408, tmax
4.85, 0.00, 0.0212, 0.0000, -7.4805e-04, 0.0282, 0.0000, 1.1552e-02, 0.0250, 0.0000, 1.1700e-02, 1.0000e+07, 3432.97936, tmax
5.53, 0.00, 0.0102, 0.0000, -3.8265e-04, 0.0182, 0.0000, 2.9755e-03, 0.0247, 0.0000, 1.4011e-02, 1.0000e+07, 3432.74950, tmax
9.84, 0.00, 0.0007, 0.0002, 9.4151e-05, 0.0166, 0.0006, 1.6386e-02, 0.2519, 0.0593, 8.6532e-02, 1.6393e+03, 0.51418, a>0.4R_H
5.91, 0.00, 0.0079, 0.0000, 7.8046e-04, 0.0163, 0.0000, 1.3390e-02, 0.0258, 0.0000, 2.2471e-02, 1.0000e+07, 3297.46928, tmax
8.71, 0.00, 0.0056, 0.0000, -8.3827e-05, 0.0160, 0.0000, 1.2494e-02, 0.0726, 0.0001, 1.6800e-02, 1.0000e+07, 3225.50745, tmax
6.69, 0.00, 0.0088, 0.0000, -9.1324e-05, 0.0171, 0.0000, 1.2041e-02, 0.0293, 0.0000, 1.6678e-02, 1.0000e+07, 3443.71235, tmax
9.02, 0.00, 0.0055, 0.0000, -1.4117e-04, 0.0160, 0.0000, 1.0181e-02, 0.0938, 0.0000, 1.5886e-03, 1.0000e+07, 3467.15808, tmax
4.25, 0.00, 0.2885, 0.0005, -2.0036e-01, 0.5920, 0.0003, 1.1113e+00, 0.3458, 0.0002, 3.1332e-01, 7.9097e+05, 264.97657, collision
5.12, 0.00, 0.0145, 0.0000, 2.1765e-03, 0.0225, 0.0000, 1.2666e-02, 0.0246, 0.0000, -3.8334e-03, 1.0000e+07, 3285.62253, tmax
7.80, 0.00, 0.0105, 0.0000, 3.5836e-05, 0.0200, 0.0000, -5.7526e-04, 0.0424, 0.0000, 1.8001e-03, 1.0000e+07, 3395.34908, tmax
5.19, 0.00, 0.0131, 0.0000, 2.7371e-04, 0.0208, 0.0000, -2.6502e-03, 0.0250, 0.0000, 3.6660e-03, 1.0000e+07, 3412.91899, tmax
4.12, 0.00, 0.2938, 0.0006, 1.0745e-01, 0.2585, 0.0009, -3.9918e-02, 0.1738, 0.0004, 4.1683e-02, 2.4443e+05, 86.43653, collision
9.51, 0.00, 0.0047, 0.0000, -6.6504e-05, 0.0165, 0.0000, 2.1671e-03, 0.1584, 0.0002, 1.7985e-03, 1.0000e+07, 3164.61155, tmax
6.85, 0.00, 0.0093, 0.0000, 1.7222e-05, 0.0171, 0.0000, 1.3242e-02, 0.0307, 0.0000, -8.1335e-03, 1.0000e+07, 3189.95982, tmax
8.95, 0.00, 0.0055, 0.0000, 6.0406e-05, 0.0159, 0.0000, -2.6916e-03, 0.0880, 0.0000, 7.4282e-03, 1.0000e+07, 3153.66408, tmax
7.30, 0.00, 0.0088, 0.0000, 2.9548e-04, 0.0154, 0.0000, 1.3949e-02, 0.0350, 0.0000, 1.2062e-02, 1.0000e+07, 3190.96641, tmax
10.77, 0.00, 0.0159, 0.0159, 1.0282e-04, 0.2045, 0.2045, -1.6017e-01, 286474.3973, 1.0000, -1.0007e+00, 8.5381e+02, 0.26668, a<0
7.35, 0.00, 0.0089, 0.0000, -3.0753e-04, 0.0152, 0.0000, 8.5734e-03, 0.0356, 0.0000, -6.7735e-03, 1.0000e+07, 3192.56118, tmax
9.14, 0.00, 0.0054, 0.0000, -1.6615e-05, 0.0162, 0.0000, -3.9766e-04, 0.1056, 0.0001, 2.5376e-03, 1.0000e+07, 3165.74875, tmax
3.54, 0.00, 0.0000, 1.0000, 1.5605e+00, 0.0000, 1.0000, -4.3145e-01, 0.0000, 1.0000, 1.2911e-01, 4.5184e+01, 0.01714, collision
10.16, 0.00, 0.0004, 0.0004, -6.2284e-05, 0.0163, 0.0163, 3.6997e-03, 0.0925, 0.0925, 1.1196e-01, 8.5381e+02, 0.26528, a>0.4R_H
7.19, 0.00, 0.0089, 0.0000, 5.2960e-05, 0.0161, 0.0000, -6.4054e-04, 0.0336, 0.0000, 4.4612e-03, 1.0000e+07, 3243.05955, tmax
6.32, 0.00, 0.0075, 0.0000, 7.7452e-04, 0.0170, 0.0000, 1.3709e-02, 0.0268, 0.0000, -7.7516e-03, 1.0000e+07, 3206.50534, tmax
7.55, 0.00, 0.0109, 0.0000, -2.0908e-04, 0.0173, 0.0000, 1.1684e-02, 0.0383, 0.0000, -5.6063e-03, 1.0000e+07, 3178.11794, tmax
9.71, 0.00, 0.0048, 0.0000, 1.6545e-05, 0.0170, 0.0000, -3.8960e-04, 0.2140, 0.0003, 2.3906e-02, 1.0000e+07, 3147.14561, tmax
9.48, 0.00, 0.0048, 0.0000, -3.1606e-05, 0.0164, 0.0000, 1.4156e-02, 0.1533, 0.0001, 2.2099e-02, 1.0000e+07, 3219.24613, tmax
6.11, 0.00, 0.0076, 0.0000, -3.3641e-04, 0.0156, 0.0000, 3.6359e-03, 0.0266, 0.0000, 1.8817e-04, 1.0000e+07, 3213.65518, tmax
6.89, 0.00, 0.0092, 0.0000, 1.0435e-04, 0.0171, 0.0000, -3.7064e-04, 0.0309, 0.0000, 4.8608e-03, 1.0000e+07, 3217.08021, tmax
5.36, 0.00, 0.0114, 0.0000, -6.7210e-05, 0.0194, 0.0000, 6.6726e-04, 0.0243, 0.0000, 2.4782e-03, 1.0000e+07, 3251.36916, tmax
6.45, 0.00, 0.0080, 0.0000, -2.4047e-04, 0.0165, 0.0000, 3.2210e-03, 0.0282, 0.0000, 1.2913e-02, 1.0000e+07, 3201.50425, tmax
8.51, 0.00, 0.0057, 0.0000, -6.0110e-05, 0.0160, 0.0000, 1.2641e-02, 0.0628, 0.0001, -8.3592e-03, 1.0000e+07, 3221.12834, tmax
7.69, 0.00, 0.0152, 0.0000, 1.3331e-04, 0.0222, 0.0000, -1.8894e-03, 0.0399, 0.0000, 3.9133e-03, 1.0000e+07, 3184.81393, tmax
8.16, 0.00, 0.0062, 0.0000, -6.2168e-05, 0.0164, 0.0000, 1.3102e-02, 0.0507, 0.0000, 1.2750e-02, 1.0000e+07, 3272.67017, tmax
8.75, 0.00, 0.0056, 0.0000, -1.5304e-04, 0.0159, 0.0000, 5.5036e-03, 0.0752, 0.0001, 2.3495e-02, 1.0000e+07, 3227.29233, tmax
6.02, 0.00, 0.0075, 0.0000, -6.0904e-04, 0.0159, 0.0000, 7.3068e-03, 0.0261, 0.0000, -1.3345e-04, 1.0000e+07, 3219.26277, tmax
3.75, 0.00, 0.0000, 1.0000, -3.5957e-02, 0.0000, 1.0000, 2.1037e+00, 0.0000, 1.0000, -3.6205e-01, 6.9647e+01, 0.02474, collision
6.50, 0.00, 0.0081, 0.0000, 3.1742e-05, 0.0165, 0.0000, -6.2946e-04, 0.0283, 0.0000, 1.4558e-02, 1.0000e+07, 3204.39079, tmax
9.18, 0.00, 0.0053, 0.0000, 2.6201e-05, 0.0161, 0.0000, -2.1739e-03, 0.1093, 0.0001, 2.8316e-02, 1.0000e+07, 3223.25711, tmax
10.07, 0.00, 0.0002, 0.0002, 1.2482e-05, 0.0113, 0.0113, -2.5967e-03, 0.2407, 0.2407, 5.8441e-02, 8.5381e+02, 0.27159, a>0.4R_H
3.72, 0.00, 0.0000, 1.0000, -5.7713e-02, 0.0000, 1.0000, 6.9573e-01, 0.0000, 1.0000, -1.0878e-01, 9.3938e+01, 0.03606, collision
5.98, 0.00, 0.0076, 0.0000, -3.2983e-04, 0.0160, 0.0000, 3.1575e-03, 0.0260, 0.0000, -3.2216e-03, 1.0000e+07, 3312.49640, tmax
7.76, 0.00, 0.0123, 0.0000, 2.6347e-04, 0.0210, 0.0000, 1.4793e-02, 0.0417, 0.0000, 2.6216e-02, 1.0000e+07, 3228.05787, tmax
10.68, 0.00, 0.0005, 0.0005, -4.5664e-05, 0.0124, 0.0124, 5.6134e-03, 220471.7255, 1.0000, -1.0008e+00, 8.5381e+02, 0.26591, a<0
10.41, 0.00, 0.0013, 0.0013, -7.8223e-05, 0.0032, 0.0032, -1.0868e-03, 197651.2493, 1.0000, -1.0010e+00, 8.5381e+02, 0.26571, a<0
9.30, 0.00, 0.0051, 0.0000, -1.1517e-04, 0.0161, 0.0000, 4.5096e-03, 0.1242, 0.0001, 3.2749e-02, 1.0000e+07, 3214.32819, tmax
7.65, 0.00, 0.0146, 0.0000, -1.0138e-04, 0.0208, 0.0000, 1.7711e-03, 0.0393, 0.0000, 7.4050e-04, 1.0000e+07, 3240.78603, tmax
9.38, 0.00, 0.0050, 0.0000, -7.4509e-06, 0.0162, 0.0000, 5.0477e-04, 0.1355, 0.0002, 2.0605e-02, 1.0000e+07, 3227.76283, tmax
4.37, 0.00, 0.0562, 0.0001, -1.3709e-03, 0.0596, 0.0000, 1.4683e-02, 0.0263, 0.0000, -7.7916e-03, 1.0000e+07, 3303.53309, tmax
6.06, 0.00, 0.0074, 0.0000, 5.6180e-04, 0.0159, 0.0000, 1.3071e-02, 0.0264, 0.0000, 1.3752e-02, 1.0000e+07, 3274.53712, tmax
6.49, 0.00, 0.0081, 0.0000, 8.5363e-04, 0.0166, 0.0000, 1.4156e-02, 0.0282, 0.0000, 2.4747e-02, 1.0000e+07, 3251.04133, tmax
10.03, 0.00, 0.0003, 0.0003, -1.0346e-04, 0.0103, 0.0103, 1.0334e-02, 0.2088, 0.2088, 7.2027e-02, 8.5381e+02, 0.26611, a>0.4R_H
7.18, 0.00, 0.0089, 0.0000, 5.6116e-05, 0.0161, 0.0000, -1.0485e-03, 0.0337, 0.0000, 4.1360e-03, 1.0000e+07, 3258.63126, tmax
6.25, 0.00, 0.0102, 0.0000, -2.5654e-04, 0.0169, 0.0000, 1.1948e-02, 0.0280, 0.0000, -1.0256e-02, 1.0000e+07, 3286.31875, tmax
7.29, 0.00, 0.0088, 0.0000, -2.5416e-04, 0.0154, 0.0000, 1.2065e-02, 0.0350, 0.0000, 2.5210e-02, 1.0000e+07, 3302.62558, tmax
10.97, 0.00, 0.1107, 0.1107, 1.6288e-01, 0.2638, 0.2638, -2.0592e-01, 6333094.1747, 1.0000, -1.0002e+00, 8.5381e+02, 0.25645, a<0
10.54, 0.00, 0.0002, 0.0002, 8.4181e-06, 0.0084, 0.0084, -2.2831e-03, 192008.6378, 1.0000, -1.0009e+00, 8.5381e+02, 0.27094, a<0
