# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, eM3_max, eM3_min, dA3_over_A0, t_end(PM), wall_time, fate
10.79, 0.00, 0.0009, 0.0009, -9.2273e-05, 0.0498, 0.0498, 2.3314e-02, 191837.2145, 1.0000, -1.0008e+00, 8.5381e+02, 0.60162, a<0
5.37, 0.00, 0.4306, 0.0000, -1.5125e-01, 0.5491, 0.0000, 8.5372e-01, 0.4049, 0.0000, -4.7065e-03, 1.6972e+06, 1190.19669, d<R_roche
8.62, 0.00, 0.5292, 0.0000, 3.8834e-03, 0.5534, 0.0000, 4.7286e-01, 0.7929, 0.0001, 1.2088e+00, 9.1086e+06, 5729.64700, a>0.4R_H
5.41, 0.00, 0.5547, 0.0000, -1.6234e-01, 0.6348, 0.0000, 2.7859e-01, 0.3892, 0.0000, 3.8378e+00, 1.6028e+06, 1127.97113, collision
5.20, 0.00, 0.2811, 0.0000, -4.7087e-02, 0.2849, 0.0000, 5.2438e-01, 0.1446, 0.0000, 8.9166e-01, 5.7585e+06, 3760.25844, collision
3.84, 0.00, 0.2414, 0.0067, 4.3152e-01, 0.3126, 0.0196, -1.7349e-01, 0.1893, 0.0102, 1.7492e-01, 3.2599e+03, 2.62189, collision
4.60, 0.00, 0.6261, 0.0001, -2.0713e-01, 0.5479, 0.0001, -5.5572e+01, 0.6208, 0.0001, -2.2249e-01, 1.9063e+06, 1327.13897, collision
6.25, 0.00, 0.4732, 0.0005, 8.3505e-01, 0.5142, 0.0003, -3.7934e-01, 0.2688, 0.0006, 5.8284e-02, 4.1597e+05, 306.72233, collision
4.45, 0.00, 0.2437, 0.0001, -1.0764e-02, 0.2269, 0.0004, 4.0658e-01, 0.1711, 0.0001, 1.4032e-02, 2.2720e+06, 1582.22164, collision
4.34, 0.00, 0.3016, 0.0007, 1.2578e-01, 0.3454, 0.0001, -1.1068e-01, 0.2716, 0.0001, 2.9887e-01, 8.9885e+05, 644.06886, collision
3.99, 0.00, 0.2777, 0.0037, -5.0268e-02, 0.2574, 0.0007, 2.5410e+00, 0.2589, 0.0013, -4.2959e-01, 1.9161e+05, 147.66161, collision
4.27, 0.00, 0.2266, 0.0006, -1.2190e-02, 0.2244, 0.0003, 5.8239e-01, 0.2661, 0.0003, -2.1545e-01, 6.6980e+05, 485.86622, collision
7.36, 0.00, 0.2871, 0.0000, 1.8118e-01, 0.2472, 0.0000, 3.3191e-02, 0.2203, 0.0000, -1.4671e-04, 1.0000e+07, 6182.55553, tmax
7.18, 0.00, 0.4652, 0.0000, 6.8891e-02, 0.6519, 0.0001, 1.3107e+00, 0.3873, 0.0000, 1.4882e-01, 8.5699e+06, 5508.57197, collision
3.97, 0.00, 0.2717, 0.0022, 8.9942e-01, 0.2473, 0.0010, -3.8334e-01, 0.1960, 0.0010, 6.0596e-02, 9.1697e+04, 71.39986, collision
9.59, 0.00, 0.0257, 0.0000, 1.8928e-01, 0.0299, 0.0000, -4.3171e-04, 0.1770, 0.0001, 1.0412e-04, 1.0000e+07, 6091.89847, tmax
5.56, 0.00, 0.3360, 0.0000, -4.2315e-02, 0.3897, 0.0001, 2.3647e-02, 0.2173, 0.0001, 3.5349e+01, 2.9259e+06, 2005.66404, collision
3.60, 0.00, 0.0000, 1.0000, -5.4241e-02, 0.0000, 1.0000, 1.4020e+00, 0.0000, 1.0000, -3.0701e-01, 1.4190e+02, 0.12309, collision
3.63, 0.00, 0.0000, 1.0000, -3.8511e-02, 0.0000, 1.0000, 2.7783e+00, 0.0000, 1.0000, 4.6918e-01, 2.1934e+02, 0.17258, collision
9.83, 0.00, 0.0006, 0.0002, 3.4755e-05, 0.0125, 0.0015, -3.7014e-04, 0.2274, 0.0698, 9.2467e-02, 1.3320e+03, 0.94462, a>0.4R_H
4.84, 0.00, 0.2436, 0.0000, -5.3144e-02, 0.2920, 0.0000, 6.6979e-01, 0.2963, 0.0000, 6.1241e-02, 2.9754e+06, 2030.69373, collision
7.65, 0.00, 0.5149, 0.0001, -1.4406e-02, 0.4939, 0.0001, 1.5939e-01, 0.3162, 0.0001, 1.1294e-01, 1.4230e+06, 1071.64088, d<R_roche
5.65, 0.00, 0.3958, 0.0000, 1.8195e+00, 0.4024, 0.0000, -4.8115e-01, 0.4050, 0.0000, 3.0209e-01, 3.4421e+06, 2369.00274, collision
4.04, 0.00, 0.2770, 0.0017, 2.5580e-01, 0.2639, 0.0011, -1.2495e-01, 0.1945, 0.0015, 4.4728e-02, 1.5322e+05, 116.53787, collision
6.13, 0.00, 0.3446, 0.0009, -1.5435e-02, 0.4586, 0.0006, 3.5203e-01, 0.2849, 0.0008, 1.8486e-01, 7.2065e+05, 551.39986, collision
5.51, 0.00, 0.3229, 0.0001, -2.7735e-02, 0.3566, 0.0001, 1.1122e+00, 0.2767, 0.0001, -8.6161e-02, 3.0073e+06, 2049.07341, collision
5.11, 0.00, 0.2499, 0.0001, 2.7771e-01, 0.4277, 0.0000, -2.6919e-02, 0.2121, 0.0001, 6.9091e-02, 5.8600e+06, 3811.57911, collision
10.81, 0.00, 0.0032, 0.0032, -5.1885e-04, 0.0189, 0.0189, -5.1764e-03, 155517.2466, 1.0000, -1.0009e+00, 8.5381e+02, 0.60451, a<0
3.89, 0.00, 0.4203, 0.0238, -3.0261e-01, 0.4324, 0.0059, 1.6412e+00, 0.5784, 0.0096, 1.0101e-01, 5.5669e+03, 4.61635, d<R_roche
9.24, 0.00, 0.0064, 0.0000, 1.8992e-01, 0.0162, 0.0000, 1.4757e-02, 0.1154, 0.0001, -5.9954e-04, 1.0000e+07, 6071.38048, tmax
5.68, 0.00, 0.3721, 0.0000, -9.2721e-02, 0.6092, 0.0000, 1.5032e+00, 0.8387, 0.0000, -7.6541e-02, 3.4734e+06, 2346.36581, collision
6.51, 0.00, 0.2914, 0.0000, 2.0062e-02, 0.3588, 0.0001, 7.6842e-01, 0.1988, 0.0000, 7.1699e-02, 7.9867e+06, 5173.16563, collision
10.89, 0.00, 0.0567, 0.0567, -4.7249e-02, 0.0247, 0.0247, 3.0986e-02, 53130.3153, 1.0000, -1.0019e+00, 8.5381e+02, 0.64931, a<0
7.00, 0.00, 0.3457, 0.0000, 4.0371e-01, 0.3921, 0.0001, -1.1985e-01, 0.3962, 0.0001, 2.8867e-01, 9.5013e+06, 6199.78079, collision
3.62, 0.00, 0.0000, 1.0000, 1.6310e+00, 0.0000, 1.0000, -4.5490e-01, 0.0000, 1.0000, 9.0289e-02, 7.1262e+01, 0.07816, collision
5.66, 0.00, 0.0610, 0.0000, 1.8741e-01, 0.0502, 0.0000, 2.1289e-02, 0.0528, 0.0000, 1.2700e-02, 1.0000e+07, 6197.22921, tmax
4.58, 0.00, 0.2815, 0.0001, 1.5305e+00, 0.3913, 0.0001, 9.2166e-01, 0.1566, 0.0001, -6.7625e-01, 2.2486e+06, 1553.50485, collision
6.66, 0.00, 0.5079, 0.0000, 1.6281e-01, 0.6646, 0.0000, -2.3703e-02, 0.3622, 0.0000, 2.8451e-01, 3.0356e+06, 2060.67037, collision
9.67, 0.00, 0.0044, 0.0000, 1.8987e-01, 0.0165, 0.0000, 1.8241e-03, 0.1990, 0.0005, 3.4181e-02, 1.0000e+07, 6076.79763, tmax
4.14, 0.00, 0.3267, 0.0010, -1.0832e-01, 0.2498, 0.0014, 8.3225e-01, 0.3526, 0.0006, 3.3335e-02, 1.3739e+05, 102.17766, collision
5.36, 0.00, 0.5222, 0.0000, 3.5724e+00, 0.4964, 0.0000, -5.1594e-01, 0.1834, 0.0001, -1.8768e-01, 1.2875e+06, 899.53358, collision
6.39, 0.00, 0.5247, 0.0000, -2.1274e-02, 0.4577, 0.0001, 1.3593e-01, 0.2674, 0.0000, 5.2400e-02, 1.6573e+06, 1153.07662, d<R_roche
6.77, 0.00, 0.5501, 0.0000, 1.7456e-02, 0.4938, 0.0000, -2.3073e-01, 0.6395, 0.0000, -2.1821e+00, 4.9001e+06, 3302.40573, collision
5.05, 0.00, 0.3236, 0.0001, 3.3531e-02, 0.2530, 0.0000, 5.0004e-01, 0.1653, 0.0001, 8.9471e-02, 4.7955e+06, 3177.76492, collision
3.58, 0.00, 0.0000, 1.0000, -7.1186e-02, 0.0000, 1.0000, -1.1544e-01, 0.0000, 1.0000, 1.3566e+00, 1.0361e+02, 0.11920, collision
4.17, 0.00, 0.2855, 0.0003, -1.2090e-01, 0.3321, 0.0002, 4.7167e-01, 0.3667, 0.0007, 4.0327e-01, 3.3879e+05, 248.72614, collision
9.10, 0.00, 0.0062, 0.0000, 1.8967e-01, 0.0162, 0.0000, 1.0418e-03, 0.0999, 0.0003, 1.9384e-02, 1.0000e+07, 6065.44244, tmax
7.60, 0.00, 0.4997, 0.0001, 1.4662e+00, 0.6638, 0.0002, -4.5653e-01, 0.3283, 0.0002, 3.8314e-01, 5.0252e+06, 3530.92547, collision
6.78, 0.00, 0.4280, 0.0000, -1.0089e-01, 0.7067, 0.0000, 1.3817e+00, 0.5851, 0.0000, 5.2017e-01, 5.2925e+06, 3553.20341, collision
10.31, 0.00, 0.0036, 0.0036, 2.4875e-04, 0.0367, 0.0367, -1.6617e-02, 21291.1607, 1.0000, -1.0044e+00, 8.5381e+02, 0.60073, a<0
5.15, 0.00, 3.4027, 0.0000, -1.3256e+00, 0.2769, 0.0000, -1.6451e+00, 0.1233, 0.0001, 1.2267e-01, 5.2625e+06, 3457.71837, a<0
7.08, 0.00, 0.3275, 0.0000, 6.5788e-02, 0.4067, 0.0000, -1.1842e+01, 0.2195, 0.0000, -4.9188e-01, 7.5723e+06, 5045.73956, collision
10.07, 0.00, 0.0004, 0.0004, 2.4611e-05, 0.0108, 0.0108, -2.7345e-03, 0.2315, 0.2315, 4.3904e-02, 8.5381e+02, 0.60575, a>0.4R_H
5.30, 0.00, 0.3515, 0.0000, -1.1726e-01, 0.5160, 0.0001, 1.4614e-01, 0.3716, 0.0001, 2.4126e+00, 7.1688e+05, 505.43228, collision
5.46, 0.00, 0.3293, 0.0001, -7.6789e-02, 0.4838, 0.0000, 3.8811e-01, 0.4256, 0.0001, 4.6478e-01, 2.1827e+06, 1512.27332, collision
10.99, 0.00, 0.0002, 0.0002, -2.7379e-05, 0.0097, 0.0097, 1.4668e-02, 338285.2940, 1.0000, -1.0005e+00, 8.5381e+02, 0.60305, a<0
10.09, 0.00, 0.0004, 0.0000, 4.9307e-05, 0.0114, 0.0057, -2.4587e-03, 0.2030, 0.1189, 4.7173e-02, 8.8797e+02, 0.62432, a>0.4R_H
4.67, 0.00, 0.3263, 0.0001, -4.7073e-02, 0.2855, 0.0001, -3.6672e-02, 0.1583, 0.0000, 3.1256e+00, 3.0720e+06, 2088.40995, collision
6.43, 0.00, 0.4462, 0.0000, 5.6018e-01, 0.5395, 0.0000, -4.2108e-01, 0.7590, 0.0000, 1.8108e+00, 1.9866e+06, 1390.08509, collision
7.46, 0.00, 0.1730, 0.0000, 1.9284e-01, 0.1357, 0.0000, -5.7919e-04, 0.0974, 0.0000, 1.8846e-03, 1.0000e+07, 6093.90258, tmax
4.15, 0.00, 0.3488, 0.0017, -3.0377e-01, 0.2655, 0.0008, 1.4308e+00, 0.7085, 0.0008, 8.2669e-01, 7.7344e+04, 57.87883, collision
3.76, 0.00, 0.0000, 1.0000, -9.1760e-02, 0.0000, 1.0000, 1.7544e+00, 0.0000, 1.0000, -3.0859e-01, 6.1499e+01, 0.04988, collision
3.83, 0.00, 0.2999, 0.0115, -1.0065e-01, 0.3345, 0.0158, 6.9621e-01, 0.2181, 0.0156, -8.5670e-02, 3.0457e+03, 2.48368, collision
5.62, 0.00, 0.4763, 0.0000, 7.9365e-01, 0.3650, 0.0000, -3.2361e-01, 0.2647, 0.0000, 2.3768e-01, 7.7093e+06, 4943.35061, collision
7.04, 0.00, 0.6299, 0.0000, 1.7491e-02, 0.4184, 0.0000, 3.3739e-01, 0.3830, 0.0001, 1.9387e-01, 7.5060e+06, 4873.96649, d<R_roche
6.60, 0.00, 0.7010, 0.0000, -2.6700e-02, 0.5115, 0.0000, 1.4336e+00, 0.5043, 0.0000, -4.4375e-01, 4.1385e+06, 2814.91385, d<R_roche
5.14, 0.00, 0.3424, 0.0001, -3.6256e-02, 0.3879, 0.0000, 6.1861e-01, 0.2004, 0.0000, 1.6225e-01, 6.5208e+06, 4216.50488, collision
8.35, 0.00, 0.5656, 0.0000, 6.8382e-02, 0.4738, 0.0000, 1.0526e-01, 0.4800, 0.0001, 3.0462e-01, 5.8992e+06, 3828.48757, d<R_roche
6.22, 0.00, 0.5580, 0.0014, -1.2842e-01, 0.5839, 0.0008, 4.4903e-01, 0.4747, 0.0011, 2.2803e-01, 8.8141e+05, 678.91330, d<R_roche
8.60, 0.00, 0.6624, 0.0000, 9.5825e-02, 0.5611, 0.0000, 3.5322e-01, 0.2636, 0.0001, -1.1534e-02, 9.6146e+06, 6081.37924, d<R_roche
8.33, 0.00, 0.3298, 0.0000, 2.2763e-01, 0.2987, 0.0000, -9.0155e-04, 0.2067, 0.0001, 1.5754e-02, 1.0000e+07, 6500.89039, tmax
4.02, 0.00, 0.3829, 0.0013, 1.2959e-01, 0.4283, 0.0008, -1.0615e-01, 0.2976, 0.0008, 2.2412e-01, 2.8534e+05, 215.37733, collision
6.50, 0.00, 0.5207, 0.0000, 2.0075e+00, 0.5583, 0.0000, -5.2970e-01, 0.3975, 0.0000, 2.4152e-01, 1.8016e+06, 1245.46316, collision
10.23, 0.00, 0.0007, 0.0007, -3.7617e-05, 0.0111, 0.0111, 4.8278e-03, 0.1148, 0.1148, 4.4181e-02, 8.5381e+02, 0.60069, a>0.4R_H
4.90, 0.00, 0.4152, 0.0000, -1.6829e-01, 0.4987, 0.0001, 4.1276e-01, 0.5721, 0.0000, 6.5339e-01, 4.0414e+06, 2692.11936, d<R_roche
7.23, 0.00, 0.5065, 0.0000, 7.3262e-01, 0.4196, 0.0000, -3.5860e-01, 0.6447, 0.0000, 6.8814e-01, 9.4283e+06, 5934.44759, collision
7.86, 0.00, 0.2395, 0.0000, 2.0940e-01, 0.2233, 0.0001, 1.5860e-02, 0.1502, 0.0001, -7.8399e-03, 1.0000e+07, 6457.91708, tmax
5.99, 0.00, 0.3345, 0.0000, 9.3015e-02, 0.3314, 0.0000, 5.3631e-01, 0.3683, 0.0000, 7.4345e-02, 9.6217e+06, 5983.52428, collision
4.92, 0.00, 0.2549, 0.0001, 9.3788e-02, 0.2297, 0.0001, 1.5838e-01, 0.2403, 0.0001, 1.1983e-01, 4.7324e+06, 3122.85712, collision
5.97, 0.00, 0.3073, 0.0000, -1.9701e-02, 0.2875, 0.0000, 1.1019e+00, 0.1957, 0.0000, 1.7059e-01, 9.4033e+06, 5859.86911, collision
8.86, 0.00, 0.0063, 0.0000, 1.9006e-01, 0.0163, 0.0000, 1.1027e-03, 0.0812, 0.0000, 3.2883e-03, 1.0000e+07, 6082.17178, tmax
10.92, 0.00, 0.0000, 1.0000, 1.1559e-02, 0.0000, 1.0000, 5.0944e-02, 0.0000, 1.0000, 2.0973e-01, 1.0215e+02, 0.07679, collision
7.59, 0.00, 0.0210, 0.0000, 1.8888e-01, 0.0227, 0.0000, 1.0408e-02, 0.0383, 0.0000, -8.5507e-03, 1.0000e+07, 6116.40867, tmax
10.57, 0.00, 0.0003, 0.0003, -2.7143e-05, 0.0059, 0.0059, 2.0973e-03, 216471.9660, 1.0000, -1.0008e+00, 8.5381e+02, 0.60081, a<0
9.64, 0.00, 0.0238, 0.0000, 1.8948e-01, 0.0304, 0.0000, 7.2680e-03, 0.1900, 0.0000, -1.2229e-02, 1.0000e+07, 6093.77003, tmax
6.64, 0.00, 0.1062, 0.0000, 1.9261e-01, 0.0870, 0.0000, -3.2537e-04, 0.0688, 0.0000, 6.0891e-03, 1.0000e+07, 6150.73831, tmax
10.60, 0.00, 0.0004, 0.0004, -6.2128e-05, 0.0147, 0.0147, 9.8502e-03, 236531.1442, 1.0000, -1.0008e+00, 8.5381e+02, 0.59863, a<0
7.39, 0.00, 0.1803, 0.0000, 1.9499e-01, 0.1417, 0.0000, -5.7541e-03, 0.0830, 0.0000, 3.0612e-03, 1.0000e+07, 6150.76400, tmax
8.22, 0.00, 0.0233, 0.0000, 1.8906e-01, 0.0349, 0.0000, 3.7192e-03, 0.0521, 0.0001, 1.8172e-02, 1.0000e+07, 6072.54742, tmax
10.01, 0.00, 0.0004, 0.0004, -7.1892e-05, 0.0061, 0.0061, 4.5859e-03, 0.1918, 0.1918, 1.0052e-01, 8.5381e+02, 0.60089, a>0.4R_H
9.04, 0.00, 0.0092, 0.0000, 1.8961e-01, 0.0175, 0.0000, 6.4359e-03, 0.0953, 0.0002, 4.8457e-02, 1.0000e+07, 6069.02025, tmax
3.77, 0.00, 0.0000, 1.0000, -5.1937e-02, 0.0000, 1.0000, 2.4809e-01, 0.0000, 1.0000, 8.4931e-01, 2.3587e+02, 0.18424, collision
5.85, 0.00, 0.1055, 0.0000, 1.9085e-01, 0.0897, 0.0001, 8.7960e-03, 0.0755, 0.0000, 1.7422e-02, 1.0000e+07, 6203.61043, tmax
9.18, 0.00, 0.0079, 0.0000, 1.9007e-01, 0.0164, 0.0000, 1.5152e-02, 0.1079, 0.0002, -3.5726e-03, 1.0000e+07, 6061.69450, tmax
4.63, 0.00, 0.1796, 0.0001, 2.7591e-01, 0.2784, 0.0001, 1.5240e-04, 0.1959, 0.0000, 2.0711e-01, 3.2227e+06, 2194.22844, collision
8.88, 0.00, 0.0058, 0.0000, 1.9064e-01, 0.0171, 0.0000, 1.4866e-02, 0.0826, 0.0002, 1.9729e-02, 1.0000e+07, 6063.74683, tmax
10.78, 0.00, 0.0028, 0.0028, -6.3247e-05, 0.0718, 0.0718, -2.3519e-02, 172072.9880, 1.0000, -1.0009e+00, 8.5381e+02, 0.59936, a<0
9.68, 0.00, 0.0070, 0.0000, 1.8975e-01, 0.0165, 0.0000, 8.3957e-03, 0.2029, 0.0001, 5.2259e-02, 1.0000e+07, 6054.63205, tmax
7.41, 0.00, 0.1576, 0.0000, 1.7557e-01, 0.1130, 0.0000, 8.1643e-02, 0.0487, 0.0000, -2.1490e-02, 1.0000e+07, 6415.80193, tmax
10.63, 0.00, 0.0004, 0.0004, -2.1131e-05, 0.0152, 0.0152, 1.3790e-02, 235048.6942, 1.0000, -1.0008e+00, 8.5381e+02, 0.60643, a<0
5.61, 0.00, 0.2612, 0.0000, -3.5307e-02, 0.5605, 0.0000, 1.3508e+00, 0.2399, 0.0001, 2.6621e-01, 9.9279e+06, 6161.40434, collision
10.27, 0.00, 0.0016, 0.0016, 9.1519e-05, 0.0433, 0.0433, -5.7377e-03, 97624.7248, 1.0000, -1.0015e+00, 8.5381e+02, 0.59947, a<0
4.80, 0.00, 0.2928, 0.0001, 3.5419e-01, 0.1910, 0.0000, -1.2920e-01, 0.1185, 0.0000, 5.0550e-02, 4.2770e+06, 2858.01226, collision
9.17, 0.00, 0.0068, 0.0000, 1.8939e-01, 0.0163, 0.0000, 1.0238e-02, 0.1068, 0.0002, 4.9039e-02, 1.0000e+07, 6058.67307, tmax
10.43, 0.00, 0.0024, 0.0024, -8.7270e-04, 0.0278, 0.0278, 4.7987e-03, 224182.8364, 1.0000, -1.0009e+00, 8.5381e+02, 0.60094, a<0
6.10, 0.00, 0.3744, 0.0000, 1.4256e+00, 0.3827, 0.0000, -4.4192e-01, 0.3449, 0.0000, 2.1970e-01, 6.5868e+06, 4208.53040, collision
7.38, 0.00, 0.3160, 0.0000, 1.8819e-01, 0.2712, 0.0000, 4.0428e-02, 0.2266, 0.0000, -1.1880e-02, 1.0000e+07, 6172.91055, tmax
7.55, 0.00, 0.0483, 0.0000, 1.8901e-01, 0.0508, 0.0000, 1.5683e-02, 0.0539, 0.0000, 2.1701e-02, 1.0000e+07, 6094.76643, tmax
3.95, 0.00, 0.2433, 0.0013, -9.5516e-02, 0.2348, 0.0037, 1.3578e-01, 0.1923, 0.0018, 6.5602e-01, 1.7321e+05, 132.58689, collision
4.08, 0.00, 0.2753, 0.0016, 8.1711e+00, 0.2713, 0.0021, -5.6478e-01, 0.3050, 0.0013, 4.5509e-01, 1.3811e+05, 103.65946, collision
7.78, 0.00, 0.7042, 0.0000, -1.0730e-01, 0.6631, 0.0000, 2.3625e+00, 0.7303, 0.0001, -4.0090e-01, 3.5694e+06, 2621.83652, d<R_roche
6.59, 0.00, 0.3978, 0.0000, 7.6356e-03, 0.3370, 0.0000, 8.0335e-01, 0.3402, 0.0001, 1.5457e-02, 3.0140e+06, 2065.60825, collision
10.95, 0.00, 0.0146, 0.0146, 1.4744e-02, 0.0386, 0.0386, -3.7680e-02, 22815.2249, 1.0000, -1.0032e+00, 8.5381e+02, 0.59316, a<0
5.43, 0.00, 0.3386, 0.0000, 1.8808e-01, 0.3947, 0.0000, 1.2378e-02, 0.1356, 0.0000, 7.7565e-02, 1.7557e+06, 1224.39819, collision
5.38, 0.00, 0.5249, 0.0000, -7.9618e-02, 0.5269, 0.0001, 1.8965e+00, 0.4148, 0.0001, -4.3619e-01, 1.5971e+06, 1109.60496, d<R_roche
7.49, 0.00, 0.0959, 0.0000, 1.9065e-01, 0.1013, 0.0000, 1.2453e-02, 0.0437, 0.0000, 7.2807e-03, 1.0000e+07, 6087.16646, tmax
5.28, 0.00, 0.3478, 0.0001, -6.6366e-02, 0.3341, 0.0001, 9.6391e-02, 0.3550, 0.0000, 7.9056e-01, 6.9178e+05, 497.22826, collision
6.49, 0.00, 0.4007, 0.0000, 3.4936e-01, 0.4109, 0.0001, -2.0427e-01, 0.2746, 0.0000, 7.8553e-02, 1.9395e+06, 1349.41039, collision
7.95, 0.00, 0.0675, 0.0000, 1.8859e-01, 0.0670, 0.0000, 1.5123e-02, 0.0499, 0.0000, 1.6952e-02, 1.0000e+07, 6154.84183, tmax
7.03, 0.00, 0.1508, 0.0000, 1.9346e-01, 0.1211, 0.0000, -4.0451e-03, 0.0853, 0.0000, 2.8477e-03, 1.0000e+07, 6119.84621, tmax
10.35, 0.00, 0.0004, 0.0004, 2.5198e-05, 0.0152, 0.0152, -6.1503e-03, 165658.3677, 1.0000, -1.0011e+00, 8.5381e+02, 0.60352, a<0
4.48, 0.00, 0.3303, 0.0002, 9.4273e-02, 0.4285, 0.0002, 1.2502e-01, 0.3737, 0.0001, 2.0704e-01, 1.5618e+06, 1101.84405, collision
9.08, 0.00, 0.0074, 0.0000, 1.9051e-01, 0.0166, 0.0000, 1.4315e-02, 0.0978, 0.0000, -6.4496e-03, 1.0000e+07, 6056.88969, tmax
5.16, 0.00, 0.4027, 0.0001, -4.8165e-02, 0.4119, 0.0000, 5.7049e-02, 0.3743, 0.0000, 8.6754e+00, 6.8898e+06, 4423.75040, collision
5.49, 0.00, 0.5407, 0.0001, 1.6630e-01, 0.5494, 0.0001, -2.0494e-03, 0.3738, 0.0000, 3.1318e-01, 2.6161e+06, 1795.09187, collision
7.84, 0.00, 0.0304, 0.0000, 1.8890e-01, 0.0312, 0.0000, 7.0400e-03, 0.0439, 0.0001, 2.3539e-02, 1.0000e+07, 6072.91301, tmax
5.04, 0.00, 0.3086, 0.0001, -9.6097e-02, 0.3227, 0.0002, 5.7793e+00, 0.4008, 0.0001, -4.3068e-01, 1.1409e+06, 811.48669, collision
5.92, 0.00, 0.5958, 0.0000, -1.9741e-01, 0.8019, 0.0001, 1.5129e+00, 0.4523, 0.0000, 5.8310e-01, 7.2256e+06, 4628.77331, d<R_roche
10.10, 0.00, 0.0002, 0.0002, 3.4264e-05, 0.0085, 0.0085, -2.8507e-03, 0.1395, 0.1395, 2.4753e-02, 8.5381e+02, 0.60440, a>0.4R_H
8.16, 0.00, 0.2844, 0.0000, 1.9766e-01, 0.2407, 0.0000, 1.4913e-02, 0.1377, 0.0000, 2.5406e-02, 1.0000e+07, 6306.07838, tmax
3.68, 0.00, 0.0000, 1.0000, 4.5612e-02, 0.0000, 1.0000, -1.9403e-02, 0.0000, 1.0000, 2.6516e-01, 2.1519e+02, 0.16782, collision
7.91, 0.00, 0.5433, 0.0001, 6.0737e-02, 0.4771, 0.0000, -2.2218e-02, 0.7077, 0.0001, 9.5324e-01, 3.5866e+06, 2550.76884, a>0.4R_H
6.48, 0.00, 0.4160, 0.0000, 4.7852e-01, 0.3849, 0.0000, -2.4989e-01, 0.2741, 0.0000, 1.7675e-02, 2.3081e+06, 1609.33726, collision
7.50, 0.00, 0.0525, 0.0000, 1.8974e-01, 0.0544, 0.0000, 1.7802e-02, 0.0447, 0.0000, 2.6382e-02, 1.0000e+07, 6084.07130, tmax
7.26, 0.00, 0.3638, 0.0000, 3.8124e-01, 0.5598, 0.0000, -6.5026e-02, 0.3060, 0.0000, 1.8200e-01, 8.7121e+06, 5453.01638, collision
5.84, 0.00, 0.1134, 0.0000, 1.9061e-01, 0.0964, 0.0000, 2.7968e-02, 0.0627, 0.0000, 2.2319e-04, 1.0000e+07, 6216.38344, tmax
5.54, 0.00, 0.1221, 0.0000, 1.8099e-01, 0.1155, 0.0001, 3.2655e-02, 0.1081, 0.0000, 3.3743e-03, 1.0000e+07, 6256.34689, tmax
6.57, 0.00, 0.4002, 0.0000, 1.8589e-02, 0.4251, 0.0000, 1.4556e+01, 0.3525, 0.0000, -5.5966e-01, 2.8022e+06, 1969.10717, collision
8.46, 0.00, 0.2398, 0.0000, 1.9667e-01, 0.2055, 0.0000, 1.5466e-02, 0.1064, 0.0000, 4.9602e-03, 1.0000e+07, 6240.57650, tmax
8.82, 0.00, 0.0067, 0.0000, 1.8961e-01, 0.0168, 0.0000, 8.0772e-03, 0.0786, 0.0000, 4.4545e-02, 1.0000e+07, 6065.07749, tmax
3.72, 0.00, 0.0000, 1.0000, -1.6018e-01, 0.0000, 1.0000, 6.5885e-02, 0.0000, 1.0000, 1.2814e+00, 8.1153e+01, 0.06737, collision
6.88, 0.00, 0.1272, 0.0000, 1.9195e-01, 0.1001, 0.0000, -3.0127e-04, 0.0798, 0.0000, -1.1273e-03, 1.0000e+07, 6095.62323, tmax
9.89, 0.00, 0.0002, 0.0002, 1.0007e-04, 0.0113, 0.0085, 1.5845e-02, 0.1130, 0.0948, 7.3404e-02, 8.8797e+02, 0.65245, a>0.4R_H
6.17, 0.00, 0.4428, 0.0005, 7.7004e-01, 0.5682, 0.0005, -3.7189e-01, 0.5731, 0.0005, 8.2630e-01, 4.6655e+05, 361.09150, collision
4.56, 0.00, 0.5598, 0.0001, -1.4658e-01, 0.5175, 0.0002, 7.5254e-01, 0.3902, 0.0000, 2.5226e-01, 2.1076e+06, 1465.75229, collision
4.93, 0.00, 0.2071, 0.0001, 1.2324e+00, 0.2782, 0.0000, -4.0252e-01, 0.2014, 0.0001, 1.3040e-01, 3.6526e+06, 2452.73285, collision
9.37, 0.00, 0.0053, 0.0000, 1.8984e-01, 0.0161, 0.0000, -2.1363e-03, 0.1339, 0.0001, 5.0173e-03, 1.0000e+07, 6066.79378, tmax
6.61, 0.00, 0.3775, 0.0000, 6.2693e-02, 0.3809, 0.0000, 5.4448e-01, 0.6198, 0.0001, 2.3355e-01, 9.5505e+06, 6057.73649, collision
6.80, 0.00, 0.3426, 0.0000, 1.9925e-01, 0.2730, 0.0000, 1.3586e-02, 0.2244, 0.0000, 5.9346e-03, 1.0000e+07, 6352.67620, tmax
8.65, 0.00, 0.2847, 0.0000, 1.9268e-01, 0.2487, 0.0000, 7.0165e-03, 0.1592, 0.0000, 3.3928e-02, 1.0000e+07, 6148.30102, tmax
8.79, 0.00, 0.0270, 0.0000, 1.8932e-01, 0.0299, 0.0000, 1.5938e-02, 0.0764, 0.0000, 2.1279e-02, 1.0000e+07, 6063.81072, tmax
