# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, eM3_max, eM3_min, dA3_over_A0, t_end(PM), wall_time, fate
9.84, 0.00, 0.0007, 0.0001, 3.3232e-04, 0.0147, 0.0023, 9.3623e-03, 0.2520, 0.0539, 8.9475e-02, 2.2199e+03, 1.58948, a>0.4R_H
3.92, 0.00, 0.5197, 0.0037, -4.2942e-01, 0.9420, 0.0037, 4.3105e+00, 0.5440, 0.0022, 8.1293e-01, 3.0498e+04, 24.81465, d<R_roche
4.88, 0.00, 0.3214, 0.0001, -8.3868e-02, 0.3179, 0.0003, 7.0010e-01, 0.1912, 0.0002, 3.7119e-01, 4.6424e+05, 324.93476, collision
4.14, 0.00, 0.4799, 0.0029, -9.5122e-02, 0.3014, 0.0009, 1.1883e+00, 0.4925, 0.0005, -7.1313e-02, 4.4163e+05, 336.16919, collision
4.23, 0.00, 0.3156, 0.0016, 1.1280e+00, 0.2911, 0.0008, -3.6534e-01, 0.2192, 0.0003, 3.9684e-02, 4.6929e+05, 349.42837, collision
4.75, 0.00, 0.5091, 0.0002, 1.4833e+00, 0.2726, 0.0004, -4.5610e-01, 0.4740, 0.0001, 1.8323e+00, 5.1697e+05, 359.96795, collision
10.59, 0.00, 0.0006, 0.0006, 1.5189e-04, 0.0102, 0.0102, -3.2427e-03, 231579.5693, 1.0000, -1.0008e+00, 8.5381e+02, 0.61398, a<0
4.42, 0.00, 0.2928, 0.0005, 1.2152e+00, 0.2801, 0.0003, -3.4742e-01, 0.2288, 0.0002, 2.4569e-02, 5.2537e+05, 371.72199, collision
4.36, 0.00, 0.2814, 0.0004, -3.3447e-02, 0.2523, 0.0005, 5.2737e-01, 0.1993, 0.0002, 7.7574e-02, 5.5002e+05, 389.82522, collision
4.55, 0.00, 0.2624, 0.0003, -2.3799e-02, 0.3346, 0.0004, 5.1456e-01, 0.4762, 0.0001, 3.7417e-02, 5.7358e+05, 396.71834, collision
5.25, 0.00, 0.5545, 0.0002, -3.1137e-02, 0.4578, 0.0001, 1.6288e+00, 0.3577, 0.0001, -4.1256e-01, 5.8725e+05, 406.57353, d<R_roche
10.83, 0.00, 0.0044, 0.0044, -1.2821e-03, 0.0083, 0.0083, 1.1264e-02, 162742.1959, 1.0000, -1.0009e+00, 8.5381e+02, 0.61224, a<0
10.13, 0.00, 0.0004, 0.0004, 7.0891e-05, 0.0128, 0.0128, 4.6114e-03, 0.0736, 0.0736, 1.5421e-02, 8.5381e+02, 0.61146, a>0.4R_H
6.40, 0.00, 0.4824, 0.0001, -5.6265e-02, 0.5726, 0.0001, 5.3969e-01, 0.2149, 0.0001, 9.2144e-02, 5.8999e+05, 434.25640, d<R_roche
4.54, 0.00, 0.4066, 0.0001, -3.5190e-02, 0.2491, 0.0003, 1.2355e+00, 0.2822, 0.0000, -1.9424e-01, 6.8650e+05, 471.80471, collision
5.04, 0.00, 0.3076, 0.0002, 3.1018e-01, 0.3275, 0.0001, -7.2633e-02, 0.2360, 0.0000, 1.1973e-01, 7.7368e+05, 526.95290, collision
6.55, 0.00, 0.4434, 0.0001, -2.6548e-02, 0.5305, 0.0001, -3.7417e-02, 0.8894, 0.0001, 4.2792e+00, 7.5569e+05, 529.66635, a>0.4R_H
10.75, 0.00, 0.0002, 0.0002, 1.5904e-04, 0.0164, 0.0164, -8.8460e-03, 195547.8233, 1.0000, -1.0008e+00, 8.5381e+02, 0.61363, a<0
4.09, 0.00, 0.5207, 0.0035, 3.6737e-01, 0.4915, 0.0005, -2.7864e-01, 0.4451, 0.0014, 4.1670e-01, 1.9217e+05, 146.38126, collision
4.33, 0.00, 0.3073, 0.0009, -1.1899e-01, 0.3317, 0.0005, 2.5696e+00, 0.2277, 0.0002, 6.9170e-02, 8.0003e+05, 576.15138, collision
6.86, 0.00, 0.6914, 0.0000, -5.2752e-01, 0.8905, 0.0001, 7.5265e-02, 0.5076, 0.0001, 3.2443e-01, 8.7820e+05, 623.60342, d<R_roche
10.72, 0.00, 0.0003, 0.0003, 8.0641e-05, 0.0112, 0.0112, 7.0950e-03, 209413.6669, 1.0000, -1.0008e+00, 8.5381e+02, 0.82215, a<0
5.07, 0.00, 0.1904, 0.0001, 3.3860e-02, 0.2691, 0.0001, 1.3092e+00, 0.1075, 0.0001, -2.9812e-01, 9.5760e+05, 629.65970, collision
10.32, 0.00, 0.0007, 0.0007, 6.5565e-05, 0.0121, 0.0121, 1.3635e-03, 0.7342, 0.7342, 1.2588e+00, 8.5381e+02, 0.64053, a>0.4R_H
6.59, 0.00, 0.4148, 0.0000, 3.2907e-02, 0.6556, 0.0001, 4.6179e-01, 0.3540, 0.0001, 4.2883e-01, 9.1577e+05, 632.98762, collision
4.76, 0.00, 0.3263, 0.0002, 1.2837e+00, 0.4352, 0.0003, -3.7612e-01, 0.2189, 0.0001, 7.0743e-02, 9.5705e+05, 639.79633, collision
4.27, 0.00, 0.4291, 0.0012, 2.9672e-02, 0.3192, 0.0009, 7.8649e-01, 0.2758, 0.0002, -1.1069e-01, 8.8974e+05, 647.25879, collision
5.05, 0.00, 0.2480, 0.0002, 2.5538e-01, 0.2812, 0.0001, -3.2381e-02, 0.2538, 0.0001, 1.3045e-01, 9.8731e+05, 649.29066, collision
3.69, 0.00, 0.0000, 1.0000, -8.1806e-02, 0.0000, 1.0000, -1.5411e-01, 0.0000, 1.0000, -6.0699e+00, 8.6012e+01, 0.07369, collision
6.67, 0.00, 0.4323, 0.0000, 5.2778e-01, 0.3952, 0.0000, -2.1295e-01, 0.2627, 0.0000, 6.6720e-02, 9.6503e+05, 650.45841, collision
5.50, 0.00, 0.4454, 0.0003, -2.4332e-02, 0.3339, 0.0002, 1.9159e+00, 0.4494, 0.0001, -2.4234e-01, 1.0077e+06, 667.95145, collision
10.58, 0.00, 0.0005, 0.0005, 1.5059e-04, 0.0099, 0.0099, -3.0034e-03, 224429.5541, 1.0000, -1.0008e+00, 8.5381e+02, 0.61479, a<0
10.62, 0.00, 0.0004, 0.0004, 1.0550e-04, 0.0132, 0.0132, -3.1866e-04, 237430.4107, 1.0000, -1.0008e+00, 8.5381e+02, 0.61164, a<0
6.01, 0.00, 0.3700, 0.0001, 3.8539e-02, 0.3235, 0.0001, 4.1949e+00, 0.3278, 0.0001, -4.5292e-01, 1.0637e+06, 698.83245, collision
4.41, 0.00, 0.2394, 0.0009, 2.9137e-02, 0.2187, 0.0000, 4.1637e-01, 0.2123, 0.0000, 1.0933e-02, 3.5224e+05, 250.01783, collision
4.49, 0.00, 0.4230, 0.0006, -6.6116e-02, 0.4903, 0.0001, 5.7682e-01, 0.2851, 0.0003, 1.3486e-01, 4.9816e+05, 350.29029, collision
6.24, 0.00, 0.5438, 0.0011, -2.2636e-02, 0.4788, 0.0017, 1.6128e+00, 0.4261, 0.0007, -3.0077e-01, 2.5752e+05, 197.75391, collision
10.37, 0.00, 0.0007, 0.0007, 2.0193e-04, 0.0126, 0.0126, -2.0310e-03, 197221.9271, 1.0000, -1.0010e+00, 8.5381e+02, 0.60971, a<0
5.53, 0.00, 0.5256, 0.0001, -2.1076e-01, 0.4488, 0.0001, 1.6897e+00, 0.4892, 0.0001, 6.6382e+00, 1.1668e+06, 766.65001, collision
8.07, 0.00, 0.5499, 0.0000, 8.9671e-02, 0.8425, 0.0001, 4.1787e+00, 0.4356, 0.0001, -5.7917e-01, 1.1093e+06, 772.22420, a>0.4R_H
10.08, 0.00, 0.0004, 0.0003, 1.6712e-04, 0.0112, 0.0071, 1.4516e-02, 0.2128, 0.1184, 1.0268e-01, 8.8797e+02, 0.63550, a>0.4R_H
6.00, 0.00, 0.4258, 0.0000, -2.2743e-02, 0.5943, 0.0001, 3.6340e+00, 0.5289, 0.0000, -2.7888e-01, 1.1942e+06, 792.21110, collision
10.53, 0.00, 0.0001, 0.0001, 8.8271e-05, 0.0111, 0.0111, 1.3793e-02, 182867.3990, 1.0000, -1.0009e+00, 8.5381e+02, 0.61080, a<0
6.29, 0.00, 0.4170, 0.0000, -2.5814e-02, 0.5272, 0.0002, 1.6972e+00, 0.3630, 0.0002, -2.2127e-01, 5.1148e+05, 392.00308, collision
10.90, 0.00, 0.0157, 0.0157, -1.3295e-02, 0.0125, 0.0125, -6.5733e-03, 87741.9613, 1.0000, -1.0013e+00, 8.5381e+02, 0.62506, a<0
5.15, 0.00, 0.2879, 0.0000, 1.6377e+00, 0.2460, 0.0002, -4.1118e-01, 0.1581, 0.0001, 8.7432e-02, 1.2323e+06, 802.17007, collision
4.44, 0.00, 0.3589, 0.0003, 9.6147e-02, 0.4758, 0.0004, -9.9008e-03, 0.2071, 0.0002, 4.3327e-01, 4.7181e+05, 332.23568, collision
10.86, 0.00, 0.1275, 0.1275, 6.1921e-02, 0.1345, 0.1345, -2.8117e-01, 7978.9578, 1.0000, -1.0071e+00, 8.5381e+02, 0.69485, a<0
4.16, 0.00, 0.3028, 0.0056, 1.1508e-01, 0.3100, 0.0009, 8.4386e-02, 0.2371, 0.0004, 4.1534e-02, 3.7129e+05, 279.33837, collision
4.37, 0.00, 0.3920, 0.0007, 2.9177e+00, 0.3588, 0.0004, -5.1357e-01, 0.3234, 0.0001, 3.5333e-01, 5.1459e+05, 378.59992, collision
10.06, 0.00, 0.0003, 0.0003, 9.2463e-05, 0.0130, 0.0130, 1.3624e-02, 0.2582, 0.2582, 6.5922e-02, 8.5381e+02, 0.61311, a>0.4R_H
5.93, 0.00, 0.4331, 0.0000, 5.7411e-02, 0.3314, 0.0000, 1.5352e-01, 0.3762, 0.0000, 9.1303e-01, 1.0638e+06, 701.04128, collision
6.89, 0.00, 0.4546, 0.0001, 3.5501e-01, 0.4419, 0.0000, 2.4716e-01, 0.3904, 0.0002, 9.7863e-02, 1.6077e+06, 1086.56681, collision
4.52, 0.00, 0.2889, 0.0001, -1.3418e-01, 0.2561, 0.0001, 1.1448e+00, 0.2338, 0.0001, 9.8214e-02, 6.3830e+05, 441.81883, collision
8.29, 0.00, 0.5664, 0.0000, 2.8583e-02, 0.5626, 0.0000, 1.3826e+00, 0.4806, 0.0001, -9.8871e-02, 1.6588e+06, 1105.27188, d<R_roche
3.81, 0.00, 0.0000, 1.0000, 4.0168e-01, 0.0000, 1.0000, -2.5464e-01, 0.0000, 1.0000, 1.3338e-01, 9.9386e+01, 0.07992, collision
10.76, 0.00, 0.0004, 0.0004, 8.2780e-05, 0.0069, 0.0069, 8.0250e-03, 191513.5271, 1.0000, -1.0008e+00, 8.5381e+02, 0.61158, a<0
10.64, 0.00, 0.0003, 0.0003, 7.0098e-05, 0.0134, 0.0134, 7.7891e-03, 231634.3599, 1.0000, -1.0008e+00, 8.5381e+02, 0.61089, a<0
4.20, 0.00, 0.3870, 0.0014, -4.3350e-02, 0.4546, 0.0008, 3.7096e-01, 0.2578, 0.0004, 2.1418e-01, 4.2728e+05, 319.30626, collision
7.17, 0.00, 0.4572, 0.0000, 6.1493e-02, 0.4880, 0.0001, 7.2498e-02, 0.7829, 0.0001, 2.8140e+00, 1.7496e+06, 1113.39990, a>0.4R_H
4.69, 0.00, 0.3131, 0.0002, -6.9032e-02, 0.3530, 0.0000, 7.9120e-01, 0.4101, 0.0003, 2.0973e-01, 1.1457e+06, 759.68350, collision
6.43, 0.00, 0.4242, 0.0000, 4.9258e-01, 0.4603, 0.0001, -1.5313e-01, 0.6262, 0.0001, 7.7323e-01, 8.0418e+05, 592.78349, collision
4.98, 0.00, 0.2924, 0.0001, -1.6369e-02, 0.4503, 0.0003, 6.8412e-02, 0.7194, 0.0001, 1.6389e+00, 8.0636e+05, 544.56442, collision
4.08, 0.00, 0.2983, 0.0029, 2.4086e-01, 0.3798, 0.0015, -1.2654e-01, 0.4045, 0.0010, 1.8365e-01, 2.5508e+05, 194.91058, collision
7.92, 0.00, 0.5090, 0.0001, 1.0039e-01, 0.5978, 0.0002, 2.9177e-01, 0.5411, 0.0001, 9.7518e-01, 1.8996e+06, 1261.95790, a>0.4R_H
5.82, 0.00, 0.3841, 0.0000, 8.2404e-02, 0.3502, 0.0001, 1.6312e-01, 0.3450, 0.0000, 1.4394e+00, 2.0985e+06, 1271.24769, collision
3.67, 0.00, 0.2045, 0.2045, -8.5783e-02, 1470425.7463, 1.0000, -1.0024e+00, 0.0000, 1.0000, -1.0016e+00, 8.5381e+02, 0.75599, a<0
6.48, 0.00, 0.4521, 0.0001, -5.8784e-02, 0.7553, 0.0001, 5.4429e+00, 0.5494, 0.0000, -3.3284e-01, 2.0655e+06, 1273.77941, a>0.4R_H
7.67, 0.00, 0.4756, 0.0001, 2.7849e-01, 0.6475, 0.0002, 2.8232e-01, 0.2664, 0.0002, 2.9254e-01, 2.0051e+06, 1299.78528, collision
6.80, 0.00, 0.3251, 0.0000, 1.0291e-01, 0.3006, 0.0000, 8.4803e-01, 0.2729, 0.0002, 9.9054e-02, 2.2662e+06, 1414.66987, collision
6.64, 0.00, 0.3933, 0.0001, 1.3394e+00, 0.4658, 0.0001, -4.2243e-01, 0.4103, 0.0000, 2.5387e-01, 1.1720e+06, 799.80582, collision
10.29, 0.00, 0.0005, 0.0005, 1.0133e-04, 0.0181, 0.0181, 6.5894e-03, 0.3770, 0.3770, 2.8141e-01, 8.5381e+02, 0.95956, a>0.4R_H
6.87, 0.00, 0.2890, 0.0001, 5.7777e-01, 0.3368, 0.0001, -8.3304e-02, 0.2276, 0.0000, 2.8668e-02, 2.4017e+06, 1492.54737, collision
4.68, 0.00, 0.3065, 0.0001, 1.1884e+00, 0.2631, 0.0001, -3.3907e-01, 0.2386, 0.0000, -1.5658e-02, 1.0711e+06, 712.20698, collision
9.98, 0.00, 0.0006, 0.0004, 1.3582e-04, 0.0091, 0.0090, 1.3991e-02, 0.2715, 0.1380, 1.0709e-01, 8.8797e+02, 0.63530, a>0.4R_H
10.50, 0.00, 0.0001, 0.0001, 6.3769e-05, 0.0095, 0.0095, 7.8295e-03, 150536.7462, 1.0000, -1.0011e+00, 8.5381e+02, 0.61161, a<0
10.10, 0.00, 0.0001, 0.0001, 1.3393e-04, 0.0087, 0.0087, -5.5272e-04, 0.1412, 0.1412, 1.9841e-02, 8.5381e+02, 0.61276, a>0.4R_H
5.92, 0.00, 0.4666, 0.0001, -2.4940e-01, 0.6876, 0.0001, -2.1748e+00, 0.3085, 0.0001, 3.1278e-01, 1.2304e+06, 823.47071, collision
6.18, 0.00, 0.5649, 0.0017, 7.5413e-01, 0.4247, 0.0009, -2.6471e-01, 0.3454, 0.0007, 1.2653e-01, 3.4267e+05, 272.26926, collision
7.22, 0.00, 0.4481, 0.0000, 1.2227e-01, 0.7277, 0.0001, 7.1528e-01, 0.4484, 0.0000, 4.9952e-01, 1.9455e+06, 1247.37393, collision
5.01, 0.00, 0.4927, 0.0001, -1.0069e-01, 0.6466, 0.0002, 2.2471e+00, 0.5809, 0.0001, -3.0083e-01, 9.5525e+05, 630.53936, d<R_roche
7.11, 0.00, 0.3323, 0.0000, 7.9627e-02, 0.3459, 0.0001, 2.2338e+00, 0.3164, 0.0001, 2.5075e-01, 2.6954e+06, 1689.72035, collision
10.35, 0.00, 0.0004, 0.0004, 1.1723e-04, 0.0153, 0.0153, -3.0752e-03, 165631.2895, 1.0000, -1.0011e+00, 8.5381e+02, 0.64094, a<0
7.24, 0.00, 0.6785, 0.0001, 8.9865e-02, 0.5335, 0.0001, 3.9236e-01, 0.5239, 0.0000, 4.4860e-01, 2.8463e+06, 1748.76636, d<R_roche
3.71, 0.00, 0.0000, 1.0000, -3.9480e-02, 0.0000, 1.0000, 2.6142e+00, 0.0000, 1.0000, -3.4651e-01, 2.9592e+01, 0.44323, collision
7.59, 0.00, 0.7163, 0.0001, 1.4045e-01, 0.4937, 0.0001, 1.6947e-01, 0.4318, 0.0001, -9.2951e+00, 2.9797e+06, 1761.51232, collision
9.93, 0.00, 0.0003, 0.0003, 6.1313e-05, 0.0125, 0.0063, 7.9380e-03, 0.1803, 0.1648, 7.0878e-02, 8.8797e+02, 0.63530, a>0.4R_H
6.75, 0.00, 0.3580, 0.0000, -2.1622e-02, 0.5828, 0.0000, 4.4366e-01, 0.3058, 0.0000, 2.6997e+00, 1.2497e+06, 828.79094, collision
10.45, 0.00, 0.0113, 0.0113, -1.0064e-02, 0.0183, 0.0183, -5.7082e-03, 142373.1301, 1.0000, -1.0012e+00, 8.5381e+02, 0.62226, a<0
5.45, 0.00, 0.2715, 0.0002, 7.5769e-01, 0.2878, 0.0003, -2.4628e-01, 0.2097, 0.0001, 6.1025e-02, 1.7664e+06, 1098.64073, collision
5.39, 0.00, 0.3326, 0.0001, 1.1299e-01, 0.2856, 0.0001, 3.0901e-01, 0.1915, 0.0001, 1.4196e-01, 1.2799e+06, 827.19781, collision
10.71, 0.00, 0.0003, 0.0003, 1.0644e-04, 0.0127, 0.0127, 1.1133e-02, 213098.5729, 1.0000, -1.0008e+00, 8.5381e+02, 0.62242, a<0
7.14, 0.00, 0.4582, 0.0000, 1.1077e+00, 0.3439, 0.0001, -2.4134e-01, 0.2910, 0.0001, 1.1243e-02, 2.3512e+06, 1484.22567, collision
5.21, 0.00, 0.2250, 0.0000, 8.6481e-01, 0.2038, 0.0002, -3.0298e-01, 0.1032, 0.0002, 3.1226e-02, 1.1976e+06, 772.90958, collision
5.60, 0.00, 0.2291, 0.0001, 2.2476e-01, 0.2786, 0.0002, 1.6569e-01, 0.1281, 0.0001, 7.2658e-02, 1.0499e+06, 692.79757, collision
3.77, 0.00, 0.0000, 1.0000, -3.5225e-02, 0.0000, 1.0000, 2.6109e-01, 0.0000, 1.0000, -3.6449e-03, 2.4006e+02, 0.19158, collision
5.40, 0.00, 0.2708, 0.0001, 1.5109e-01, 0.2478, 0.0001, 5.4394e-01, 0.1803, 0.0002, 8.1959e-02, 1.2420e+06, 801.43171, collision
7.29, 0.00, 0.4779, 0.0000, 2.9999e-01, 0.3273, 0.0001, 5.1602e-01, 0.3011, 0.0000, 1.5363e-01, 3.1819e+06, 1933.26013, collision
7.82, 0.00, 0.3442, 0.0001, 3.9763e+00, 0.4886, 0.0001, -4.7918e-01, 0.2195, 0.0002, 4.5712e-02, 3.1821e+06, 1959.14680, collision
3.88, 0.00, 0.2330, 0.0158, -2.4687e-01, 0.2326, 0.0018, -2.3492e+01, 0.1858, 0.0420, 6.6226e-02, 4.7107e+03, 3.90720, collision
5.84, 0.00, 0.7000, 0.0001, -3.1157e-01, 0.8267, 0.0000, 1.1606e+00, 0.6191, 0.0001, 1.1109e+00, 2.2382e+06, 1350.62947, d<R_roche
7.80, 0.00, 0.4742, 0.0001, 5.7977e+00, 0.5799, 0.0000, -5.5604e-01, 0.3035, 0.0000, 5.9725e-02, 3.4757e+06, 2037.32298, collision
5.06, 0.00, 0.3238, 0.0002, 1.3495e+00, 0.3635, 0.0001, -3.5437e-01, 0.2526, 0.0000, 9.4727e-02, 1.2018e+06, 776.75912, collision
3.73, 0.00, 0.0000, 1.0000, 1.4494e-01, 0.0000, 1.0000, -1.1768e-01, 0.0000, 1.0000, 1.3158e-01, 2.4965e+02, 0.21739, collision
3.86, 0.00, 0.1885, 0.0361, -1.0576e-01, 0.2925, 0.0265, -8.2607e-03, 0.2588, 0.0825, 1.1601e+00, 1.3419e+03, 1.12951, collision
5.63, 0.00, 0.5924, 0.0001, -6.5509e-02, 0.6103, 0.0001, 2.8634e+00, 0.4945, 0.0002, -4.1280e-01, 7.0986e+05, 487.60719, d<R_roche
9.86, 0.00, 0.0006, 0.0002, 2.3785e-04, 0.0112, 0.0006, 1.2023e-02, 0.2502, 0.0411, 8.1369e-02, 1.4686e+03, 1.07927, a>0.4R_H
5.35, 0.00, 0.2122, 0.0001, 5.2798e-01, 0.3607, 0.0001, -1.8320e-01, 0.1496, 0.0002, 5.1963e-02, 9.2603e+05, 611.74338, collision
8.02, 0.00, 0.5256, 0.0000, 1.0108e-01, 0.5554, 0.0000, 4.4125e+00, 0.2056, 0.0000, -4.6057e-01, 3.8207e+06, 2161.58317, a>0.4R_H
6.51, 0.00, 0.3841, 0.0000, 5.8747e-02, 0.3546, 0.0001, 3.0134e+00, 0.3134, 0.0001, -4.3927e-01, 5.9622e+05, 413.78856, collision
6.17, 0.00, 0.4581, 0.0029, 1.2266e-02, 0.4834, 0.0012, 4.8124e-01, 0.2322, 0.0014, 2.5707e-01, 3.7604e+05, 300.23577, collision
7.57, 0.00, 0.4992, 0.0000, 4.1238e-01, 0.5901, 0.0000, 8.8579e-02, 0.4313, 0.0002, 1.6673e-01, 2.5166e+06, 1511.70487, collision
4.93, 0.00, 0.5054, 0.0003, -5.8380e-02, 0.3625, 0.0001, 1.0013e+00, 0.6667, 0.0001, -1.0641e-01, 1.5469e+06, 987.25974, d<R_roche
7.23, 0.00, 0.3794, 0.0000, 1.6709e+00, 0.2445, 0.0001, -3.9586e-01, 0.1443, 0.0001, 7.3111e-02, 3.2571e+06, 1921.16455, collision
7.63, 0.00, 0.3766, 0.0002, 1.6406e-01, 0.4769, 0.0001, 1.0387e+00, 0.5099, 0.0001, 5.8928e-03, 2.8090e+06, 1713.26788, collision
10.41, 0.00, 0.0011, 0.0011, 9.2396e-05, 0.0025, 0.0025, 6.3102e-04, 197707.3578, 1.0000, -1.0010e+00, 8.5381e+02, 0.89763, a<0
5.48, 0.00, 0.2667, 0.0003, 1.3573e-01, 0.2598, 0.0001, 3.2703e-01, 0.2414, 0.0001, 1.5427e-01, 1.4303e+06, 907.58779, collision
6.07, 0.00, 0.2514, 0.0000, 9.2789e-02, 0.3596, 0.0000, 5.0007e-01, 0.2460, 0.0000, 2.2068e-01, 2.1959e+06, 1330.29698, collision
4.50, 0.00, 0.3063, 0.0006, -1.6048e-02, 0.2693, 0.0003, 6.9441e-01, 0.2343, 0.0001, 3.8103e-02, 6.4633e+05, 448.96223, collision
10.74, 0.00, 0.0003, 0.0003, 1.9797e-04, 0.0187, 0.0187, 9.1585e-03, 200294.8567, 1.0000, -1.0008e+00, 8.5381e+02, 0.60545, a<0
3.75, 0.00, 0.0000, 1.0000, 8.4171e-02, 0.0000, 1.0000, 9.0021e-01, 0.0000, 1.0000, 9.0839e-02, 5.3945e+01, 0.04182, collision
8.89, 0.00, 0.4596, 0.0000, 2.0068e-01, 8.5075, 0.0000, -3.1529e+00, 0.0908, 0.0002, -5.4502e-01, 4.3066e+06, 2501.99202, a<0
6.68, 0.00, 0.2330, 0.0000, 2.1267e-01, 0.2162, 0.0000, -1.6597e+01, 0.1921, 0.0001, -5.0304e-01, 4.5142e+06, 2504.51312, collision
7.41, 0.00, 0.4647, 0.0000, 2.6338e-02, 0.6330, 0.0000, 1.7375e+00, 0.4018, 0.0000, 6.4888e-01, 2.9832e+06, 1800.63685, collision
8.47, 0.00, 0.4139, 0.0000, 1.9506e-01, 0.7461, 0.0001, 2.7387e-01, 0.4733, 0.0002, 8.8016e-01, 3.5424e+06, 2126.85304, a>0.4R_H
9.15, 0.00, 0.4609, 0.0000, 2.2792e-01, 0.6480, 0.0000, 6.4078e-01, 0.4850, 0.0001, 3.9449e-01, 4.7124e+06, 2670.15984, a>0.4R_H
6.54, 0.00, 0.3014, 0.0000, -1.3522e-02, 0.4652, 0.0002, 1.4304e+00, 0.2619, 0.0002, 2.0253e-01, 1.8661e+06, 1162.77398, collision
4.97, 0.00, 0.2636, 0.0001, 3.9539e-01, 0.2283, 0.0001, -1.0352e-01, 0.1711, 0.0001, 4.3304e-02, 7.9893e+05, 533.22476, collision
4.21, 0.00, 0.5114, 0.0005, -3.0292e-01, 0.6333, 0.0002, 1.5554e+00, 0.6569, 0.0006, 2.4595e+00, 3.3135e+05, 248.65583, collision
9.92, 0.00, 0.0003, 0.0003, 4.0710e-05, 0.0078, 0.0078, 9.3420e-03, 0.1095, 0.1095, 8.7925e-02, 8.5381e+02, 0.61226, a>0.4R_H
4.85, 0.00, 0.5177, 0.0001, 5.0582e-02, 0.6450, 0.0001, 2.8913e+00, 0.6023, 0.0001, -4.2386e-01, 8.1160e+05, 545.86927, collision
5.10, 0.00, 0.3297, 0.0002, 2.1179e+00, 0.3085, 0.0001, -4.4743e-01, 0.3294, 0.0000, 1.5464e-01, 1.4598e+06, 928.72696, collision
6.19, 0.00, 0.5011, 0.0013, -5.5542e-02, 0.6451, 0.0040, 2.7664e-01, 0.3691, 0.0005, 1.3759e-01, 2.5662e+05, 203.94331, d<R_roche
6.41, 0.00, 0.3848, 0.0001, -1.5629e-01, 0.6954, 0.0001, -4.8662e+01, 0.3387, 0.0001, 1.0473e-01, 4.3545e+05, 309.60544, collision
6.49, 0.00, 0.3805, 0.0000, 3.9000e-02, 0.4928, 0.0001, 6.2551e-02, 0.3178, 0.0001, 4.5042e+00, 8.3220e+05, 595.69794, collision
7.98, 0.00, 0.5396, 0.0001, -6.5260e-02, 0.7896, 0.0001, 1.9173e+00, 0.4786, 0.0001, 1.3098e-01, 1.3816e+06, 942.21366, d<R_roche
5.95, 0.00, 0.7543, 0.0000, 4.6315e+00, 0.6583, 0.0001, -6.3082e-01, 0.8870, 0.0001, -9.8753e+00, 1.1943e+06, 779.38577, collision
