# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, eM3_max, eM3_min, dA3_over_A0, t_end(PM), wall_time, fate
8.31, 0.00, 0.5080, 0.0000, 1.1968e-01, 0.9814, 0.0000, 6.1805e+00, 0.4921, 0.0001, -4.3559e-01, 5.7903e+06, 3107.49202, a>0.4R_H
8.61, 0.00, 0.5500, 0.0001, 1.7254e-01, 0.5643, 0.0000, 1.7446e+00, 0.3418, 0.0001, 3.6073e-01, 6.0576e+06, 3118.46509, collision
9.30, 0.00, 0.8471, 0.0000, 8.9049e+00, 0.5940, 0.0000, -6.4548e-01, 0.1987, 0.0003, 3.3951e-01, 5.7711e+06, 3180.37069, a>0.4R_H
4.92, 0.00, 0.2551, 0.0002, 2.0970e+00, 0.2060, 0.0001, -4.4964e-01, 0.1368, 0.0001, 5.8993e-02, 7.3672e+05, 495.13252, collision
9.90, 0.00, 0.0004, 0.0003, 1.4794e-04, 0.0131, 0.0015, 9.9500e-04, 0.1403, 0.0690, 6.8996e-02, 9.2212e+02, 0.66061, a>0.4R_H
4.30, 0.00, 0.2668, 0.0010, -2.0667e-01, 0.2368, 0.0007, 6.5634e+00, 0.2097, 0.0003, 9.4572e-02, 3.8699e+05, 279.96826, collision
4.71, 0.00, 0.2347, 0.0003, -2.7925e-02, 0.2607, 0.0003, 6.5084e-01, 0.1638, 0.0002, 2.9953e-03, 7.7634e+05, 525.92413, collision
7.31, 0.00, 0.4298, 0.0000, 9.5208e-01, 0.6763, 0.0001, -2.7860e-01, 0.2610, 0.0001, 4.1896e-01, 4.7616e+06, 2583.80191, collision
7.26, 0.00, 0.4526, 0.0000, 1.9875e-01, 0.3857, 0.0001, 1.3469e+00, 0.3953, 0.0001, 7.1457e-01, 2.5949e+06, 1643.50303, collision
5.55, 0.00, 0.2941, 0.0001, 6.3668e-01, 0.3432, 0.0000, -1.7291e-01, 0.1176, 0.0001, 1.0561e-01, 1.8360e+06, 1135.25272, collision
3.58, 0.00, 0.0000, 1.0000, -8.2941e-02, 0.0000, 1.0000, -2.7685e+00, 0.0000, 1.0000, -7.0673e-02, 1.6441e+02, 0.14713, collision
8.63, 0.00, 0.6229, 0.0000, 1.8704e-01, 0.6403, 0.0000, 1.3676e+00, 0.4993, 0.0002, 2.4877e-01, 3.6930e+06, 2184.83038, collision
3.76, 0.00, 0.0000, 1.0000, -9.1743e-02, 0.0000, 1.0000, 1.2434e+00, 0.0000, 1.0000, -2.5652e-01, 6.1481e+01, 0.04983, collision
6.94, 0.00, 0.3937, 0.0000, 2.3110e+00, 0.6864, 0.0001, -5.7766e-01, 0.4498, 0.0002, 2.9331e-01, 1.4873e+06, 972.27079, d<R_roche
7.47, 0.00, 0.3079, 0.0000, 3.8002e-01, 0.3083, 0.0000, 5.0579e-03, 0.2550, 0.0001, -6.5969e+00, 6.4629e+06, 3517.05766, collision
4.47, 0.00, 0.2885, 0.0005, -6.9849e-02, 0.2856, 0.0001, 8.6836e-01, 0.2752, 0.0001, 5.4616e-02, 7.9900e+05, 555.02566, collision
10.87, 0.00, 0.0035, 0.0035, 4.9124e-03, 0.0195, 0.0195, -1.6138e-02, 160106.2055, 1.0000, -1.0009e+00, 8.5381e+02, 0.61065, a<0
7.71, 0.00, 0.5783, 0.0001, 1.1050e-01, 0.7688, 0.0001, 2.1118e-01, 0.6207, 0.0001, 1.3454e+00, 2.8733e+06, 1713.82260, a>0.4R_H
6.47, 0.00, 0.5587, 0.0000, 2.3710e-03, 0.4610, 0.0001, 3.3951e-01, 0.5550, 0.0001, 3.1836e-02, 6.9832e+05, 496.77926, d<R_roche
7.53, 0.00, 0.4075, 0.0001, 1.3887e-01, 0.7457, 0.0001, -1.2701e+02, 0.5550, 0.0001, -4.3171e-01, 3.1375e+06, 1930.38429, collision
7.54, 0.00, 0.4474, 0.0000, 4.8597e-01, 0.3762, 0.0001, 1.6271e-01, 0.2286, 0.0001, 9.2072e-02, 2.6682e+06, 1610.19120, collision
10.38, 0.00, 0.0022, 0.0022, 8.1357e-05, 0.0546, 0.0546, -4.6510e-02, 16874.4161, 1.0000, -1.0054e+00, 8.5381e+02, 0.66025, a<0
4.29, 0.00, 0.3087, 0.0004, 3.8916e-01, 0.3270, 0.0003, -1.1784e-01, 0.3069, 0.0004, 1.3412e-01, 6.0223e+05, 435.47837, collision
5.16, 0.00, 0.2586, 0.0000, 6.2458e-01, 0.2140, 0.0001, -1.5024e-01, 0.1189, 0.0000, 4.3888e-02, 1.3249e+06, 850.84455, collision
8.49, 0.00, 0.6670, 0.0000, 6.9178e-02, 0.8983, 0.0001, 3.9397e+00, 0.7332, 0.0005, 3.0946e-01, 7.4167e+06, 3896.49153, a>0.4R_H
10.16, 0.00, 0.0003, 0.0003, 9.8260e-05, 0.0158, 0.0158, 2.8955e-03, 0.0929, 0.0929, 1.1012e-01, 8.5381e+02, 0.61084, a>0.4R_H
4.66, 0.00, 0.2950, 0.0005, -1.3299e-01, 0.3514, 0.0003, 8.9167e-01, 0.2413, 0.0001, 3.4167e-01, 6.8765e+05, 470.63355, collision
7.70, 0.00, 0.5021, 0.0001, 2.2543e-01, 0.4337, 0.0000, 1.4111e+00, 0.4729, 0.0001, -3.9508e-01, 2.4091e+06, 1457.66493, collision
6.09, 0.00, 0.3251, 0.0001, 1.9062e-01, 0.5214, 0.0001, 1.4904e-01, 0.3610, 0.0001, 4.6769e-01, 2.0668e+06, 1279.04503, collision
4.99, 0.00, 0.4434, 0.0002, -1.1160e-01, 0.3853, 0.0002, 5.8073e-01, 0.4602, 0.0000, 1.3060e-01, 7.6673e+05, 514.66798, d<R_roche
7.30, 0.00, 0.3611, 0.0000, 8.7107e-01, 0.5946, 0.0001, 2.1675e+00, 0.9155, 0.0000, -2.3157e+00, 2.4071e+06, 1531.07911, collision
7.95, 0.00, 0.6829, 0.0001, 7.0220e-02, 0.6240, 0.0000, 3.1391e+00, 0.5621, 0.0002, 6.5361e-01, 5.1138e+06, 2855.43986, collision
10.00, 0.00, 0.0001, 0.0001, 6.7284e-05, 0.0073, 0.0073, 4.3872e-03, 0.2452, 0.2452, 3.5859e-02, 8.5381e+02, 0.61039, a>0.4R_H
10.40, 0.00, 0.0166, 0.0024, 1.7385e-03, 0.8537, 0.4778, 3.2344e+00, 0.3684, 0.0130, -7.4472e-01, 3.0054e+03, 2.16366, a>0.4R_H
7.01, 0.00, 0.3904, 0.0000, 1.4563e-01, 0.3990, 0.0001, 3.7072e+00, 0.3193, 0.0002, -4.3574e-01, 1.8524e+06, 1197.64104, collision
6.45, 0.00, 0.4215, 0.0001, -6.2905e-02, 0.8231, 0.0001, 9.6330e+00, 0.3107, 0.0001, -5.0046e-01, 6.4511e+05, 459.01087, a>0.4R_H
5.68, 0.00, 0.3187, 0.0000, 2.8460e-01, 0.3679, 0.0001, -7.8698e-02, 0.2743, 0.0002, 1.6397e-01, 8.3955e+05, 567.84392, collision
8.16, 0.00, 0.3800, 0.0000, 2.6677e+00, 0.4016, 0.0000, -4.2149e-01, 0.1360, 0.0001, 1.1780e-01, 8.2596e+06, 4107.52161, collision
8.95, 0.00, 0.4467, 0.0000, 1.8523e-01, 0.7750, 0.0000, 9.2789e-01, 0.4256, 0.0001, 4.8850e-01, 8.8620e+06, 4266.91171, a>0.4R_H
7.13, 0.00, 0.6776, 0.0001, -9.1484e-02, 0.6151, 0.0002, 2.2230e+00, 0.7363, 0.0000, -1.6676e-01, 2.2477e+06, 1421.66842, d<R_roche
5.76, 0.00, 0.3774, 0.0001, -6.0771e-02, 0.4985, 0.0001, 6.2912e-01, 0.5430, 0.0001, 7.4263e-01, 1.1636e+06, 770.29247, collision
6.66, 0.00, 0.3560, 0.0000, 2.1865e+00, 0.3461, 0.0000, 1.7655e+00, 0.3484, 0.0000, -7.6032e-01, 2.6871e+06, 1600.34727, collision
4.11, 0.00, 0.4528, 0.0011, -1.8349e-01, 0.5799, 0.0006, 5.6633e-01, 0.2681, 0.0019, 6.0716e-01, 2.3146e+05, 179.15325, collision
9.91, 0.00, 0.0004, 0.0004, 1.7855e-04, 0.0107, 0.0107, -2.7647e-03, 0.0957, 0.0957, 6.5064e-02, 8.5381e+02, 0.68502, a>0.4R_H
5.33, 0.00, 0.2680, 0.0001, 1.5797e-01, 0.2100, 0.0001, 5.0845e-01, 0.1645, 0.0001, -9.9173e-03, 2.3626e+06, 1434.85991, collision
9.55, 0.00, 0.0730, 0.0000, 5.3212e-01, 0.0739, 0.0000, 6.0868e-03, 0.1659, 0.0002, 9.5608e-03, 1.0000e+07, 4639.12333, tmax
9.94, 0.00, 0.0004, 0.0003, 7.3497e-05, 0.0106, 0.0020, 5.8375e-03, 0.2182, 0.1037, 9.5990e-02, 9.2212e+02, 0.68829, a>0.4R_H
9.71, 0.00, 0.0901, 0.0000, 5.3137e-01, 0.0904, 0.0000, 1.5815e-02, 0.2174, 0.0005, 2.1598e-02, 1.0000e+07, 4670.33889, tmax
10.18, 0.00, 0.0003, 0.0003, 5.4846e-05, 0.0058, 0.0058, 9.9499e-03, 0.3520, 0.3520, -2.7864e-02, 8.5381e+02, 0.61141, a>0.4R_H
9.89, 0.00, 0.0003, 0.0001, 1.3781e-04, 0.0095, 0.0025, 7.6506e-03, 0.2938, 0.0969, 8.9247e-02, 1.1953e+03, 0.85647, a>0.4R_H
10.91, 0.00, 0.0000, 1.0000, -4.6860e-03, 0.0000, 1.0000, 1.5148e-02, 0.0000, 1.0000, -8.7245e-01, 1.1802e+02, 0.08614, collision
9.11, 0.00, 0.2584, 0.0000, 5.2714e-01, 0.2145, 0.0000, 2.2127e-02, 0.1006, 0.0001, 1.6425e-02, 1.0000e+07, 4662.29469, tmax
10.15, 0.00, 0.0005, 0.0005, 7.7620e-05, 0.0094, 0.0094, 1.1435e-02, 0.1431, 0.1431, 1.0991e-01, 8.5381e+02, 0.60904, a>0.4R_H
10.96, 0.00, 0.0000, 1.0000, -1.0709e-02, 0.0000, 1.0000, 1.7877e-02, 0.0000, 1.0000, -3.1140e-01, 1.2043e+02, 0.08630, collision
5.72, 0.00, 0.5958, 0.0001, -8.0254e-02, 0.4807, 0.0001, 3.2660e+00, 0.8785, 0.0001, -3.1732e-01, 1.7427e+06, 1087.69049, d<R_roche
10.81, 0.00, 0.0032, 0.0032, -3.0686e-04, 0.0221, 0.0221, -1.7889e-03, 155517.3577, 1.0000, -1.0009e+00, 8.5381e+02, 0.64356, a<0
8.44, 0.00, 0.1388, 0.0000, 5.3721e-01, 0.1152, 0.0001, 1.6039e-02, 0.0582, 0.0000, 1.0856e-02, 1.0000e+07, 4698.87928, tmax
5.85, 0.00, 0.3202, 0.0000, 9.6389e-02, 0.2939, 0.0001, 6.6005e-01, 0.2028, 0.0000, 3.0680e-01, 2.9640e+06, 1725.68560, collision
8.24, 0.00, 0.5106, 0.0001, 2.1993e-01, 0.5049, 0.0001, 2.2495e-01, 0.6109, 0.0001, 8.1894e-01, 4.5357e+06, 2584.74277, a>0.4R_H
7.44, 0.00, 0.1846, 0.0001, 5.2683e-01, 0.1705, 0.0000, 6.0191e-02, 0.1586, 0.0000, 2.6179e-02, 1.0000e+07, 4762.02099, tmax
6.76, 0.00, 0.3684, 0.0000, 5.5886e-02, 0.7734, 0.0000, 1.7121e+01, 0.3514, 0.0000, -4.7080e-01, 1.1375e+06, 761.27054, collision
10.02, 0.00, 0.0002, 0.0002, 1.6016e-04, 0.0110, 0.0110, 1.4435e-02, 0.1904, 0.1904, 1.0627e-01, 8.5381e+02, 0.68756, a>0.4R_H
8.10, 0.00, 0.2245, 0.0000, 5.3945e-01, 0.1925, 0.0001, 1.9553e-02, 0.1577, 0.0001, 5.8030e-03, 1.0000e+07, 4847.83239, tmax
3.54, 0.00, 0.0000, 1.0000, 2.2674e-01, 0.0000, 1.0000, -1.4981e-01, 0.0000, 1.0000, 1.2442e-01, 3.1027e+01, 0.04737, collision
10.89, 0.00, 0.0588, 0.0588, -4.8857e-02, 0.0224, 0.0224, 1.9544e-02, 51214.0058, 1.0000, -1.0019e+00, 8.5381e+02, 0.68603, a<0
9.62, 0.00, 0.2989, 0.0000, 5.9484e-01, 0.2553, 0.0000, 6.2455e-03, 0.1909, 0.0004, 2.4253e-02, 1.0000e+07, 4901.69787, tmax
3.62, 0.00, 0.0000, 1.0000, 3.2385e-01, 0.0000, 1.0000, -3.7754e-01, 0.0000, 1.0000, 1.6555e+00, 6.0468e+01, 0.33992, collision
8.78, 0.00, 0.5703, 0.0000, 2.1408e+00, 0.5161, 0.0001, -3.5714e-01, 0.1730, 0.0001, 9.9344e-02, 8.4472e+06, 4138.35450, collision
4.03, 0.00, 0.3130, 0.0045, 6.4784e-01, 0.3139, 0.0012, -3.5078e-01, 0.2089, 0.0030, 2.1331e-01, 4.2348e+04, 33.17419, collision
4.17, 0.00, 0.4193, 0.0002, 2.9487e-02, 0.3988, 0.0005, 2.2036e-01, 0.2642, 0.0003, 1.7607e-01, 3.3119e+05, 248.74302, collision
9.20, 0.00, 0.4326, 0.0000, 6.0930e-01, 0.5645, 0.0000, -4.8837e-03, 0.2254, 0.0002, 1.4216e-01, 1.0000e+07, 4961.00436, tmax
7.79, 0.00, 0.3816, 0.0001, 2.3039e-01, 0.4726, 0.0001, 9.0704e-01, 0.2590, 0.0000, 3.8107e-01, 6.7645e+06, 3439.01885, collision
8.26, 0.00, 0.4383, 0.0001, 2.9498e-01, 0.4325, 0.0001, 1.3423e+00, 0.2756, 0.0000, 1.0047e-01, 8.9866e+06, 4318.71015, collision
3.94, 0.00, 0.3094, 0.0022, 1.7916e-01, 0.3099, 0.0012, -3.4969e-02, 0.2135, 0.0004, 5.2081e-02, 1.9727e+05, 157.31997, collision
3.68, 0.00, 0.0000, 1.0000, -2.3506e-01, 0.0000, 1.0000, 1.8441e+00, 0.0000, 1.0000, -7.6197e-02, 2.7019e+02, 0.27052, collision
9.67, 0.00, 0.5883, 0.0000, 4.1533e-01, 0.5127, 0.0000, 2.2976e-01, 0.3554, 0.0006, 1.7843e-01, 5.9987e+06, 3189.97078, a>0.4R_H
7.06, 0.00, 0.6738, 0.0000, 8.5795e+00, 0.6541, 0.0002, -5.9427e-01, 0.6412, 0.0001, 3.1389e-01, 1.7671e+06, 1149.52100, collision
4.73, 0.00, 0.2349, 0.0003, 1.0765e-01, 0.2058, 0.0001, 2.6419e-01, 0.1506, 0.0002, 5.9263e-02, 7.6148e+05, 517.54848, collision
7.99, 0.00, 0.5526, 0.0001, 2.9839e-01, 0.5173, 0.0001, -3.2704e+01, 0.3848, 0.0000, -5.4723e-01, 5.4287e+06, 3048.94833, collision
6.83, 0.00, 0.5383, 0.0002, -1.6371e-01, 0.7173, 0.0003, 1.6936e+00, 0.7989, 0.0002, 6.4195e-01, 8.6526e+05, 613.38697, d<R_roche
10.23, 0.00, 0.0007, 0.0007, 1.5917e-04, 0.0119, 0.0119, 1.2207e-03, 0.1097, 0.1097, 5.0266e-02, 8.5381e+02, 0.61133, a>0.4R_H
3.51, 0.00, 0.0000, 1.0000, 1.7808e+00, 0.0000, 1.0000, -4.5253e-01, 0.0000, 1.0000, 6.3357e-02, 2.5273e+01, 0.02044, collision
8.51, 0.00, 0.2197, 0.0000, 5.7135e-01, 0.1869, 0.0000, -4.8982e-03, 0.1377, 0.0002, 8.2971e-03, 1.0000e+07, 4791.54448, tmax
8.86, 0.00, 0.3832, 0.0000, 5.2171e-01, 0.3131, 0.0000, 6.9258e-02, 0.1207, 0.0001, 6.8182e-03, 1.0000e+07, 4902.50364, tmax
5.26, 0.00, 0.2157, 0.0002, 9.0185e-01, 0.1975, 0.0001, -3.2953e-01, 0.2995, 0.0000, 1.2219e-01, 1.0730e+06, 696.41455, collision
6.06, 0.00, 0.3373, 0.0001, -2.6230e-01, 0.8441, 0.0001, 2.6003e+00, 4.8760, 0.0001, -1.0043e+00, 1.9004e+06, 1180.55271, a<0
8.83, 0.00, 0.4954, 0.0000, 5.6701e-01, 0.7101, 0.0000, 3.1226e-01, 0.1386, 0.0001, 1.6113e-01, 7.6842e+06, 3793.27580, collision
8.20, 0.00, 0.2796, 0.0000, 2.0287e+00, 0.3539, 0.0000, -3.9040e-01, 0.1599, 0.0001, 1.1400e-01, 9.2565e+06, 4489.02467, collision
10.67, 0.00, 0.0004, 0.0004, 1.5282e-04, 0.0165, 0.0165, -2.2360e-06, 222625.4946, 1.0000, -1.0008e+00, 8.5381e+02, 0.61317, a<0
5.31, 0.00, 0.3333, 0.0001, 2.4971e-01, 0.4111, 0.0002, -1.6092e-01, 0.3714, 0.0002, 2.5874e-01, 2.7335e+05, 198.05045, collision
3.85, 0.00, 0.4524, 0.2953, -2.2390e-01, 0.4209, 0.3643, 1.9849e+00, 0.5703, 0.3178, -9.9152e-02, 9.0025e+02, 0.79655, collision
5.20, 0.00, 0.3560, 0.0003, 3.0881e+00, 0.3847, 0.0002, 1.4838e+00, 0.5977, 0.0001, -7.3978e-01, 5.9263e+05, 408.66394, collision
9.75, 0.00, 0.3498, 0.0000, 5.3184e-01, 0.3025, 0.0000, 4.2325e-02, 0.2407, 0.0006, 1.1905e-01, 8.9159e+06, 4446.77909, a>0.4R_H
7.28, 0.00, 0.4187, 0.0001, 1.0966e-01, 0.4177, 0.0001, 3.3131e-01, 0.2688, 0.0000, 3.4733e+00, 2.5323e+06, 1605.18389, collision
5.71, 0.00, 0.2287, 0.0000, 6.1713e-01, 0.2221, 0.0001, -1.3543e-01, 0.2041, 0.0002, 9.1593e-02, 1.8145e+06, 1121.60601, collision
4.01, 0.00, 0.3152, 0.0024, -9.7735e-03, 0.3053, 0.0019, 2.4092e-01, 0.2122, 0.0005, 1.4499e-01, 2.4077e+05, 188.86611, collision
5.65, 0.00, 0.4042, 0.0001, 4.1147e-01, 0.4314, 0.0000, -1.8354e-01, 0.3233, 0.0002, 3.5976e-01, 1.1133e+06, 736.92356, collision
5.69, 0.00, 0.2336, 0.0001, 1.6332e+00, 0.2147, 0.0001, -3.8889e-01, 0.1545, 0.0000, 5.6077e-02, 1.8168e+06, 1127.55425, collision
8.84, 0.00, 0.2776, 0.0000, 5.5033e-01, 0.2463, 0.0000, 1.2919e-02, 0.1290, 0.0002, 2.5190e-02, 1.0000e+07, 4775.15490, tmax
9.34, 0.00, 0.4843, 0.0000, 7.2814e-02, 35487.0942, 0.0000, -1.0149e+00, 0.2219, 0.0005, 1.1216e-01, 4.4715e+06, 2519.02911, a<0
4.12, 0.00, 0.2784, 0.0014, 3.4725e-01, 0.2691, 0.0008, 8.1516e-01, 0.2140, 0.0006, -4.6984e-01, 3.5878e+05, 272.21082, collision
3.65, 0.00, 0.0000, 1.0000, -5.9018e-02, 0.0000, 1.0000, -1.2017e-01, 0.0000, 1.0000, 1.4004e+00, 2.2490e+02, 0.17940, collision
5.88, 0.00, 0.3318, 0.0001, 6.6084e-02, 0.3732, 0.0001, 1.5789e-01, 0.2053, 0.0000, 1.4268e+00, 1.5115e+06, 963.61964, collision
10.21, 0.00, 0.0001, 0.0001, 1.6706e-04, 0.0052, 0.0052, 4.9387e-03, 0.3467, 0.3467, -3.0442e-02, 8.5381e+02, 0.61168, a>0.4R_H
8.35, 0.00, 0.4503, 0.0000, 2.2905e-01, 0.6195, 0.0001, 7.7953e-01, 0.4567, 0.0002, 3.6136e+00, 2.2169e+06, 1452.69930, collision
9.54, 0.00, 0.2520, 0.0000, 5.6515e-01, 0.2095, 0.0000, 1.4499e-02, 0.1627, 0.0002, 4.5673e-02, 1.0000e+07, 4883.36488, tmax
4.86, 0.00, 0.3324, 0.0002, 2.4206e-01, 0.3170, 0.0002, -1.2434e-01, 0.5144, 0.0002, 5.7988e-01, 8.2059e+05, 551.00541, collision
10.44, 0.00, 0.0106, 0.0106, 2.7590e-03, 0.0297, 0.0297, -1.3423e-02, 52560.9038, 1.0000, -1.0023e+00, 8.5381e+02, 0.61137, a<0
9.79, 0.00, 0.0022, 0.0000, 1.6258e-02, 0.0158, 0.0001, 1.6382e-02, 0.2395, 0.0054, 1.0470e-01, 7.7253e+04, 55.18839, a>0.4R_H
9.38, 0.00, 0.0544, 0.0000, 5.3322e-01, 0.0520, 0.0000, 1.5421e-02, 0.1337, 0.0004, 3.1267e-02, 1.0000e+07, 4639.78027, tmax
4.32, 0.00, 0.2945, 0.0011, 2.3378e-02, 0.2927, 0.0004, 3.0933e-01, 0.2282, 0.0001, 5.6040e-02, 5.2732e+05, 378.35327, collision
3.82, 0.00, 0.0000, 1.0000, 3.9215e-02, 0.0000, 1.0000, 6.8996e-02, 0.0000, 1.0000, 7.9690e-02, 4.4798e+02, 0.36703, collision
9.24, 0.00, 0.4522, 0.0000, 1.9905e-01, 0.5695, 0.0000, 6.6763e-01, 0.2011, 0.0001, -1.6183e+00, 4.7453e+06, 2667.32497, collision
7.32, 0.00, 0.2829, 0.0000, 2.2950e-01, 0.3182, 0.0000, 1.5006e+00, 0.3817, 0.0001, -3.1401e-01, 2.9400e+06, 1806.01317, collision
8.59, 0.00, 0.4326, 0.0000, 2.2211e+00, 0.3691, 0.0001, -4.3617e-01, 0.1727, 0.0002, 5.2902e-02, 5.1355e+06, 2926.75373, collision
7.58, 0.00, 0.5433, 0.0001, -4.5006e-02, 0.7858, 0.0000, 2.1149e+00, 0.5792, 0.0000, 5.7135e-01, 3.6933e+06, 2166.21843, d<R_roche
10.57, 0.00, 0.0002, 0.0002, 6.8130e-05, 0.0041, 0.0041, 7.5704e-03, 216439.8050, 1.0000, -1.0008e+00, 8.5381e+02, 0.61192, a<0
8.42, 0.00, 0.4844, 0.0000, 2.5252e-01, 0.4873, 0.0000, 3.4056e-01, 0.2864, 0.0001, -8.1201e+00, 8.6347e+06, 4271.31202, collision
5.28, 0.00, 0.2979, 0.0003, 1.3394e+00, 0.4173, 0.0003, -4.6772e-01, 0.2476, 0.0003, 2.0827e-01, 2.6251e+05, 190.65881, collision
9.82, 0.00, 0.0011, 0.0002, 7.8757e-04, 0.0158, 0.0006, 9.4265e-04, 0.2406, 0.0410, 9.4649e-02, 3.9959e+03, 2.87411, a>0.4R_H
9.43, 0.00, 0.0635, 0.0000, 5.3534e-01, 0.0620, 0.0000, 1.8092e-02, 0.1423, 0.0001, 5.8359e-02, 1.0000e+07, 4643.39443, tmax
3.97, 0.00, 0.3266, 0.0027, 5.7687e-02, 0.3030, 0.0010, 2.0681e-01, 0.2127, 0.0013, 3.3580e-02, 2.0633e+05, 163.27814, collision
3.93, 0.00, 0.3131, 0.0023, 6.2320e-01, 0.2973, 0.0024, 1.9767e+00, 0.3226, 0.0066, -6.3236e-01, 3.0670e+04, 24.51392, collision
6.23, 0.00, 0.5363, 0.0033, 5.5753e-02, 0.4162, 0.0022, 1.2460e+00, 0.4596, 0.0003, -3.1467e-01, 3.5774e+05, 280.80443, collision
6.32, 0.00, 0.4116, 0.0001, 2.1250e-02, 0.3827, 0.0002, 3.8190e+00, 0.4968, 0.0002, -4.0658e-01, 5.0617e+05, 383.36999, collision
6.91, 0.00, 0.3579, 0.0001, 2.5897e-01, 0.4702, 0.0001, 1.8530e-01, 0.2708, 0.0001, 3.7662e-02, 1.4397e+06, 950.75848, collision
6.85, 0.00, 0.4170, 0.0002, 1.0986e+00, 0.3437, 0.0005, -3.5819e-01, 0.4219, 0.0002, 1.7204e-01, 1.4389e+06, 976.20417, collision
10.27, 0.00, 0.0015, 0.0015, 1.8624e-04, 0.0445, 0.0445, -6.3972e-03, 97609.2804, 1.0000, -1.0015e+00, 8.5381e+02, 0.61082, a<0
7.10, 0.00, 0.5034, 0.0000, -7.8140e-02, 0.4525, 0.0000, 9.8819e-01, 0.9202, 0.0001, 1.6728e+00, 2.1354e+06, 1364.55856, a>0.4R_H
7.16, 0.00, 0.3959, 0.0000, 1.1663e+00, 0.4819, 0.0001, -3.9158e-01, 0.2090, 0.0000, 1.6164e-01, 1.3355e+06, 892.82213, collision
3.64, 0.00, 0.0000, 1.0000, 2.3323e-01, 0.0000, 1.0000, -1.5014e-01, 0.0000, 1.0000, 2.6605e-01, 2.0211e+02, 0.16598, collision
10.95, 0.00, 0.6059, 0.6059, 1.4063e+00, 337041.0705, 1.0000, -1.0020e+00, 0.0000, 1.0000, -1.0000e+00, 8.5381e+02, 0.29912, a<0
8.99, 0.00, 0.4817, 0.0000, -4.0740e+00, 0.4202, 0.0000, -6.5806e-01, 0.0892, 0.0002, 3.6184e-02, 9.1544e+06, 4360.67629, collision
5.27, 0.00, 0.3011, 0.0001, -1.9963e-02, 0.4735, 0.0002, 1.4613e+00, 0.2096, 0.0002, -2.4308e-01, 7.9856e+05, 530.09915, collision
5.23, 0.00, 0.3647, 0.0001, 4.0976e+00, 0.4711, 0.0001, -4.8103e-01, 0.3035, 0.0001, 3.0842e-01, 9.5347e+05, 627.06253, collision
10.99, 0.00, 0.0003, 0.0003, 7.8135e-05, 0.0077, 0.0077, 9.1551e-03, 338238.3969, 1.0000, -1.0005e+00, 8.5381e+02, 0.62200, a<0
10.43, 0.00, 0.0024, 0.0024, -6.8697e-04, 0.0271, 0.0271, 7.9084e-03, 223895.6701, 1.0000, -1.0009e+00, 8.5381e+02, 0.61201, a<0
5.61, 0.00, 0.4854, 0.0001, -6.3973e-02, 0.3650, 0.0001, -5.4570e+00, 0.4955, 0.0001, -2.7050e-01, 7.0391e+05, 479.83558, collision
10.28, 0.00, 0.0006, 0.0005, 9.3546e-05, 0.0241, 0.0201, 3.4479e-02, 0.3916, 0.3813, -2.0049e-02, 8.8797e+02, 0.63682, a>0.4R_H
8.43, 0.00, 0.5099, 0.0000, 7.8511e-01, 0.5164, 0.0001, -3.0810e-02, 0.3902, 0.0002, 1.1842e-01, 2.4844e+06, 1582.67922, collision
6.20, 0.00, 0.5391, 0.0030, -4.0240e-02, 0.4557, 0.0022, 8.9619e-02, 0.6693, 0.0018, 1.4556e+00, 1.3298e+05, 107.23072, collision
10.47, 0.00, 0.0000, 1.0000, 1.2752e-02, 0.0000, 1.0000, -3.7859e-02, 0.0000, 1.0000, -9.8662e-01, 3.7458e+02, 0.27028, collision
10.79, 0.00, 0.0009, 0.0009, 1.0231e-04, 0.0545, 0.0545, 2.8483e-02, 191821.9534, 1.0000, -1.0008e+00, 8.5381e+02, 0.61099, a<0
9.36, 0.00, 0.5975, 0.0001, 1.4245e-01, 0.8310, 0.0000, 1.7411e+00, 0.1525, 0.0001, 2.8180e-01, 5.9884e+06, 3238.55587, a>0.4R_H
9.08, 0.00, 0.2468, 0.0000, 5.4004e-01, 0.2074, 0.0000, 1.2622e-02, 0.1046, 0.0002, 2.0415e-02, 1.0000e+07, 4702.44340, tmax
6.98, 0.00, 0.4395, 0.0001, 3.0028e-01, 0.3259, 0.0000, 1.6052e-01, 0.4201, 0.0001, 9.3961e-02, 1.8157e+06, 1190.15380, collision
9.28, 0.00, 0.7258, 0.0000, -7.3896e-02, 0.5665, 0.0000, 5.5265e-01, 0.2031, 0.0003, -1.6937e-02, 4.5253e+06, 2572.94006, d<R_roche
8.06, 0.00, 0.1555, 0.0000, 5.4841e-01, 0.1295, 0.0001, -6.4794e-03, 0.0937, 0.0001, 8.1662e-03, 1.0000e+07, 4737.46096, tmax
5.83, 0.00, 0.2378, 0.0001, 8.7432e-01, 0.3741, 0.0001, -2.4629e-01, 0.2441, 0.0000, 1.0016e-01, 2.1815e+06, 1325.57682, collision
4.56, 0.00, 0.2700, 0.0004, 1.6115e+00, 0.3141, 0.0004, -3.3958e-01, 0.2387, 0.0001, 1.6876e-02, 7.3672e+05, 503.44128, collision
8.90, 0.00, 0.1892, 0.0000, 5.3998e-01, 0.1483, 0.0000, 6.3266e-03, 0.1010, 0.0002, 2.5286e-02, 1.0000e+07, 4689.41997, tmax
