# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, t_end(PM), wall_time, fate
8.55, 0.01, 0.0139, 0.0097, 1.7248e-01, 0.2261, 0.0004, 1.2640e-01, 1.0000e+05, 49.78268, tmax
8.49, 0.01, 0.0137, 0.0097, 1.7263e-01, 0.2077, 0.0006, 1.6471e-01, 1.0000e+05, 56.29389, tmax
3.50, 0.02, 0.5431, 0.0022, -1.1981e-01, 0.3287, 0.0034, 6.9821e-01, 8.5518e+04, 51.64616, d<R_roche
8.53, 0.01, 0.0137, 0.0097, 1.7249e-01, 0.2172, 0.0009, 8.4548e-02, 1.0000e+05, 62.79639, tmax
3.53, 0.02, 0.3457, 0.0026, 2.2894e+00, 0.2774, 0.0017, -2.2497e-01, 9.1155e+04, 54.07299, collision
3.56, 0.02, 0.6512, 0.0005, -2.7825e-01, 0.7190, 0.0012, 1.9109e+00, 9.2724e+04, 54.92638, d<R_roche
3.55, 0.02, 0.2866, 0.0003, 1.7787e-01, 0.2809, 0.0027, 1.2293e-01, 1.0000e+05, 58.91778, tmax
3.52, 0.02, 0.2881, 0.0030, 1.7882e-01, 0.2859, 0.0034, 1.3465e-01, 1.0000e+05, 59.14394, tmax
3.51, 0.02, 0.2846, 0.0020, 1.7766e-01, 0.2920, 0.0022, 2.0309e-01, 1.0000e+05, 59.31630, tmax
3.54, 0.02, 0.2885, 0.0022, 1.7804e-01, 0.2892, 0.0012, 1.4485e-01, 1.0000e+05, 59.46768, tmax
3.57, 0.02, 0.2874, 0.0014, 1.7281e-01, 0.2725, 0.0014, 1.5977e-01, 1.0000e+05, 66.69592, tmax
3.58, 0.02, 0.2903, 0.0016, 1.7240e-01, 0.2767, 0.0017, 2.5094e-01, 1.0000e+05, 58.21608, tmax
3.59, 0.02, 0.2744, 0.0016, 1.6616e-01, 0.2602, 0.0023, 2.0291e-01, 1.0000e+05, 58.00462, tmax
3.60, 0.02, 0.2708, 0.0005, 1.7472e-01, 0.2533, 0.0038, 1.0807e-01, 1.0000e+05, 57.85461, tmax
3.61, 0.02, 0.2832, 0.0011, 1.7464e-01, 0.2627, 0.0020, 2.3509e-01, 1.0000e+05, 58.01303, tmax
3.77, 0.02, 0.2454, 0.0010, 1.6548e-01, 0.1650, 0.0012, 1.7964e-01, 1.0000e+05, 54.93762, tmax
3.74, 0.02, 0.2503, 0.0014, 1.6519e-01, 0.1832, 0.0010, 1.0466e-01, 1.0000e+05, 55.43652, tmax
3.78, 0.02, 0.2435, 0.0015, 1.6592e-01, 0.1591, 0.0016, 7.7413e-02, 1.0000e+05, 54.91886, tmax
3.73, 0.02, 0.2569, 0.0009, 1.6634e-01, 0.1974, 0.0014, 1.7048e-01, 1.0000e+05, 55.90057, tmax
3.70, 0.02, 0.2682, 0.0010, 1.6940e-01, 0.2206, 0.0015, 7.1946e-02, 1.0000e+05, 56.16435, tmax
3.76, 0.02, 0.2528, 0.0020, 1.6388e-01, 0.1959, 0.0015, 9.5375e-02, 1.0000e+05, 55.22190, tmax
3.69, 0.02, 0.2597, 0.0023, 1.7143e-01, 0.2185, 0.0010, 7.5111e-02, 1.0000e+05, 56.29581, tmax
3.75, 0.02, 0.2590, 0.0016, 1.5809e-01, 0.1966, 0.0022, 1.7556e-01, 1.0000e+05, 55.51069, tmax
3.65, 0.02, 0.2807, 0.0011, 1.7057e-01, 0.2469, 0.0009, 1.3316e-01, 1.0000e+05, 57.03615, tmax
3.79, 0.02, 0.2403, 0.0011, 1.6172e-01, 0.1489, 0.0022, 1.6518e-01, 1.0000e+05, 54.79588, tmax
3.66, 0.02, 0.2785, 0.0006, 1.6852e-01, 0.2435, 0.0026, 1.2581e-01, 1.0000e+05, 56.92949, tmax
3.63, 0.02, 0.2788, 0.0018, 1.7295e-01, 0.2579, 0.0016, 9.4977e-02, 1.0000e+05, 57.38361, tmax
3.67, 0.02, 0.2752, 0.0013, 1.5908e-01, 0.2396, 0.0006, 1.8882e-01, 1.0000e+05, 56.76429, tmax
3.64, 0.02, 0.2791, 0.0027, 1.6722e-01, 0.2514, 0.0020, 1.7549e-01, 1.0000e+05, 57.53694, tmax
3.62, 0.02, 0.2737, 0.0011, 1.7351e-01, 0.2575, 0.0008, 1.3440e-01, 1.0000e+05, 57.75716, tmax
3.80, 0.02, 0.2360, 0.0007, 1.5944e-01, 0.1628, 0.0007, 1.3646e-01, 1.0000e+05, 54.25137, tmax
3.68, 0.02, 0.2733, 0.0017, 1.7231e-01, 0.2299, 0.0020, 9.7964e-02, 1.0000e+05, 57.18258, tmax
3.71, 0.02, 0.2569, 0.0011, 1.7030e-01, 0.2047, 0.0021, 1.0266e-01, 1.0000e+05, 57.65030, tmax
3.72, 0.02, 0.2527, 0.0008, 1.6289e-01, 0.2016, 0.0011, 1.4084e-01, 1.0000e+05, 58.65373, tmax
3.83, 0.02, 0.2203, 0.0012, 1.5813e-01, 0.1549, 0.0003, 1.4924e-01, 1.0000e+05, 53.95321, tmax
3.81, 0.02, 0.2263, 0.0016, 1.5753e-01, 0.1557, 0.0003, 1.3680e-01, 1.0000e+05, 55.64704, tmax
3.84, 0.02, 0.2167, 0.0011, 1.6516e-01, 0.1520, 0.0003, 1.4354e-01, 1.0000e+05, 53.86633, tmax
3.82, 0.02, 0.2211, 0.0017, 1.6161e-01, 0.1443, 0.0011, 6.2400e-02, 1.0000e+05, 56.25540, tmax
3.89, 0.02, 0.2007, 0.0006, 1.6466e-01, 0.1426, 0.0004, 3.5877e-02, 1.0000e+05, 52.73727, tmax
3.86, 0.02, 0.2091, 0.0010, 1.5877e-01, 0.1496, 0.0007, 7.0713e-02, 1.0000e+05, 53.46471, tmax
3.88, 0.02, 0.2020, 0.0014, 1.5843e-01, 0.1432, 0.0001, 1.2968e-01, 1.0000e+05, 53.02543, tmax
3.92, 0.02, 0.1843, 0.0020, 1.6782e-01, 0.1337, 0.0015, 1.2976e-01, 1.0000e+05, 52.33636, tmax
3.85, 0.02, 0.2067, 0.0018, 1.6421e-01, 0.1397, 0.0006, 5.1220e-02, 1.0000e+05, 54.82880, tmax
3.94, 0.02, 0.1680, 0.0004, 1.6308e-01, 0.1285, 0.0012, 3.8955e-02, 1.0000e+05, 52.24140, tmax
3.95, 0.02, 0.1700, 0.0007, 1.5969e-01, 0.1340, 0.0002, 6.1312e-02, 1.0000e+05, 52.17226, tmax
3.93, 0.02, 0.1735, 0.0009, 1.5649e-01, 0.1336, 0.0017, 1.1993e-01, 1.0000e+05, 52.35639, tmax
3.96, 0.02, 0.1667, 0.0010, 1.5663e-01, 0.1393, 0.0007, 1.0421e-01, 1.0000e+05, 51.85716, tmax
4.00, 0.02, 0.1454, 0.0012, 1.6003e-01, 0.1172, 0.0006, 6.2051e-02, 1.0000e+05, 51.36588, tmax
4.03, 0.02, 0.1371, 0.0012, 1.6316e-01, 0.1184, 0.0004, 9.8922e-02, 1.0000e+05, 50.99697, tmax
4.02, 0.02, 0.1396, 0.0014, 1.6419e-01, 0.1147, 0.0011, 3.2972e-02, 1.0000e+05, 51.02445, tmax
4.05, 0.02, 0.1178, 0.0009, 1.5961e-01, 0.1022, 0.0007, 7.9822e-02, 1.0000e+05, 50.75781, tmax
4.04, 0.02, 0.1435, 0.0005, 1.6203e-01, 0.1247, 0.0007, 7.1549e-02, 1.0000e+05, 51.41079, tmax
3.99, 0.02, 0.1599, 0.0003, 1.5884e-01, 0.1264, 0.0010, 7.8584e-02, 1.0000e+05, 52.07370, tmax
3.87, 0.02, 0.2031, 0.0009, 1.6543e-01, 0.1397, 0.0007, 2.7713e-02, 1.0000e+05, 55.09288, tmax
3.90, 0.02, 0.1917, 0.0003, 1.6343e-01, 0.1429, 0.0008, 4.4415e-02, 1.0000e+05, 54.72106, tmax
3.97, 0.02, 0.1576, 0.0007, 1.6236e-01, 0.1251, 0.0007, 3.0505e-02, 1.0000e+05, 53.33946, tmax
3.98, 0.02, 0.1633, 0.0011, 1.5887e-01, 0.1293, 0.0003, 4.3948e-02, 1.0000e+05, 53.69958, tmax
4.06, 0.02, 0.1287, 0.0029, 1.6596e-01, 0.1157, 0.0006, 3.9222e-02, 1.0000e+05, 50.75410, tmax
3.91, 0.02, 0.1865, 0.0006, 1.6055e-01, 0.1332, 0.0011, 6.1565e-02, 1.0000e+05, 55.87481, tmax
4.07, 0.02, 0.1236, 0.0015, 1.6497e-01, 0.1123, 0.0006, 5.1996e-02, 1.0000e+05, 50.63764, tmax
4.01, 0.02, 0.1493, 0.0007, 1.6512e-01, 0.1241, 0.0006, 1.9560e-02, 1.0000e+05, 55.04092, tmax
4.08, 0.02, 0.1084, 0.0005, 1.6460e-01, 0.1007, 0.0011, 8.6723e-02, 1.0000e+05, 51.77414, tmax
4.09, 0.02, 0.0990, 0.0006, 1.6484e-01, 0.0922, 0.0007, 3.6952e-02, 1.0000e+05, 50.48909, tmax
4.11, 0.02, 0.0922, 0.0002, 1.6937e-01, 0.0967, 0.0003, 7.9287e-02, 1.0000e+05, 50.72260, tmax
4.10, 0.02, 0.1057, 0.0010, 1.6806e-01, 0.1042, 0.0012, 3.3069e-02, 1.0000e+05, 51.29243, tmax
4.12, 0.02, 0.0896, 0.0002, 1.6794e-01, 0.0936, 0.0002, 3.3967e-02, 1.0000e+05, 50.60259, tmax
4.14, 0.02, 0.0686, 0.0004, 1.6891e-01, 0.0793, 0.0011, 3.3276e-02, 1.0000e+05, 50.36019, tmax
4.13, 0.02, 0.0746, 0.0012, 1.7283e-01, 0.0910, 0.0005, -2.8352e-03, 1.0000e+05, 51.10814, tmax
4.15, 0.02, 0.0540, 0.0009, 1.7135e-01, 0.0723, 0.0003, 1.5815e-02, 1.0000e+05, 53.79417, tmax
4.16, 0.02, 0.0423, 0.0005, 1.7471e-01, 0.0739, 0.0013, -1.0011e-02, 1.0000e+05, 62.72972, tmax
4.17, 0.02, 0.0393, 0.0015, 1.7690e-01, 0.0708, 0.0009, 8.6253e-02, 1.0000e+05, 58.25842, tmax
4.18, 0.02, 0.0366, 0.0021, 1.7015e-01, 0.0718, 0.0005, 6.4167e-02, 1.0000e+05, 50.24744, tmax
4.19, 0.02, 0.0366, 0.0002, 1.7119e-01, 0.0707, 0.0011, 2.4458e-02, 1.0000e+05, 50.28214, tmax
4.28, 0.02, 0.5679, 0.0024, 4.7150e+00, 0.5721, 0.0030, -4.7749e-01, 8.5502e+04, 49.27567, collision
4.20, 0.02, 0.0373, 0.0014, 1.7112e-01, 0.0705, 0.0014, 7.1265e-02, 1.0000e+05, 50.22049, tmax
4.21, 0.02, 0.0387, 0.0008, 1.7842e-01, 0.0716, 0.0006, 8.3867e-02, 1.0000e+05, 50.27513, tmax
4.27, 0.02, 0.0284, 0.0006, 1.7877e-01, 0.0703, 0.0008, 8.7381e-02, 1.0000e+05, 50.16445, tmax
4.26, 0.02, 0.0423, 0.0009, 1.7350e-01, 0.0954, 0.0006, 3.0035e-03, 1.0000e+05, 50.35745, tmax
4.36, 0.02, 0.0255, 0.0021, 1.7343e-01, 0.0680, 0.0051, 3.0056e-03, 1.0000e+05, 50.07752, tmax
4.35, 0.02, 0.0247, 0.0000, 1.7319e-01, 0.0681, 0.0030, 7.6412e-02, 1.0000e+05, 50.21121, tmax
4.31, 0.02, 0.0297, 0.0008, 1.7340e-01, 0.0722, 0.0005, 5.1168e-03, 1.0000e+05, 50.68211, tmax
4.38, 0.02, 0.0512, 0.0074, 1.7201e-01, 0.0888, 0.0005, 1.7282e-02, 1.0000e+05, 51.51673, tmax
4.32, 0.02, 0.2009, 0.0032, 1.5853e-01, 0.2302, 0.0014, 7.1732e-02, 1.0000e+05, 52.45335, tmax
4.34, 0.02, 0.2395, 0.0010, 1.4836e-01, 0.2435, 0.0016, 1.1925e-01, 1.0000e+05, 53.59879, tmax
4.47, 0.02, 0.0434, 0.0059, 1.7232e-01, 0.0734, 0.0011, 6.7048e-02, 1.0000e+05, 49.96371, tmax
4.48, 0.02, 0.0682, 0.0008, 1.7264e-01, 0.0826, 0.0006, 7.7598e-02, 1.0000e+05, 50.02649, tmax
4.37, 0.02, 0.3017, 0.0030, 1.6452e-01, 0.2744, 0.0029, 2.0248e-01, 1.0000e+05, 55.40707, tmax
4.25, 0.02, 0.3784, 0.0027, 1.6115e-01, 0.3639, 0.0025, 1.4721e-01, 1.0000e+05, 56.36169, tmax
4.39, 0.02, 0.2773, 0.0032, 1.5726e-01, 0.2532, 0.0009, 1.8993e-01, 1.0000e+05, 54.93794, tmax
4.44, 0.02, 0.1612, 0.0004, 1.6564e-01, 0.1704, 0.0001, 4.4133e-02, 1.0000e+05, 51.45488, tmax
4.53, 0.02, 0.0668, 0.0048, 1.7122e-01, 0.1106, 0.0008, 7.0107e-02, 1.0000e+05, 50.23520, tmax
4.22, 0.02, 0.3714, 0.0059, 1.5471e-01, 0.3411, 0.0007, 2.4736e-01, 1.0000e+05, 57.02524, tmax
4.56, 0.02, 0.0704, 0.0009, 1.7261e-01, 0.1028, 0.0017, 8.9631e-02, 1.0000e+05, 50.04777, tmax
4.43, 0.02, 0.2632, 0.0045, 1.5827e-01, 0.2591, 0.0024, 9.5375e-02, 1.0000e+05, 53.65724, tmax
4.41, 0.02, 0.3493, 0.0059, 1.5730e-01, 0.3058, 0.0008, 1.5421e-01, 1.0000e+05, 54.47430, tmax
4.29, 0.02, 0.4424, 0.0089, 8.3264e-01, 0.6185, 0.0009, -8.7698e+00, 9.9271e+04, 57.50569, collision
4.60, 0.02, 0.0424, 0.0004, 1.7477e-01, 0.0799, 0.0016, -9.6787e-03, 1.0000e+05, 50.23794, tmax
4.58, 0.02, 0.0518, 0.0003, 1.7104e-01, 0.0979, 0.0003, 3.6391e-02, 1.0000e+05, 50.59687, tmax
4.33, 0.02, 0.3310, 0.0092, 1.7802e-01, 0.3007, 0.0039, 2.1236e-01, 1.0000e+05, 57.58775, tmax
4.30, 0.02, 0.3726, 0.0068, 1.8193e-01, 0.3535, 0.0054, 1.4000e-01, 1.0000e+05, 58.18269, tmax
4.24, 0.02, 0.3728, 0.0046, 1.8378e-01, 0.3564, 0.0007, 2.7313e-01, 1.0000e+05, 58.52140, tmax
4.42, 0.02, 0.3235, 0.0045, 1.6325e-01, 0.2981, 0.0028, 1.4015e-01, 1.0000e+05, 55.09243, tmax
4.46, 0.02, 0.2813, 0.0051, 1.5622e-01, 0.2372, 0.0013, 1.4879e-01, 1.0000e+05, 53.06473, tmax
4.23, 0.02, 0.3629, 0.0016, 1.8894e-01, 0.3538, 0.0011, 2.8591e-01, 1.0000e+05, 58.86011, tmax
4.57, 0.02, 0.2042, 0.0044, 1.5764e-01, 0.2062, 0.0024, 1.6816e-01, 1.0000e+05, 51.84899, tmax
4.61, 0.02, 0.1777, 0.0015, 1.5431e-01, 0.1888, 0.0008, 1.2768e-01, 1.0000e+05, 50.99081, tmax
4.62, 0.02, 0.1873, 0.0006, 1.6177e-01, 0.1898, 0.0009, 1.0594e-01, 1.0000e+05, 50.86730, tmax
4.54, 0.02, 0.2428, 0.0053, 1.6134e-01, 0.2335, 0.0020, 6.5259e-02, 1.0000e+05, 52.44484, tmax
4.52, 0.02, 0.2627, 0.0024, 1.5806e-01, 0.2535, 0.0025, 6.9807e-02, 1.0000e+05, 52.72137, tmax
4.59, 0.02, 0.2538, 0.0009, 1.6022e-01, 0.2518, 0.0019, 1.8339e-01, 1.0000e+05, 52.35575, tmax
4.55, 0.02, 0.2350, 0.0080, 1.6152e-01, 0.2245, 0.0028, 5.3044e-02, 1.0000e+05, 53.05470, tmax
4.64, 0.02, 0.1896, 0.0079, 1.5995e-01, 0.1895, 0.0015, 1.1431e-01, 1.0000e+05, 50.97270, tmax
4.65, 0.02, 0.1354, 0.0033, 1.5743e-01, 0.1638, 0.0011, 6.4858e-02, 1.0000e+05, 51.10882, tmax
4.45, 0.02, 0.2538, 0.0099, 1.6121e-01, 0.2332, 0.0001, 9.8242e-02, 1.0000e+05, 54.59044, tmax
4.49, 0.02, 0.2619, 0.0080, 1.5946e-01, 0.2419, 0.0015, 1.9917e-01, 1.0000e+05, 54.07704, tmax
4.40, 0.02, 0.1120, 0.0091, 1.6823e-01, 0.1451, 0.0009, 7.1691e-02, 1.0000e+05, 57.68478, tmax
4.51, 0.02, 0.2704, 0.0101, 1.6342e-01, 0.2650, 0.0029, 7.5863e-02, 1.0000e+05, 53.93037, tmax
4.50, 0.02, 0.2740, 0.0065, 1.6939e-01, 0.2558, 0.0012, 7.8668e-02, 1.0000e+05, 54.11015, tmax
4.66, 0.02, 0.1988, 0.0023, 1.6333e-01, 0.2120, 0.0008, 4.1616e-02, 1.0000e+05, 51.13190, tmax
4.67, 0.02, 0.0284, 0.0044, 1.7309e-01, 0.0693, 0.0026, 2.3349e-02, 1.0000e+05, 50.41829, tmax
4.68, 0.02, 0.1598, 0.0056, 1.6167e-01, 0.1791, 0.0012, 4.4460e-02, 1.0000e+05, 50.69147, tmax
4.69, 0.02, 0.1501, 0.0027, 1.5868e-01, 0.1700, 0.0007, 7.2789e-02, 1.0000e+05, 50.54420, tmax
4.63, 0.02, 0.1051, 0.0010, 1.6855e-01, 0.1404, 0.0010, 1.0050e-01, 1.0000e+05, 59.81691, tmax
4.70, 0.02, 0.1613, 0.0056, 1.5833e-01, 0.1799, 0.0008, 1.0220e-01, 1.0000e+05, 50.60891, tmax
4.72, 0.02, 0.1485, 0.0006, 1.6506e-01, 0.1699, 0.0008, 2.9053e-02, 1.0000e+05, 50.29443, tmax
4.71, 0.02, 0.1513, 0.0041, 1.6695e-01, 0.1633, 0.0011, 1.9743e-02, 1.0000e+05, 51.05324, tmax
4.74, 0.02, 0.1362, 0.0045, 1.6751e-01, 0.1586, 0.0006, 1.1904e-01, 1.0000e+05, 50.17104, tmax
4.73, 0.02, 0.0756, 0.0066, 1.7428e-01, 0.0970, 0.0025, -1.4001e-03, 1.0000e+05, 53.27518, tmax
4.75, 0.02, 0.1462, 0.0024, 1.6502e-01, 0.1607, 0.0010, 6.3646e-02, 1.0000e+05, 50.22331, tmax
4.76, 0.02, 0.1147, 0.0008, 1.6646e-01, 0.1325, 0.0014, 1.7605e-02, 1.0000e+05, 50.06401, tmax
4.77, 0.02, 0.1526, 0.0040, 1.6349e-01, 0.1834, 0.0003, 9.0946e-02, 1.0000e+05, 50.21161, tmax
4.78, 0.02, 0.1066, 0.0033, 1.6875e-01, 0.1438, 0.0013, 4.3844e-02, 1.0000e+05, 50.09475, tmax
4.79, 0.02, 0.0895, 0.0033, 1.6741e-01, 0.1241, 0.0016, 4.1416e-02, 1.0000e+05, 50.00706, tmax
4.81, 0.02, 0.0815, 0.0014, 1.7271e-01, 0.0902, 0.0006, -5.1337e-04, 1.0000e+05, 50.01890, tmax
4.82, 0.02, 0.0734, 0.0018, 1.7210e-01, 0.0893, 0.0024, 1.7273e-02, 1.0000e+05, 50.04191, tmax
4.83, 0.02, 0.0318, 0.0006, 1.7198e-01, 0.0961, 0.0009, 1.0066e-02, 1.0000e+05, 50.02549, tmax
4.84, 0.02, 0.0564, 0.0134, 1.7108e-01, 0.0916, 0.0009, 4.4823e-02, 1.0000e+05, 49.99306, tmax
4.86, 0.02, 0.0324, 0.0135, 1.7316e-01, 0.0704, 0.0010, 4.6649e-02, 1.0000e+05, 49.81843, tmax
4.85, 0.02, 0.0322, 0.0117, 1.7505e-01, 0.0696, 0.0005, -3.3070e-03, 1.0000e+05, 49.95886, tmax
4.87, 0.02, 0.0309, 0.0133, 1.7351e-01, 0.0701, 0.0020, 2.9443e-02, 1.0000e+05, 50.14941, tmax
4.88, 0.02, 0.0306, 0.0129, 1.7455e-01, 0.0698, 0.0012, 7.8455e-02, 1.0000e+05, 50.00865, tmax
4.89, 0.02, 0.0310, 0.0131, 1.7771e-01, 0.0711, 0.0006, 9.1260e-02, 1.0000e+05, 50.02579, tmax
4.90, 0.02, 0.0313, 0.0132, 1.7562e-01, 0.0706, 0.0021, -8.4985e-03, 1.0000e+05, 49.96634, tmax
4.80, 0.02, 0.0780, 0.0097, 1.7018e-01, 0.0956, 0.0022, 1.1780e-02, 1.0000e+05, 54.72581, tmax
4.91, 0.02, 0.0323, 0.0134, 1.7591e-01, 0.0710, 0.0001, -1.0162e-02, 1.0000e+05, 49.86207, tmax
4.92, 0.02, 0.0305, 0.0137, 1.7424e-01, 0.0708, 0.0020, 7.2476e-02, 1.0000e+05, 49.84121, tmax
4.93, 0.02, 0.0312, 0.0138, 1.7497e-01, 0.0707, 0.0022, 8.0359e-02, 1.0000e+05, 49.93325, tmax
4.94, 0.02, 0.0329, 0.0135, 1.7387e-01, 0.0715, 0.0014, 2.5824e-02, 1.0000e+05, 49.99570, tmax
4.95, 0.02, 0.0303, 0.0138, 1.7453e-01, 0.0709, 0.0022, 7.5198e-02, 1.0000e+05, 49.99942, tmax
4.99, 0.02, 0.0313, 0.0140, 1.7510e-01, 0.0701, 0.0019, 7.8962e-02, 1.0000e+05, 49.89067, tmax
4.98, 0.02, 0.0308, 0.0141, 1.7359e-01, 0.0707, 0.0031, 5.9766e-02, 1.0000e+05, 49.98492, tmax
4.96, 0.02, 0.0303, 0.0138, 1.7483e-01, 0.0704, 0.0022, 5.8242e-03, 1.0000e+05, 50.09143, tmax
4.97, 0.02, 0.0309, 0.0138, 1.7431e-01, 0.0708, 0.0026, 7.1998e-02, 1.0000e+05, 50.04736, tmax
5.00, 0.02, 0.0323, 0.0142, 1.7797e-01, 0.0719, 0.0014, 9.1505e-02, 1.0000e+05, 50.03216, tmax
5.01, 0.02, 0.0318, 0.0138, 1.7403e-01, 0.0717, 0.0009, 2.9091e-02, 1.0000e+05, 49.93284, tmax
5.02, 0.02, 0.0300, 0.0143, 1.7755e-01, 0.0713, 0.0027, 9.1102e-02, 1.0000e+05, 49.98385, tmax
5.04, 0.02, 0.0306, 0.0144, 1.7484e-01, 0.0713, 0.0011, 1.5157e-02, 1.0000e+05, 49.85767, tmax
5.05, 0.02, 0.0307, 0.0142, 1.7424e-01, 0.0714, 0.0022, 2.9634e-02, 1.0000e+05, 49.91506, tmax
5.03, 0.02, 0.0312, 0.0145, 1.7621e-01, 0.0718, 0.0004, -8.7382e-03, 1.0000e+05, 50.09297, tmax
5.06, 0.02, 0.0302, 0.0147, 1.7765e-01, 0.0699, 0.0024, 9.2107e-02, 1.0000e+05, 49.86984, tmax
5.07, 0.02, 0.0303, 0.0148, 1.7617e-01, 0.0710, 0.0022, -1.0766e-02, 1.0000e+05, 49.92355, tmax
5.08, 0.02, 0.0302, 0.0143, 1.7431e-01, 0.0709, 0.0037, 6.3357e-02, 1.0000e+05, 49.92511, tmax
5.10, 0.02, 0.0330, 0.0147, 1.7638e-01, 0.0722, 0.0007, -1.0630e-02, 1.0000e+05, 49.86022, tmax
5.11, 0.02, 0.0305, 0.0146, 1.7450e-01, 0.0722, 0.0020, 2.8069e-02, 1.0000e+05, 49.80235, tmax
5.09, 0.02, 0.0304, 0.0148, 1.7445e-01, 0.0718, 0.0030, 7.0506e-02, 1.0000e+05, 49.93136, tmax
5.13, 0.02, 0.0324, 0.0152, 1.7509e-01, 0.0726, 0.0010, 7.6514e-02, 1.0000e+05, 49.82705, tmax
5.15, 0.02, 0.0302, 0.0148, 1.7733e-01, 0.0715, 0.0016, 9.1599e-02, 1.0000e+05, 49.94279, tmax
5.14, 0.02, 0.0287, 0.0149, 1.7624e-01, 0.0706, 0.0045, -8.4871e-03, 1.0000e+05, 50.16931, tmax
5.18, 0.02, 0.0298, 0.0149, 1.7562e-01, 0.0708, 0.0040, 7.8000e-02, 1.0000e+05, 49.73747, tmax
5.16, 0.02, 0.0304, 0.0154, 1.7482e-01, 0.0721, 0.0017, 6.9916e-02, 1.0000e+05, 49.86422, tmax
5.17, 0.02, 0.0311, 0.0150, 1.7546e-01, 0.0722, 0.0023, 7.6161e-02, 1.0000e+05, 49.95039, tmax
5.20, 0.02, 0.0307, 0.0154, 1.7503e-01, 0.0720, 0.0037, 6.6801e-02, 1.0000e+05, 49.91036, tmax
5.22, 0.02, 0.0297, 0.0152, 1.7491e-01, 0.0715, 0.0032, 6.4137e-02, 1.0000e+05, 49.81340, tmax
5.19, 0.02, 0.0334, 0.0155, 1.7446e-01, 0.0742, 0.0001, 5.5767e-02, 1.0000e+05, 50.35040, tmax
5.23, 0.02, 0.0305, 0.0154, 1.7561e-01, 0.0721, 0.0021, 7.5573e-02, 1.0000e+05, 50.02260, tmax
5.24, 0.02, 0.0299, 0.0151, 1.7742e-01, 0.0715, 0.0031, 8.8978e-02, 1.0000e+05, 49.86609, tmax
5.25, 0.02, 0.0305, 0.0154, 1.7636e-01, 0.0721, 0.0024, 2.8489e-04, 1.0000e+05, 49.93844, tmax
5.26, 0.02, 0.0314, 0.0154, 1.7832e-01, 0.0726, 0.0032, 9.4347e-02, 1.0000e+05, 50.42902, tmax
5.12, 0.02, 0.0313, 0.0148, 1.7583e-01, 0.0716, 0.0020, 8.3619e-02, 1.0000e+05, 54.42163, tmax
5.27, 0.02, 0.0316, 0.0155, 1.7551e-01, 0.0726, 0.0024, 2.0871e-02, 1.0000e+05, 49.94640, tmax
5.21, 0.02, 0.0319, 0.0151, 1.7563e-01, 0.0718, 0.0029, 1.2919e-02, 1.0000e+05, 54.53740, tmax
5.28, 0.02, 0.0301, 0.0157, 1.7679e-01, 0.0728, 0.0030, 8.5252e-02, 1.0000e+05, 49.80150, tmax
5.29, 0.02, 0.0327, 0.0155, 1.7558e-01, 0.0722, 0.0041, 2.0193e-02, 1.0000e+05, 49.99969, tmax
5.30, 0.02, 0.0298, 0.0157, 1.7605e-01, 0.0728, 0.0020, 7.6601e-02, 1.0000e+05, 50.10465, tmax
5.31, 0.02, 0.0305, 0.0157, 1.7577e-01, 0.0728, 0.0031, 2.0480e-02, 1.0000e+05, 49.69235, tmax
5.32, 0.02, 0.0303, 0.0156, 1.7707e-01, 0.0728, 0.0023, -1.1658e-02, 1.0000e+05, 49.94479, tmax
5.33, 0.02, 0.0356, 0.0159, 1.7545e-01, 0.0734, 0.0007, 6.4457e-02, 1.0000e+05, 49.81114, tmax
5.34, 0.02, 0.0309, 0.0157, 1.7636e-01, 0.0740, 0.0029, 7.8587e-03, 1.0000e+05, 49.85355, tmax
5.35, 0.02, 0.0310, 0.0159, 1.7720e-01, 0.0728, 0.0016, -1.0719e-02, 1.0000e+05, 49.78267, tmax
5.36, 0.02, 0.0324, 0.0159, 1.7556e-01, 0.0734, 0.0026, 6.0767e-02, 1.0000e+05, 49.77840, tmax
5.37, 0.02, 0.0337, 0.0158, 1.7646e-01, 0.0728, 0.0016, 6.3680e-03, 1.0000e+05, 49.78337, tmax
5.38, 0.02, 0.0312, 0.0161, 1.7698e-01, 0.0725, 0.0037, 2.2824e-05, 1.0000e+05, 49.91852, tmax
5.39, 0.02, 0.0312, 0.0163, 1.7631e-01, 0.0732, 0.0027, 1.1554e-02, 1.0000e+05, 50.03239, tmax
5.40, 0.02, 0.0314, 0.0161, 1.7595e-01, 0.0731, 0.0053, 3.0718e-02, 1.0000e+05, 49.86113, tmax
5.41, 0.02, 0.0317, 0.0162, 1.7822e-01, 0.0729, 0.0026, 9.4685e-02, 1.0000e+05, 49.76113, tmax
5.42, 0.02, 0.0315, 0.0161, 1.7585e-01, 0.0737, 0.0038, 3.8391e-02, 1.0000e+05, 49.70554, tmax
5.43, 0.02, 0.0320, 0.0165, 1.7583e-01, 0.0734, 0.0031, 4.1003e-02, 1.0000e+05, 49.91052, tmax
5.45, 0.02, 0.0316, 0.0164, 1.7599e-01, 0.0741, 0.0035, 5.0400e-02, 1.0000e+05, 49.62328, tmax
5.44, 0.02, 0.0318, 0.0164, 1.7662e-01, 0.0735, 0.0014, 1.4966e-02, 1.0000e+05, 49.95512, tmax
