# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, t_end(PM), wall_time, fate
8.05, 0.05, 0.0547, 0.0481, 3.6054e-02, 0.1226, 0.0014, 1.1862e-01, 1.0000e+05, 56.81054, tmax
8.06, 0.05, 0.0548, 0.0481, 3.6072e-02, 0.1385, 0.0012, -1.8423e-02, 1.0000e+05, 56.75319, tmax
8.07, 0.05, 0.0562, 0.0481, 3.6074e-02, 0.1361, 0.0006, 1.3079e-01, 1.0000e+05, 56.76076, tmax
8.08, 0.05, 0.0545, 0.0481, 3.6043e-02, 0.1391, 0.0002, 3.5425e-02, 1.0000e+05, 56.87608, tmax
8.09, 0.05, 0.0538, 0.0481, 3.6038e-02, 0.1401, 0.0002, 1.2070e-01, 1.0000e+05, 56.93596, tmax
8.10, 0.05, 0.0569, 0.0481, 3.6089e-02, 0.1396, 0.0018, -1.9454e-02, 1.0000e+05, 56.88609, tmax
8.11, 0.05, 0.0564, 0.0481, 3.6024e-02, 0.1400, 0.0003, 1.1132e-01, 1.0000e+05, 56.97240, tmax
8.12, 0.05, 0.0529, 0.0482, 3.5997e-02, 0.1405, 0.0010, 4.9594e-02, 1.0000e+05, 56.82184, tmax
8.13, 0.05, 0.0529, 0.0481, 3.5941e-02, 0.1445, 0.0015, 9.0393e-02, 1.0000e+05, 56.94518, tmax
8.14, 0.05, 0.0536, 0.0482, 3.5981e-02, 0.1452, 0.0006, 4.2874e-02, 1.0000e+05, 57.05302, tmax
8.15, 0.05, 0.0541, 0.0482, 3.6017e-02, 0.1450, 0.0016, 1.3529e-01, 1.0000e+05, 56.80717, tmax
8.16, 0.05, 0.0547, 0.0483, 3.6053e-02, 0.1489, 0.0008, -1.0672e-02, 1.0000e+05, 56.89642, tmax
8.18, 0.05, 0.0548, 0.0484, 3.6051e-02, 0.1511, 0.0017, 4.0317e-02, 1.0000e+05, 56.98712, tmax
8.17, 0.05, 0.0545, 0.0483, 3.6057e-02, 0.1488, 0.0007, 1.4251e-01, 1.0000e+05, 57.94497, tmax
8.19, 0.05, 0.0546, 0.0484, 3.6022e-02, 0.1495, 0.0004, 2.8268e-03, 1.0000e+05, 57.03979, tmax
8.20, 0.05, 0.0548, 0.0485, 3.6002e-02, 0.1533, 0.0014, 1.3075e-01, 1.0000e+05, 56.90660, tmax
8.21, 0.05, 0.0545, 0.0485, 3.5993e-02, 0.1514, 0.0007, 8.0245e-02, 1.0000e+05, 56.87541, tmax
8.22, 0.05, 0.0546, 0.0486, 3.5984e-02, 0.1522, 0.0040, 4.5498e-02, 1.0000e+05, 56.87802, tmax
8.23, 0.05, 0.0544, 0.0486, 3.5970e-02, 0.1518, 0.0006, 1.2925e-01, 1.0000e+05, 56.91258, tmax
8.24, 0.05, 0.0545, 0.0487, 3.6037e-02, 0.1541, 0.0019, 3.6085e-02, 1.0000e+05, 56.86866, tmax
8.25, 0.05, 0.0543, 0.0487, 3.6031e-02, 0.1574, 0.0025, 1.2690e-01, 1.0000e+05, 56.80136, tmax
8.26, 0.05, 0.0545, 0.0487, 3.6078e-02, 0.1591, 0.0018, -1.1807e-02, 1.0000e+05, 56.82162, tmax
8.27, 0.05, 0.0544, 0.0487, 3.6087e-02, 0.1621, 0.0014, 1.4861e-01, 1.0000e+05, 57.00109, tmax
8.28, 0.05, 0.0544, 0.0488, 3.6077e-02, 0.1631, 0.0004, 2.2488e-02, 1.0000e+05, 57.00974, tmax
8.29, 0.05, 0.0544, 0.0488, 3.6087e-02, 0.1644, 0.0007, -2.2347e-02, 1.0000e+05, 56.89993, tmax
8.30, 0.05, 0.0543, 0.0488, 3.6075e-02, 0.1625, 0.0022, 1.4230e-01, 1.0000e+05, 56.89698, tmax
8.33, 0.05, 0.0543, 0.0488, 3.6162e-02, 0.1715, 0.0028, 8.3083e-02, 1.0000e+05, 56.78641, tmax
8.31, 0.05, 0.0543, 0.0488, 3.6092e-02, 0.1681, 0.0008, 1.6160e-01, 1.0000e+05, 57.03060, tmax
8.32, 0.05, 0.0542, 0.0488, 3.6124e-02, 0.1686, 0.0021, -1.3029e-02, 1.0000e+05, 57.06603, tmax
8.34, 0.05, 0.0544, 0.0488, 3.6299e-02, 0.1758, 0.0033, 1.4654e-01, 1.0000e+05, 56.95779, tmax
8.36, 0.05, 0.0546, 0.0488, 3.6612e-02, 0.1760, 0.0026, 5.4249e-03, 1.0000e+05, 56.79298, tmax
8.35, 0.05, 0.0544, 0.0488, 3.6416e-02, 0.1733, 0.0014, 1.3643e-01, 1.0000e+05, 56.98624, tmax
8.37, 0.05, 0.0545, 0.0489, 3.6789e-02, 0.1788, 0.0011, 1.5606e-01, 1.0000e+05, 57.04171, tmax
8.40, 0.05, 0.0540, 0.0489, 3.7243e-02, 0.1823, 0.0006, 1.8329e-01, 1.0000e+05, 56.81126, tmax
8.39, 0.05, 0.0540, 0.0489, 3.7121e-02, 0.1840, 0.0019, 1.1022e-01, 1.0000e+05, 56.84200, tmax
8.38, 0.05, 0.0543, 0.0489, 3.6966e-02, 0.1833, 0.0032, 1.3602e-01, 1.0000e+05, 56.92235, tmax
8.41, 0.05, 0.0539, 0.0489, 3.7201e-02, 0.1879, 0.0008, 1.5242e-01, 1.0000e+05, 57.04696, tmax
8.44, 0.05, 0.0545, 0.0490, 3.6348e-02, 0.1963, 0.0014, -2.6419e-02, 1.0000e+05, 56.81296, tmax
8.43, 0.05, 0.0543, 0.0490, 3.6672e-02, 0.1923, 0.0011, 9.2042e-02, 1.0000e+05, 56.94866, tmax
8.42, 0.05, 0.0539, 0.0490, 3.6997e-02, 0.1934, 0.0003, 1.5961e-01, 1.0000e+05, 57.06263, tmax
8.45, 0.05, 0.0541, 0.0490, 3.6155e-02, 0.1992, 0.0026, 1.1524e-01, 1.0000e+05, 56.82490, tmax
8.46, 0.05, 0.0541, 0.0490, 3.6036e-02, 0.2041, 0.0008, 6.4734e-02, 1.0000e+05, 56.90597, tmax
8.48, 0.05, 0.0542, 0.0490, 3.5929e-02, 0.2071, 0.0014, 4.2868e-03, 1.0000e+05, 56.76308, tmax
8.47, 0.05, 0.0542, 0.0490, 3.5985e-02, 0.2084, 0.0014, -1.4327e-02, 1.0000e+05, 56.82121, tmax
8.49, 0.05, 0.0542, 0.0490, 3.5911e-02, 0.2124, 0.0007, 1.7841e-01, 1.0000e+05, 56.77202, tmax
8.50, 0.05, 0.0544, 0.0490, 3.5885e-02, 0.2073, 0.0019, -3.5263e-02, 1.0000e+05, 56.79214, tmax
8.51, 0.05, 0.0543, 0.0490, 3.5839e-02, 0.2139, 0.0022, -1.4455e-02, 1.0000e+05, 57.18724, tmax
8.52, 0.05, 0.0543, 0.0490, 3.5834e-02, 0.2209, 0.0022, 1.5573e-01, 1.0000e+05, 57.08643, tmax
8.53, 0.05, 0.0543, 0.0490, 3.5794e-02, 0.2265, 0.0029, 3.8690e-02, 1.0000e+05, 57.02804, tmax
8.54, 0.05, 0.0543, 0.0490, 3.5815e-02, 0.2259, 0.0012, 9.6583e-02, 1.0000e+05, 56.98195, tmax
3.55, 0.06, 0.1612, 0.0022, 3.1320e-02, 0.1616, 0.0015, 6.4780e-02, 1.0000e+05, 58.60650, tmax
3.51, 0.06, 0.1712, 0.0028, 3.2037e-02, 0.1539, 0.0007, 1.2183e-02, 1.0000e+05, 59.31873, tmax
3.53, 0.06, 0.1364, 0.0014, 2.6769e-02, 0.1324, 0.0006, 5.8511e-02, 1.0000e+05, 61.54795, tmax
3.54, 0.06, 0.1674, 0.0027, 2.7449e-02, 0.1550, 0.0025, 5.6981e-03, 1.0000e+05, 61.84146, tmax
3.52, 0.06, 0.1937, 0.0033, 2.6620e-02, 0.1715, 0.0022, 1.0612e-01, 1.0000e+05, 62.10477, tmax
3.56, 0.06, 0.1285, 0.0057, 3.6323e-02, 0.1224, 0.0010, 9.8391e-02, 1.0000e+05, 58.50860, tmax
3.50, 0.06, 0.1596, 0.0012, 2.8268e-02, 0.1411, 0.0004, 1.3830e-02, 1.0000e+05, 62.56216, tmax
3.57, 0.06, 0.1503, 0.0035, 3.3409e-02, 0.1490, 0.0013, -5.5587e-04, 1.0000e+05, 58.28108, tmax
3.58, 0.06, 0.1228, 0.0021, 2.6913e-02, 0.1208, 0.0006, 4.9198e-02, 1.0000e+05, 58.13628, tmax
3.60, 0.06, 0.1162, 0.0022, 3.0970e-02, 0.1167, 0.0008, 7.0204e-02, 1.0000e+05, 58.01052, tmax
3.59, 0.06, 0.1296, 0.0018, 3.4393e-02, 0.1266, 0.0015, 1.2779e-03, 1.0000e+05, 58.11858, tmax
3.62, 0.06, 0.0991, 0.0019, 3.6364e-02, 0.1208, 0.0017, 8.2388e-02, 1.0000e+05, 57.92806, tmax
3.61, 0.06, 0.1083, 0.0024, 3.3328e-02, 0.1157, 0.0009, 9.9543e-03, 1.0000e+05, 57.98391, tmax
3.63, 0.06, 0.1087, 0.0021, 3.6103e-02, 0.1123, 0.0008, -5.2091e-03, 1.0000e+05, 58.17033, tmax
3.65, 0.06, 0.0865, 0.0033, 3.5980e-02, 0.1097, 0.0021, 4.7500e-03, 1.0000e+05, 57.89282, tmax
3.64, 0.06, 0.1060, 0.0019, 3.7087e-02, 0.1116, 0.0020, -1.2322e-02, 1.0000e+05, 58.19319, tmax
3.66, 0.06, 0.0920, 0.0032, 3.7586e-02, 0.1099, 0.0006, -8.1835e-03, 1.0000e+05, 58.12765, tmax
3.67, 0.06, 0.0986, 0.0029, 3.8368e-02, 0.1149, 0.0003, 7.3800e-02, 1.0000e+05, 57.94087, tmax
3.68, 0.06, 0.0957, 0.0057, 3.3721e-02, 0.1122, 0.0009, 2.4991e-02, 1.0000e+05, 57.91045, tmax
3.69, 0.06, 0.0943, 0.0052, 3.4471e-02, 0.1116, 0.0008, 5.3948e-02, 1.0000e+05, 57.82486, tmax
3.70, 0.06, 0.0980, 0.0031, 3.8999e-02, 0.1140, 0.0008, 7.5924e-02, 1.0000e+05, 57.80401, tmax
3.71, 0.06, 0.0903, 0.0065, 3.5175e-02, 0.1096, 0.0024, 7.2286e-03, 1.0000e+05, 57.96390, tmax
3.72, 0.06, 0.0866, 0.0088, 3.3019e-02, 0.1121, 0.0014, 3.5267e-02, 1.0000e+05, 57.60919, tmax
3.73, 0.06, 0.0813, 0.0108, 3.1041e-02, 0.1109, 0.0011, 4.8052e-02, 1.0000e+05, 59.57360, tmax
3.74, 0.06, 0.0801, 0.0177, 3.3134e-02, 0.1094, 0.0012, 5.3444e-02, 1.0000e+05, 57.55895, tmax
3.75, 0.06, 0.0706, 0.0126, 3.6866e-02, 0.1082, 0.0009, -1.1044e-02, 1.0000e+05, 57.68054, tmax
3.76, 0.06, 0.0685, 0.0136, 3.3303e-02, 0.1098, 0.0012, 2.9987e-02, 1.0000e+05, 57.64060, tmax
3.77, 0.06, 0.0646, 0.0131, 3.4495e-02, 0.1096, 0.0007, 5.7251e-02, 1.0000e+05, 57.56410, tmax
3.78, 0.06, 0.0645, 0.0105, 3.5277e-02, 0.1102, 0.0012, 6.9099e-03, 1.0000e+05, 57.54209, tmax
3.79, 0.06, 0.0647, 0.0093, 3.6718e-02, 0.1099, 0.0022, -7.4414e-03, 1.0000e+05, 57.61507, tmax
3.80, 0.06, 0.0641, 0.0078, 3.3626e-02, 0.1097, 0.0013, 3.9743e-02, 1.0000e+05, 57.37698, tmax
3.81, 0.06, 0.0647, 0.0086, 3.2704e-02, 0.1112, 0.0000, 3.9301e-02, 1.0000e+05, 57.40093, tmax
3.82, 0.06, 0.0652, 0.0071, 3.6587e-02, 0.1122, 0.0007, -1.3855e-02, 1.0000e+05, 57.36394, tmax
3.83, 0.06, 0.0647, 0.0064, 3.7720e-02, 0.1120, 0.0008, 7.5029e-02, 1.0000e+05, 57.42209, tmax
3.84, 0.06, 0.0648, 0.0062, 3.3663e-02, 0.1110, 0.0010, 2.0131e-02, 1.0000e+05, 57.69173, tmax
3.85, 0.06, 0.0649, 0.0041, 4.0150e-02, 0.1125, 0.0007, 7.9941e-02, 1.0000e+05, 57.39636, tmax
3.88, 0.06, 0.0640, 0.0026, 3.7624e-02, 0.1105, 0.0006, -1.0756e-02, 1.0000e+05, 57.30299, tmax
3.90, 0.06, 0.0638, 0.0031, 3.4999e-02, 0.1113, 0.0016, 7.3245e-03, 1.0000e+05, 57.27327, tmax
3.89, 0.06, 0.0711, 0.0032, 4.0932e-02, 0.1182, 0.0012, 9.0123e-02, 1.0000e+05, 57.51938, tmax
3.91, 0.06, 0.0639, 0.0013, 3.4633e-02, 0.1143, 0.0016, 1.2378e-02, 1.0000e+05, 57.38755, tmax
3.87, 0.06, 0.0644, 0.0032, 3.8276e-02, 0.1104, 0.0015, -1.4604e-02, 1.0000e+05, 57.84317, tmax
3.86, 0.06, 0.0883, 0.0071, 3.4379e-02, 0.1296, 0.0004, 6.7848e-02, 1.0000e+05, 58.02431, tmax
3.92, 0.06, 0.0645, 0.0017, 3.7835e-02, 0.1141, 0.0010, 7.8478e-02, 1.0000e+05, 57.25142, tmax
3.93, 0.06, 0.0647, 0.0018, 3.7397e-02, 0.1133, 0.0007, -1.5147e-02, 1.0000e+05, 57.30704, tmax
3.94, 0.06, 0.0648, 0.0019, 3.5243e-02, 0.1145, 0.0013, 6.5201e-02, 1.0000e+05, 57.28488, tmax
3.97, 0.06, 0.0647, 0.0009, 3.4364e-02, 0.1139, 0.0003, 2.7889e-02, 1.0000e+05, 57.27899, tmax
3.98, 0.06, 0.0646, 0.0004, 3.5716e-02, 0.1133, 0.0013, 5.3472e-03, 1.0000e+05, 57.26060, tmax
3.99, 0.06, 0.0646, 0.0011, 3.5091e-02, 0.1142, 0.0012, 6.4346e-02, 1.0000e+05, 57.30566, tmax
3.95, 0.06, 0.1239, 0.0011, 3.0366e-02, 0.1445, 0.0009, 3.1865e-02, 1.0000e+05, 57.69132, tmax
4.03, 0.06, 0.0653, 0.0000, 3.4496e-02, 0.1156, 0.0011, 2.2447e-02, 1.0000e+05, 57.26646, tmax
4.02, 0.06, 0.0648, 0.0007, 3.6172e-02, 0.1147, 0.0007, -5.1733e-04, 1.0000e+05, 57.33621, tmax
4.00, 0.06, 0.0670, 0.0002, 4.0356e-02, 0.1156, 0.0022, 8.9477e-02, 1.0000e+05, 57.51379, tmax
4.04, 0.06, 0.0651, 0.0012, 3.4338e-02, 0.1154, 0.0018, 3.8183e-02, 1.0000e+05, 57.25161, tmax
4.01, 0.06, 0.0645, 0.0006, 3.4330e-02, 0.1159, 0.0008, 4.1937e-02, 1.0000e+05, 57.53063, tmax
3.96, 0.06, 0.0737, 0.0017, 3.8929e-02, 0.1205, 0.0014, 8.5340e-02, 1.0000e+05, 57.89237, tmax
4.05, 0.06, 0.0647, 0.0010, 3.8606e-02, 0.1154, 0.0009, 8.0366e-02, 1.0000e+05, 57.28195, tmax
4.06, 0.06, 0.0652, 0.0012, 3.7018e-02, 0.1147, 0.0018, -1.0330e-02, 1.0000e+05, 57.50505, tmax
4.07, 0.06, 0.0649, 0.0006, 3.7358e-02, 0.1161, 0.0018, 7.5360e-02, 1.0000e+05, 57.36928, tmax
4.08, 0.06, 0.0651, 0.0003, 3.4258e-02, 0.1157, 0.0005, 6.6978e-02, 1.0000e+05, 57.34736, tmax
4.09, 0.06, 0.0651, 0.0007, 3.7077e-02, 0.1145, 0.0011, -1.1040e-02, 1.0000e+05, 57.44196, tmax
4.10, 0.06, 0.0655, 0.0006, 3.3339e-02, 0.1162, 0.0014, 4.6530e-02, 1.0000e+05, 57.24389, tmax
4.11, 0.06, 0.0645, 0.0003, 3.4665e-02, 0.1167, 0.0019, 3.0227e-02, 1.0000e+05, 57.22184, tmax
4.15, 0.06, 0.0649, 0.0008, 3.5021e-02, 0.1162, 0.0025, 2.2398e-02, 1.0000e+05, 57.30804, tmax
4.12, 0.06, 0.0653, 0.0002, 3.5816e-02, 0.1157, 0.0009, 7.9915e-03, 1.0000e+05, 60.26937, tmax
4.13, 0.06, 0.0648, 0.0003, 3.5897e-02, 0.1165, 0.0016, -2.1196e-03, 1.0000e+05, 60.00959, tmax
4.14, 0.06, 0.0642, 0.0001, 3.7176e-02, 0.1162, 0.0018, -8.3069e-03, 1.0000e+05, 60.12802, tmax
4.16, 0.06, 0.0675, 0.0007, 3.7108e-02, 0.1174, 0.0003, -1.0040e-02, 1.0000e+05, 59.98228, tmax
4.17, 0.06, 0.0677, 0.0002, 3.4794e-02, 0.1164, 0.0016, 3.0505e-02, 1.0000e+05, 57.28674, tmax
4.18, 0.06, 0.0632, 0.0011, 3.4302e-02, 0.1164, 0.0007, 4.5100e-02, 1.0000e+05, 57.37557, tmax
4.19, 0.06, 0.0642, 0.0003, 3.7644e-02, 0.1157, 0.0015, 8.8033e-02, 1.0000e+05, 57.20601, tmax
4.20, 0.06, 0.0627, 0.0006, 3.6135e-02, 0.1149, 0.0020, -1.8290e-03, 1.0000e+05, 57.42855, tmax
4.21, 0.06, 0.1450, 0.0009, 3.6414e-02, 0.1701, 0.0009, 9.4098e-02, 1.0000e+05, 58.68871, tmax
4.22, 0.06, 0.2001, 0.0024, 2.0570e-02, 0.2159, 0.0028, 1.1009e-01, 1.0000e+05, 59.12256, tmax
4.24, 0.06, 0.2030, 0.0032, 2.5698e-02, 0.2092, 0.0022, 1.0245e-01, 1.0000e+05, 58.30544, tmax
4.23, 0.06, 0.1951, 0.0009, 2.9906e-02, 0.2026, 0.0024, 1.2993e-01, 1.0000e+05, 59.08617, tmax
4.26, 0.06, 0.1608, 0.0017, 2.8457e-02, 0.1809, 0.0026, 9.9220e-02, 1.0000e+05, 58.18867, tmax
4.27, 0.06, 0.1752, 0.0008, 2.8041e-02, 0.1890, 0.0004, 5.5396e-02, 1.0000e+05, 58.08017, tmax
4.28, 0.06, 0.1345, 0.0015, 3.0646e-02, 0.1604, 0.0019, 1.0627e-02, 1.0000e+05, 57.83609, tmax
4.29, 0.06, 0.1767, 0.0016, 2.6260e-02, 0.1756, 0.0020, 5.3108e-02, 1.0000e+05, 57.94613, tmax
4.25, 0.06, 0.1805, 0.0012, 3.0770e-02, 0.1652, 0.0003, 8.7148e-02, 1.0000e+05, 59.54849, tmax
4.30, 0.06, 0.1230, 0.0012, 3.1318e-02, 0.1419, 0.0015, 7.7894e-02, 1.0000e+05, 57.45329, tmax
4.31, 0.06, 0.1233, 0.0014, 2.9731e-02, 0.1544, 0.0009, 3.6769e-02, 1.0000e+05, 57.60900, tmax
4.32, 0.06, 0.1535, 0.0013, 3.4662e-02, 0.1321, 0.0003, 8.5676e-02, 1.0000e+05, 57.90397, tmax
4.33, 0.06, 0.1289, 0.0018, 3.4593e-02, 0.1620, 0.0014, 1.4521e-02, 1.0000e+05, 58.20369, tmax
4.34, 0.06, 0.0936, 0.0013, 3.4299e-02, 0.1266, 0.0012, 9.4959e-02, 1.0000e+05, 57.24659, tmax
4.35, 0.06, 0.1013, 0.0015, 3.6624e-02, 0.1610, 0.0026, 7.6012e-02, 1.0000e+05, 57.55712, tmax
4.36, 0.06, 0.0696, 0.0020, 3.3732e-02, 0.1257, 0.0016, 7.5644e-02, 1.0000e+05, 57.37078, tmax
4.38, 0.06, 0.0640, 0.0030, 3.4403e-02, 0.1161, 0.0020, 3.5066e-02, 1.0000e+05, 57.38410, tmax
4.37, 0.06, 0.0673, 0.0008, 3.3730e-02, 0.1163, 0.0013, 5.1847e-02, 1.0000e+05, 58.71499, tmax
4.39, 0.06, 0.0641, 0.0032, 3.6805e-02, 0.1167, 0.0030, -9.9203e-03, 1.0000e+05, 57.40127, tmax
4.40, 0.06, 0.0642, 0.0032, 3.5440e-02, 0.1171, 0.0025, 2.2045e-02, 1.0000e+05, 57.25263, tmax
4.42, 0.06, 0.0647, 0.0037, 3.4921e-02, 0.1177, 0.0018, 3.0759e-02, 1.0000e+05, 57.19437, tmax
4.41, 0.06, 0.0643, 0.0024, 3.4722e-02, 0.1168, 0.0006, 5.0334e-02, 1.0000e+05, 57.44934, tmax
4.43, 0.06, 0.0644, 0.0037, 3.6764e-02, 0.1158, 0.0014, -8.4132e-03, 1.0000e+05, 57.20342, tmax
4.44, 0.06, 0.0650, 0.0031, 3.7208e-02, 0.1159, 0.0018, 8.0694e-02, 1.0000e+05, 57.11870, tmax
4.45, 0.06, 0.0650, 0.0028, 3.5082e-02, 0.1162, 0.0006, 3.0740e-02, 1.0000e+05, 57.13359, tmax
4.47, 0.06, 0.0648, 0.0036, 3.5159e-02, 0.1170, 0.0014, 5.2279e-02, 1.0000e+05, 57.11650, tmax
4.49, 0.06, 0.0645, 0.0044, 3.6250e-02, 0.1165, 0.0015, 5.9936e-04, 1.0000e+05, 57.11907, tmax
4.48, 0.06, 0.0647, 0.0043, 3.5441e-02, 0.1177, 0.0019, 7.7836e-02, 1.0000e+05, 57.28792, tmax
4.46, 0.06, 0.0650, 0.0041, 3.5756e-02, 0.1175, 0.0008, 1.1438e-02, 1.0000e+05, 57.59320, tmax
4.51, 0.06, 0.0649, 0.0045, 3.6875e-02, 0.1162, 0.0006, -1.2351e-02, 1.0000e+05, 57.12193, tmax
4.50, 0.06, 0.0649, 0.0048, 3.7049e-02, 0.1172, 0.0008, -1.0356e-02, 1.0000e+05, 57.64537, tmax
4.52, 0.06, 0.0650, 0.0049, 3.5416e-02, 0.1169, 0.0020, 7.3743e-02, 1.0000e+05, 57.18790, tmax
4.54, 0.06, 0.0652, 0.0050, 3.8412e-02, 0.1159, 0.0010, 9.6281e-02, 1.0000e+05, 57.04950, tmax
4.53, 0.06, 0.0650, 0.0053, 3.6938e-02, 0.1160, 0.0003, -1.3150e-02, 1.0000e+05, 57.07421, tmax
4.55, 0.06, 0.0650, 0.0055, 3.4572e-02, 0.1161, 0.0020, 4.6146e-02, 1.0000e+05, 57.09638, tmax
4.56, 0.06, 0.0656, 0.0049, 3.7406e-02, 0.1177, 0.0030, -1.1487e-02, 1.0000e+05, 57.17706, tmax
4.58, 0.06, 0.0654, 0.0058, 3.6947e-02, 0.1161, 0.0017, 8.8718e-02, 1.0000e+05, 57.10166, tmax
4.57, 0.06, 0.0655, 0.0061, 3.6947e-02, 0.1166, 0.0021, -1.1414e-02, 1.0000e+05, 57.15294, tmax
4.59, 0.06, 0.0652, 0.0066, 3.5127e-02, 0.1146, 0.0022, 3.4856e-02, 1.0000e+05, 57.08013, tmax
4.61, 0.06, 0.0653, 0.0070, 3.5703e-02, 0.1175, 0.0012, 2.1300e-02, 1.0000e+05, 57.03018, tmax
4.64, 0.06, 0.0654, 0.0075, 3.7128e-02, 0.1163, 0.0014, -1.0868e-02, 1.0000e+05, 57.02351, tmax
4.60, 0.06, 0.0654, 0.0067, 3.5489e-02, 0.1164, 0.0016, 5.9080e-02, 1.0000e+05, 57.23056, tmax
4.63, 0.06, 0.0656, 0.0071, 3.6703e-02, 0.1158, 0.0018, -6.6239e-03, 1.0000e+05, 57.16295, tmax
4.65, 0.06, 0.0647, 0.0073, 3.6943e-02, 0.1158, 0.0014, 8.7359e-02, 1.0000e+05, 57.08148, tmax
4.62, 0.06, 0.0650, 0.0068, 3.4922e-02, 0.1168, 0.0005, 6.3568e-02, 1.0000e+05, 57.51539, tmax
4.66, 0.06, 0.0650, 0.0080, 3.7062e-02, 0.1176, 0.0019, -8.1575e-03, 1.0000e+05, 57.10363, tmax
4.67, 0.06, 0.0657, 0.0082, 3.6934e-02, 0.1160, 0.0007, -1.1847e-02, 1.0000e+05, 57.34613, tmax
4.68, 0.06, 0.0644, 0.0081, 3.7011e-02, 0.1182, 0.0025, -1.1830e-02, 1.0000e+05, 57.08783, tmax
4.69, 0.06, 0.0652, 0.0079, 3.5096e-02, 0.1155, 0.0014, 6.3707e-02, 1.0000e+05, 57.37263, tmax
4.70, 0.06, 0.0653, 0.0088, 3.6266e-02, 0.1162, 0.0015, 4.7805e-03, 1.0000e+05, 57.22644, tmax
4.71, 0.06, 0.0651, 0.0090, 3.7067e-02, 0.1158, 0.0013, 8.7174e-02, 1.0000e+05, 57.15412, tmax
4.72, 0.06, 0.0655, 0.0093, 3.5723e-02, 0.1165, 0.0012, 7.8664e-02, 1.0000e+05, 57.30303, tmax
4.77, 0.06, 0.0650, 0.0102, 3.5208e-02, 0.1167, 0.0027, 3.4918e-02, 1.0000e+05, 57.27619, tmax
4.78, 0.06, 0.0649, 0.0104, 3.6920e-02, 0.1162, 0.0011, -8.8962e-03, 1.0000e+05, 57.16294, tmax
4.79, 0.06, 0.0656, 0.0102, 3.5795e-02, 0.1169, 0.0013, 2.1369e-02, 1.0000e+05, 57.07029, tmax
4.80, 0.06, 0.0697, 0.0080, 3.5428e-02, 0.1216, 0.0005, 4.3512e-02, 1.0000e+05, 57.21946, tmax
4.73, 0.06, 0.0650, 0.0091, 3.5531e-02, 0.1160, 0.0014, 3.2246e-02, 1.0000e+05, 59.80475, tmax
4.74, 0.06, 0.0649, 0.0089, 3.5783e-02, 0.1179, 0.0006, 2.4404e-02, 1.0000e+05, 59.85260, tmax
4.76, 0.06, 0.0647, 0.0099, 3.5728e-02, 0.1176, 0.0009, 6.9523e-02, 1.0000e+05, 59.91523, tmax
4.75, 0.06, 0.0651, 0.0094, 3.6718e-02, 0.1158, 0.0007, 1.1789e-03, 1.0000e+05, 60.10714, tmax
4.81, 0.06, 0.0721, 0.0004, 3.7254e-02, 0.1300, 0.0038, 1.0077e-01, 1.0000e+05, 57.08259, tmax
4.82, 0.06, 0.0617, 0.0031, 3.5785e-02, 0.1117, 0.0022, 3.3339e-02, 1.0000e+05, 56.81248, tmax
4.83, 0.06, 0.0711, 0.0110, 3.5615e-02, 0.1156, 0.0008, 3.0718e-02, 1.0000e+05, 57.03792, tmax
4.84, 0.06, 0.0621, 0.0033, 3.7216e-02, 0.1153, 0.0008, -1.0418e-02, 1.0000e+05, 56.91249, tmax
4.85, 0.06, 0.0629, 0.0109, 3.8324e-02, 0.1128, 0.0009, 9.1416e-02, 1.0000e+05, 56.91097, tmax
4.86, 0.06, 0.0676, 0.0034, 3.6652e-02, 0.1177, 0.0012, 8.4463e-02, 1.0000e+05, 57.05277, tmax
4.87, 0.06, 0.0632, 0.0013, 3.7106e-02, 0.1141, 0.0007, -3.3577e-03, 1.0000e+05, 57.13007, tmax
4.88, 0.06, 0.0634, 0.0134, 3.7634e-02, 0.1153, 0.0010, -1.1625e-02, 1.0000e+05, 56.96831, tmax
4.89, 0.06, 0.1131, 0.0137, 3.5693e-02, 0.1421, 0.0023, 8.5498e-02, 1.0000e+05, 57.57246, tmax
4.90, 0.06, 0.1010, 0.0123, 3.4663e-02, 0.1333, 0.0009, 6.0802e-02, 1.0000e+05, 57.49329, tmax
4.91, 0.06, 0.0984, 0.0111, 3.5418e-02, 0.1166, 0.0006, 8.3322e-02, 1.0000e+05, 57.24518, tmax
4.92, 0.06, 0.0947, 0.0138, 3.5713e-02, 0.1207, 0.0011, 7.9503e-02, 1.0000e+05, 57.35456, tmax
4.93, 0.06, 0.0717, 0.0126, 3.5780e-02, 0.1158, 0.0004, 2.5357e-02, 1.0000e+05, 57.89445, tmax
4.94, 0.06, 0.0674, 0.0148, 3.7157e-02, 0.1153, 0.0016, -1.2627e-02, 1.0000e+05, 57.02186, tmax
4.95, 0.06, 0.0650, 0.0147, 3.7102e-02, 0.1134, 0.0012, -7.5846e-03, 1.0000e+05, 57.07960, tmax
4.96, 0.06, 0.0653, 0.0153, 3.5979e-02, 0.1150, 0.0013, 5.9441e-02, 1.0000e+05, 56.97058, tmax
4.97, 0.06, 0.0654, 0.0153, 3.7046e-02, 0.1149, 0.0008, -5.1667e-03, 1.0000e+05, 57.17874, tmax
4.98, 0.06, 0.0656, 0.0159, 3.5955e-02, 0.1165, 0.0022, 3.1040e-02, 1.0000e+05, 57.03157, tmax
